country,district,indicator,CSI,FAR,POD,n_events
Uganda,ABIM,SPEI_10month,0.125,0.8333333333333334,0.3333333333333333,9.0
Uganda,ABIM,SPEI_11month,0.11538461538461539,0.85,0.3333333333333333,9.0
Uganda,ABIM,SPEI_12month,0.16666666666666666,0.7894736842105263,0.4444444444444444,9.0
Uganda,ADJUMANI,NDVI,0.0,1.0,0.0,1.0
Uganda,ADJUMANI,EVI,0.0,1.0,0.0,1.0
Uganda,ADJUMANI,rainfall_JAXA_GSMaP,0.0,1.0,0.0,1.0
Uganda,ADJUMANI,surface_temperature_daytime,1.0,0.0,1.0,1.0
Uganda,ADJUMANI,surface_temperature_nighttime,0.25,0.75,1.0,1.0
Uganda,ADJUMANI,evapotranspiration,0.0,1.0,0.0,1.0
Uganda,ADJUMANI,SoilMoisture00_10cm,0.0,1.0,0.0,1.0
Uganda,ADJUMANI,wind_speed,1.0,0.0,1.0,1.0
Uganda,ADJUMANI,SPEI_1month,0.25,0.75,1.0,1.0
Uganda,ADJUMANI,SPEI_2month,0.3333333333333333,0.6666666666666666,1.0,1.0
Uganda,ADJUMANI,SPEI_6month,0.0,1.0,0.0,1.0
Uganda,ADJUMANI,SPEI_7month,0.0,1.0,0.0,1.0
Uganda,ADJUMANI,SPEI_8month,0.0,1.0,0.0,1.0
Uganda,ADJUMANI,SPEI_9month,0.0,1.0,0.0,1.0
Uganda,ADJUMANI,SPEI_10month,0.0,1.0,0.0,1.0
Uganda,ALEBTONG,NDVI,1.0,0.0,1.0,2.0
Uganda,ALEBTONG,EVI,1.0,0.0,1.0,2.0
Uganda,ALEBTONG,rainfall_NASA_TRMM_3B43,1.0,0.0,1.0,2.0
Uganda,ALEBTONG,rainfall_JAXA_GSMaP,1.0,0.0,1.0,2.0
Uganda,ALEBTONG,surface_temperature_daytime,0.0,1.0,0.0,2.0
Uganda,ALEBTONG,surface_temperature_nighttime,0.0,1.0,0.0,2.0
Uganda,ALEBTONG,evapotranspiration,1.0,0.0,1.0,2.0
Uganda,ALEBTONG,rainfall_CHIRPS_FLDAS,1.0,0.0,1.0,2.0
Uganda,ALEBTONG,SoilMoisture00_10cm,1.0,0.0,1.0,2.0
Uganda,ALEBTONG,SoilMoisture40_100cm,0.5,0.0,0.5,2.0
Uganda,ALEBTONG,SoilMoisture100_200cm,0.0,1.0,0.0,2.0
Uganda,ALEBTONG,SoilTemperature00_10cm,0.0,1.0,0.0,2.0
Uganda,ALEBTONG,SoilTemperature10_40cm,0.0,1.0,0.0,2.0
Uganda,ALEBTONG,SoilTemperature40_100cm,0.0,1.0,0.0,2.0
Uganda,ALEBTONG,SoilTemperature100_200cm,0.0,1.0,0.0,2.0
Uganda,ALEBTONG,air_temperature,0.0,1.0,0.0,2.0
Uganda,ALEBTONG,wind_speed,0.0,1.0,0.0,2.0
Uganda,ALEBTONG,SPEI_1month,0.2,0.75,0.5,2.0
Uganda,ALEBTONG,SPEI_2month,0.2,0.75,0.5,2.0
Uganda,ALEBTONG,SPEI_3month,0.14285714285714285,0.8333333333333334,0.5,2.0
Uganda,ALEBTONG,SPEI_4month,0.14285714285714285,0.8333333333333334,0.5,2.0
Uganda,ALEBTONG,SPEI_5month,0.3333333333333333,0.6666666666666666,1.0,2.0
Uganda,ALEBTONG,SPEI_6month,0.3333333333333333,0.6666666666666666,1.0,2.0
Uganda,ALEBTONG,SPEI_7month,0.16666666666666666,0.8,0.5,2.0
Uganda,ALEBTONG,SPEI_8month,0.2,0.75,0.5,2.0
Uganda,ALEBTONG,SPEI_9month,0.2,0.75,0.5,2.0
Uganda,ALEBTONG,SPEI_10month,0.2,0.75,0.5,2.0
Uganda,ALEBTONG,SPEI_11month,0.2,0.75,0.5,2.0
Uganda,ALEBTONG,SPEI_12month,0.0,1.0,0.0,2.0
Uganda,AMOLATAR,NDVI,1.0,0.0,1.0,1.0
Uganda,AMOLATAR,EVI,1.0,0.0,1.0,1.0
Uganda,AMOLATAR,rainfall_NASA_TRMM_3B43,0.3333333333333333,0.6666666666666666,1.0,1.0
Uganda,AMOLATAR,rainfall_JAXA_GSMaP,0.5,0.5,1.0,1.0
Uganda,AMOLATAR,surface_temperature_daytime,0.0,1.0,0.0,1.0
Uganda,AMOLATAR,surface_temperature_nighttime,0.0,1.0,0.0,1.0
Uganda,AMOLATAR,evapotranspiration,0.5,0.5,1.0,1.0
Uganda,AMOLATAR,rainfall_CHIRPS_FLDAS,0.5,0.5,1.0,1.0
Uganda,AMOLATAR,SoilMoisture00_10cm,0.5,0.5,1.0,1.0
Uganda,AMOLATAR,SoilMoisture10_40cm,1.0,0.0,1.0,1.0
Uganda,AMOLATAR,SoilMoisture40_100cm,1.0,0.0,1.0,1.0
Uganda,AMOLATAR,SoilTemperature00_10cm,0.0,1.0,0.0,1.0
Uganda,AMOLATAR,SoilTemperature10_40cm,0.0,1.0,0.0,1.0
Uganda,AMOLATAR,SoilTemperature40_100cm,0.0,1.0,0.0,1.0
Uganda,AMOLATAR,SoilTemperature100_200cm,0.0,1.0,0.0,1.0
Uganda,AMOLATAR,air_temperature,0.0,1.0,0.0,1.0
Uganda,AMOLATAR,wind_speed,0.0,1.0,0.0,1.0
Uganda,AMOLATAR,SPEI_1month,0.0,1.0,0.0,1.0
Uganda,AMOLATAR,SPEI_2month,0.0,1.0,0.0,1.0
Uganda,AMUDAT,NDVI,0.8,0.0,0.8,5.0
Uganda,AMUDAT,EVI,0.5,0.25,0.6,5.0
Uganda,AMUDAT,rainfall_NASA_TRMM_3B43,0.2,0.7142857142857143,0.4,5.0
Uganda,AMUDAT,rainfall_JAXA_GSMaP,0.3,0.625,0.6,5.0
Uganda,AMUDAT,surface_temperature_daytime,0.0,1.0,0.0,5.0
Uganda,AMUDAT,surface_temperature_nighttime,0.0,1.0,0.0,5.0
Uganda,AMUDAT,evapotranspiration,0.5,0.42857142857142855,0.8,5.0
Uganda,AMUDAT,rainfall_CHIRPS_FLDAS,0.3333333333333333,0.5714285714285714,0.6,5.0
Uganda,AMUDAT,SoilMoisture00_10cm,0.5714285714285714,0.3333333333333333,0.8,5.0
Uganda,AMUDAT,SoilMoisture10_40cm,0.42857142857142855,0.4,0.6,5.0
Uganda,AMUDAT,SoilMoisture40_100cm,0.2222222222222222,0.6666666666666666,0.4,5.0
Uganda,AMUDAT,SoilMoisture100_200cm,0.16666666666666666,0.5,0.2,5.0
Uganda,AMUDAT,SoilTemperature00_10cm,0.0,1.0,0.0,5.0
Uganda,AMUDAT,SoilTemperature10_40cm,0.0,1.0,0.0,5.0
Uganda,AMUDAT,SoilTemperature40_100cm,0.0,1.0,0.0,5.0
Uganda,AMUDAT,SoilTemperature100_200cm,0.0,1.0,0.0,5.0
Uganda,AMUDAT,air_temperature,0.0,1.0,0.0,5.0
Uganda,AMUDAT,wind_speed,0.0,1.0,0.0,5.0
Uganda,AMUDAT,SPEI_1month,0.06666666666666667,0.9090909090909091,0.2,5.0
Uganda,AMUDAT,SPEI_2month,0.07692307692307693,0.8888888888888888,0.2,5.0
Uganda,AMUDAT,SPEI_3month,0.0,1.0,0.0,5.0
Uganda,AMUDAT,SPEI_4month,0.0,1.0,0.0,5.0
Uganda,AMUDAT,SPEI_5month,0.16666666666666666,0.7777777777777778,0.4,5.0
Uganda,AMUDAT,SPEI_6month,0.16666666666666666,0.7777777777777778,0.4,5.0
Uganda,AMUDAT,SPEI_7month,0.16666666666666666,0.7777777777777778,0.4,5.0
Uganda,AMUDAT,SPEI_8month,0.18181818181818182,0.75,0.4,5.0
Uganda,AMUDAT,SPEI_9month,0.3333333333333333,0.5714285714285714,0.6,5.0
Uganda,AMUDAT,SPEI_10month,0.3333333333333333,0.5714285714285714,0.6,5.0
Uganda,AMUDAT,SPEI_11month,0.3333333333333333,0.5714285714285714,0.6,5.0
Uganda,AMUDAT,SPEI_12month,0.3333333333333333,0.5714285714285714,0.6,5.0
Uganda,AMURIA,NDVI,1.0,0.0,1.0,1.0
Uganda,AMURIA,EVI,1.0,0.0,1.0,1.0
Uganda,AMURIA,rainfall_NASA_TRMM_3B43,1.0,0.0,1.0,1.0
Uganda,AMURIA,rainfall_JAXA_GSMaP,1.0,0.0,1.0,1.0
Uganda,AMURIA,surface_temperature_daytime,0.0,1.0,0.0,1.0
Uganda,AMURIA,surface_temperature_nighttime,0.0,1.0,0.0,1.0
Uganda,AMURIA,evapotranspiration,1.0,0.0,1.0,1.0
Uganda,AMURIA,rainfall_CHIRPS_FLDAS,1.0,0.0,1.0,1.0
Uganda,AMURIA,SoilMoisture00_10cm,1.0,0.0,1.0,1.0
Uganda,AMURIA,SoilMoisture10_40cm,1.0,0.0,1.0,1.0
Uganda,AMURIA,SoilMoisture40_100cm,0.0,1.0,0.0,1.0
Uganda,AMURIA,SoilTemperature00_10cm,0.0,1.0,0.0,1.0
Uganda,AMURIA,SoilTemperature10_40cm,0.0,1.0,0.0,1.0
Uganda,AMURIA,SoilTemperature40_100cm,0.0,1.0,0.0,1.0
Uganda,AMURIA,SoilTemperature100_200cm,0.0,1.0,0.0,1.0
Uganda,AMURIA,air_temperature,0.0,1.0,0.0,1.0
Uganda,AMURIA,wind_speed,0.0,1.0,0.0,1.0
Uganda,AMURIA,SPEI_1month,0.0,1.0,0.0,1.0
Uganda,AMURIA,SPEI_2month,0.0,1.0,0.0,1.0
Uganda,AMURIA,SPEI_3month,0.0,1.0,0.0,1.0
Uganda,AMURIA,SPEI_4month,0.0,1.0,0.0,1.0
Uganda,AMURIA,SPEI_5month,0.0,1.0,0.0,1.0
Uganda,AMURIA,SPEI_6month,0.0,1.0,0.0,1.0
Uganda,AMURIA,SPEI_7month,0.0,1.0,0.0,1.0
Uganda,AMURIA,SPEI_8month,0.0,1.0,0.0,1.0
Uganda,AMURIA,SPEI_9month,0.0,1.0,0.0,1.0
Uganda,AMURIA,SPEI_10month,0.0,1.0,0.0,1.0
Uganda,AMURIA,SPEI_11month,0.0,1.0,0.0,1.0
Uganda,AMURIA,SPEI_12month,0.0,1.0,0.0,1.0
Uganda,AMURU,NDVI,1.0,0.0,1.0,1.0
Uganda,AMURU,EVI,1.0,0.0,1.0,1.0
Uganda,AMURU,rainfall_NASA_TRMM_3B43,0.5,0.5,1.0,1.0
Uganda,AMURU,rainfall_JAXA_GSMaP,0.5,0.5,1.0,1.0
Uganda,AMURU,surface_temperature_daytime,0.0,1.0,0.0,1.0
Uganda,AMURU,evapotranspiration,1.0,0.0,1.0,1.0
Uganda,AMURU,rainfall_CHIRPS_FLDAS,0.5,0.5,1.0,1.0
Uganda,AMURU,SoilMoisture00_10cm,1.0,0.0,1.0,1.0
Uganda,AMURU,SoilMoisture10_40cm,1.0,0.0,1.0,1.0
Uganda,AMURU,SoilMoisture40_100cm,1.0,0.0,1.0,1.0
Uganda,AMURU,SoilTemperature00_10cm,0.0,1.0,0.0,1.0
Uganda,AMURU,SoilTemperature10_40cm,0.0,1.0,0.0,1.0
Uganda,AMURU,SoilTemperature40_100cm,0.0,1.0,0.0,1.0
Uganda,AMURU,SoilTemperature100_200cm,0.0,1.0,0.0,1.0
Uganda,AMURU,air_temperature,0.0,1.0,0.0,1.0
Uganda,AMURU,wind_speed,0.0,1.0,0.0,1.0
Uganda,AMURU,SPEI_1month,0.0,1.0,0.0,1.0
Uganda,AMURU,SPEI_2month,0.0,1.0,0.0,1.0
Uganda,AMURU,SPEI_3month,0.0,1.0,0.0,1.0
Uganda,AMURU,SPEI_4month,0.0,1.0,0.0,1.0
Uganda,AMURU,SPEI_5month,0.25,0.75,1.0,1.0
Uganda,AMURU,SPEI_6month,0.5,0.5,1.0,1.0
Uganda,AMURU,SPEI_7month,0.5,0.5,1.0,1.0
Uganda,AMURU,SPEI_8month,1.0,0.0,1.0,1.0
Uganda,AMURU,SPEI_9month,0.5,0.5,1.0,1.0
Uganda,AMURU,SPEI_10month,0.5,0.5,1.0,1.0
Uganda,AMURU,SPEI_11month,0.5,0.5,1.0,1.0
Uganda,AMURU,SPEI_12month,0.5,0.5,1.0,1.0
Uganda,ARUA,NDVI,0.14285714285714285,0.75,0.25,4.0
Uganda,ARUA,EVI,0.2857142857142857,0.6,0.5,4.0
Uganda,ARUA,rainfall_NASA_TRMM_3B43,0.2857142857142857,0.6,0.5,4.0
Uganda,ARUA,rainfall_JAXA_GSMaP,0.2222222222222222,0.7142857142857143,0.5,4.0
Uganda,ARUA,surface_temperature_daytime,0.1,0.8571428571428571,0.25,4.0
Uganda,ARUA,surface_temperature_nighttime,0.2222222222222222,0.7142857142857143,0.5,4.0
Uganda,ARUA,evapotranspiration,0.2222222222222222,0.7142857142857143,0.5,4.0
Uganda,ARUA,rainfall_CHIRPS_FLDAS,0.2222222222222222,0.7142857142857143,0.5,4.0
Uganda,ARUA,SoilMoisture00_10cm,0.2222222222222222,0.7142857142857143,0.5,4.0
Uganda,ARUA,SoilMoisture10_40cm,0.07692307692307693,0.9,0.25,4.0
Uganda,ARUA,SoilMoisture40_100cm,0.0625,0.9230769230769231,0.25,4.0
Uganda,ARUA,SoilMoisture100_200cm,0.06666666666666667,0.9166666666666666,0.25,4.0
Uganda,ARUA,SoilTemperature00_10cm,0.0,1.0,0.0,4.0
Uganda,ARUA,SoilTemperature10_40cm,0.0,1.0,0.0,4.0
Uganda,ARUA,SoilTemperature40_100cm,0.0,1.0,0.0,4.0
Uganda,ARUA,SoilTemperature100_200cm,0.0,1.0,0.0,4.0
Uganda,ARUA,air_temperature,0.0,1.0,0.0,4.0
Uganda,ARUA,wind_speed,0.0,1.0,0.0,4.0
Uganda,ARUA,SPEI_1month,0.3333333333333333,0.625,0.75,4.0
Uganda,ARUA,SPEI_2month,0.1,0.8571428571428571,0.25,4.0
Uganda,ARUA,SPEI_3month,0.0,1.0,0.0,4.0
Uganda,ARUA,SPEI_4month,0.16666666666666666,0.8,0.5,4.0
Uganda,ARUA,SPEI_5month,0.09090909090909091,0.875,0.25,4.0
Uganda,ARUA,SPEI_6month,0.2727272727272727,0.7,0.75,4.0
Uganda,ARUA,SPEI_7month,0.14285714285714285,0.8333333333333334,0.5,4.0
Uganda,ARUA,SPEI_8month,0.14285714285714285,0.8333333333333334,0.5,4.0
Uganda,ARUA,SPEI_9month,0.125,0.8571428571428571,0.5,4.0
Uganda,ARUA,SPEI_10month,0.11764705882352941,0.8666666666666667,0.5,4.0
Uganda,ARUA,SPEI_11month,0.10526315789473684,0.8823529411764706,0.5,4.0
Uganda,ARUA,SPEI_12month,0.05555555555555555,0.9333333333333333,0.25,4.0
Uganda,BUDAKA,NDVI,1.0,0.0,1.0,1.0
Uganda,BUDAKA,EVI,1.0,0.0,1.0,1.0
Uganda,BUDAKA,rainfall_NASA_TRMM_3B43,0.0,1.0,0.0,1.0
Uganda,BUDAKA,rainfall_JAXA_GSMaP,0.25,0.75,1.0,1.0
Uganda,BUDAKA,surface_temperature_nighttime,0.0,1.0,0.0,1.0
Uganda,BUDAKA,evapotranspiration,1.0,0.0,1.0,1.0
Uganda,BUDAKA,rainfall_CHIRPS_FLDAS,0.5,0.5,1.0,1.0
Uganda,BUDAKA,SoilMoisture00_10cm,0.5,0.5,1.0,1.0
Uganda,BUDAKA,SoilMoisture10_40cm,1.0,0.0,1.0,1.0
Uganda,BUDAKA,SoilMoisture40_100cm,1.0,0.0,1.0,1.0
Uganda,BUDAKA,SoilTemperature00_10cm,0.0,1.0,0.0,1.0
Uganda,BUDAKA,SoilTemperature10_40cm,0.0,1.0,0.0,1.0
Uganda,BUDAKA,SoilTemperature40_100cm,0.0,1.0,0.0,1.0
Uganda,BUDAKA,SoilTemperature100_200cm,0.0,1.0,0.0,1.0
Uganda,BUDAKA,air_temperature,0.0,1.0,0.0,1.0
Uganda,BUDAKA,wind_speed,0.0,1.0,0.0,1.0
Uganda,BUDAKA,SPEI_1month,0.0,1.0,0.0,1.0
Uganda,BUDAKA,SPEI_2month,0.0,1.0,0.0,1.0
Uganda,BUDAKA,SPEI_3month,0.0,1.0,0.0,1.0
Uganda,BUDAKA,SPEI_4month,0.0,1.0,0.0,1.0
Uganda,BUDAKA,SPEI_5month,0.0,1.0,0.0,1.0
Uganda,BUDAKA,SPEI_6month,0.3333333333333333,0.6666666666666666,1.0,1.0
Uganda,BUDAKA,SPEI_7month,0.5,0.5,1.0,1.0
Uganda,BUDAKA,SPEI_8month,0.0,1.0,0.0,1.0
Uganda,BUDAKA,SPEI_9month,0.0,1.0,0.0,1.0
Uganda,BUDAKA,SPEI_10month,0.0,1.0,0.0,1.0
Uganda,BUDAKA,SPEI_11month,0.0,1.0,0.0,1.0
Uganda,BUDAKA,SPEI_12month,0.0,1.0,0.0,1.0
Uganda,BUKOMANSIMBI,NDVI,0.16666666666666666,0.8,0.5,2.0
Uganda,BUKOMANSIMBI,EVI,0.3333333333333333,0.6666666666666666,1.0,2.0
Uganda,BUKOMANSIMBI,rainfall_NASA_TRMM_3B43,0.5,0.5,1.0,2.0
Uganda,BUKOMANSIMBI,rainfall_JAXA_GSMaP,0.14285714285714285,0.8333333333333334,0.5,2.0
Uganda,BUKOMANSIMBI,surface_temperature_daytime,0.0,1.0,0.0,2.0
Uganda,BUKOMANSIMBI,surface_temperature_nighttime,0.2,0.75,0.5,2.0
Uganda,BUKOMANSIMBI,evapotranspiration,0.25,0.6666666666666666,0.5,2.0
Uganda,BUKOMANSIMBI,rainfall_CHIRPS_FLDAS,0.5,0.5,1.0,2.0
Uganda,BUKOMANSIMBI,SoilMoisture00_10cm,0.16666666666666666,0.8,0.5,2.0
Uganda,BUKOMANSIMBI,SoilMoisture10_40cm,0.14285714285714285,0.8333333333333334,0.5,2.0
Uganda,BUKOMANSIMBI,SoilMoisture40_100cm,0.14285714285714285,0.8333333333333334,0.5,2.0
Uganda,BUKOMANSIMBI,SoilTemperature00_10cm,0.0,1.0,0.0,2.0
Uganda,BUKOMANSIMBI,SoilTemperature10_40cm,0.0,1.0,0.0,2.0
Uganda,BUKOMANSIMBI,air_temperature,0.0,1.0,0.0,2.0
Uganda,BUKOMANSIMBI,wind_speed,0.16666666666666666,0.8,0.5,2.0
Uganda,BUKOMANSIMBI,SPEI_1month,0.0,1.0,0.0,2.0
Uganda,BUKOMANSIMBI,SPEI_2month,0.0,1.0,0.0,2.0
Uganda,BUKOMANSIMBI,SPEI_3month,0.0,1.0,0.0,2.0
Uganda,BUKOMANSIMBI,SPEI_4month,0.0,1.0,0.0,2.0
Uganda,BUKOMANSIMBI,SPEI_5month,0.0,1.0,0.0,2.0
Uganda,BUKOMANSIMBI,SPEI_6month,0.0,1.0,0.0,2.0
Uganda,BUKOMANSIMBI,SPEI_7month,0.0,1.0,0.0,2.0
Uganda,BUKOMANSIMBI,SPEI_8month,0.0,1.0,0.0,2.0
Uganda,BUKOMANSIMBI,SPEI_9month,0.0,1.0,0.0,2.0
Uganda,BUKOMANSIMBI,SPEI_10month,0.0,1.0,0.0,2.0
Uganda,BUKOMANSIMBI,SPEI_11month,0.0,1.0,0.0,2.0
Uganda,BUKOMANSIMBI,SPEI_12month,0.3333333333333333,0.5,0.5,2.0
Uganda,BUKWO,NDVI,0.5,0.5,1.0,2.0
Uganda,BUKWO,EVI,0.3333333333333333,0.5,0.5,2.0
Uganda,BUKWO,rainfall_NASA_TRMM_3B43,0.5,0.0,0.5,2.0
Uganda,BUKWO,rainfall_JAXA_GSMaP,0.3333333333333333,0.5,0.5,2.0
Uganda,BUKWO,surface_temperature_daytime,0.0,1.0,0.0,2.0
Uganda,BUKWO,surface_temperature_nighttime,0.0,1.0,0.0,2.0
Uganda,BUKWO,evapotranspiration,0.25,0.6666666666666666,0.5,2.0
Uganda,BUKWO,rainfall_CHIRPS_FLDAS,0.25,0.6666666666666666,0.5,2.0
Uganda,BUKWO,SoilMoisture00_10cm,0.25,0.6666666666666666,0.5,2.0
Uganda,BUKWO,SoilMoisture10_40cm,0.3333333333333333,0.5,0.5,2.0
Uganda,BUKWO,SoilMoisture40_100cm,0.3333333333333333,0.5,0.5,2.0
Uganda,BUKWO,SoilMoisture100_200cm,0.25,0.6666666666666666,0.5,2.0
Uganda,BUKWO,SoilTemperature00_10cm,0.0,1.0,0.0,2.0
Uganda,BUKWO,SoilTemperature10_40cm,0.0,1.0,0.0,2.0
Uganda,BUKWO,SoilTemperature40_100cm,0.0,1.0,0.0,2.0
Uganda,BUKWO,SoilTemperature100_200cm,0.0,1.0,0.0,2.0
Uganda,BUKWO,air_temperature,0.0,1.0,0.0,2.0
Uganda,BUKWO,wind_speed,0.0,1.0,0.0,2.0
Uganda,BUKWO,SPEI_1month,0.0,1.0,0.0,2.0
Uganda,BUKWO,SPEI_2month,0.0,1.0,0.0,2.0
Uganda,BUKWO,SPEI_3month,0.0,1.0,0.0,2.0
Uganda,BUKWO,SPEI_4month,0.2,0.75,0.5,2.0
Uganda,BUKWO,SPEI_5month,0.5,0.5,1.0,2.0
Uganda,BUKWO,SPEI_6month,0.6666666666666666,0.3333333333333333,1.0,2.0
Uganda,BUKWO,SPEI_7month,0.4,0.6,1.0,2.0
Uganda,BUKWO,SPEI_8month,0.4,0.6,1.0,2.0
Uganda,BUKWO,SPEI_9month,0.5,0.5,1.0,2.0
Uganda,BUKWO,SPEI_10month,0.2,0.75,0.5,2.0
Uganda,BUKWO,SPEI_11month,0.3333333333333333,0.5,0.5,2.0
Uganda,BUKWO,SPEI_12month,0.5,0.0,0.5,2.0
Uganda,BULAMBULI,NDVI,0.5,0.0,0.5,2.0
Uganda,BULAMBULI,EVI,1.0,0.0,1.0,2.0
Uganda,BULAMBULI,rainfall_NASA_TRMM_3B43,0.6666666666666666,0.3333333333333333,1.0,2.0
Uganda,BULAMBULI,rainfall_JAXA_GSMaP,1.0,0.0,1.0,2.0
Uganda,BULAMBULI,surface_temperature_daytime,0.0,1.0,0.0,2.0
Uganda,BULAMBULI,surface_temperature_nighttime,0.0,1.0,0.0,2.0
Uganda,BULAMBULI,evapotranspiration,1.0,0.0,1.0,2.0
Uganda,BULAMBULI,rainfall_CHIRPS_FLDAS,1.0,0.0,1.0,2.0
Uganda,BULAMBULI,SoilMoisture00_10cm,1.0,0.0,1.0,2.0
Uganda,BULAMBULI,SoilMoisture10_40cm,0.6666666666666666,0.3333333333333333,1.0,2.0
Uganda,BULAMBULI,SoilMoisture40_100cm,0.6666666666666666,0.3333333333333333,1.0,2.0
Uganda,BULAMBULI,SoilMoisture100_200cm,0.6666666666666666,0.3333333333333333,1.0,2.0
Uganda,BULAMBULI,SoilTemperature00_10cm,0.0,1.0,0.0,2.0
Uganda,BULAMBULI,SoilTemperature10_40cm,0.0,1.0,0.0,2.0
Uganda,BULAMBULI,SoilTemperature40_100cm,0.0,1.0,0.0,2.0
Uganda,BULAMBULI,SoilTemperature100_200cm,0.0,1.0,0.0,2.0
Uganda,BULAMBULI,air_temperature,0.0,1.0,0.0,2.0
Uganda,BULAMBULI,wind_speed,0.0,1.0,0.0,2.0
Uganda,BULAMBULI,SPEI_1month,0.0,1.0,0.0,2.0
Uganda,BULAMBULI,SPEI_2month,0.0,1.0,0.0,2.0
Uganda,BULAMBULI,SPEI_3month,0.25,0.6666666666666666,0.5,2.0
Uganda,BULAMBULI,SPEI_4month,0.5,0.5,1.0,2.0
Uganda,BULAMBULI,SPEI_5month,0.3333333333333333,0.5,0.5,2.0
Uganda,BULAMBULI,SPEI_6month,0.5,0.0,0.5,2.0
Uganda,BULAMBULI,SPEI_7month,0.5,0.0,0.5,2.0
Uganda,BULAMBULI,SPEI_8month,0.5,0.0,0.5,2.0
Uganda,BULAMBULI,SPEI_9month,0.3333333333333333,0.5,0.5,2.0
Uganda,BULAMBULI,SPEI_10month,0.3333333333333333,0.5,0.5,2.0
Uganda,BULAMBULI,SPEI_11month,0.3333333333333333,0.5,0.5,2.0
Uganda,BULAMBULI,SPEI_12month,0.0,1.0,0.0,2.0
Uganda,BUNDIBUGYO,rainfall_NASA_TRMM_3B43,0.3333333333333333,0.6666666666666666,1.0,1.0
Uganda,BUNDIBUGYO,rainfall_JAXA_GSMaP,1.0,0.0,1.0,1.0
Uganda,BUNDIBUGYO,surface_temperature_daytime,0.0,1.0,0.0,1.0
Uganda,BUNDIBUGYO,surface_temperature_nighttime,1.0,0.0,1.0,1.0
Uganda,BUNDIBUGYO,rainfall_CHIRPS_FLDAS,1.0,0.0,1.0,1.0
Uganda,BUNDIBUGYO,SoilMoisture00_10cm,1.0,0.0,1.0,1.0
Uganda,BUNDIBUGYO,SoilMoisture10_40cm,1.0,0.0,1.0,1.0
Uganda,BUNDIBUGYO,SoilTemperature00_10cm,0.0,1.0,0.0,1.0
Uganda,BUNDIBUGYO,SoilTemperature10_40cm,0.25,0.75,1.0,1.0
Uganda,BUNDIBUGYO,SoilTemperature40_100cm,0.25,0.75,1.0,1.0
Uganda,BUNDIBUGYO,SoilTemperature100_200cm,0.3333333333333333,0.6666666666666666,1.0,1.0
Uganda,BUNDIBUGYO,air_temperature,0.0,1.0,0.0,1.0
Uganda,BUNDIBUGYO,wind_speed,0.0,1.0,0.0,1.0
Uganda,BUNDIBUGYO,SPEI_1month,0.0,1.0,0.0,1.0
Uganda,BUNDIBUGYO,SPEI_4month,0.0,1.0,0.0,1.0
Uganda,BUSHENYI,NDVI,0.5,0.5,1.0,3.0
Uganda,BUSHENYI,EVI,0.6,0.4,1.0,3.0
