source,Area,Date,Certainty,Impact,People Affected,Deaths,flood
http://www.monitor.co.ug/OpEd/Letters/Musisi-would-concentrate-on-tarmacking-all-city-roads-first/-/806314/1520018/-/oyhxbrz/-/index.html,Kampala,29/09/2012,4,L,,,1
http://www.monitor.co.ug/Magazines/PeoplePower/Why-the-Centenary-Park-wrangle-nails-Urban-Planners-on-the-cross/-/689844/1520894/-/ntmxi0z/-/index.html,Kampala,30/09/2012,4,L,,,1
http://www.newvision.co.ug/news/632843-govt-buys-oversized-doors-for-displaced-bududa-people.html,Kampala,07/10/2012,4,L,,,1
http://www.monitor.co.ug/Magazines/Full-Woman/So-what-if-a-75-year-old-seeks-out-love/-/689842/1536990/-/sceftn/-/index.html,Kampala,20/10/2012,4,L,,,1
http://www.monitor.co.ug/News/National/Mbale-residents-oppose-Sh50-billion-dam/-/688334/1539102/-/d3nokn/-/index.html,Kampala,22/10/2012,4,L,,,1
http://www.monitor.co.ug/News/National/How-OPM-staff-stole-from-the-poor/-/688334/1598494/-/1314nbsz/-/index.html,Kampala,26/10/2012,4,L,,,1
http://www.monitor.co.ug/OpEd/OpEdColumnists/NicholasSengooba/KCCA--when-one-opts-for-a-nice-hairdo-but-wears-dirty-underwear/-/1293432/1606224/-/naty1v/-/index.html,Kampala,30/10/2012,4,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/-/691232/1383958/-/dfh4b/-/index.html,Kampala,04/11/2012,4,L,,,1
http://www.monitor.co.ug/Magazines/Jobs-Career/Employ-locals-to-survive--says-Chinese-investor/-/689848/1403348/-/of92rm/-/index.html,Kampala,05/11/2012,4,L,,,1
http://www.newvision.co.ug/news/635108-bududa-orphans-appeal-for-scholarships.html,Kampala,09/11/2012,4,L,,,1
http://www.newvision.co.ug/news/636288-sacked-officials-sue-women-parliamentary-association.html,Kampala,10/11/2012,4,L,,,1
http://www.monitor.co.ug/News/National/City-works-on-snail-pace---survey/-/688334/1620288/-/92ld6cz/-/index.html,Kampala,15/11/2012,4,L,,,1
http://www.monitor.co.ug/OpEd/Letters/Pioneer-Easy-Bus-should-reconsider-its-initial-operational-terms/-/806314/1627464/-/2vkgpr/-/index.html,Kampala,24/11/2012,4,L,,,1
http://www.monitor.co.ug/News/National/Woman-rejects-Shs2m-pay-offer-for-cancelled-wedding/-/688334/1629726/-/2vw5lh/-/index.html,Kampala,27/11/2012,4,L,,,1
http://www.newvision.co.ug/news/628328-students-to-over-flood-manjasi-high-for-championships.html,Kampala,01/12/2012,4,L,,,1
http://www.monitor.co.ug/News/National/National-water-board-ranks-Gisagara-best-for-MD-s-job/-/688334/1477126/-/2ew9osz/-/index.html,Kampala,08/12/2012,4,L,,,1
http://www.monitor.co.ug/News/National/Brace-for-heavy-rains--says-government/-/688334/1504588/-/11ditytz/-/index.html,Kampala,09/12/2012,4,L,,,1
http://www.monitor.co.ug/News/National/Firm-demands-Shs2b-for-Bududa-rescue-mission/-/688334/1642044/-/5ohmraz/-/index.html,Kampala,12/12/2012,4,L,,,1
http://www.monitor.co.ug/News/National/Live-Feed--Museveni-addressing-parliament/-/688334/1643070/-/sk3g9k/-/index.html,Kampala,13/12/2012,4,L,,,1
http://www.monitor.co.ug/Magazines/Full-Woman/Women-in-2012--The-good--bad-and-the-unbelievable/-/689842/1653418/-/o91lsg/-/index.html,Kampala,29/12/2012,4,L,,,1
http://www.monitor.co.ug/News/National/Landslides-block-Ntungamo-travellers-for-over-10-hours/-/688334/1653818/-/13manedz/-/index.html,Kampala,30/12/2012,4,L,,,1
http://www.monitor.co.ug/News/National/Bwaise-gets-piped-water/-/688334/1707756/-/nuihd1z/-/index.html,Kampala,03/01/2013,4,L,,,1
http://www.monitor.co.ug/Magazines/Life/I-m-still-too-young-to-live-like-a-millionaire/-/689856/1974786/-/w5xy5xz/-/index.html,Kampala,09/01/2013,4,L,,,1
http://www.monitor.co.ug/OpEd/Letters/Help-the-north-to-cope-with-disasters/-/806314/2094416/-/yowvjw/-/index.html,Kampala,12/01/2013,4,L,,,1
http://www.monitor.co.ug/News/National/Leaders-criticise-KCCA-s-waste-collection-method/-/688334/1668856/-/a2ook/-/index.html,Kampala,18/01/2013,4,L,,,1
http://www.newvision.co.ug/news/639374-how-to-protect-your-house-from-floods.html,Kampala,30/01/2013,4,L,,,1
http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/What--The-Hostel--TV-drama-and-other-2012-stories/-/878504/1655504/-/9xy50o/-/index.html,Kampala,01/02/2013,4,L,,,1
http://www.monitor.co.ug/artsculture/Travel/Bukoba--the-Ugandan-town-in-Tanzania/-/691238/1681752/-/p319vm/-/index.html,Kampala,02/02/2013,4,L,,,1
http://www.monitor.co.ug/News/National/KCCA--city-musicians-plan-meeting/-/688334/1736462/-/kb77ip/-/index.html,Kampala,04/02/2013,4,L,,,1
http://www.monitor.co.ug/News/National/Northern-Bypass-turns-into-death-trap/-/688334/1901408/-/l6m7ucz/-/index.html,Kampala,07/02/2013,4,L,,,1
http://www.monitor.co.ug/News/National/Farmers-told-to-plant-as-rains-begin/-/688334/1976138/-/fvryt3z/-/index.html,Kampala,09/02/2013,4,L,,,1
http://www.newvision.co.ug/news/640078-mtn-marathon-9th-edition-proceeds-award.html,Kampala,22/02/2013,4,L,,,1
http://www.newvision.co.ug/news/640105-kiryandongo-gets-sh307m-from-mtn-kampala-marathon.html,Kampala,24/02/2013,4,L,,,1
http://www.monitor.co.ug/News/National/-/688334/1704596/-/8upvhrz/-/index.html,Kampala,26/02/2013,4,L,,,1
http://www.monitor.co.ug/Business/Markets/Transport-posts-few-milestones/-/688606/1656056/-/7og9nvz/-/index.html,Kampala,01/03/2013,4,L,,,1
http://www.monitor.co.ug/Magazines/Life/Bukoba--the-Ugandan-town-in-Tanzania/-/689856/1682730/-/41js5hz/-/index.html,Kampala,02/03/2013,4,L,,,1
http://www.newvision.co.ug/news/642321-floods-ecweru-dashes-to-kasese.html,Kampala,05/03/2013,4,L,,,1
http://www.monitor.co.ug/News/National/Tibabimanya--75--has-trekked-4-500km-in-the-past-10-years/-/688334/1870422/-/e4cs97z/-/index.html,Kampala,06/03/2013,4,L,,,1
http://www.monitor.co.ug/News/National/EU-to-withdraw-from-Awoja-bridge-project/-/688334/1720994/-/gsx18o/-/index.html,Kampala,16/03/2013,4,L,,,1
http://www.monitor.co.ug/News/National/Tullow-tried-to-pay-Museveni---lawyer/-/688334/1721994/-/vtisgpz/-/index.html,Kampala,17/03/2013,4,L,,,1
http://www.monitor.co.ug/OpEd/OpEdColumnists/DanielKalinaki/Uganda-is-not-a-failed-State-but-we-are-a-State-that-fails/-/878782/1738496/-/ilqva0/-/index.html,Kampala,04/04/2013,4,L,,,1
http://www.newvision.co.ug/news/643566-poisonous-yams-flood-kampala.html,Kampala,06/04/2013,4,L,,,1
http://www.monitor.co.ug/OpEd/OpEdColumnists/KaroliSsemogerere/Namungoona-tanker-inferno--Politics-of-the-poor-and-scarcity/-/878682/1903582/-/ejppy1/-/index.html,Kampala,07/04/2013,4,L,,,1
http://www.monitor.co.ug/Business/Commodities/Chinese-firm-drags-UTL-to-court-over-Shs17-billion/-/688610/1751398/-/12clildz/-/index.html,Kampala,18/04/2013,4,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/Uganda-in-2013--the-first-100-days/-/691232/1755892/-/ei0dto/-/index.html,Kampala,23/04/2013,4,L,,,1
http://www.monitor.co.ug/News/National/NMS-ordered-to-recover-Shs45b-lost-to-drug-firm/-/688334/1762134/-/uw410g/-/index.html,Kampala,30/04/2013,4,L,,,1
http://www.monitor.co.ug/News/National/EC-gives-guidelines-for-Butebo-election/-/688334/1872444/-/nyfw7p/-/index.html,Kampala,06/05/2013,4,L,,,1
http://www.monitor.co.ug/Sports/Soccer/Weather-contrives-to-expose-Cecafa-frailties/-/690266/2099342/-/14n84psz/-/index.html,Kampala,12/05/2013,4,L,,,1
http://www.newvision.co.ug/news/642641-flood-devastation-in-pictures.html,Kampala,13/05/2013,4,L,,,1
http://www.monitor.co.ug/Magazines/HomesandProperty/Namanve-and-Ssonde-become-more-attractive/-/689858/1852476/-/61f870z/-/index.html,Kampala,15/05/2013,4,L,,,1
http://www.monitor.co.ug/Magazines/PeoplePower/This-Muhoozi-thing--is-it-a-project-or-projection-/-/689844/1856230/-/5yd6foz/-/index.html,Kampala,19/05/2013,4,L,,,1
http://www.monitor.co.ug/Magazines/PeoplePower/UNRA--No-cash-for-600km-of-roads/-/689844/1657992/-/wbjghi/-/index.html,Kampala,01/06/2013,4,L,,,1
http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/The-trouble-with-Uganda-s-economic-gangsters-/-/878504/1685922/-/55y27oz/-/index.html,Kampala,02/06/2013,4,L,,,1
http://www.monitor.co.ug/News/National/Mystery-surrounds-night-raid-on-Mbuya/-/688334/1712530/-/133y9hfz/-/index.html,Kampala,03/06/2013,4,L,,,1
http://www.monitor.co.ug/News/National/Kiwanuka-reads-tax-filled-budget/-/688334/1882436/-/hbajbhz/-/index.html,Kampala,14/06/2013,4,L,,,1
http://www.monitor.co.ug/Magazines/Farming/Positive-outlook-for-food-supply-and-prices/-/689860/1894188/-/10chw6uz/-/index.html,Kampala,26/06/2013,4,L,,,1
http://www.newvision.co.ug/news/642436-red-cross-seeks-sh1-8b-for-kasese-floods-victims.html,Kampala,05/07/2013,4,L,,,1
http://www.monitor.co.ug/OpEd/Letters/Here-is-how-a-decent-city-operates/-/806314/1915982/-/8yhqp2/-/index.html,Kampala,16/07/2013,4,L,,,1
http://www.monitor.co.ug/SpecialReports/Pakwach-Railway-line--The-ignored-link-to-development/-/688342/1924710/-/pnhke2/-/index.html,Kampala,24/07/2013,4,L,,,1
http://www.monitor.co.ug/News/National/Firm-sues-district-boss-over-wetland/-/688334/1929692/-/103kckw/-/index.html,Kampala,29/07/2013,4,L,,,1
http://www.monitor.co.ug/News/National/Drainage-system-plan-to-be-rolled-out-next-year/-/688334/1714324/-/1540xklz/-/index.html,Kampala,03/08/2013,4,L,,,1
http://www.newvision.co.ug/news/642480-kasese-floods-destroy-property-worth-sh8b.html,Kampala,05/08/2013,4,L,,,1
http://www.monitor.co.ug/OpEd/Editorial/Monitor-wetland-activities-closely/-/689360/1908272/-/wurjd5z/-/index.html,Kampala,07/08/2013,4,L,,,1
http://www.monitor.co.ug/OpEd/Letters/Create-satellite-villages-to-curb-landslides--/-/806314/1956258/-/n2hxab/-/index.html,Kampala,17/08/2013,4,L,,,1
http://www.monitor.co.ug/Magazines/HomesandProperty/Rains-are-here--is-your-home-safe-from-floods-/-/689858/1961530/-/aar1ml/-/index.html,Kampala,21/08/2013,4,L,,,1
http://floodlist.com/africa/floods-kampala-uganda,Kampala,03/09/2013,4,L,,,1
http://www.monitor.co.ug/News/National/2006-NRM-manifesto--An-account-of-/-/688334/1984296/-/orsibf/-/index.html,Kampala,09/09/2013,4,L,,,1
http://www.monitor.co.ug/Magazines/HomesandProperty/Considerations-worth-noting-before-acquiring-property/-/689858/2024370/-/vnc9xh/-/index.html,Kampala,10/09/2013,4,L,,,1
http://www.monitor.co.ug/News/National/200-000-Ugandans-affected-by-disasters-annually/-/688334/1990466/-/orl9o3/-/index.html,Kampala,13/09/2013,4,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/When-crocodiles-camp-and-terrorise-villages/-/691232/1993934/-/4hylbb/-/index.html,Kampala,16/09/2013,4,L,,,1
http://www.monitor.co.ug/News/National/Prisons-chief-wants-warders-to-go-for-HIV-test/-/688334/2000722/-/gt7vpfz/-/index.html,Kampala,21/09/2013,4,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/Makerere-University--a-new-crime-hot-spot/-/691232/2007248/-/7610h1z/-/index.html,Kampala,26/09/2013,4,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/How-the-water-purifier-works/-/691232/1985604/-/cq3pnez/-/index.html,Kampala,09/10/2013,4,L,,,1
http://www.monitor.co.ug/News/National/Heavy-rains-destroy-homes--crops/-/688334/2030892/-/m9c0yi/-/index.html,Kampala,14/10/2013,4,L,,,1
http://www.monitor.co.ug/News/National/Girls--more-likely-to-die-in-disasters-than-boys-/-/688334/2032134/-/o55gyu/-/index.html,Kampala,15/10/2013,4,L,,,1
http://www.monitor.co.ug/Magazines/HomesandProperty/When-the-city-comes-to-your-village/-/689858/2043026/-/6dhg9z/-/index.html,Kampala,23/10/2013,4,L,,,1
http://www.monitor.co.ug/Magazines/Farming/When-good-intentions-put-farmers-in-a-dilemma/-/689860/2052422/-/ktsxcoz/-/index.html,Kampala,30/10/2013,4,L,,,1
http://www.monitor.co.ug/News/National/Landslides-bury-five-villages-in-Bududa/-/688334/1944328/-/ji1lwz/-/index.html,Kampala,08/11/2013,4,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/Pakwach--The-town-that-hosted-the-eclipse-crowd/-/691232/2071002/-/hd1cq2/-/index.html,Kampala,13/11/2013,4,L,,,1
http://www.monitor.co.ug/Business/Floods-leave-wetland-developers-in-losses/-/688322/2073172/-/tbttl4/-/index.html,Kampala,15/11/2013,4,L,,,1
http://www.monitor.co.ug/News/National/Museveni-told-not-to--drag-police--into-politics-/-/688334/2081942/-/l96vhjz/-/index.html,Kampala,21/11/2013,4,L,,,1
http://www.monitor.co.ug/SpecialReports/-/688342/2092194/-/yi2kr9z/-/index.html,Kampala,29/11/2013,4,L,,,1
http://www.monitor.co.ug/Magazines/PeoplePower/In-Uganda--Christmas-has-been-abolished---This-is-official/-/689844/2121296/-/xfnxctz/-/index.html,Kampala,22/12/2013,4,L,,,1
OPM,KAMPALA,24/12/2013,6,L,,,1
http://www.monitor.co.ug/Magazines/Score/Regional-championships-chance-for-new-dawn-in-Ugandan-rowing/-/689854/2225830/-/t6s2gdz/-/index.html,Kampala,03/01/2014,4,L,,,1
http://www.monitor.co.ug/OpEd/Commentary/-25m-on-a-parking-lot--Can-someone-please/-/689364/2299130/-/np1ai2z/-/index.html,Kampala,05/01/2014,4,L,,,1
http://www.monitor.co.ug/News/National/Walking-the-Nile/-/688334/2150818/-/a238nq/-/index.html,Kampala,19/01/2014,4,L,,,1
http://www.monitor.co.ug/OpEd/Letters/Create-regional-cities-to-ease-Kampala-s-load/-/806314/2158916/-/tiiawy/-/index.html,Kampala,25/01/2014,4,L,,,1
http://www.monitor.co.ug/Magazines/Life/Enthusiastic-about-the-environment/-/689856/2226878/-/dk70ek/-/index.html,Kampala,03/02/2014,4,L,,,1
http://www.newvision.co.ug/news/659306-the-forgotten-golden-value-of-wetlands-in-kampala.html,Kampala,09/02/2014,4,L,,,1
http://www.monitor.co.ug/News/National/Egyptian-water-experts-advise-government-on/-/688334/2541476/-/qh5wo8z/-/index.html,Kampala,12/02/2014,4,L,,,1
http://www.monitor.co.ug/Magazines/Life/Floods-are-upon-us/-/689856/2207834/-/xeyxjcz/-/index.html,Kampala,16/02/2014,4,L,,,1
http://www.monitor.co.ug/OpEd/Editorial/Stop-rape-of-this-wetland/-/689360/2269400/-/cpy9xbz/-/index.html,Kampala,04/03/2014,4,L,,,1
http://www.monitor.co.ug/News/National/Floods-displace-400-as-PLE-starts/-/688334/2508228/-/n04oimz/-/index.html,Kampala,11/03/2014,4,L,,,1
http://www.newvision.co.ug/news/662490-kampala-s-floods-we-are-all-culpable.html,Kampala,12/03/2014,4,L,,,1
http://www.monitor.co.ug/News/National/KCCA-accused-of-defaulting-to-pay-damages/-/688334/2241440/-/6tj34c/-/index.html,Kampala,13/03/2014,4,L,,,1
http://www.monitor.co.ug/Magazines/HomesandProperty/Military-Barracks-zone--A-small-and-secure-zone/-/689858/2249100/-/13wn32pz/-/index.html,Kampala,18/03/2014,4,L,,,1
http://www.monitor.co.ug/News/National/Bugolobi-supermarket--office-premises-face-demolition/-/688334/2254002/-/w4uqetz/-/index.html,Kampala,22/03/2014,4,L,,,1
http://www.monitor.co.ug/News/National/NRM-dragged-to-court-over-failure-to-pay-rent/-/688334/2257152/-/ewhccfz/-/index.html,Kampala,25/03/2014,4,L,,,1
http://www.monitor.co.ug/News/National/Government-cancels-all-land-titles-on-wetlands/-/688334/2229554/-/pv6dt8/-/index.html,Kampala,03/04/2014,4,L,,,1
http://www.monitor.co.ug/Magazines/PeoplePower/Flyover-won-t-decongest-Kampala-city/-/689844/2302210/-/mvret3/-/index.html,Kampala,05/04/2014,4,L,,,1
http://www.newvision.co.ug/news/659387-flood-risk-management-is-crucial-for-kampala-city.html,Kampala,09/04/2014,4,L,,,1
http://www.monitor.co.ug/Magazines/Life/May-it-never-happen-again/-/689856/2277384/-/bryq1v/-/index.html,Kampala,13/04/2014,4,L,,,1
http://www.newvision.co.ug/news/654641-rainy-season-nema-warns-of-severe-disasters.html,Kampala,17/04/2014,4,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/earth-day--aiming-for-a-green-city/-/691232/2288862/-/qv3egk/-/index.html,Kampala,22/04/2014,4,L,,,1
http://www.monitor.co.ug/News/National/KCCA-plans-to-ban-boda-bodas-from-city-centre/-/688334/2303590/-/3iqq6x/-/index.html,Kampala,05/05/2014,4,L,,,1
http://www.monitor.co.ug/OpEd/Commentary/Why-the-NRM-party-is-here-for-the-long-haul/-/689364/2324408/-/rfkam1/-/index.html,Kampala,23/05/2014,4,L,,,1
http://www.monitor.co.ug/SpecialReports/Lt-Col-Abdu-Kisuule--Uganda-did-not-invade-Tanzania/-/688342/2324550/-/peyt7yz/-/index.html,Kampala,24/05/2014,4,L,,,1
http://www.monitor.co.ug/OpEd/Commentary/Even-if-guilty--it-s-a-bad-move-for-China-to-hang-Ugandans/-/689364/2373366/-/1wqk8j/-/index.html,Kampala,07/06/2014,4,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/How-hydropower-dams-dry-up-Nile-River-tourism/-/691232/2475930/-/12q6jeqz/-/index.html,Kampala,10/06/2014,4,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/Bio-gas--A-school-is-using-a-latrine-to-cut-its-energy-bill/-/691232/2511926/-/jj9a3x/-/index.html,Kampala,11/06/2014,4,L,,,1
http://www.monitor.co.ug/Magazines/HomesandProperty/Know-your-hood--Nateete-Western-Uganda-s-gateway-to-Kampala/-/689858/2360428/-/6hfero/-/index.html,Kampala,25/06/2014,4,L,,,1
http://www.monitor.co.ug/News/National/Court-Blocks-sale-of-MP-Ogong-s-house/-/688334/2362322/-/fds1hx/-/index.html,Kampala,26/06/2014,4,L,,,1
http://www.monitor.co.ug/OpEd/Editorial/Enforce-wetland-title-directive/-/689360/2233624/-/t3035gz/-/index.html,Kampala,03/07/2014,4,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/Authorities-look-on-as-Kinawataka--disappears-/-/691232/2513334/-/m6g3k8/-/index.html,Kampala,11/07/2014,4,L,,,1
http://www.monitor.co.ug/News/National/Government-blacklists-90-companies/-/688334/2386662/-/12v2moo/-/index.html,Kampala,17/07/2014,4,L,,,1
http://www.monitor.co.ug/News/National/Hundreds-displaced-as-rains-pound-Albetong/-/688334/2444408/-/l5aob4/-/index.html,Kampala,09/08/2014,4,L,,,1
http://www.monitor.co.ug/News/National/Artistes-in-drive-to-fight-maternal-health-issues/-/688334/2419084/-/mjq1mdz/-/index.html,Kampala,15/08/2014,4,L,,,1
http://www.monitor.co.ug/Magazines/Life/What-you-didn-t-know-about--Baha-i/-/689856/2421216/-/15tyt/-/index.html,Kampala,17/08/2014,4,L,,,1
http://www.monitor.co.ug/OpEd/Commentary/Water-transport-can-cut-Kampala-s-travel-costs/-/689364/2428168/-/liaaww/-/index.html,Kampala,24/08/2014,4,L,,,1
http://www.monitor.co.ug/OpEd/OpEdColumnists/NicholasSengooba/Lukwago-is-bound-to-be-the-people-s-mayor--not-Lord-Mayor/-/1293432/2430512/-/148082e/-/index.html,Kampala,26/08/2014,4,L,,,1
http://www.monitor.co.ug/OpEd/Editorial/Disaster-risk-preparedness-key/-/689360/2308986/-/50td6a/-/index.html,Kampala,05/09/2014,4,L,,,1
http://www.monitor.co.ug/News/National/Floods-leave-Kampala-residents-stranded/-/688334/2342090/-/1vhf0z/-/index.html,Kampala,06/09/2014,4,L,,,1
http://www.monitor.co.ug/News/National/Minister-vows-to-transform-Kampala/-/688334/2376878/-/9osushz/-/index.html,Kampala,07/09/2014,4,L,,,1
http://www.monitor.co.ug/Magazines/Farming/They-are-making-a-change-with-bees-and-honey-/-/689860/2463774/-/rii35w/-/index.html,Kampala,24/09/2014,4,L,,,1
http://www.newvision.co.ug/news/656432-floods-paralyse-city-businesses.html,Kampala,06/10/2014,4,L,,,1
http://www.monitor.co.ug/News/National/S-6-examinations-start-today/-/688334/2517000/-/131fw9f/-/index.html,Kampala,11/10/2014,4,L,,,1
http://www.monitor.co.ug/Business/Markets/KCCA-finalising-plans-for-municipal-bond---official/-/688606/2489180/-/12g3um2z/-/index.html,Kampala,17/10/2014,4,L,,,1
http://www.monitor.co.ug/Magazines/HomesandProperty/A-fast-growing-trading-centre/-/689858/2495182/-/jui076/-/index.html,Kampala,22/10/2014,4,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/One-swamp-s-destruction--a-future-generation-s-problem/-/691232/2502598/-/ggsn68/-/index.html,Kampala,29/10/2014,4,L,,,1
http://www.newvision.co.ug/news/655435-works-on-nyamwamba-river-start-after-flood-disaster.html,Kampala,05/11/2014,4,L,,,1
http://www.monitor.co.ug/News/National/NRM-caucus-meets-today-over-gays-law/-/688334/2414652/-/i26epez/-/index.html,Kampala,08/11/2014,4,L,,,1
http://www.newvision.co.ug/news/662052-kampala-floods-cause-heavy-traffic-jam.html,Kampala,21/11/2014,4,L,,,1
http://www.newvision.co.ug/news/662141-city-floods-body-of-woman-who-drowned-found.html,Kampala,24/11/2014,4,L,,,1
http://www.monitor.co.ug/News/National/Katosi-scam--Police-hunt-culprits-abroad/-/688334/2538122/-/icuxdf/-/index.html,Kampala,29/11/2014,4,L,,,1
http://www.monitor.co.ug/News/National/5-000-stranded-as-floods-cut-off-border/-/688334/2539554/-/xpmrtn/-/index.html,Kampala,30/11/2014,4,L,,,1
http://www.monitor.co.ug/News/National/Crowds-as-ID-exercise-moves-to-sub-counties/-/688334/2415812/-/17wjiuz/-/index.html,Kampala,08/12/2014,4,L,,,1
http://www.monitor.co.ug/News/National/Egypt-gives-Shs4-billion-to-fight-Kasese-floods/-/688334/2449524/-/111mkni/-/index.html,Kampala,09/12/2014,4,L,,,1
http://www.monitor.co.ug/Business/Prosper/Character-traits-of-slum-urbanism/-/688616/2557222/-/nluhhoz/-/index.html,Kampala,16/12/2014,4,L,,,1
http://www.monitor.co.ug/Business/Commodities/World-Bank-approves-Shs2-3-trillion-for-Uganda-s-key-sectors/-/688610/2560216/-/a33840z/-/index.html,Kampala,18/12/2014,4,L,,,1
http://www.monitor.co.ug/News/National/Mukwano-offers-aid-to-war-torn-South-Sudan/-/688334/2574562/-/afkaujz/-/index.html,Kampala,01/01/2015,4,L,,,1
http://www.monitor.co.ug/Magazines/HomesandProperty/Dealing-fraudsters-real-estate/-/689858/2770350/-/106kywz/-/index.html,Kampala,07/01/2015,4,L,,,1
http://www.newvision.co.ug/news/672858-police-hunt-for-maj-mutale-lukwago-militias.html,Kampala,09/01/2015,4,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/The-journey-of-an-unclaimed-body/-/691232/2596088/-/11nn5adz/-/index.html,Kampala,21/01/2015,4,L,,,1
http://www.monitor.co.ug/SpecialReports/Counting-cost---boda-boda--accidents/-/688342/2624920/-/tntm9i/-/index.html,Kampala,16/02/2015,4,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/-need-invest-today-children/-/691232/2634296/-/nd7y7d/-/index.html,Kampala,25/02/2015,4,L,,,1
http://www.monitor.co.ug/Sports/Soccer/Azam--to--walk-the-talk--as-league-broadcast/-/690266/2610794/-/13sastbz/-/index.html,Kampala,02/03/2015,4,L,,,1
http://www.newvision.co.ug/news/665452--50m-earmarked-for-weather-projections.html,Kampala,03/03/2015,4,L,,,1
http://www.newvision.co.ug/news/665841-filth-chokes-kampala-s-suburbs.html,Kampala,13/03/2015,4,L,,,1
http://www.monitor.co.ug/artsculture/Entertainment/Kigozi-prays-for-rain-through-art/-/812796/2667598/-/rdt7xb/-/index.html,Kampala,28/03/2015,4,L,,,1
http://www.monitor.co.ug/News/National/Prosecutor-Joan-Kagezi-murder-DPP/-/688334/2671424/-/1397rh5z/-/index.html,Kampala,31/03/2015,4,L,,,1
http://www.monitor.co.ug/SpecialReports/-ban-kaveera--stand---test--time/-/688342/2694552/-/90x5mmz/-/index.html,Kampala,23/04/2015,4,L,,,1
http://www.monitor.co.ug/News/National/UPE-school-attached-debt/-/688334/2696836/-/tf2d82/-/index.html,Kampala,26/04/2015,4,L,,,1
http://www.monitor.co.ug/News/National/NRM-buys-posh-cars-for-top-officials/-/688334/2701532/-/6nhkez/-/index.html,Kampala,30/04/2015,4,L,,,1
http://www.newvision.co.ug/news/663415-kampala-flood-problems-and-proposed-solutions.html,Kampala,01/05/2015,4,L,,,1
https://www.newvision.co.ug/new_vision/news/1325557/floods-sweep-prado-vehicle-kilometre,Kampala,07/05/2015,8,L,,,1
http://www.monitor.co.ug/Magazines/PeoplePower/Does-government-need-to-buy-back-Bujagali-/-/689844/2718260/-/ndu1k1/-/index.html,Kampala,17/05/2015,4,L,,,1
http://www.monitor.co.ug/OpEd/Editorial/prepare-deal-floods-environment/-/689360/2719280/-/qce2ldz/-/index.html,Kampala,18/05/2015,4,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/The-women-who-were-stripped--their-story/-/691232/2731544/-/15uypjb/-/index.html,Kampala,28/05/2015,4,L,,,1
http://www.monitor.co.ug/SpecialReports/Saving-environment-banana-paper/-/688342/2757868/-/gidtuwz/-/index.html,Kampala,20/06/2015,4,L,,,1
http://www.newvision.co.ug/news/668019-floods-sweep-prado-vehicle-for-a-kilometre.html,Kampala,05/07/2015,4,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/law-arrests-protests/-/691232/2811504/-/5mnme1z/-/index.html,Kampala,28/07/2015,4,L,,,1
http://www.monitor.co.ug/News/National/-1-3m-get-food-borne-diseases-/-/688334/2678814/-/mmg1fcz/-/index.html,Kampala,04/08/2015,4,L,,,1
http://www.monitor.co.ug/News/National/Mpigi-locals-protest-poor-state-of-road/-/688334/2712302/-/y6ctx3/-/index.html,Kampala,05/11/2015,4,L,,,1
http://www.monitor.co.ug/OpEd/OpEdColumnists/KaroliSsemogerere/need-legislation-clean-air-clean-water/-/878682/2747162/-/rbu6xp/-/index.html,Kampala,06/11/2015,4,L,,,1
http://www.monitor.co.ug/artsculture/Reviews/Just-how-bad-is-wetland-degradation-/-/691232/2650722/-/1093nfhz/-/index.html,Kampala,03/12/2015,4,L,,,1
http://floodlist.com/africa/uganda-1000-displaced-floods-kasese-kampala,Kampala,13/04/2016,8,M,,,1
http://floodlist.com/africa/uganda-floods-november-2018,Kampala,17/11/2018,3,M,,5,1
http://floodlist.com/africa/uganda-flash-floods-kampala-may-2019,Kampala,28/05/2019,6,H,1500,8,1
New Vision,Kamuli,08/07/1998,6,M,,1,1
New Vision,Kamuli,10/12/2006,6,M,,,1
New Vision,Kamuli,19/04/2007,6,M,,5,1
District Files,Kamuli,01/10/2007,6,H,,,1
http://www.monitor.co.ug/News/National/-/688334/1160034/-/c1kxvoz/-/index.html,Kamuli,05/11/2011,4,H,,,1
District,Kamuli,21/05/2018,4,M,,,1
http://floodlist.com/africa/uganda-floods-eastern-region-april-2019,Kamuli,23/04/2019,8,H,1000,18,1
NewVision,Kasese,19/08/1989,2,L,,,1
New Vision,Kasese,22/05/1994,2,L,,,1
New Vision ,Kasese,07/05/1995,2,L,,,1
