Region,PCODE_REG,Province,PCODE_PROV,City_Municipality,PCODE_MUN_CTY,Total # of Active HHs,housing_unit,
Region IX (Zamboanga Peninsula),PH090000000,ZAMBOANGA SIBUGAY,PH098300000,BUUG,PH098302000,"3,318",8116,0.40882208
Region IX (Zamboanga Peninsula),PH090000000,ZAMBOANGA SIBUGAY,PH098300000,DIPLAHAN,PH098303000,"2,592",7605,0.340828402
Region IX (Zamboanga Peninsula),PH090000000,ZAMBOANGA SIBUGAY,PH098300000,IMELDA,PH098304000,"2,069",6507,0.317965268
Region IX (Zamboanga Peninsula),PH090000000,ZAMBOANGA SIBUGAY,PH098300000,IPIL (Capital),PH098305000,"6,459",17616,0.366655313
Region IX (Zamboanga Peninsula),PH090000000,ZAMBOANGA SIBUGAY,PH098300000,KABASALAN,PH098306000,"3,941",9473,0.416024491
Region IX (Zamboanga Peninsula),PH090000000,ZAMBOANGA SIBUGAY,PH098300000,MABUHAY,PH098307000,"2,423",6783,0.357216571
Region IX (Zamboanga Peninsula),PH090000000,ZAMBOANGA SIBUGAY,PH098300000,MALANGAS,PH098308000,"3,043",7962,0.382190404
Region IX (Zamboanga Peninsula),PH090000000,ZAMBOANGA SIBUGAY,PH098300000,NAGA,PH098309000,"3,868",8433,0.458674256
Region IX (Zamboanga Peninsula),PH090000000,ZAMBOANGA SIBUGAY,PH098300000,OLUTANGA,PH098310000,"2,649",6523,0.406101487
Region IX (Zamboanga Peninsula),PH090000000,ZAMBOANGA SIBUGAY,PH098300000,PAYAO,PH098311000,"3,140",6921,0.453691663
Region IX (Zamboanga Peninsula),PH090000000,ZAMBOANGA SIBUGAY,PH098300000,ROSELLER LIM,PH098312000,"4,119",10443,0.394426889
Region IX (Zamboanga Peninsula),PH090000000,ZAMBOANGA SIBUGAY,PH098300000,SIAY,PH098313000,"3,883",9128,0.425394391
Region IX (Zamboanga Peninsula),PH090000000,ZAMBOANGA SIBUGAY,PH098300000,TALUSAN,PH098314000,"1,673",5101,0.327974907
Region IX (Zamboanga Peninsula),PH090000000,ZAMBOANGA SIBUGAY,PH098300000,TITAY,PH098315000,"4,939",11087,0.445476684
Region IX (Zamboanga Peninsula),PH090000000,ZAMBOANGA SIBUGAY,PH098300000,TUNGAWAN,PH098316000,"4,434",9418,0.470800595
Region IX (Zamboanga Peninsula),PH090000000,City of Isabela (Not a Province),PH099700000,CITY OF ISABELA,PH099701000,"8,990",20127,0.446663686
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,BAUNGON,PH101301000,"2,227",7530,0.295750332
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,DAMULOG,PH101302000,"2,107",6718,0.31363501
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,DANGCAGAN,PH101303000,"1,606",5163,0.311059462
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,DON CARLOS,PH101304000,"3,252",14296,0.227476217
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,IMPASUG-ONG,PH101305000,"4,494",9734,0.461680707
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,KADINGILAN,PH101306000,"2,637",7437,0.354578459
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,KALILANGAN,PH101307000,"2,150",8733,0.246192603
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,KIBAWE,PH101308000,"2,657",8825,0.301076487
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,KITAOTAO,PH101309000,"5,660",10874,0.520507633
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,LANTAPAN,PH101310000,"4,555",12767,0.356779196
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,LIBONA,PH101311000,"1,815",9919,0.182982155
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,CITY OF MALAYBALAY (Capital),PH101312000,"7,783",38440,0.202471384
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,MALITBOG,PH101313000,"2,383",4974,0.479091275
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,MANOLO FORTICH,PH101314000,"4,026",21135,0.190489709
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,MARAMAG,PH101315000,"3,581",22712,0.157669954
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,PANGANTUCAN,PH101316000,"3,475",11326,0.306816175
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,QUEZON,PH101317000,"6,053",22903,0.264288521
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,SAN FERNANDO,PH101318000,"4,978",12312,0.404320988
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,SUMILAO,PH101319000,"1,827",5546,0.329426614
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,TALAKAG,PH101320000,"5,637",14012,0.40229803
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,CITY OF VALENCIA,PH101321000,"8,271",43720,0.189181153
Region X (Northern Mindanao),PH100000000,BUKIDNON,PH101300000,CABANGLASAN,PH101322000,"3,043",6919,0.43980344
Region X (Northern Mindanao),PH100000000,CAMIGUIN,PH101800000,CATARMAN,PH101801000,981,4060,0.241625616
Region X (Northern Mindanao),PH100000000,CAMIGUIN,PH101800000,GUINSILIBAN,PH101802000,525,1452,0.361570248
Region X (Northern Mindanao),PH100000000,CAMIGUIN,PH101800000,MAHINOG,PH101803000,865,3134,0.276005105
Region X (Northern Mindanao),PH100000000,CAMIGUIN,PH101800000,MAMBAJAO (Capital),PH101804000,"2,065",8542,0.241746664
Region X (Northern Mindanao),PH100000000,CAMIGUIN,PH101800000,SAGAY,PH101805000,"1,138",2875,0.395826087
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,BACOLOD,PH103501000,"1,648",5104,0.322884013
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,BALOI,PH103502000,"4,341",6946,0.624964008
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,BAROY,PH103503000,"1,752",5528,0.316931983
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,CITY OF ILIGAN,PH103504000,"15,473",74647,0.207282275
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,KAPATAGAN,PH103505000,"4,207",13416,0.313580799
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,SULTAN NAGA DIMAPORO (KAROMATAN),PH103506000,"4,986",11422,0.436526002
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,KAUSWAGAN,PH103507000,"1,706",5255,0.324643197
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,KOLAMBUGAN,PH103508000,"2,095",6197,0.338066807
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,LALA,PH103509000,"5,093",15051,0.338382832
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,LINAMON,PH103510000,"1,381",4195,0.32920143
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,MAGSAYSAY,PH103511000,982,3833,0.256196191
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,MAIGO,PH103512000,"1,362",4781,0.284877641
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,MATUNGAO,PH103513000,"1,625",1541,1.054510058
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,MUNAI,PH103514000,"1,853",4893,0.378704271
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,NUNUNGAN,PH103515000,"1,382",3456,0.399884259
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,PANTAO RAGAT,PH103516000,"2,231",2335,0.955460385
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,POONA PIAGAPO,PH103517000,"2,133",3648,0.584703947
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,SALVADOR,PH103518000,"1,921",6830,0.281259151
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,SAPAD,PH103519000,"1,585",4354,0.364033073
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,TAGOLOAN,PH103520000,"1,018",2546,0.399842891
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,TANGCAL,PH103521000,"1,216",2227,0.546026044
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,TUBOD (Capital),PH103522000,"3,197",10949,0.291990136
Region X (Northern Mindanao),PH100000000,LANAO DEL NORTE,PH103500000,PANTAR,PH103523000,"2,284",2623,0.870758673
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,ALORAN,PH104201000,"1,795",6313,0.284333914
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,BALIANGAO,PH104202000,934,3841,0.243165842
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,BONIFACIO,PH104203000,"2,375",7201,0.329815303
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,CALAMBA,PH104204000,"1,450",4937,0.293700628
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,CLARIN,PH104205000,"2,133",8293,0.257204872
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,CONCEPCION,PH104206000,677,2457,0.275539276
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,JIMENEZ,PH104207000,"1,640",6307,0.26002854
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,LOPEZ JAENA,PH104208000,"1,698",5803,0.292607272
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,CITY OF OROQUIETA (Capital),PH104209000,"3,015",16340,0.184516524
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,CITY OF OZAMIZ,PH104210000,"5,359",29626,0.180888409
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,PANAON,PH104211000,663,2406,0.275561097
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,PLARIDEL,PH104212000,"2,002",9151,0.218773904
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,SAPANG DALAGA,PH104213000,"1,413",4545,0.310891089
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,SINACABAN,PH104214000,"1,011",4088,0.247309198
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,CITY OF TANGUB,PH104215000,"4,247",12868,0.330043519
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,TUDELA,PH104216000,"1,904",6468,0.294372294
Region X (Northern Mindanao),PH100000000,MISAMIS OCCIDENTAL,PH104200000,DON VICTORIANO CHIONGBIAN  (DON MARIANO MARCOS),PH104217000,"1,065",2479,0.429608713
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,ALUBIJID,PH104301000,"2,071",7627,0.271535335
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,BALINGASAG,PH104302000,"4,636",14514,0.319415737
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,BALINGOAN,PH104303000,720,2243,0.320998663
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,BINUANGAN,PH104304000,504,1523,0.330925804
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,CITY OF CAGAYAN DE ORO (Capital),PH104305000,"16,726",158021,0.105846691
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,CLAVERIA,PH104306000,"4,516",10985,0.411106054
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,CITY OF EL SALVADOR,PH104307000,"2,736",11769,0.232475147
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,CITY OF GINGOOG,PH104308000,"8,861",26307,0.336830501
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,GITAGUM,PH104309000,"1,018",3852,0.264278297
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,INITAO,PH104310000,"2,080",7361,0.282570303
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,JASAAN,PH104311000,"2,338",11933,0.195927261
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,KINOGUITAN,PH104312000,"1,012",2984,0.339142091
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,LAGONGLONG,PH104313000,"1,512",4474,0.337952615
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,LAGUINDINGAN,PH104314000,"1,047",5604,0.186830835
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,LIBERTAD,PH104315000,838,2707,0.309567787
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,LUGAIT,PH104316000,"1,014",4372,0.231930467
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,MAGSAYSAY (LINUGOS),PH104317000,"2,425",6970,0.347919656
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,MANTICAO,PH104318000,"1,708",6384,0.26754386
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,MEDINA,PH104319000,"1,958",7060,0.27733711
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,NAAWAN,PH104320000,"1,287",4663,0.276002573
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,OPOL,PH104321000,"2,112",13978,0.151094577
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,SALAY,PH104322000,"1,901",6141,0.309558704
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,SUGBONGCOGON,PH104323000,638,1895,0.336675462
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,TAGOLOAN,PH104324000,"2,654",16661,0.15929416
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,TALISAYAN,PH104325000,"1,742",5310,0.328060264
Region X (Northern Mindanao),PH100000000,MISAMIS ORIENTAL,PH104300000,VILLANUEVA,PH104326000,"2,070",8518,0.243014792
Region XI (Davao Region),PH110000000,DAVAO DEL NORTE,PH112300000,ASUNCION (SAUG),PH112301000,"6,270",13700,0.457664234
Region XI (Davao Region),PH110000000,DAVAO DEL NORTE,PH112300000,CARMEN,PH112303000,"4,955",16611,0.29829631
Region XI (Davao Region),PH110000000,DAVAO DEL NORTE,PH112300000,KAPALONG,PH112305000,"6,257",17150,0.36483965
Region XI (Davao Region),PH110000000,DAVAO DEL NORTE,PH112300000,NEW CORELLA,PH112314000,"4,960",12367,0.401067357
Region XI (Davao Region),PH110000000,DAVAO DEL NORTE,PH112300000,CITY OF PANABO,PH112315000,"7,193",41965,0.171404742
Region XI (Davao Region),PH110000000,DAVAO DEL NORTE,PH112300000,ISLAND GARDEN CITY OF SAMAL,PH112317000,"6,957",25523,0.272577675
Region XI (Davao Region),PH110000000,DAVAO DEL NORTE,PH112300000,SANTO TOMAS,PH112318000,"5,162",26041,0.198225875
Region XI (Davao Region),PH110000000,DAVAO DEL NORTE,PH112300000,CITY OF TAGUM (Capital),PH112319000,"7,665",59296,0.12926673
Region XI (Davao Region),PH110000000,DAVAO DEL NORTE,PH112300000,TALAINGOD,PH112322000,"3,266",6137,0.532181848
Region XI (Davao Region),PH110000000,DAVAO DEL NORTE,PH112300000,BRAULIO E. DUJALI,PH112323000,"1,641",5367,0.305757406
Region XI (Davao Region),PH110000000,DAVAO DEL NORTE,PH112300000,SAN ISIDRO,PH112324000,"2,871",6363,0.451202263
Region XI (Davao Region),PH110000000,DAVAO DEL SUR,PH112400000,BANSALAN,PH112401000,"2,343",14826,0.158033185
Region XI (Davao Region),PH110000000,DAVAO DEL SUR,PH112400000,CITY OF DAVAO,PH112402000,"33,108",400675,0.082630561
Region XI (Davao Region),PH110000000,DAVAO DEL SUR,PH112400000,CITY OF DIGOS (Capital),PH112403000,"4,343",41299,0.105159931
Region XI (Davao Region),PH110000000,DAVAO DEL SUR,PH112400000,HAGONOY,PH112404000,"2,245",12996,0.17274546
Region XI (Davao Region),PH110000000,DAVAO DEL SUR,PH112400000,KIBLAWAN,PH112406000,"3,170",13425,0.236126629
Region XI (Davao Region),PH110000000,DAVAO DEL SUR,PH112400000,MAGSAYSAY,PH112407000,"3,231",13472,0.23983076
Region XI (Davao Region),PH110000000,DAVAO DEL SUR,PH112400000,MALALAG,PH112408000,"2,521",10025,0.251471322
Region XI (Davao Region),PH110000000,DAVAO DEL SUR,PH112400000,MATANAO,PH112410000,"3,132",13787,0.227170523
Region XI (Davao Region),PH110000000,DAVAO DEL SUR,PH112400000,PADADA,PH112411000,906,6869,0.131896928
Region XI (Davao Region),PH110000000,DAVAO DEL SUR,PH112400000,SANTA CRUZ,PH112412000,"5,675",22167,0.256011188
Region XI (Davao Region),PH110000000,DAVAO DEL SUR,PH112400000,SULOP,PH112414000,"2,384",8550,0.278830409
Region XI (Davao Region),PH110000000,DAVAO ORIENTAL,PH112500000,BAGANGA,PH112501000,"5,396",13259,0.406968851
Region XI (Davao Region),PH110000000,DAVAO ORIENTAL,PH112500000,BANAYBANAY,PH112502000,"1,976",9251,0.21359853
Region XI (Davao Region),PH110000000,DAVAO ORIENTAL,PH112500000,BOSTON,PH112503000,"1,343",3212,0.418119552
Region XI (Davao Region),PH110000000,DAVAO ORIENTAL,PH112500000,CARAGA,PH112504000,"3,976",9094,0.437211348
Region XI (Davao Region),PH110000000,DAVAO ORIENTAL,PH112500000,CATEEL,PH112505000,"3,677",9694,0.379306788
Region XI (Davao Region),PH110000000,DAVAO ORIENTAL,PH112500000,GOVERNOR GENEROSO,PH112506000,"3,503",12448,0.281410668
Region XI (Davao Region),PH110000000,DAVAO ORIENTAL,PH112500000,LUPON,PH112507000,"3,698",15210,0.24312952
Region XI (Davao Region),PH110000000,DAVAO ORIENTAL,PH112500000,MANAY,PH112508000,"3,383",9528,0.355058774
Region XI (Davao Region),PH110000000,DAVAO ORIENTAL,PH112500000,CITY OF MATI (Capital),PH112509000,"7,447",31853,0.233792735
Region XI (Davao Region),PH110000000,DAVAO ORIENTAL,PH112500000,SAN ISIDRO,PH112510000,"2,155",7788,0.276707756
Region XI (Davao Region),PH110000000,DAVAO ORIENTAL,PH112500000,TARRAGONA,PH112511000,"3,091",5632,0.548828125
Region XI (Davao Region),PH110000000,COMPOSTELA VALLEY,PH118200000,COMPOSTELA,PH118201000,"7,457",18791,0.396838912
Region XI (Davao Region),PH110000000,COMPOSTELA VALLEY,PH118200000,LAAK (SAN VICENTE),PH118202000,"9,248",17401,0.531463709
Region XI (Davao Region),PH110000000,COMPOSTELA VALLEY,PH118200000,MABINI (DOÑA ALICIA),PH118203000,"3,987",9618,0.414535246
Region XI (Davao Region),PH110000000,COMPOSTELA VALLEY,PH118200000,MACO,PH118204000,"5,917",18666,0.316993464
Region XI (Davao Region),PH110000000,COMPOSTELA VALLEY,PH118200000,MARAGUSAN (SAN MARIANO),PH118205000,"4,127",14022,0.294323206
Region XI (Davao Region),PH110000000,COMPOSTELA VALLEY,PH118200000,MAWAB,PH118206000,"2,925",8272,0.353602515
Region XI (Davao Region),PH110000000,COMPOSTELA VALLEY,PH118200000,MONKAYO,PH118207000,"8,106",21308,0.380420499
Region XI (Davao Region),PH110000000,COMPOSTELA VALLEY,PH118200000,MONTEVISTA,PH118208000,"4,273",9933,0.430182221
Region XI (Davao Region),PH110000000,COMPOSTELA VALLEY,PH118200000,NABUNTURAN (Capital),PH118209000,"5,236",18810,0.278362573
Region XI (Davao Region),PH110000000,COMPOSTELA VALLEY,PH118200000,NEW BATAAN,PH118210000,"4,505",11579,0.389066413
Region XI (Davao Region),PH110000000,COMPOSTELA VALLEY,PH118200000,PANTUKAN,PH118211000,"5,553",19132,0.290246707
Region XI (Davao Region),PH110000000,DAVAO OCCIDENTAL,PH118600000,DON MARCELINO,PH118601000,"5,153",11191,0.460459298
Region XI (Davao Region),PH110000000,DAVAO OCCIDENTAL,PH118600000,JOSE ABAD SANTOS (TRINIDAD),PH118602000,"8,981",17990,0.49922179
Region XI (Davao Region),PH110000000,DAVAO OCCIDENTAL,PH118600000,MALITA (Capital),PH118603000,"11,462",28204,0.406396256
Region XI (Davao Region),PH110000000,DAVAO OCCIDENTAL,PH118600000,SANTA MARIA,PH118604000,"5,612",13590,0.412950699
Region XI (Davao Region),PH110000000,DAVAO OCCIDENTAL,PH118600000,SARANGANI,PH118605000,"2,585",5632,0.458984375
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,ALAMADA,PH124701000,"3,729",14481,0.25750984
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,CARMEN,PH124702000,"5,667",21810,0.259834938
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,KABACAN,PH124703000,"4,467",19641,0.227432412
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,CITY OF KIDAPAWAN (Capital),PH124704000,"2,617",32921,0.079493333
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,LIBUNGAN,PH124705000,"2,184",11446,0.190809016
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,MAGPET,PH124706000,"3,991",11084,0.360068567
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,MAKILALA,PH124707000,"2,730",19170,0.142410016
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,MATALAM,PH124708000,"4,561",18693,0.243995078
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,MIDSAYAP,PH124709000,"7,766",33698,0.230458781
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,M'LANG,PH124710000,"3,478",23008,0.151164812
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,PIGKAWAYAN,PH124711000,"3,322",15201,0.218538254
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,PIKIT,PH124712000,"11,565",35507,0.325710423
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,PRESIDENT ROXAS,PH124713000,"3,845",10870,0.353725851
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,TULUNAN,PH124714000,"3,116",13500,0.230814815
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,ANTIPAS,PH124715000,"1,149",6063,0.189510143
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,BANISILAN,PH124716000,"2,683",9625,0.278753247
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,ALEOSAN,PH124717000,"2,833",8803,0.321822106
Region XII (SOCCSKSARGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,ARAKAN,PH124718000,"4,939",10656,0.463494745
Region XII (SOCCSKSARGEN),PH120000000,SOUTH COTABATO,PH126300000,BANGA,PH126302000,"4,309",20803,0.207133587
Region XII (SOCCSKSARGEN),PH120000000,SOUTH COTABATO,PH126300000,CITY OF GENERAL SANTOS (DADIANGAS),PH126303000,"13,449",143168,0.09393859
Region XII (SOCCSKSARGEN),PH120000000,SOUTH COTABATO,PH126300000,CITY OF KORONADAL (Capital),PH126306000,"4,205",42473,0.099004073
