id,adminLevel,placeCode,value,countryCodeISO3,indicator
993,3,ET150104,0.1,ETH,Hotspot_Nutrition
994,3,ET150105,0.1,ETH,Hotspot_Nutrition
995,3,ET150109,0.1,ETH,Hotspot_Nutrition
996,3,ET150110,0.1,ETH,Hotspot_Nutrition
997,3,ET150111,0.1,ETH,Hotspot_Nutrition
998,3,ET150112,0.1,ETH,Hotspot_Nutrition
999,3,ET150113,0.1,ETH,Hotspot_Nutrition
1000,3,ET150114,0.1,ETH,Hotspot_Nutrition
1001,3,ET150201,2,ETH,Hotspot_Nutrition
1002,3,ET150206,2,ETH,Hotspot_Nutrition
1003,3,ET150207,2,ETH,Hotspot_Nutrition
1004,3,ET150208,2,ETH,Hotspot_Nutrition
1005,3,ET160001,1,ETH,Hotspot_Nutrition
1006,3,ET160002,1,ETH,Hotspot_Nutrition
1007,3,ET160003,2,ETH,Hotspot_Nutrition
1008,3,ET160004,3,ETH,Hotspot_Nutrition
1009,3,ET160005,3,ETH,Hotspot_Nutrition
1010,3,ET160006,3,ETH,Hotspot_Nutrition
1011,3,ET160007,2,ETH,Hotspot_Nutrition
1012,3,ET160008,2,ETH,Hotspot_Nutrition
1013,3,ET160009,2,ETH,Hotspot_Nutrition
1014,3,ET160010,1,ETH,Hotspot_Nutrition
1015,3,ET160011,2,ETH,Hotspot_Nutrition
1016,3,ET160012,2,ETH,Hotspot_Nutrition
1017,3,ET160013,2,ETH,Hotspot_Nutrition
1018,3,ET160014,2,ETH,Hotspot_Nutrition
1019,3,ET160015,2,ETH,Hotspot_Nutrition
1020,3,ET160016,1,ETH,Hotspot_Nutrition
1021,3,ET160017,2,ETH,Hotspot_Nutrition
1022,3,ET160018,0.1,ETH,Hotspot_Nutrition
1023,3,ET160019,3,ETH,Hotspot_Nutrition
1024,3,ET160020,0.1,ETH,Hotspot_Nutrition
1025,3,ET160021,0.1,ETH,Hotspot_Nutrition
1026,3,ET160022,0.1,ETH,Hotspot_Nutrition
1027,3,ET160023,2,ETH,Hotspot_Nutrition
1028,3,ET160024,2,ETH,Hotspot_Nutrition
1029,3,ET160025,3,ETH,Hotspot_Nutrition
1030,3,ET160026,3,ETH,Hotspot_Nutrition
1031,3,ET160027,3,ETH,Hotspot_Nutrition
1032,3,ET160028,3,ETH,Hotspot_Nutrition
1033,3,ET160029,2,ETH,Hotspot_Nutrition
1034,3,ET160030,2,ETH,Hotspot_Nutrition
1035,3,ET160031,1,ETH,Hotspot_Nutrition
1036,3,ET160032,1,ETH,Hotspot_Nutrition
1037,3,ET160033,3,ETH,Hotspot_Nutrition
1038,3,ET160034,0.1,ETH,Hotspot_Nutrition
1039,3,ET160035,0.1,ETH,Hotspot_Nutrition
1040,3,ET160036,0.1,ETH,Hotspot_Nutrition
1041,3,ET160037,1,ETH,Hotspot_Nutrition
1042,3,ET051004,1,ETH,Hotspot_Nutrition
1043,3,ET030616,2,ETH,Hotspot_Nutrition
1044,3,ET030801,1,ETH,Hotspot_Nutrition
1045,3,ET030802,1,ETH,Hotspot_Nutrition
1046,3,ET030803,1,ETH,Hotspot_Nutrition
1047,3,ET030804,1,ETH,Hotspot_Nutrition
1048,3,ET030805,1,ETH,Hotspot_Nutrition
1049,3,ET030806,1,ETH,Hotspot_Nutrition
1050,3,ET030808,1,ETH,Hotspot_Nutrition
1051,3,ET031001,3,ETH,Hotspot_Nutrition
1052,3,ET031002,1,ETH,Hotspot_Nutrition
1053,3,ET031003,2,ETH,Hotspot_Nutrition
1054,3,ET031004,3,ETH,Hotspot_Nutrition
1055,3,ET031005,2,ETH,Hotspot_Nutrition
1056,3,ET030414,0.1,ETH,Hotspot_Nutrition
1057,3,ET031108,2,ETH,Hotspot_Nutrition
1058,3,ET031109,2,ETH,Hotspot_Nutrition
1059,3,ET030417,0.1,ETH,Hotspot_Nutrition
1060,3,ET030418,0.1,ETH,Hotspot_Nutrition
1061,3,ET031110,3,ETH,Hotspot_Nutrition
1062,3,ET031116,2,ETH,Hotspot_Nutrition
1063,3,ET031117,1,ETH,Hotspot_Nutrition
1064,3,ET031122,1,ETH,Hotspot_Nutrition
1065,3,ET030423,0.1,ETH,Hotspot_Nutrition
1066,3,ET030498,0.1,ETH,Hotspot_Nutrition
1067,3,ET030499,0.1,ETH,Hotspot_Nutrition
1068,2,ET0701,0.1,ETH,Hotspot_Nutrition
1069,2,ET0710,0.1,ETH,Hotspot_Nutrition
1070,2,ET0707,0.1,ETH,Hotspot_Nutrition
1071,2,ET0720,0.1,ETH,Hotspot_Nutrition
1072,2,ET0502,0.1,ETH,Hotspot_Nutrition
1073,2,ET0420,0.1,ETH,Hotspot_Nutrition
1074,2,ET0718,0.1,ETH,Hotspot_Nutrition
1075,2,ET0412,0.1,ETH,Hotspot_Nutrition
1076,2,ET0107,0.1,ETH,Hotspot_Nutrition
1077,2,ET0702,0.1,ETH,Hotspot_Nutrition
1078,2,ET0405,0.1,ETH,Hotspot_Nutrition
1079,2,ET0308,0.1,ETH,Hotspot_Nutrition
1080,2,ET0418,0.1,ETH,Hotspot_Nutrition
1081,2,ET0309,0.1,ETH,Hotspot_Nutrition
1082,2,ET0508,0.1,ETH,Hotspot_Nutrition
1083,2,ET0104,0.1,ETH,Hotspot_Nutrition
1084,2,ET0408,0.1,ETH,Hotspot_Nutrition
1085,2,ET0602,0.1,ETH,Hotspot_Nutrition
1086,2,ET0305,0.1,ETH,Hotspot_Nutrition
1087,2,ET0723,0.1,ETH,Hotspot_Nutrition
1088,2,ET0703,0.1,ETH,Hotspot_Nutrition
1089,2,ET0722,0.1,ETH,Hotspot_Nutrition
1090,2,ET1203,0.1,ETH,Hotspot_Nutrition
1091,2,ET0205,0.1,ETH,Hotspot_Nutrition
1092,2,ET0401,0.1,ETH,Hotspot_Nutrition
1093,2,ET0719,0.1,ETH,Hotspot_Nutrition
1094,2,ET1202,0.1,ETH,Hotspot_Nutrition
1095,2,ET0724,0.1,ETH,Hotspot_Nutrition
1096,2,ET0706,0.1,ETH,Hotspot_Nutrition
1097,2,ET0421,2,ETH,Hotspot_Nutrition
1098,2,ET1301,0.1,ETH,Hotspot_Nutrition
1099,2,ET0103,0.1,ETH,Hotspot_Nutrition
1100,2,ET0417,0.1,ETH,Hotspot_Nutrition
1101,2,ET0716,0.1,ETH,Hotspot_Nutrition
1102,2,ET0304,0.1,ETH,Hotspot_Nutrition
1103,2,ET0307,0.1,ETH,Hotspot_Nutrition
1104,2,ET0203,3,ETH,Hotspot_Nutrition
1105,2,ET0310,0.1,ETH,Hotspot_Nutrition
1106,2,ET0411,0.1,ETH,Hotspot_Nutrition
1107,2,ET0312,0.1,ETH,Hotspot_Nutrition
1108,2,ET0404,0.1,ETH,Hotspot_Nutrition
1109,2,ET1204,0.1,ETH,Hotspot_Nutrition
1110,2,ET0505,0.1,ETH,Hotspot_Nutrition
1111,2,ET0712,0.1,ETH,Hotspot_Nutrition
1112,2,ET0204,0.1,ETH,Hotspot_Nutrition
1113,2,ET0705,0.1,ETH,Hotspot_Nutrition
1114,2,ET0301,0.1,ETH,Hotspot_Nutrition
1115,2,ET1502,0.1,ETH,Hotspot_Nutrition
1116,2,ET0410,0.1,ETH,Hotspot_Nutrition
1117,2,ET0604,0.1,ETH,Hotspot_Nutrition
1118,2,ET0105,0.1,ETH,Hotspot_Nutrition
1119,2,ET0407,0.1,ETH,Hotspot_Nutrition
1120,2,ET0416,0.1,ETH,Hotspot_Nutrition
1121,2,ET0715,0.1,ETH,Hotspot_Nutrition
1122,2,ET0503,0.1,ETH,Hotspot_Nutrition
1123,2,ET0201,0.1,ETH,Hotspot_Nutrition
1124,2,ET0605,0.1,ETH,Hotspot_Nutrition
1125,2,ET0709,0.1,ETH,Hotspot_Nutrition
1126,2,ET1501,0.1,ETH,Hotspot_Nutrition
1127,2,ET0501,0.1,ETH,Hotspot_Nutrition
1128,2,ET1600,0.1,ETH,Hotspot_Nutrition
1129,2,ET0510,0.1,ETH,Hotspot_Nutrition
1130,2,ET0504,0.1,ETH,Hotspot_Nutrition
1131,2,ET0311,0.1,ETH,Hotspot_Nutrition
1132,2,ET0101,0.1,ETH,Hotspot_Nutrition
1133,2,ET0414,0.1,ETH,Hotspot_Nutrition
1134,2,ET0415,0.1,ETH,Hotspot_Nutrition
1135,2,ET0708,0.1,ETH,Hotspot_Nutrition
1136,2,ET0711,0.1,ETH,Hotspot_Nutrition
1137,2,ET0511,0.1,ETH,Hotspot_Nutrition
1138,2,ET1401,0.1,ETH,Hotspot_Nutrition
1139,2,ET0603,0.1,ETH,Hotspot_Nutrition
1140,2,ET0717,0.1,ETH,Hotspot_Nutrition
1141,2,ET0409,0.1,ETH,Hotspot_Nutrition
1142,2,ET0406,0.1,ETH,Hotspot_Nutrition
1143,2,ET1201,0.1,ETH,Hotspot_Nutrition
1144,2,ET0106,0.1,ETH,Hotspot_Nutrition
1145,2,ET0419,0.1,ETH,Hotspot_Nutrition
1146,2,ET0713,0.1,ETH,Hotspot_Nutrition
1147,2,ET0403,0.1,ETH,Hotspot_Nutrition
1148,2,ET0507,0.1,ETH,Hotspot_Nutrition
1149,2,ET0721,0.1,ETH,Hotspot_Nutrition
1150,2,ET0509,0.1,ETH,Hotspot_Nutrition
1151,2,ET0413,1,ETH,Hotspot_Nutrition
1152,2,ET0202,1,ETH,Hotspot_Nutrition
1153,2,ET0102,0.1,ETH,Hotspot_Nutrition
1154,2,ET0306,0.1,ETH,Hotspot_Nutrition
1155,2,ET0402,1,ETH,Hotspot_Nutrition
1156,2,ET0714,0.1,ETH,Hotspot_Nutrition
1157,2,ET0303,0.1,ETH,Hotspot_Nutrition
1158,2,ET0506,3,ETH,Hotspot_Nutrition
1159,2,ET0302,0.1,ETH,Hotspot_Nutrition
