id,placeCode,value,countryCodeISO3,indicator,adminLevel
564,ET041223,4622,ETH,population_u5,3
565,ET041290,3381,ETH,population_u5,3
566,ET041291,4602,ETH,population_u5,3
567,ET041295,4632,ETH,population_u5,3
568,ET041296,5413,ETH,population_u5,3
569,ET041298,4379,ETH,population_u5,3
570,ET041301,26854,ETH,population_u5,3
571,ET041302,20326,ETH,population_u5,3
572,ET041303,31099,ETH,population_u5,3
573,ET041304,18503,ETH,population_u5,3
574,ET041305,14159,ETH,population_u5,3
575,ET041307,18048,ETH,population_u5,3
576,ET041308,13806,ETH,population_u5,3
577,ET041309,17293,ETH,population_u5,3
578,ET041310,15171,ETH,population_u5,3
579,ET041311,11726,ETH,population_u5,3
580,ET041312,9452,ETH,population_u5,3
581,ET041314,9006,ETH,population_u5,3
582,ET041401,38644,ETH,population_u5,3
583,ET041402,46193,ETH,population_u5,3
584,ET041403,23676,ETH,population_u5,3
585,ET041404,11323,ETH,population_u5,3
586,ET041405,13666,ETH,population_u5,3
587,ET041407,13750,ETH,population_u5,3
588,ET041408,12379,ETH,population_u5,3
589,ET041409,1477,ETH,population_u5,3
590,ET041410,10889,ETH,population_u5,3
591,ET041411,17197,ETH,population_u5,3
592,ET041412,10518,ETH,population_u5,3
593,ET041413,12293,ETH,population_u5,3
594,ET041414,10914,ETH,population_u5,3
595,ET041482,6358,ETH,population_u5,3
596,ET041490,13494,ETH,population_u5,3
597,ET041492,7100,ETH,population_u5,3
598,ET041497,2456,ETH,population_u5,3
599,ET041499,7095,ETH,population_u5,3
600,ET041501,37409,ETH,population_u5,3
601,ET041502,49856,ETH,population_u5,3
602,ET041509,22747,ETH,population_u5,3
603,ET041513,22669,ETH,population_u5,3
604,ET041515,32224,ETH,population_u5,3
605,ET041517,15778,ETH,population_u5,3
606,ET041518,11788,ETH,population_u5,3
607,ET041587,1128,ETH,population_u5,3
608,ET041594,6259,ETH,population_u5,3
609,ET041596,9633,ETH,population_u5,3
610,ET041603,11168,ETH,population_u5,3
611,ET041604,8778,ETH,population_u5,3
612,ET041605,9277,ETH,population_u5,3
613,ET041606,15679,ETH,population_u5,3
614,ET041607,16117,ETH,population_u5,3
615,ET041608,18807,ETH,population_u5,3
616,ET041618,4735,ETH,population_u5,3
617,ET041621,6042,ETH,population_u5,3
618,ET041622,16717,ETH,population_u5,3
619,ET041623,12170,ETH,population_u5,3
620,ET041700,6445,ETH,population_u5,3
621,ET041701,31830,ETH,population_u5,3
622,ET041702,32958,ETH,population_u5,3
623,ET041703,10396,ETH,population_u5,3
624,ET041704,39962,ETH,population_u5,3
625,ET041705,22830,ETH,population_u5,3
626,ET041706,42170,ETH,population_u5,3
627,ET041707,30136,ETH,population_u5,3
628,ET041708,31410,ETH,population_u5,3
629,ET041709,25223,ETH,population_u5,3
630,ET041710,30992,ETH,population_u5,3
631,ET041711,31096,ETH,population_u5,3
632,ET041712,54062,ETH,population_u5,3
633,ET041783,11361,ETH,population_u5,3
634,ET041797,17736,ETH,population_u5,3
635,ET041798,4166,ETH,population_u5,3
636,ET041799,4246,ETH,population_u5,3
637,ET041801,21175,ETH,population_u5,3
638,ET041802,8463,ETH,population_u5,3
639,ET041803,23793,ETH,population_u5,3
640,ET041804,14235,ETH,population_u5,3
641,ET041805,25096,ETH,population_u5,3
642,ET041806,9114,ETH,population_u5,3
643,ET041807,17342,ETH,population_u5,3
644,ET041808,16377,ETH,population_u5,3
645,ET041809,19013,ETH,population_u5,3
646,ET041810,10142,ETH,population_u5,3
647,ET041811,11335,ETH,population_u5,3
648,ET041812,9411,ETH,population_u5,3
649,ET041901,16483,ETH,population_u5,3
650,ET041902,4641,ETH,population_u5,3
651,ET041903,9308,ETH,population_u5,3
652,ET041904,9975,ETH,population_u5,3
653,ET041905,11286,ETH,population_u5,3
654,ET041906,14463,ETH,population_u5,3
655,ET041907,12775,ETH,population_u5,3
656,ET041908,10981,ETH,population_u5,3
657,ET041909,11788,ETH,population_u5,3
658,ET041910,14658,ETH,population_u5,3
