"district"	"Glofas_st"	"thr_stat"	"thr"	"floods"	"floods_correct"	"floods_incorrect"	"protocol_triggered"	"triggered_in_vain"	"detection_ratio"	"false_alarm_ratio"
"1"	"070706"	"G1901"	"q95"	4368.585	5	1	4	1	0	0.2	0
"1"	"041007"	"G5068"	"q75"	24.677004	1	1	0	1	0	1	0
"1"	"041007"	"G5068"	"q80"	33.241802	1	1	0	1	0	1	0
"1"	"020105"	"G1053"	"q20"	65.251305	4	4	0	2	-2	1	-1
"1"	"020105"	"G1053"	"q50"	161.44855	4	4	0	6	2	1	0.33
"1"	"020105"	"G1053"	"q75"	419.4438	4	3	1	6	3	0.75	0.5
"1"	"020105"	"G1053"	"q80"	529.7198	4	2	2	5	3	0.5	0.6
"1"	"020105"	"G1053"	"q95"	828.12744	4	1	3	3	2	0.25	0.67
"1"	"020502"	"G1067"	"q80"	355.014332	1	1	0	1	0	1	0
"1"	"030701"	"G4977"	"q95"	183.21503	2	1	1	1	0	0.5	0
"1"	"041118"	"G5081"	"q75"	773.2348	2	1	1	2	1	0.5	0.5
"1"	"130101"	"G5068"	"q75"	24.677004	2	1	1	8	7	0.5	0.88
"1"	"130101"	"G5068"	"q80"	33.241802	2	1	1	6	5	0.5	0.83
"1"	"070501"	"G4979"	"q10"	677.58185	1	1	0	1	0	1	0
"1"	"070501"	"G4979"	"q20"	825.3222	1	1	0	1	0	1	0
"1"	"070501"	"G4979"	"q50"	1957.9974	1	1	0	1	0	1	0
"1"	"050805"	"G1907"	"q75"	801.80133	3	1	2	12	11	0.33	0.92
"1"	"050805"	"G1907"	"q80"	934.6401	3	1	2	9	8	0.33	0.89
"1"	"040111"	"G1045"	"q80"	543.3587	1	1	0	1	0	1	0
"1"	"071201"	"G6109"	"q75"	277.1714	1	1	0	1	0	1	0
"1"	"071201"	"G6109"	"q80"	311.00412	1	1	0	1	0	1	0
"1"	"030703"	"G4953"	"q50"	145.40973	1	1	0	1	0	1	0
"1"	"050601"	"G5081"	"q50"	344.11902	3	3	0	8	5	1	0.62
"1"	"050601"	"G1904"	"q75"	793.94257	3	2	1	8	6	0.67	0.75
"1"	"050601"	"G1904"	"q80"	941.0992	3	1	2	4	3	0.33	0.75
"1"	"050601"	"G1905"	"q75"	795.4557	3	1	2	7	6	0.33	0.86
"1"	"050601"	"G1906"	"q75"	800.7073	3	1	2	7	6	0.33	0.86
"1"	"050603"	"G1904"	"q75"	793.94257	4	2	2	15	13	0.5	0.87
"1"	"050603"	"G1904"	"q80"	941.0992	4	2	2	8	6	0.5	0.75
"1"	"050603"	"G1905"	"q75"	795.4557	4	2	2	14	12	0.5	0.86
"1"	"050603"	"G1905"	"q80"	941.1051	4	1	3	7	6	0.25	0.86
"1"	"050603"	"G1906"	"q75"	800.7073	4	2	2	14	12	0.5	0.86
"1"	"050603"	"G1906"	"q80"	945.4174	4	1	3	7	6	0.25	0.86
"1"	"050603"	"G1907"	"q75"	801.80133	4	1	3	12	11	0.25	0.92
"1"	"050603"	"G1907"	"q80"	934.6401	4	1	3	9	8	0.25	0.89
"1"	"050607"	"G1904"	"q75"	793.94257	15	8	7	17	9	0.53	0.53
"1"	"050607"	"G1904"	"q80"	941.0992	15	6	9	9	3	0.4	0.33
"1"	"050607"	"G1905"	"q75"	795.4557	15	8	7	16	8	0.53	0.5
"1"	"050607"	"G1905"	"q80"	941.1051	15	5	10	8	3	0.33	0.38
"1"	"050607"	"G1906"	"q75"	800.7073	15	8	7	16	8	0.53	0.5
"1"	"050607"	"G1906"	"q80"	945.4174	15	5	10	8	3	0.33	0.38
"1"	"050607"	"G1907"	"q75"	801.80133	15	7	8	14	7	0.47	0.5
"1"	"050607"	"G1907"	"q80"	934.6401	15	6	9	10	4	0.4	0.4
"1"	"050604"	"G1904"	"q50"	360.60617	6	5	1	19	15	0.83	0.79
"1"	"050604"	"G1904"	"q75"	793.94257	6	3	3	16	14	0.5	0.88
"1"	"050604"	"G1904"	"q80"	941.0992	6	3	3	9	7	0.5	0.78
"1"	"050604"	"G1905"	"q50"	358.31937	6	5	1	19	15	0.83	0.79
"1"	"050604"	"G1905"	"q75"	795.4557	6	3	3	15	13	0.5	0.87
"1"	"050604"	"G1905"	"q80"	941.1051	6	2	4	8	7	0.33	0.88
"1"	"050604"	"G1906"	"q50"	363.45074	6	5	1	19	15	0.83	0.79
"1"	"050604"	"G1906"	"q75"	800.7073	6	3	3	15	13	0.5	0.87
"1"	"050604"	"G1906"	"q80"	945.4174	6	2	4	8	7	0.33	0.88
"1"	"050604"	"G1907"	"q50"	363.9455	6	5	1	18	14	0.83	0.78
"1"	"050604"	"G1907"	"q75"	801.80133	6	2	4	13	12	0.33	0.92
"1"	"050604"	"G1907"	"q80"	934.6401	6	2	4	10	9	0.33	0.9
"1"	"050605"	"G1904"	"q75"	793.94257	13	7	6	18	11	0.54	0.61
"1"	"050605"	"G1904"	"q80"	941.0992	13	5	8	10	5	0.38	0.5
"1"	"050605"	"G1905"	"q75"	795.4557	13	6	7	18	12	0.46	0.67
"1"	"050605"	"G1905"	"q80"	941.1051	13	4	9	9	5	0.31	0.56
"1"	"050605"	"G1906"	"q75"	800.7073	13	6	7	18	12	0.46	0.67
"1"	"050605"	"G1906"	"q80"	945.4174	13	4	9	9	5	0.31	0.56
"1"	"050605"	"G1907"	"q50"	363.9455	13	11	2	22	13	0.85	0.59
"1"	"050605"	"G1907"	"q75"	801.80133	13	5	8	16	11	0.38	0.69
"1"	"050605"	"G1907"	"q80"	934.6401	13	4	9	11	7	0.31	0.64
"1"	"050606"	"G1904"	"q80"	941.0992	14	5	9	10	5	0.36	0.5
"1"	"050606"	"G1904"	"q95"	1683.12	14	1	13	1	0	0.07	0
"1"	"050606"	"G1905"	"q80"	941.1051	14	4	10	9	5	0.29	0.56
"1"	"050606"	"G1905"	"q95"	1685.7936	14	1	13	1	0	0.07	0
"1"	"050606"	"G1906"	"q80"	945.4174	14	4	10	9	5	0.29	0.56
"1"	"050606"	"G1906"	"q95"	1686.97002	14	1	13	1	0	0.07	0
"1"	"050606"	"G1907"	"q80"	934.6401	14	4	10	11	7	0.29	0.64
