fid,name,lat,lon,type,report_date
18240,Kasanamanga village tap,-10.8856735,33.9974183,Piped into public tap / standpipe / basin,
18247,M'jutchwa dug well 7,-10.9190457,34.0979398,Protected dug well,
18249,Tukuyu School borehole ,-11.0947657,33.8951956,Borehole or tubewell,
18252,Jowe tap,-10.7946314,34.0194207,Piped into public tap / standpipe / basin,
18253,Sam Chihana tap,-11.0185920,33.8407694,Piped into public tap / standpipe / basin,
18255,Mtumbuka tap,-10.9345899,33.9468171,Piped into public tap / standpipe / basin,
18256,,-9.9724935,33.8465768,Borehole or tubewell,
18263,Chibula Manda 2 Dug well ,-11.8715780,33.7703522,Protected dug well,
18268,Kasote  water point ,-10.9823609,33.7576388,Piped into public tap / standpipe / basin,
18269,Mada Kawonga Tap ,-11.0196967,33.8424247,Piped into public tap / standpipe / basin,
18270,Chamungulube Full Primary School Borehole ,-12.0013268,33.5914423,Borehole or tubewell,
18271,Pholomoke Borehole ,-10.0016901,33.9144759,Borehole or tubewell,
18272,Bobula Mhango Borehole,-11.9531064,33.5549803,Borehole or tubewell,
18273,Sandwell Gondwe tap ,-11.0203800,33.8431670,Piped into public tap / standpipe / basin,
18275,Mdeka shallow well ,-10.8742174,34.0523954,Protected dug well,
18276,Mpanda borehole,-9.9799001,33.8322055,Borehole or tubewell,
18277,Chamgulube  Full Primary School Borehole ,-12.0006329,33.5900598,Borehole or tubewell,
18280,Bwengu CDSS borehole ,-11.0663997,33.9289887,Borehole or tubewell,
18282,Oliva Mkandawire Tap WP,-10.9538811,33.7442560,Piped into yard/plot,
18283,Chrissy Chipeta,-11.4985560,33.9498116,Borehole or tubewell,
18286,Ntchewe Zimba Protected Shallow Well,-11.7295766,33.4425678,Protected dug well,
18288,Thomas Mhinji 2 Dug well ,-11.8689937,33.7639676,Protected dug well,
18289,Katanga 2 tap,-10.7743992,34.0407418,Piped into public tap / standpipe / basin,
18290,Thoko chilombo water point ,-11.0280555,33.8486151,Piped into public tap / standpipe / basin,
18295,Vwalamanja,-10.7717446,34.0569986,Protected dug well,
18297,Bwanausi Munthali Tap ,-11.0207895,33.8454597,Piped into public tap / standpipe / basin,
18299,Tamala mbale tap,-11.0210866,33.8505740,Piped into yard/plot,
18300,Chinjoka,-10.8075996,34.1125408,Piped into public tap / standpipe / basin,
18301,Job Munyenyembe Tap ,-11.0208322,33.8450932,Piped into public tap / standpipe / basin,
18302,Vwalamanja,-10.7681836,34.0631200,Protected dug well,
18304,Mangaliso Nkunika borehole,-11.7791876,33.4554550,Borehole or tubewell,
18305,Beyala Phiri borehole,-11.9613582,33.5511909,Borehole or tubewell,
18307,Sokopo Chinula Borehole 2,-11.3887927,33.6528479,Borehole or tubewell,
18313,Vwalika Muyawa Tap ,-11.0210066,33.8448354,Piped into public tap / standpipe / basin,
18314,Mkakeni GVH borehole 1,-12.2097746,33.4731632,Borehole or tubewell,
18316,MzunguMufipa open well,-12.1773485,33.7469264,Unprotected dug well,
18317,Vwalamanja,-10.7743162,34.0567313,Protected dug well,
18318,Lolana tap,-10.7686896,34.0602522,Piped into public tap / standpipe / basin,
18321, Yeremiya Lungu Dug well,-11.8567759,33.6271357,Protected dug well,
18322,George Kumwenda borehole 2,-11.7882319,33.5032935,Borehole or tubewell,
18323,Bonnie Luhanga,-11.6772500,33.3331995,Unprotected dug well,
18324,James  banda  water point ,-10.9810646,33.7521131,Piped into yard/plot,
18325,NtabenI jere shallow well,-12.1792515,33.4665829,Protected dug well,
18327,Kapwiri 2 tap,-10.7588171,34.0458515,Piped into public tap / standpipe / basin,
18328,Mwamasapa 1 warerpoint 1,-9.9545040,33.8007068,Borehole or tubewell,
18329,Sakala protected dug well,-11.2167927,34.0061067,Protected dug well,
18331,Chandiona  water point ,-10.9830481,33.7524495,Piped into public tap / standpipe / basin,
18333,Kavitolanga borehole ,-10.9842466,33.5938327,Borehole or tubewell,
18335,Bwati water point ,-10.9786567,33.7498863,Piped into public tap / standpipe / basin,
18336,Mwahomero,-10.7636806,34.0203536,Piped into public tap / standpipe / basin,
18337,Mwahomero,-10.7744962,34.0148066,Protected dug well,
18338,Mwahomero,-10.7626063,34.0215156,Borehole or tubewell,
18339,Eliance Botha tap ,-11.0215848,33.8501464,Piped into yard/plot,
18340,Simon Nthala Borehole ,-11.9951185,33.5898421,Borehole or tubewell,
18342,Mwahomero,-10.7645944,34.0211774,Piped into public tap / standpipe / basin,
18343,Kalundamawe Junior Primary school waterpoint ,-11.1309079,33.8041144,Borehole or tubewell,
18344,Walawato borehole,-11.5028301,33.3262250,Borehole or tubewell,
18345,Mchinkhula School borehole,-11.4018792,33.3708117,Borehole or tubewell,
18346,Medison Msiska dugwell,-9.8887614,33.8881798,Protected dug well,
18347,Chazika shallow well ,-10.9630724,34.0789644,Protected dug well,
18351,Mwahomero,-10.7641445,34.0205943,Piped into public tap / standpipe / basin,
18353,Mgusya Mfune Village Protected Shallow Well ,-11.7316632,33.4212342,Protected dug well,
18356,Tiffness Phiri Well,-11.9259090,33.5403439,Unprotected dug well,
18357,Hlavani Nyirenda borehole ,-11.4740651,33.5466218,Borehole or tubewell,
18358,Chinkhuwire,-10.7662489,34.1979821,Piped into public tap / standpipe / basin,
18362,Kambwiri vge borehole,-11.4476474,33.2859007,Borehole or tubewell,
18364,Mwachilwimba village tap,-10.7810950,34.0127811,Piped into public tap / standpipe / basin,
18365,Manyamula CDSS  borehole ,-11.9428554,33.4400866,Borehole or tubewell,
18369,Musaope  water point ,-10.9724716,33.7338551,Piped into yard/plot,
18372,Mtawale open well ,-12.1761648,33.7535498,Unprotected dug well,
18375,Gladwell  Lukhele  Borehole ,-11.8567554,33.6841859,Borehole or tubewell,
18378,Mawira borehole,-11.1872552,33.8918891,Borehole or tubewell,
18386,Karonga CCAP Primary school borehole ,-9.9427964,33.9169023,Borehole or tubewell,
18387,Kachipapa tap,-10.7680878,34.0346775,Piped into public tap / standpipe / basin,
18388,Bulaula  water point ,-10.9723616,33.7350622,Piped into public tap / standpipe / basin,
18389,Mzomera village tap,-10.8082062,34.0302012,Piped into public tap / standpipe / basin,
18390,Vwalamtaba village borehole ,-12.1901592,33.5276282,Borehole or tubewell,
18392,Jam Ng'ambi borehole,-11.9649006,33.5535470,Borehole or tubewell,
18393,Bunduli borehole ,-11.0443088,33.9227544,Borehole or tubewell,
18397,Aron Banda protected well ,-12.0911960,33.3049514,Protected dug well,
18400,Lundu primary school water point,-10.9244907,33.7396913,Borehole or tubewell,
18403,John mkandawire  water  point ,-11.0097207,33.8411633,Piped into public tap / standpipe / basin,
18404,Embangweni Mission Hospital Residential Tap 3,-12.1329659,33.4770953,Piped into public tap / standpipe / basin,
18408,Goodfy kiyokwa water point ,-11.0125863,33.8458830,Piped into public tap / standpipe / basin,
18409,John kumwenda tap 2,-10.9820640,33.7476486,Piped into yard/plot,
18411,Edingeni council,-12.0454726,33.3162010,Borehole or tubewell,
18412,Luwagha trading centre tap,-10.9018199,33.9732808,Piped into public tap / standpipe / basin,
18413,Chimyanga school tap,-10.8053270,34.0208576,Piped into public tap / standpipe / basin,
18414,Kayange tap,-11.0137540,33.8483401,Piped into public tap / standpipe / basin,
18415,Nkhowani borehole,-10.9018514,34.0268148,Borehole or tubewell,
18416,Mr jere  water point ,-11.0121896,33.8454733,Piped into public tap / standpipe / basin,
18417,Kondauyera shallow well,-12.1864896,33.5364732,Protected dug well,
18423,Kayuni borehole 7,-10.0786007,33.9627962,Borehole or tubewell,
18424,J. Mushali tap,-11.0149056,33.8527433,Piped into public tap / standpipe / basin,
18425,Mbewe's tap ,-10.8664993,33.9950127,Piped into yard/plot,
18426,Chankhomi Primary School Borehole,-10.9724048,33.6787255,Borehole or tubewell,
18427,Steven phiri  water point ,-11.0121117,33.8457000,Piped into public tap / standpipe / basin,
18431,Mr gondwe  water point ,-11.0128348,33.8463373,Piped into public tap / standpipe / basin,
18436,Sharon msango water point ,-11.0128788,33.8465005,Piped into public tap / standpipe / basin,
18437,Kagara,-10.8564758,33.9841522,Piped into public tap / standpipe / basin,
18439,Edingeni Hc borehole ,-12.0405993,33.3129037,Borehole or tubewell,
18440,Alick mphande water point ,-11.0127201,33.8456508,Piped into public tap / standpipe / basin,
18441,Mhuju community day secondary school teachers tap ,-10.8753336,33.9865661,Piped into public tap / standpipe / basin,
18442,Wonderful  gondwe  water ,-11.0117294,33.8460709,Piped into public tap / standpipe / basin,
18445,Mchina FP School tap ,-10.3101499,33.7137470,Piped into public tap / standpipe / basin,
18451,Martha  gondwe water point ,-11.0104658,33.8415704,Piped into public tap / standpipe / basin,
18456,Mawole borehole ,-11.8654813,33.5294837,Borehole or tubewell,
18457,Chimyanga church tap,-10.8065316,34.0223021,Piped into public tap / standpipe / basin,
18458,Abel chaula water point ,-11.0097567,33.8440320,Piped into public tap / standpipe / basin,
18460,Mkolasatto shallow well ,-10.7490445,34.0255180,Borehole or tubewell,
18461,Martin harawa tap,-10.7486235,34.0258123,Piped into public tap / standpipe / basin,
18463,Sadunga mwanza borehole ,-11.9420329,33.4367921,Borehole or tubewell,
18465,Mhana School Borehole 2,-11.9531497,33.5602026,Borehole or tubewell,
18468,Mwalweni tap,-11.0151783,33.8523206,Piped into public tap / standpipe / basin,
18471,Dickens mponela tap ,-10.9843673,33.7478570,Piped into yard/plot,
18472,Mphompha health centre borehole ,-11.0054899,34.0730830,Borehole or tubewell,
18473,Mphompha health centre water tap 1,-11.0062828,34.0732120,Piped into public tap / standpipe / basin,
18474,Mzakwacha water point,-10.9058317,33.9698826,Piped into public tap / standpipe / basin,
18475,Frank Soko shallow well,-12.1882430,33.5236053,Protected dug well,
18476,Chisusu Nyirenda  Borehole ,-11.9883609,33.6214525,Borehole or tubewell,
18480,Kavuli borehole,-10.8162090,34.0287743,Borehole or tubewell,
18482,Mphatso wp,-10.9818389,33.7135488,Piped into yard/plot,
18483,Thoko zgambo  water point ,-11.0270108,33.8530288,Piped into public tap / standpipe / basin,
18484,Mankhumbax wp,-10.9814142,33.7146068,Piped into yard/plot,
18485,Esnart chirwa water point ,-11.0104903,33.8491625,Piped into public tap / standpipe / basin,
18486,Sichali dug well,-9.9297755,33.9223328,Unprotected dug well,
18488,Noel gondwe water point ,-11.0108943,33.8499208,Piped into public tap / standpipe / basin,
18492,Anne Chirwa - Lusangazi,-11.5005476,33.9583969,Borehole or tubewell,
18495,Khosolo nhlane  tap ,-12.2621708,33.6631293,Piped into public tap / standpipe / basin,
18496,Fyness  gondwe  water point ,-11.0097156,33.8491019,Piped into public tap / standpipe / basin,
18497,Gafa gondwe water point ,-11.0079353,33.8492337,Piped into public tap / standpipe / basin,
18498,Mtungambewa,-10.8155974,34.0188231,Piped into public tap / standpipe / basin,
18499,Kasiyaphazi Gausi dug well,-11.9974203,33.6436041,Unprotected dug well,
18500,Mzondi Kasambara Life Pump borehole,-11.9549156,33.5409110,Borehole or tubewell,
18501,Ellah tyongwani water  point ,-11.0087035,33.8490488,Piped into public tap / standpipe / basin,
18503,Mayaka mvula waterpoint ,-11.1302047,33.8069648,Borehole or tubewell,
18504,Kalowa CBCC waterpoint,-11.2774534,33.7675756,Borehole or tubewell,
18505,Agness tap ,-10.8660531,33.9972642,Piped into yard/plot,
18506,Mwachilimba  water point ,-10.9663983,33.7292016,Piped into public tap / standpipe / basin,
18507,Shem Singini borehole 2,-11.2590315,33.9830003,Borehole or tubewell,
18508,Thokozile  moyo water point ,-11.0084271,33.8488964,Piped into public tap / standpipe / basin,
18509,Vinicent  mbale water point ,-11.0066389,33.8493635,Piped into public tap / standpipe / basin,
18511,Zimakazi Moyo waterpoint,-11.2734689,33.7754774,Borehole or tubewell,
18512,Mkamaumoza Full Primary School waterpoint ,-11.2985509,33.7705115,Borehole or tubewell,
18513,Simon Moyo waterpoint ,-11.2753075,33.7719706,Borehole or tubewell,
18515,Simon Soko  borehole ,-11.6998116,33.5806403,Borehole or tubewell,
18520,Innocent  kapira water point ,-11.0078606,33.8501362,Piped into public tap / standpipe / basin,
18521,Shem Singini borehole ,-11.2546771,33.9775802,Borehole or tubewell,
18522,John mkandawire  water point ,-11.0080249,33.8455574,Piped into public tap / standpipe / basin,
18526,Chimuzgezge tap,-11.0162184,33.8612624,Piped into public tap / standpipe / basin,
18528,Tawakavu gondwe water point ,-11.0095988,33.8453986,Piped into public tap / standpipe / basin,
18529,Mlera borehole ,-11.0733426,33.9391074,Borehole or tubewell,
18530,Mary gondwe  water point ,-11.0097857,33.8454915,Piped into public tap / standpipe / basin,
18531,Nyauhango tap ,-10.8655654,33.9974157,Piped into public tap / standpipe / basin,
18533,,-9.9850018,33.8318205,Borehole or tubewell,
18538,Kayuni Borehole 8,-10.0786675,33.9680101,Borehole or tubewell,
18541,Jungubawa dug well 1,-10.9190120,34.0883494,Protected dug well,
18542,Kayawinda water point ,-10.9667316,33.7279339,Piped into public tap / standpipe / basin,
18543,Chizaso Mvula water point ,-11.2037717,33.8186446,Borehole or tubewell,
18544,Chipokosa Chirwa  open well,-12.1757683,33.7416954,Unprotected dug well,
18548,Ndende msowoya water point,-10.9099835,33.9674324,Piped into public tap / standpipe / basin,
18549,Mayi mgagana water point,-10.9117080,33.9643842,Piped into public tap / standpipe / basin,
18552,Mponda  Madise waterpoint,-11.2446757,33.7672923,Borehole or tubewell,
18553,Zoliyabeba open well,-12.1797517,33.7458306,Unprotected dug well,
18554,Mufwakujembe dug well 2,-10.9242104,34.0936773,Protected dug well,
18555,Manombo village tap,-10.9055340,33.9590168,Piped into public tap / standpipe / basin,
18556,Emmanuel  kumwenda  water point ,-11.0281719,33.8480146,Piped into public tap / standpipe / basin,
18557,Vwalika tap,-11.0151343,33.8665935,Piped into public tap / standpipe / basin,
18558,Mlongoti Tap 2,-11.0247630,33.8671622,Piped into public tap / standpipe / basin,
18559,Mateyu Chunga borehole,-11.9497989,33.5620515,Borehole or tubewell,
18560,Bwana moyo tap,-10.9058390,33.9591636,Piped into public tap / standpipe / basin,
18561,MPHALANG'OMBE VILLAGE TAP,-10.9209446,33.9582420,Piped into public tap / standpipe / basin,
18564,Zawanje/Chiona Village borehole ,-11.5128072,33.7097863,Borehole or tubewell,
18566,Bambo mutumbuka tap,-10.9060034,33.9586903,Piped into public tap / standpipe / basin,
18567,Kawembe school tap,-10.8927709,33.9968661,Piped into public tap / standpipe / basin,
18569,Zayuka,-10.7992390,34.2069346,Surface water,
18572,Tryness chipeta tap ,-10.9810778,33.7476286,Piped into yard/plot,
18575,Dingiswayo Khosa borehole ,-11.5260796,33.5480023,Borehole or tubewell,
18577,Madji yathika borehole,-11.0834802,33.6741667,Borehole or tubewell,
18580,Daniel Jere borehole ,-11.5212385,33.5368568,Borehole or tubewell,
18583,Mzinga shallow well ,-10.9118550,34.1062713,Protected dug well,
18585,Kamuchocho Nkhata borehole ,-11.5005335,33.5152912,Borehole or tubewell,
18586,Zachilikana Mazula borehole ,-11.5150421,33.5375977,Borehole or tubewell,
18587,Ngomiawo Moyo borehole,-11.7093721,33.5500567,Borehole or tubewell,
18592,Ntholome,-10.7751487,34.2016859,Piped into public tap / standpipe / basin,
18593,Katulunga Kumwenda borehole 1,-11.7774792,33.3893047,Borehole or tubewell,
18595,Mzomera village beorehole,-10.8091734,34.0296654,Borehole or tubewell,
18603,Chinyamata chipeta tap ,-10.9811204,33.7470641,Piped into yard/plot,
18604,Achimwene Borehole ,-9.9958622,33.9463742,Borehole or tubewell,
18605,Mike Chirwa open well ,-12.2031396,33.7517047,Unprotected dug well,
18607,Mulyezi WP,-10.9133922,33.6297737,Piped into public tap / standpipe / basin,
18609,Chapasuka WP,-10.8849576,33.6390603,Piped into public tap / standpipe / basin,
18610,Mkandawire1 WP,-10.8896640,33.6363016,Piped into public tap / standpipe / basin,
18612,Chizanda borehole ,-12.0552184,33.4263306,Borehole or tubewell,
18619,Chisi tap,-11.0154401,33.8533602,Piped into public tap / standpipe / basin,
18622,Mwiza WP,-10.9350424,33.6312344,Piped into yard/plot,
18623,Chisinde wp,-10.9294442,33.6276366,Piped into yard/plot,
18624,Mudoko WP,-10.9502818,33.6421612,Piped into yard/plot,
18625,Olive Tap,-10.9366076,33.6329117,Piped into yard/plot,
18626,Gampha2 WP,-10.9396191,33.6348963,Piped into yard/plot,
18627,Manse Luviri WP,-10.9450100,33.6366694,Piped into yard/plot,
18629,Nyambewe wp,-10.9508584,33.6403399,Piped into yard/plot,
18630,Chifa WP,-10.9486741,33.6380459,Piped into public tap / standpipe / basin,
18632,Kajikhomere Gausi Borehole ,-11.9836397,33.6471394,Borehole or tubewell,
18634,Dip borehole,-11.0805857,33.9062211,Borehole or tubewell,
18637,Yobe Jere village borehole ,-11.2257083,33.5029735,Borehole or tubewell,
18638,Mapa WP,-10.9583959,33.6474854,Piped into public tap / standpipe / basin,
18640,Manda Tap,-11.0152954,33.8524508,Piped into public tap / standpipe / basin,
18641,Mtegha tap,-11.0140621,33.8661879,Piped into yard/plot,
18644,Thomas Gondwe tap,-11.0150553,33.8526975,Piped into public tap / standpipe / basin,
18647,,-10.0911729,33.9527461,Borehole or tubewell,
18657,Mkandawire J Tap 2,-11.0152527,33.8531628,Piped into public tap / standpipe / basin,
18658,KumwendaH wp,-10.9641721,33.6651785,Piped into yard/plot,
18660,St Dominic School borehole ,-11.0796370,33.9128617,Borehole or tubewell,
18664,Matindiwizi primary school borehore ,-11.3211374,33.6104596,Borehole or tubewell,
18667,Thole tap,-11.0151724,33.8538803,Piped into public tap / standpipe / basin,
18668,,-11.6074873,33.5647536,Borehole or tubewell,
18672,S M Gondwe WP,-10.9635616,33.6639812,Piped into yard/plot,
18673,Wantwa Mbemba ,-9.8664434,33.8587999,Unprotected dug well,
18674,Bwana Makuni WP,-10.9640785,33.6636772,Piped into yard/plot,
18675,Gogo Chawinga WP,-10.9662866,33.6632164,Piped into yard/plot,
18676,Kangoma WP,-10.9553174,33.6625982,Piped into public tap / standpipe / basin,
18677,Msiska tap,-11.0152716,33.8539846,Piped into public tap / standpipe / basin,
