name,description,type,depth,vulnerability,fid,lat,lon
Chikondawanga Lusale community shallow well ,Near  kanjolonga river ,Protected dug well,0,no risk,23400,-11.7477735,33.7404371
Vunde tap,Near the road to mzuzu,Piped into public tap / standpipe / basin,0,no risk,23401,-11.0237887,33.8667888
Overton Kapira wp,Private tap,Piped into yard/plot,0,no risk,23403,-10.9810034,33.7420766
Luka Simumbo 2 wp,Private tap,Piped into yard/plot,0,no risk,23404,-10.9802289,33.7407583
Sankhani Gondwe wp,Private tap,Piped into yard/plot,0,no risk,23405,-10.9812381,33.7420736
Dapalapa wp,Private Tap,Piped into yard/plot,0,no risk,23406,-10.9803122,33.7418250
Biche kawonga wp ,Private Tap,Piped into yard/plot,0,no risk,23407,-10.9805968,33.7418136
Andrew Nyirenda wp,Private tap,Piped into yard/plot,0,no risk,23408,-10.9811183,33.7419434
Nyahawile wp,Private Tap,Piped into yard/plot,0,no risk,23409,-10.9802984,33.7411627
Jane Chipaza wp,Private tap,Piped into yard/plot,0,no risk,23410,-10.9806302,33.7409269
Laston Mkumbwa wp,Private Tap,Piped into yard/plot,0,no risk,23411,-10.9806395,33.7402310
Vick Nyirenda wp,Private Tap,Piped into yard/plot,0,no risk,23412,-10.9806062,33.7413456
Msopole wp,Private tap,Piped into yard/plot,0,no risk,23413,-10.9804659,33.7420291
Chifundo Gondwe wp,Private Tap,Piped into yard/plot,0,no risk,23414,-10.9809361,33.7418894
Nyirenda Luka wp,Private tap,Piped into yard/plot,0,no risk,23415,-10.9808194,33.7422105
Jimmy Chirambo wp,Private Tap,Piped into yard/plot,0,no risk,23416,-10.9808697,33.7411906
Fatiya Mzumara 1 wp,Private Tap,Piped into yard/plot,0,no risk,23417,-10.9810183,33.7413733
Boko 1 WP,Private Tap,Piped into yard/plot,0,no risk,23418,-10.9814422,33.7417793
Raphael Chihana wp,Private tap,Piped into yard/plot,0,no risk,23419,-10.9809318,33.7417258
Kayuni 2 wp,Private tap,Piped into yard/plot,0,no risk,23420,-10.9815545,33.7422341
Zichepe kapira tap,Near mpondo natural tree ,Piped into yard/plot,0,no risk,23422,-10.3503866,33.6622720
Yesaya Ngoma shallow well 2 ,near Kalungulu fp school,Protected dug well,0,no risk,23424,-12.0701610,33.4808517
Chuzu wp,Private Tap,Piped into yard/plot,0,no risk,23425,-10.9821966,33.7421996
Pacharo Msanda 2 wp,Private tap,Piped into yard/plot,0,no risk,23426,-10.9814392,33.7427137
John Chizala wp,Private Tap,Piped into yard/plot,0,no risk,23427,-10.9844384,33.7473987
Mponela Chizala wp,Private tap,Piped into yard/plot,0,no risk,23428,-10.9842899,33.7479063
Chilenga wp,Private tap,Piped into yard/plot,0,no risk,23429,-10.9815721,33.7430284
Chibankhuni bar wp,Private Tap,Piped into yard/plot,0,no risk,23430,-10.9824442,33.7431543
Gulo wp,Private Tap,Piped into yard/plot,0,no risk,23431,-10.9827311,33.7428885
James Banda wp,Private tap,Piped into yard/plot,0,no risk,23432,-10.9831123,33.7427174
Dadi butao wp,Private Tap,Piped into yard/plot,0,no risk,23434,-10.9816832,33.7434198
Beauty Nundwe wp,Private Tap,Piped into yard/plot,0,no risk,23435,-10.9842208,33.7431729
Mbukwa dug well,Near nsangu tree,Unprotected dug well,0,no risk,23437,-9.9373614,33.9095403
Happy Zopa wp,Private Tap,Piped into yard/plot,0,no risk,23438,-10.9865232,33.7431844
King Chivundiko WP,Private Tap,Piped into yard/plot,0,no risk,23439,-10.9871574,33.7448041
Fatiya Mzumara 2 wp,Private tap,Piped into yard/plot,0,no risk,23440,-10.9816790,33.7406793
Chivundiko wp,Private Tap,Piped into yard/plot,0,no risk,23442,-10.9893282,33.7446915
Mama Soko wp,Private Tap,Piped into yard/plot,0,no risk,23444,-10.9884075,33.7427585
Masanika Estate wp,Private Tap,Piped into yard/plot,0,no risk,23445,-10.9940225,33.7385809
Jowe,,Borehole or tubewell,0,no risk,23446,-10.8050920,34.0213659
Chikumbusko wp,Private tap,Piped into yard/plot,0,no risk,23449,-10.9815394,33.7406847
Evans Kanyunya wp,Private tap,Piped into yard/plot,0,no risk,23450,-10.9814082,33.7404350
Hymand wp,Private tap,Piped into yard/plot,0,no risk,23451,-10.9815212,33.7403449
Martin chione waterpoint,Along bolero to hewe m24 road,Piped into yard/plot,0,no risk,23452,-10.9811423,33.7404184
CP  Kawonga wp,private tap,Piped into yard/plot,0,no risk,23453,-10.9811627,33.7404763
Polepole borehole ,Near  kachere tree ,Borehole or tubewell,0,no risk,23463,-11.2163655,33.6155941
Luka mtawali water point ,Near bluegum tree ,Piped into public tap / standpipe / basin,0,no risk,23464,-11.0249013,33.8519885
Mwendera village shallow well ,Along chikanga river ,Protected dug well,0,no risk,23466,-10.0888615,33.6882416
Chiwole Zgambo borehole,Near Mango Tree,Borehole or tubewell,0,no risk,23468,-12.2052708,33.5141783
,,Borehole or tubewell,0,no risk,23470,-11.9959908,33.3236965
Esigondhlweni Lutheren church borehole,Near Esigondhlwen Lutheren Church,Borehole or tubewell,0,no risk,23473,-12.1433122,33.5170222
M'bodo Village borehole,Near Chiskemba Roman Catholic Church,Borehole or tubewell,0,no risk,23474,-11.0122283,33.9174574
Hanock khondowe borehloe,Near the houses,Borehole or tubewell,0,no risk,23479,-11.5121570,33.4696851
Kondwani Yagontha wp,Private Tap,Piped into yard/plot,0,no risk,23481,-10.9814317,33.7397448
Ken Chirwa WP,Private Tap,Piped into yard/plot,0,no risk,23482,-10.9813768,33.7400673
Julius phwele wp,Private Tap,Piped into yard/plot,0,no risk,23483,-10.9818819,33.7411688
Mary Chijere wp,Private Tap,Piped into yard/plot,0,no risk,23484,-10.9823109,33.7414057
Rofutasi Nyasulu wp,Private tap,Piped into yard/plot,0,no risk,23486,-10.9818770,33.7401870
Joseph Masewo wp,Private tap,Piped into yard/plot,0,no risk,23487,-10.9817879,33.7409926
Kalisto WP,Private Tap,Piped into yard/plot,0,no risk,23488,-10.9821119,33.7411945
R Matupi wp,Private tap,Piped into yard/plot,0,no risk,23489,-10.9820824,33.7407686
Shentile wp,Private tap,Piped into yard/plot,0,no risk,23490,-10.9820932,33.7410876
Nyakamuzinga wp,Private Tap,Piped into yard/plot,0,no risk,23491,-10.9823551,33.7413922
Makonelo Gondwe WP,Private Tap,Piped into yard/plot,0,no risk,23492,-10.9819635,33.7415392
Luka Chavula WP,Private tap,Piped into yard/plot,0,no risk,23499,-10.9821031,33.7397573
M Chisi wp,Private Tap,Piped into yard/plot,0,no risk,23501,-10.9822566,33.7397327
Maggie Nyimbiri wp,Private Tap,Piped into yard/plot,0,no risk,23502,-10.9823792,33.7399403
Kadayimba tap, Near  senderera tree ,Piped into public tap / standpipe / basin,0,no risk,23503,-12.2788192,33.6511073
Mayolera Swallow Well ,Near rice farm ,Protected dug well,0,no risk,23505,-9.9003802,33.8553127
Ulemu Sibande waterpoint,Near orange trees ,Piped into public tap / standpipe / basin,0,no risk,23508,-11.1813931,33.8170765
Mr Dube,Mbiliyakula Kamanga,Borehole or tubewell,0,no risk,23509,-11.3627517,33.8762200
Chikondawanga Soko borehole,Near Esigondhlweni RC Church,Borehole or tubewell,0,no risk,23512,-12.1446910,33.5200372
GVH Petros Moyo borehole ,Within the village compound about 50metres West ,Borehole or tubewell,0,no risk,23513,-12.2100595,33.4327189
Melton Gondwe,Closer to Melton house,,0,no risk,23514,-10.9537691,33.7479980
Baula cdss borehole ,Near baula river ,Borehole or tubewell,0,no risk,23515,-11.4283799,33.7820565
Simsukwa borehore ,Near Baobab tree ,Borehole or tubewell,0,no risk,23516,-9.8810675,33.8354221
Mwalilino dugwell,Near big g mariner ,Protected dug well,0,no risk,23517,-9.8780121,33.8948728
Komalilenge Borehole ,South of  MASAP road ,Borehole or tubewell,0,no risk,23518,-9.9804931,33.9066185
Mwafilaso court,Near Last church,Borehole or tubewell,0,no risk,23519,-9.8639919,33.8876620
,,Borehole or tubewell,0,no risk,23524,-9.9688749,33.9155523
Kambitoto borehole ,Opposite big Myamba tree,Borehole or tubewell,0,no risk,23526,-9.8910130,33.8874290
Juliet Honda waterpoint ,Near orange trees,Piped into public tap / standpipe / basin,0,no risk,23531,-11.1812643,33.8171201
Gundumulan Hara borehole ,Near baula river ,Borehole or tubewell,0,no risk,23536,-11.4238184,33.7861760
Kamwe Health Centre waterpoint,Near Ngowe trees ,Protected dug well,0,no risk,23544,-11.1037098,33.7876189
Mwenenyumba waterpoint3,Near mwenenyumba cbcc,Piped into public tap / standpipe / basin,0,no risk,23546,-9.9341536,33.9153266
Thimalala primary school borehole ,Within primary school ,Borehole or tubewell,0,no risk,23551,-11.2689759,33.8531688
Bwibwa ccap borehole2,At bwibwa ccap church,Borehole or tubewell,0,no risk,23552,-9.9466241,33.8828058
Mwanyongo village waterpoint,Near mango trees,Unprotected dug well,0.368194580078125,intermediate risk,23553,-9.9358275,33.9123922
Ganje,Near the road to mhuju,Borehole or tubewell,0,no risk,23554,-10.8957329,33.9744557
Chkalamba Tap ,Near St Dennis School ,Piped into public tap / standpipe / basin,0,no risk,23556,-11.0142573,33.8536597
Poko Kumwenda Borehole ,Near Luvwere river ,Borehole or tubewell,0,no risk,23568,-11.4298023,33.6809959
Maclina Chima open well,Kaweya1 ,Unprotected dug well,0,no risk,23579,-12.1799537,33.7398698
Chihauri,Near the lake,Borehole or tubewell,0,no risk,23581,-9.8719358,33.9132043
Katandala kamanga community borehole ,Near Kachiwi river ,Borehole or tubewell,0,no risk,23582,-11.7128472,33.6609924
Matala primary school borehore ,Close to mphimbi 6,Borehole or tubewell,0,no risk,23587,-11.3800403,33.6105951
Ng'ona 2 Borehole,Near PMF Camp ,Borehole or tubewell,0,no risk,23589,-9.9753498,33.9127543
Mwakwama ,Opposite a big mango tree and reeds,Protected dug well,0,no risk,23590,-9.9268625,33.8681939
Maina Chipeta WP,Private tap,Piped into yard/plot,0,no risk,23591,-10.9767290,33.7494898
Joseph 2 Mhango wp,Private Tap,Piped into yard/plot,0,no risk,23593,-10.9763553,33.7499393
Munkhondya,Around banana farm,Protected dug well,0,no risk,23594,-9.8836246,33.8722008
Lucia Chirambo wp,Private Tap,Piped into yard/plot,0,no risk,23596,-10.9766920,33.7523056
Komani Msumba wp,Private Tap,Piped into yard/plot,0,no risk,23597,-10.9777381,33.7523015
Guma Ngulube borehore ,Close to matala road ,Borehole or tubewell,0,no risk,23598,-11.3664530,33.6119959
Mary chumbi borehole,Near villge forest,Borehole or tubewell,0,no risk,23607,-11.5275029,33.4885766
Mzumbwa borehole,Near mzumbwa mountain,Borehole or tubewell,0,no risk,23611,-10.9502694,33.9840841
Jalafi Phiri water point ,Near the ant-hill ,Borehole or tubewell,0,no risk,23612,-12.2098207,33.6775704
Songamino tap ,Near Songamino School ,Piped into yard/plot,0,no risk,23615,-11.0804281,34.0333138
Bich Moyo borehole ,Near kasitu river ,Borehole or tubewell,0,no risk,23616,-11.3399256,33.8158423
Yesaya Jere borehole ,Near Lunyangwa river ,Borehole or tubewell,0,no risk,23617,-11.3373696,33.8435210
Vulayizenge wp,Private tap,Piped into yard/plot,0,no risk,23618,-10.9827042,33.7135288
Hhhjj,Jjjjj,Borehole or tubewell,0,no risk,23619,-11.0181798,33.9141875
Makuwa Khonje shallow well ,Near katope river ,Protected dug well,0,no risk,23622,-11.0842961,34.0009612
Kaweran borehole ,Near Lunyangwa river ,Borehole or tubewell,0,no risk,23626,-11.3133323,33.8283687
Katope shallow well ,Near katope tree ,Protected dug well,0,no risk,23627,-11.0735411,34.0045182
Mtchayilen Nkosi borehole ,Near kasitu river ,Borehole or tubewell,0,no risk,23629,-11.3103327,33.8201694
Chaleka primary school borehole ,Near Chaleka Hill ,Borehole or tubewell,0,no risk,23630,-11.3229395,33.8165257
Paulos khongolo borehole ,Near kasitu river ,Borehole or tubewell,0,no risk,23632,-11.3351636,33.8243097
Zulu Gondwe borehole ,Near kasitu river ,Borehole or tubewell,0,no risk,23633,-11.3283089,33.8313380
Jalan khongolo borehole ,Near chiliwindi hill ,Borehole or tubewell,0,no risk,23634,-11.3313509,33.8138860
Zombwe EPA borehole ,Near mphalayi Hill ,Borehole or tubewell,0,no risk,23637,-11.3174787,33.8333271
WAJUMI TAP,"Near Clifford Gondwe's Woodlot, Bethani",Piped into public tap / standpipe / basin,0,no risk,23640,-10.9403384,33.9156370
Loti kaunda protected dug well,Near Ngowe trees ,Protected dug well,0,no risk,23644,-11.1066998,33.7876078
Chatumbwa Tap 14,Near Apostles Church ,Piped into public tap / standpipe / basin,0,no risk,23645,-11.0199514,33.8424436
Mbawa office  tap 2,Near Epa office block ,Piped into public tap / standpipe / basin,0,no risk,23649,-12.1123830,33.4189996
Chigwere Tap 7,Near Last Church ,Piped into public tap / standpipe / basin,0,no risk,23651,-11.0232960,33.8429867
Kapota Kamanga open well,Chiluvumbo,Unprotected dug well,0,no risk,23655,-12.2110537,33.7791234
Yesaya wafter point ,Near kachere tree ,Borehole or tubewell,0,no risk,23657,-11.2031862,33.6063428
Chenje Mhone Borehole 2,Near Hassan Chipeta House,Borehole or tubewell,0,no risk,23661,-11.3958531,33.7430178
Mtwalo Community Tap 2,Near Mtwalo Health Centre ,Piped into public tap / standpipe / basin,0,no risk,23662,-11.3961473,33.7443283
Luvwere Primary school Borehole 2,Near Near Luvwere Primary school ,Borehole or tubewell,0,no risk,23663,-11.3925258,33.6756983
Luvwere Primary school Borehole 1,Near Chankhanga river ,Borehole or tubewell,0,no risk,23664,-11.3893679,33.6771690
Luvwere Health Centre Borehole ,Near Luvwere Health Centre ,Borehole or tubewell,0,no risk,23665,-11.3892440,33.6732255
Mukama Mkandawire Borehole ,Near John Chiumia Houses,Borehole or tubewell,0,no risk,23666,-11.4056799,33.6616149
Mchatcha Thera borehore ,Close to mchAtcham village ,Borehole or tubewell,0,no risk,23667,-11.2336177,33.6112116
Vyanena borehole ,Near Thoza admarc,Borehole or tubewell,0,no risk,23669,-12.0909674,33.5145329
Tilije Chavula,Closer to the road,,0,no risk,23670,-10.9524660,33.7466572
Kamutepa mwale borehole ,Near justine chirwa grocery,Borehole or tubewell,0,no risk,23674,-12.0269954,33.4264116
Chkalamba Tap ,Near St Dennis School ,Piped into public tap / standpipe / basin,0,no risk,23680,-11.0133906,33.8533593
Yaulungu,,Piped into public tap / standpipe / basin,0,no risk,23688,-10.8667050,33.9924732
Vyanena borehole 2,Near Thoza admarc ,Borehole or tubewell,0,no risk,23691,-12.0951927,33.5111354
Damaseke chivudza Mark 5 pump,Near Assemblessay church ,Borehole or tubewell,0,no risk,23693,-11.6663212,33.5856298
BOLOVEKE's  COMMUNAL TAP 2,"Near Msangusangu Big Tree, Bethani",Piped into public tap / standpipe / basin,0,no risk,23702,-10.9420656,33.9167316
Mwamba Jere borehore ,Close to mangombera path,Borehole or tubewell,0,no risk,23703,-11.3226028,33.6301025
Mapanjira FP School water point,A few metres from Rukulu river,Borehole or tubewell,0,no risk,23714,-12.1146281,33.6240499
Abraham Chavula waterpoint ,Near msangusangu trees ,Protected dug well,0,no risk,23715,-11.1078162,33.7908051
Mwachiluwilira borehole,Near mphompha main road,Borehole or tubewell,0,no risk,23718,-11.0143688,34.0524755
Chamang'anga borehole ,Near Maize mill ,Borehole or tubewell,0,no risk,23726,-11.1098026,33.8720636
Bwati Swallow Well ,Near cassava field ,Protected dug well,0,no risk,23728,-9.8951666,33.9122847
Chimukondo Masankhula water point ,Near mzomazoma river,Protected dug well,0,no risk,23734,-12.1800781,33.6520184
William Chirwa Dug well ,Near  Katope tree ,Protected dug well,0,no risk,23735,-11.8349278,33.7530854
Yesaya jere Tap,Near a baobab tree,Piped into public tap / standpipe / basin,0,no risk,23738,-11.0139786,33.8491900
Mebo Nyondo tap ,Near mango tree ,Piped into yard/plot,0,no risk,23739,-11.0215726,33.8526405
Phoseka Jere Borehole 3,Near Dangala River ,Borehole or tubewell,0,no risk,23756,-11.4432561,33.6232509
Henry Mnthali waterpoint 2,Near Msangusangu trees ,Piped into public tap / standpipe / basin,0,no risk,23759,-11.1713745,33.8183260
KANYOLI COMMUNAL TAP ,Near Bondi Hills/ Kesha and Bluegurm trees ,Piped into public tap / standpipe / basin,0,no risk,23760,-10.9404650,33.9088042
Luji phiri borehole,200m from St benard school,Borehole or tubewell,0,no risk,23765,-11.5689597,33.3746174
Jemes chikongera borehole ,Near kavululanga primary school ,Borehole or tubewell,0,no risk,23769,-11.5667182,33.5734228
Goerge chilinda borehole ,Near Hora farm road ,Borehole or tubewell,0,no risk,23773,-11.6171818,33.5754380
Chipulu WP,Communal,Piped into yard/plot,0,no risk,23780,-10.9594834,33.7659531
Chiwelekete borehole ,Near BumbaTrading centre,Borehole or tubewell,0,no risk,23783,-10.9252654,34.0222781
Chatumbwa Tap ,15m away left Bolero Rumphi Road ,Piped into public tap / standpipe / basin,0,no risk,23784,-11.0215579,33.8441850
Kapembelwa primary school Borehole 2,Near Kapembelwa primary school ,Borehole or tubewell,0,no risk,23786,-11.4864859,33.7121673
Vyivya Nyirenda borehole ,Near Thoza admarc ,Borehole or tubewell,0,no risk,23788,-12.0906628,33.5057382
VH Mjariwana ,Closer to Mjariwana house,,0,no risk,23789,-10.9508535,33.7493957
,,Borehole or tubewell,0,no risk,23790,-9.9217624,33.8904747
Lunjika secondary school pipe 2,Near Lunjika secondary school ,Piped into yard/plot,0,no risk,23791,-11.7148095,33.6869453
Yitelle nyirongo shallow well,Near kamubanga stream,Protected dug well,0,no risk,23792,-11.5211607,33.4833483
Mwembe borehole,Near Nthumbo turn off ,Borehole or tubewell,0,no risk,23794,-10.9374279,33.9945540
Masaka protected dug well,Near sharp valley private school,Protected dug well,0,no risk,23800,-11.3412198,34.0338511
Mbiriyawaka Nyirenda Borehole ,Near Kapembelwa -Chigoga Road ,Borehole or tubewell,0,no risk,23802,-11.4900811,33.7106954
Singogo tap 1,Near chikalamba to chiweko road,Piped into yard/plot,0,no risk,23803,-11.0125854,33.8496191
Singogo tap 2,Near chikalamba to chiweko road,Piped into yard/plot,0,no risk,23804,-11.0126063,33.8495610
Mwambeni tap,Near chikalamba to chiweko road,Piped into yard/plot,0,no risk,23805,-11.0126975,33.8494314
Mwaipula tap,Near chikalamba tombondi road,Piped into yard/plot,0,no risk,23806,-11.0124116,33.8502319
Kabwafu block I  borehole ,Near mango tree ,Borehole or tubewell,0,no risk,23807,-11.3282830,33.5453854
Mwanyongo mwabati waterpoint,Near mango tree,Piped into public tap / standpipe / basin,0,no risk,23812,-9.9514156,33.9025767
Bwengu TDC Borehole ,Near Bwengu TDC ,Borehole or tubewell,0,no risk,23813,-11.0651066,33.9164654
Mahowe LEA School borehole number 1,Along kapilinkhonde /mibanga road ,Borehole or tubewell,0,no risk,23815,-10.1809344,33.6931567
Matulo borehole ,Near ndulwe village forest ,Borehole or tubewell,0,no risk,23816,-10.1933157,33.7055627
Chakoma,,Piped into public tap / standpipe / basin,0,no risk,23818,-10.9200401,33.7395734
Makupula,,Protected dug well,0,no risk,23819,-10.9711069,33.7009307
LEMBA PRIMARY SCHOOL TAP,"At Lemba Primary School, near Myamba Big tree/Bondi Hills ",Piped into yard/plot,0,no risk,23823,-10.9324489,33.9118690
Mtanila,,Piped into public tap / standpipe / basin,0,no risk,23825,-11.0647490,33.6227887
Chimukwayaya,,Piped into public tap / standpipe / basin,0,no risk,23827,-10.9844587,33.6766933
