name,description,type,depth,vulnerability,fid,lat,lon
Chavinda ,,Borehole or tubewell,0,no risk,33735,-11.9140000,33.4590000
Chavinda ,,Borehole or tubewell,0,no risk,33529,-11.9140000,33.4590000
Chavinda ,,Borehole or tubewell,0,no risk,21182,-11.9140000,33.4590000
Sadunga mwanza borehole ,Near manyamula Embangweni road ,Borehole or tubewell,0,no risk,7283,-11.9456543,33.4404671
Wama tap 6,Near rumphi river ,Piped into yard/plot,0,no risk,12066,-11.0225555,33.8630875
Mbwenu Chirwa Guest house,Behind the guesthouse,Borehole or tubewell,0,no risk,10352,-11.9467202,33.4458639
Chisenga,Chisenga,Borehole or tubewell,1.228271484375,high risk,12077,-12.2523717,33.4261917
Mwakiyale dug well,Along masaf road to rukulu river,Unprotected dug well,0,no risk,12079,-9.9286088,33.9243827
Engalaweni Communal Tap 1,Near Chigwada tree,Piped into public tap / standpipe / basin,0,no risk,12089,-11.8951384,33.5864596
Chisenga,Chisenga,Protected dug well,1.2557373046875,high risk,12092,-12.2519750,33.4262950
Mwandira tap ,Near bananas farm ,Piped into public tap / standpipe / basin,0,no risk,12094,-10.9301020,33.9221171
Mkandawire tap ,Near the hedges ,Piped into yard/plot,0,no risk,12095,-10.9359361,33.9262494
Chisenga,Chisenga,Borehole or tubewell,1.27197265625,high risk,12096,-12.2515617,33.4262850
Chigwere Tap ,Near Rukulu pvt school ,Piped into public tap / standpipe / basin,0,no risk,12097,-11.0222916,33.8437162
Mpata,Mwenitete,Borehole or tubewell,0,no risk,12100,-9.9567133,33.8265700
Bit water point,Near the road to mhuju,Piped into public tap / standpipe / basin,0,no risk,12105,-10.9231223,33.9571956
Mwachilopola water point,Near new apostolic church,Piped into public tap / standpipe / basin,0,no risk,12112,-10.9271086,33.9642999
Mwang'Onga,,Piped into public tap / standpipe / basin,0,no risk,12120,-10.9561299,33.9314459
Mwang'Onga,,Piped into public tap / standpipe / basin,0,no risk,12123,-10.9627300,33.9309186
NTCHENJERE VILLAGE TAP,Near Ntchenjere woodlot ,Piped into public tap / standpipe / basin,0,no risk,12125,-10.9535057,33.9338802
Mpulangoma  water point,Near ccap church,Protected dug well,0,no risk,12127,-10.9528190,33.9463037
Jembe water  point ,Near mango tree ,Piped into public tap / standpipe / basin,0,no risk,12128,-10.9155780,33.7487677
Funny Chulu water point,Near bolero to jumbi road,Piped into yard/plot,0,no risk,12129,-10.9754021,33.7450881
Salala tap,Near bolero to hewe m24 road,Piped into public tap / standpipe / basin,0,no risk,12131,-10.9776071,33.7062143
Mweniyala Borehole ,Near Kapiriniowera Hills ,Borehole or tubewell,0,no risk,12132,-10.8683575,33.6176316
Mchinanguwo,,Borehole or tubewell,0,no risk,12135,-10.9366564,33.5724453
Ruviri CCAP church tap,Near m24 road,Piped into public tap / standpipe / basin,0,no risk,12136,-10.9449948,33.6366763
Leketu,,Piped into public tap / standpipe / basin,0,no risk,12137,-10.9490240,33.7490708
Mapanganya tap,Near m24,Piped into public tap / standpipe / basin,0,no risk,12140,-10.9585342,33.6473929
Lostine Msiska's shallow well, Near chikali river ,Protected dug well,0,no risk,12143,-10.7505609,34.0763949
Kawazamawe,,Piped into public tap / standpipe / basin,0,no risk,12148,-10.9755763,33.7238673
Kawazamawe,,Protected dug well,0,no risk,12149,-10.9723785,33.7047402
Kawazamawe,,Protected dug well,0,no risk,12151,-10.9713766,33.7300227
Kawazamawe,,Piped into public tap / standpipe / basin,0,no risk,12153,-10.9770364,33.7086982
Kawazamawe,,Piped into public tap / standpipe / basin,0,no risk,12154,-10.9776659,33.7084539
Kawazamawe,,Piped into public tap / standpipe / basin,0,no risk,12155,-10.9747729,33.7242669
Kawazamawe,,Piped into public tap / standpipe / basin,0,no risk,12156,-10.9745645,33.7140101
Chiwozga,,Piped into public tap / standpipe / basin,0,no risk,12159,-10.9748852,33.7699939
Chimwela,,Piped into public tap / standpipe / basin,0,no risk,12160,-11.0033740,33.8125852
Mwachirwa tap,At mwachirwa village,Piped into public tap / standpipe / basin,0,no risk,12161,-11.0055417,33.8067632
Kaiwale borehole,Near Councillor Chirambo housew,Borehole or tubewell,0,no risk,12162,-11.0195053,33.7895229
Kavivira Tap,Near Bluegum Tree ,Piped into public tap / standpipe / basin,0,no risk,12163,-11.0225694,33.8220346
Tokatoka  water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,0,no risk,12165,-10.9784644,33.7186224
Tokatoka borehole ,Near chilambo trading ,Borehole or tubewell,0,no risk,12167,-10.9843304,33.7169502
Chikowoka  water  point ,Near Keisha tree ,Piped into public tap / standpipe / basin,0,no risk,12169,-10.9557353,33.6826047
Kamukwamba tap ,Near msangusangu tree ,Piped into yard/plot,0,no risk,12177,-11.0046297,33.9473084
Mutheto wp,Private tap,Piped into yard/plot,0,no risk,12183,-10.9645765,33.6665434
Abraham wp,Private tap,Piped into yard/plot,0,no risk,12184,-10.9567758,33.6801269
Macheal wp,Private tap,Piped into yard/plot,0,no risk,12186,-10.9614249,33.6793440
Jessie gama water point ,Near bluegum tree ,Piped into public tap / standpipe / basin,0,no risk,12189,-11.0273823,33.8491037
Jane gondwe  water point ,Near Keisha tree ,Piped into public tap / standpipe / basin,0,no risk,12190,-11.0281532,33.8473245
Moveti mkandawire borehole ,Near rumphi  river ,Borehole or tubewell,0,no risk,12191,-11.0306846,33.8469955
Mphatso kasalu   water point ,Near bluegum tree ,Piped into public tap / standpipe / basin,0,no risk,12192,-11.0261994,33.8488384
Budget wp,Private tap,Piped into yard/plot,0,no risk,12193,-10.9496307,33.6783737
Kumbukani nyirongo  water point ,Near mango  tree ,Piped into public tap / standpipe / basin,0,no risk,12195,-11.0265128,33.8489812
Jessie  msukwa  water point ,Near mango tree ,Piped into public tap / standpipe / basin,0,no risk,12196,-11.0270176,33.8490223
Rodrick mhango  water point ,Near orange tree ,Piped into public tap / standpipe / basin,0,no risk,12197,-11.0272286,33.8494820
Jelad mkandawire tap,New kesha tree ,Piped into yard/plot,0,no risk,12198,-11.0249474,33.8481950
Rachel  mwazakamanja water point ,Near  mango tree ,Piped into public tap / standpipe / basin,0,no risk,12199,-11.0261798,33.8497636
Patrick mhone tap ,Near bluegam tree ,Piped into yard/plot,0,no risk,12200,-11.0248161,33.8476273
Chitipwiri school wp,Government institution,Piped into public tap / standpipe / basin,0,no risk,12201,-10.9627206,33.6836665
Patrick  moyo water point ,Near mango tree ,Piped into public tap / standpipe / basin,0,no risk,12202,-11.0266640,33.8495530
Kingsy ngwira water point ,Near bluegum tree ,Piped into public tap / standpipe / basin,0,no risk,12203,-11.0260793,33.8492704
Nancy mbale water ,Keisha tree ,Piped into public tap / standpipe / basin,0,no risk,12204,-11.0279154,33.8486461
Chikowoka wp,Private tap,Piped into yard/plot,0,no risk,12205,-10.9558177,33.6825718
Salim James Tap ,Near Kesha trees ,Piped into public tap / standpipe / basin,0,no risk,12207,-11.0254563,33.8478733
Golden chirwa water point ,Near Keisha tree ,Piped into public tap / standpipe / basin,0,no risk,12208,-11.0271990,33.8464052
Jane Harawa Tap ,Near Bluegum Tree ,Piped into public tap / standpipe / basin,0,no risk,12209,-11.0263225,33.8474629
Fumbauzi Kumwenda Tap ,Near Kesha trees ,Piped into public tap / standpipe / basin,0,no risk,12210,-11.0245621,33.8565181
Chiziwa wp,Private tap,Piped into yard/plot,0,no risk,6835,-10.9731631,33.7450009
Malisawa wp,Communal tap,Piped into public tap / standpipe / basin,0,no risk,12212,-10.9589281,33.6845096
Chiziwa wp,Private tap,Piped into yard/plot,0,no risk,15495,-10.9731631,33.7450009
Martha mkandawire  water point ,Near cassava tree ,Piped into public tap / standpipe / basin,0,no risk,12215,-11.0232976,33.8447742
Mary gondwe water point ,Near mango tree ,Piped into public tap / standpipe / basin,0,no risk,12216,-11.0114592,33.8467216
 Luka gondwe  water  point ,Near cassava  tree ,Piped into public tap / standpipe / basin,0,no risk,12217,-11.0120232,33.8461141
Dalicy kaonga  water point ,Near  kachere  tree,Piped into public tap / standpipe / basin,0,no risk,12222,-11.0109873,33.8429908
Vincent Mkandawire,Choma,Borehole or tubewell,0,no risk,12224,-11.3300599,33.9927373
Muwa wp,Private tap,Piped into yard/plot,0,no risk,12226,-10.9550005,33.6845813
F Tembo wp,Private tap,Piped into yard/plot,0,no risk,12229,-10.9549770,33.6865631
Magret  halawa water  point ,Near mango tree ,Piped into public tap / standpipe / basin,0,no risk,12232,-11.0096059,33.8454772
Rumphi guardian shelter,At guardian shelter,Piped into public tap / standpipe / basin,0,no risk,12234,-11.0200259,33.8530652
Rashid Mhango,Private,Piped into yard/plot,0,no risk,12236,-10.9532154,33.7624964
Eliza wp,Private tap,Piped into yard/plot,0,no risk,12238,-10.9567231,33.6878861
Nyasaka wp,Private tap,Piped into yard/plot,0,no risk,12240,-10.9568918,33.6894062
,,Borehole or tubewell,0,no risk,12263,-11.9508771,33.4952883
Mphwamphwa primary school borehole ,At mphwamphwa primary school ,Borehole or tubewell,0,no risk,12289,-10.8401443,34.0038968
Nkhonjera  water point ,Near  banana tree ,Piped into public tap / standpipe / basin,0,no risk,2192,-10.9544198,33.7426098
Thembani Chavula Tap WP,Private Tap,Piped into yard/plot,0,no risk,12298,-10.9565420,33.7455156
Justin Gondwe's Tap,At Justin Gondwe's House,Piped into dwelling,0,no risk,12301,-10.9491099,33.9324451
Mama nyapondo Tap wp,Private tap,Piped into yard/plot,0,no risk,12313,-10.9697195,33.7573704
Charles Nyirenda Well ,Near Luziwa stream ,Unprotected dug well,0,no risk,12314,-11.4948133,33.7344668
Njuyu TDC borehole ,Near Njuyu Primary School ,Borehole or tubewell,0,no risk,12317,-11.5275398,33.6986513
Chagunda Nyirenda Village borehole ,Near Masato stream ,Borehole or tubewell,0,no risk,12318,-11.5044457,33.7166240
Lughali borehole 1,Near escom pole line,Borehole or tubewell,0,no risk,12320,-10.0385454,33.9622598
Zikhuwa village borehore 2,Close to mpherembe road ,Borehole or tubewell,0,no risk,12329,-11.2880733,33.5834241
Tenson nyirongo tap ,Near kesha tree close to chibankhuni bar at Bolero ,Piped into yard/plot,0,no risk,35103,-10.9825216,33.7419841
Tenson nyirongo tap ,Near kesha tree close to chibankhuni bar at Bolero ,Piped into yard/plot,0,no risk,30108,-10.9825216,33.7419841
Chiwapasi,,Piped into public tap / standpipe / basin,0,no risk,11860,-10.9824863,33.7479722
Manolo Manda,Near Lukulu river ,Protected dug well,0.679931640625,high risk,12366,-12.0829315,33.3513705
Amon Munthali borehole ,Near the road to Chihami village,Borehole or tubewell,0,no risk,12371,-11.3467758,33.4940729
Lupelele School Borehole,Near Lupelele School,Borehole or tubewell,0,no risk,12372,-11.7989737,33.5387286
Newton Bwati Tap WP,Private Tap,Piped into yard/plot,0,no risk,12383,-10.9668943,33.7528647
Ndyongomani Honde Village Borehole,Near Mangoe Trees,Borehole or tubewell,0,no risk,12393,-11.5778482,33.4826796
Lalika munthali borehole,Near mhuju road,Borehole or tubewell,0,no risk,12417,-10.9797262,33.9289591
Cheyeka tap 1,Near malazi school ,Piped into yard/plot,0,no risk,12432,-10.9506222,33.7470656
Mchingasanya Primary school borehole,25 metres from Melayina tree,Borehole or tubewell,0,no risk,12463,-11.4662313,33.5331344
Faidas Tembo Tap wp,Private Tap,Piped into yard/plot,0,no risk,12471,-10.9724604,33.7537274
Chakoma  water point 5,Near  mango tree ,Piped into public tap / standpipe / basin,0,no risk,12510,-10.9213595,33.7398553
Yotamu ng'oma borehole ,Near mango trees,Borehole or tubewell,0,no risk,12513,-11.9282025,33.4565853
Weston nyirenda tap ,Near mango tree ,Piped into yard/plot,0,no risk,12530,-10.9784547,33.7531372
D.G Mwamlowe ,Close to junction to mlowe health centre ,Piped into public tap / standpipe / basin,0,no risk,12531,-10.7654063,34.1980732
Chipetu chione borehole 1,Near mbulunga hills ,Borehole or tubewell,0,no risk,12535,-11.2308019,33.9311638
Kamlewa tap,Near lunyina river ,Piped into yard/plot,0,no risk,12537,-10.8756627,33.7558255
Robert Mdolo borehole 1,Near kamphoni tree ,Borehole or tubewell,0,no risk,12538,-11.2167445,33.9084933
Jembe  water point 3,Near  musangusangu tree ,Piped into public tap / standpipe / basin,0,no risk,12541,-10.9152019,33.7461709
Mateyo Nguluwe GVH borehole ,Near three big mango trees ,Borehole or tubewell,0,no risk,12548,-11.2608823,33.8806058
Wetness nyamwela Gondwe tap ,Near Bolero holly cross church ,Piped into public tap / standpipe / basin,0,no risk,12554,-10.9767852,33.7396147
Chagweduka Phiri ,Near katope tree ,Protected dug well,0,no risk,12562,-12.0572655,33.2885531
Kasiyagoli Nkhoma Village Borehole,A water point in Kasiyagoli village ,Borehole or tubewell,0,no risk,12564,-12.1223619,33.4216890
Stanry Gondwe tap ,Near banana tree ,Piped into yard/plot,0,no risk,12570,-10.9639714,33.7544989
Thyanda Nguluwe dug well 3,Near to chamalaza school ,Protected dug well,0,no risk,12574,-11.3771679,34.0420682
Ndisani nzima borehole,Under mango trees,Borehole or tubewell,0,no risk,12576,-11.4868581,33.4068876
Matupi tap 5,Near jumbI primary school ,Piped into yard/plot,0,no risk,12587,-10.8890661,33.7559128
Chagweluka Chakwira Dug well,Near Orange  fruit tree,Protected dug well,0,no risk,12588,-11.8289029,33.6890415
Hoyani Phiri Protected Shallow Well,Near Avocadoe Tree,Protected dug well,0,no risk,12596,-11.7234465,33.4945137
Madumeza Chavula Village Borehole,Near Mangoe Trees,Borehole or tubewell,0,no risk,12597,-11.7427843,33.4825212
Chinyolo,Chinyolo,Borehole or tubewell,0,no risk,12618,-10.9317867,34.0092483
Dr Ellen Tan,,Borehole or tubewell,0,no risk,12620,-11.4803571,33.8898328
Duru,Ndamira chione,Protected dug well,0,no risk,12621,-11.2571500,33.9584700
isaac tembo,Luhomero,Protected dug well,0,no risk,12626,-11.2666000,33.9506300
Zaya Mhango Tap,Near Mango Tree,Piped into yard/plot,0,no risk,12631,-11.1995221,33.9164323
jemusi,,Borehole or tubewell,0,no risk,12633,-11.4649180,33.9544809
Loudon TTC,,Borehole or tubewell,0,no risk,12636,-12.1450356,33.4827091
M bama water point ,Near bluegum tree ,Piped into public tap / standpipe / basin,0,no risk,12643,-10.9773359,33.7095585
Matthew Sandras,Bwengu,Unprotected dug well,0,no risk,12645,-11.0776410,33.9081700
Mghogho,Chimuzi,Protected dug well,0,no risk,12646,-11.3582800,33.8766350
Mpinganjira Village,EMbangweni,Borehole or tubewell,0,no risk,12651,-12.0583267,33.5110150
Chigayo tap,Near enukweni school,Piped into public tap / standpipe / basin,0,no risk,12653,-11.1797728,33.8817922
VH Chipitika tap wp,Private tap,Piped into yard/plot,0,no risk,12655,-10.9691914,33.7575483
Kamusu Club,Chikangawa,Borehole or tubewell,0,no risk,12658,-11.6073293,33.7636835
Umodzi Club,Chikangawa,Borehole or tubewell,0,no risk,12663,-11.6068488,33.7643672
mthema owned by tsumba,kashuwu,Protected dug well,0,no risk,12665,-11.4452258,34.0657657
Chatumbwa Tap ,Near Matunkha hill ,Piped into public tap / standpipe / basin,0,no risk,12666,-11.0187823,33.8421992
Chimlambale Mwanza BH,Near  anthill ,Borehole or tubewell,0,no risk,12668,-11.7496602,33.5591284
Mulura,Mulura,Borehole or tubewell,0,no risk,12669,-10.7483517,34.2081950
Ngupufike Lodge,Ekwendeni,Protected dug well,0,no risk,12673,-11.3566183,33.8781267
Lloyd kavuta,,Borehole or tubewell,0,no risk,12675,-11.5256324,33.9620772
mthema owned by tsumba,kashuwu,Protected dug well,0,no risk,12677,-11.4452258,34.0657657
Zebediah,Zebediah,Borehole or tubewell,0,no risk,12685,-11.2684100,33.9361533
Zebediya nthawi,Luhomero,Protected dug well,0,no risk,12686,-11.2683600,33.9360500
Chigwiti,,Piped into public tap / standpipe / basin,0,no risk,1667,-10.9408449,33.7417833
Byson Gondwe village tap,Near the road to mzuzu,Piped into public tap / standpipe / basin,0,no risk,12696,-11.0259963,33.8683911
Chibisa  water point ,Near Keisha tree ,Piped into public tap / standpipe / basin,0,no risk,12704,-10.9718487,33.7397850
Kwenerera,Kachasu,Borehole or tubewell,0,no risk,12718,-11.3753288,33.9177492
Robert Mphande borehole ,Near  manuka tree,Borehole or tubewell,0,no risk,12738,-11.6925520,33.5701083
Jewe Zgambo,Embangweni,Borehole or tubewell,0,no risk,12745,-12.2091037,33.5141829
John Chirwa(LUDEFO),,Borehole or tubewell,0,no risk,12755,-11.4999976,33.9509840
Alice Kasawambe Tap wp,Private Tap,Piped into yard/plot,0,no risk,12767,-10.9725308,33.7611241
Mr mbewe tap ,Near kesha tree ,Piped into yard/plot,0,no risk,12776,-11.0174026,33.8484559
Saisi tap,Near mupalamizi road,Piped into yard/plot,0,no risk,12779,-10.9454591,33.7573508
Katunga tap 3,Near mayembe mountain ,Piped into yard/plot,0,no risk,12781,-11.0114515,33.8625450
Vincent Chenda Tap WP,Private Tap,Piped into yard/plot,0,no risk,11200,-10.9682503,33.7517561
Bwana Chiwapasi Tap wp,Private Tap,Piped into yard/plot,0,no risk,11956,-10.9729009,33.7536814
Salizi vge tap,Near a bluegum tree,Piped into public tap / standpipe / basin,0,no risk,12793,-10.8771458,33.9865614
Chawinga tap,Near salawe hills,Piped into yard/plot,0,no risk,12811,-11.0082400,33.8552475
Juma tap,Near salawe hills,Piped into yard/plot,0,no risk,12813,-11.0080871,33.8542360
Nyausowoya water point,Near bolero hewe m24 road,Piped into yard/plot,0,no risk,12819,-10.9740497,33.6926417
Lapani Tembo water point,Near embangweni market,Protected dug well,0,no risk,12831,-12.1414054,33.4716312
Ndembela 2 borehole,Near Mango tree,Protected dug well,0,no risk,12832,-12.1234438,33.4485512
Gonjoka  water point ,Near mkhulukulu tree,Piped into public tap / standpipe / basin,0,no risk,12838,-10.9827275,33.7140401
Kayumba Borehole ,Near Escom Power Line ,Borehole or tubewell,0,no risk,12847,-10.0314153,33.9458027
Kennedy Lutepo unprotected well,,Unprotected dug well,0,no risk,12852,-12.1086278,33.3629320
Buzi  water point ,Near bluegum tree ,Piped into public tap / standpipe / basin,0,no risk,12862,-10.9851007,33.7118300
Yamlomo tap 2,Near malazi school ,Piped into public tap / standpipe / basin,0,no risk,11197,-10.9509048,33.7480678
Mr Godwin phiri tap,Near the road to mzuzu,Piped into public tap / standpipe / basin,0,no risk,12869,-11.0256423,33.8681855
Bentry PVT tap,At B. Kaluwa's compound,Piped into public tap / standpipe / basin,0,no risk,12871,-10.7604399,34.2074678
Rita Jeya pvt tap,At Rita Jeya's compound,Piped into public tap / standpipe / basin,0,no risk,12875,-10.7755774,34.2037676
J. Munthali communal tap,Close to chimjiko grave yard,Piped into public tap / standpipe / basin,0,no risk,12876,-10.7640318,34.1985348
Vikitani communal tap,300m away from mlowe fp school ,Piped into public tap / standpipe / basin,0,no risk,12877,-10.7674378,34.2018033
Sitolo mithi borehole,Near big malagna tree,Protected dug well,0,no risk,12880,-12.1309348,33.4382006
Tayani Nyasulu,Private,Piped into yard/plot,0,no risk,12887,-10.9540429,33.7632985
Chitipwiri primary school borehole ,Near chitipwiri primary school ground ,Borehole or tubewell,0,no risk,12888,-10.9610270,33.6850226
Mwale tap 6,Near mayembe junior primary school ,Piped into yard/plot,0,no risk,12895,-11.0131979,33.8666279
Jatchali community tap ,Near chitotho tree in jatchali village ,Piped into yard/plot,0,no risk,12896,-10.9666908,33.7807604
Kachepa mughogho tap,Near m24 road,Piped into public tap / standpipe / basin,0,no risk,12900,-10.9697794,33.6702450
Losa communal tap,At mlowe southern bottlers building,Piped into public tap / standpipe / basin,0,no risk,12906,-10.7775596,34.2037245
Nkhombwa clinic tap,At nkhombwa clinic along mfulu road,Piped into public tap / standpipe / basin,0,no risk,12908,-10.7969682,34.2115639
Zambia Mhango communal tap ,Close to Selewa grave yard ,Piped into public tap / standpipe / basin,0,no risk,12910,-10.7923814,34.2097470
Sikelo katundu community shallow well ,Near kasito river ,Protected dug well,0,no risk,12912,-11.7115330,33.6789106
Kamoza chilembo tap,Near m24 road,Piped into yard/plot,0,no risk,12914,-10.9666945,33.6692862
Boyson Mwiwa tap,Near Bluegum Tree ,Piped into public tap / standpipe / basin,0,no risk,12921,-11.0174471,33.8466182
Chibale primary school borehole ,Near chibale SDA church ,Borehole or tubewell,0,no risk,12923,-11.7095330,33.6648631
Harry phiri borehole ,Near  Mbula  trees ,Borehole or tubewell,0,no risk,12926,-11.6974551,33.5756876
Nkhombwa fp school tap,At nkhombwa fp school ,Piped into public tap / standpipe / basin,0,no risk,12928,-10.7906942,34.2084057
Mhango communal tap,Close to mlowe cdss,Piped into public tap / standpipe / basin,0,no risk,12929,-10.7856017,34.2064003
Chiluwi Communal tap,Close to mlowe cdss,Piped into public tap / standpipe / basin,0,no risk,12930,-10.7841784,34.2070239
Hope Munthali tap wp,Private tap,Piped into yard/plot,0,no risk,12932,-10.9760063,33.7700533
Stuart tap wp,Private tap,Piped into yard/plot,0,no risk,12933,-10.9763460,33.7700948
Mongora primary school borehole ,At the school under melayina trees,Borehole or tubewell,0,no risk,12935,-11.4648165,33.3990479
MPETAMANGA VILLAGE TAP,Near Group Village Headman Mpetamanga,Piped into public tap / standpipe / basin,0,no risk,12937,-10.9273722,33.9626576
Levi Mphande borehole,Along Wanitaya - Kaonekera road,Borehole or tubewell,0,no risk,12944,-11.6896620,33.3289291
Dito harawa Tap wp,Private tap,Piped into yard/plot,0,no risk,11547,-10.9751073,33.7695480
Pyoka Gondwe tap,Near mangoe tree,Piped into yard/plot,0,no risk,12952,-10.9621369,33.6595235
Jonh misinjo water point ,Near mango tree ,Piped into public tap / standpipe / basin,0,no risk,12954,-11.0231260,33.8432806
Moses chibalazi chiumia shallow well 4,Near Thukutu river ,Protected dug well,0,no risk,12957,-11.3430986,33.8855473
Zomba Kamanga borehole ,Near banana  plantations ,Borehole or tubewell,0,no risk,12966,-11.7168046,33.6012135
Moses chibalazi chiumia shallow well 3,Near Thukutu river,Protected dug well,0,no risk,12968,-11.3298783,33.8849717
Mannfuly  hara water point ,Near bluegum tree ,Piped into public tap / standpipe / basin,0,no risk,12972,-11.0209537,33.8427395
Nkhonjera tap,Near mwanja maize mill ,Piped into yard/plot,0,no risk,12975,-11.0139845,33.8671289
Edboni Gondwe shallow well ,Near masaf road to irrigation rice scheme,Protected dug well,0,no risk,12977,-9.8687083,33.9047544
Mhone tap,Near rumphi river ,Piped into yard/plot,0,no risk,12981,-11.0181428,33.8666691
Msaya public tap,Near Mango tree,Piped into public tap / standpipe / basin,0,no risk,12982,-9.8788069,33.9142059
Mwachisoti communal tap,Close to mwachisoti tank ,Piped into public tap / standpipe / basin,0,no risk,12988,-10.7833063,34.2036199
Msiwa pvt tap,Close to mlowe jetty bridge,Piped into public tap / standpipe / basin,0,no risk,12990,-10.7818243,34.2031181
J. Kaluwa communal tap,At GVH Mwachisoti compound,Piped into public tap / standpipe / basin,0,no risk,12991,-10.7807619,34.2033366
Chirambo tap,Near mayembe mountain ,Piped into yard/plot,0,no risk,12994,-11.0102532,33.8615925
Majikusamba shallow well 1,South of mthira FP school about 1km ,Protected dug well,0,no risk,13010,-12.2153179,33.4756613
Kanjululu vge tap,Near bera school,Piped into public tap / standpipe / basin,0,no risk,13022,-10.9624875,33.9321914
M'jutchwa dug well 6,Near Masukumwamba mountain,Protected dug well,0,no risk,13026,-10.9112884,34.0973803
Chingati Chirwa 2 Dug well ,Near Kalama tree ,Protected dug well,0,no risk,13028,-11.8730795,33.7738709
Bwana myangwe tap,Near kawembe school,Piped into public tap / standpipe / basin,0,no risk,13029,-10.8879836,33.9987149
Gombe Phiri Dug well ,Near Katope tree ,Protected dug well,0,no risk,13032,-11.8704158,33.7801451
Mwalwanda Borehole ,Near Msangu trees,Borehole or tubewell,0,no risk,13034,-10.0673975,33.9628715
Fule Msukwa Tap ,Near Bluegum Trees ,Piped into public tap / standpipe / basin,0,no risk,13035,-11.0184617,33.8414114
Mofat Ngwira Tap ,Near Zamjeka Stores ,Piped into public tap / standpipe / basin,0,no risk,13039,-11.0199130,33.8431611
Chikumbusho Phiri Tap ,Near mango tree ,Piped into public tap / standpipe / basin,0,no risk,13041,-11.0189367,33.8416399
Bon Mhango tap ,Near Bluegum Trees ,Piped into public tap / standpipe / basin,0,no risk,13047,-11.0200355,33.8442284
Bwati Gondwe tap ,Near Bluegum Trees ,Piped into public tap / standpipe / basin,0,no risk,13051,-11.0205092,33.8445426
Kamwilo  primary school  Borehole ,Near  Blugum trees ,Borehole or tubewell,0,no risk,13061,-11.8547195,33.7227128
Sewezani borehole ,Near Champhimphi river ,Borehole or tubewell,0,no risk,13068,-11.0763866,33.9384502
Moses mithi tap 1,Near chikhuni to chikalamba road,Piped into public tap / standpipe / basin,0,no risk,13081,-11.0152873,33.8530857
Ziloya Kamanga Dug well ,Near Muwale tree ,Protected dug well,0,no risk,13092,-11.9441140,33.7759023
Chilipadambo shallow well 1,Along kaliyawala river ,Protected dug well,0,no risk,13095,-11.3775879,34.0319477
,,Borehole or tubewell,0,no risk,13100,-11.9816691,33.3366952
Mbobo mtonga borehole ,Near mchemani tree,Borehole or tubewell,0,no risk,13103,-12.0489658,33.4713699
,,Borehole or tubewell,0,no risk,13105,-11.8068169,33.7242240
Moses,Is located at Bolero trading centre,Piped into public tap / standpipe / basin,0,no risk,13108,-10.9777033,33.7421766
Charles Mhango tap wp,Private tap,Piped into yard/plot,0,no risk,11545,-10.9748009,33.7699646
Chikupira shallow well ,Near Yavundika area ,Protected dug well,0,no risk,13112,-10.9447237,34.0990706
Chindevu phiri shallowwell ,"Near  mango tree ,alongside kachiwongowongo stream ",Protected dug well,0,no risk,13123,-12.2515565,33.7217364
Zgawa tap 2,Near bluegum trees,Piped into yard/plot,0,no risk,13125,-10.9765028,33.6724278
Nyondo water point,Near mangoe tree,Piped into public tap / standpipe / basin,0,no risk,13126,-11.0141556,33.8485116
Ewombeni borehole,Near Ewombeni school,Borehole or tubewell,0,no risk,13128,-12.1705215,33.3274457
Gogoti  water point  4,Near Keisha tree ,Piped into public tap / standpipe / basin,0,no risk,13131,-10.9702048,33.7405700
Chipofya tap ,Near m24 road,Piped into public tap / standpipe / basin,0,no risk,13134,-10.9379851,33.6342702
Shame chirwa  water point ,Near Keisha tree ,Piped into public tap / standpipe / basin,0,no risk,13139,-11.0247112,33.8538339
W. Mkandawire tap,Near kesha tree,Piped into yard/plot,0,no risk,13150,-11.0184802,33.8616812
Kamangadazi makwakwa borehore ,Close to main road to kazuni ,Borehole or tubewell,0,no risk,13153,-11.2292105,33.6176930
Gama tap,Near munthali maize mill ,Piped into yard/plot,0,no risk,13154,-11.0132644,33.8659590
Gomeka Tap ,Near Rumphi River ,Piped into public tap / standpipe / basin,0,no risk,13155,-11.0213165,33.8661613
H Chimukhuzi wp,Private Tap,Piped into yard/plot,0,no risk,18335,-10.9786563,33.7498886
H Chimukhuzi wp,Private Tap,Piped into yard/plot,0,no risk,22752,-10.9786563,33.7498886
Mpheka sandilesi shallowwell ,Alongside road from msazi FP school to kathundu FP school ,Protected dug well,0,no risk,13163,-12.2413374,33.6926133
Gomeka Tap ,25m away right Bwengu Rumphi Road ,Piped into public tap / standpipe / basin,0,no risk,13164,-11.0210226,33.8655226
Gift mwalyanda  water point ,Near Keisha tree ,Piped into public tap / standpipe / basin,0,no risk,13167,-11.0253670,33.8538992
Malangazi  primary  School Borehole ,Near  Malangazi  primary  school ,Borehole or tubewell,0,no risk,13168,-11.7008339,33.5861529
Kambwembwe borehole ,Near Chikuyu tree ,Borehole or tubewell,0,no risk,13169,-11.0587788,34.0108628
Handile  ndhlovu borwhole 2,Near handile football ground,Borehole or tubewell,0,no risk,13172,-12.0607263,33.4382936
Kamzingeni Banda borehole ,A water point in Kamzingeni village,Borehole or tubewell,0,no risk,13174,-12.1693229,33.3851835
