country_code,fid,name,education_level,school_year,source,school_id,amenity,lat,lon,depth,vulnerability
ETH,942,በአዲስ አበባ ዩኒቨርሲቲ የተፈጥሮ ሳይንስ  ት/ክፍል,,,,,,9.034,38.764,0,no risk
ETH,943,SCHOOL-4 HILAWEYN,,,,,,4.364,41.867,0,no risk
ETH,944,Primary School-1 Hilaweyn,,,,,,4.365,41.856,0,no risk
ETH,945,,,,,,,6.957,37.983,0,no risk
ETH,946,Dibora School,,,,,,9.01,38.849,0,no risk
ETH,947,SCHOOL OF AYGODA,,,,,,8.955,38.765,0,no risk
ETH,948,,,,,,,6.831,37.753,0,no risk
ETH,949,Hotè,,,,,,11.126,39.639,0,no risk
ETH,950,Don Bosco Sodo,,,,,,6.86,37.747,0,no risk
ETH,951,,,,,,,9.811,42.611,0,no risk
ETH,952,,,,,,,8.998,35.191,0,no risk
ETH,953,,,,,,,8.847,38.81,0,no risk
ETH,954,Unity University College,,,,,,9.003,38.805,0,no risk
ETH,955,,,,,,,9.022,38.834,0,no risk
