CODE,name,COMMON NAME,OWNERSHIP,type,STATUS,lat,lon,depth,vulnerability,fid
"CODE0RangeIndex(start=1, stop=785, step=1)",St. Giberiel Pharmacy,St. Giberiel Pharmacy,,,,8.963,38.671,0,no risk,407
"CODE0RangeIndex(start=1, stop=785, step=1)",Haron Pharmacy,Haron Pharmacy,,,,8.998,38.718,0,no risk,408
"CODE0RangeIndex(start=1, stop=785, step=1)",El Betel Drug store,El Betel Drug store,,pharmacy,,8.994,38.748,0,no risk,409
"CODE0RangeIndex(start=1, stop=785, step=1)",Arseima Drug Store,Arseima Drug Store,,,,8.983,38.699,0,no risk,410
"CODE0RangeIndex(start=1, stop=785, step=1)",Ambercho Pharmacy,Ambercho Pharmacy,,pharmacy,,8.999,38.747,0,no risk,411
"CODE0RangeIndex(start=1, stop=785, step=1)",Karakore Public Pharmacy,Karakore Public Pharmacy,,,,8.976,38.68,0,no risk,412
"CODE0RangeIndex(start=1, stop=785, step=1)",Tsega Pharmacy,Tsega Pharmacy,,,,9.004,38.812,0,no risk,413
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.095,43.18,0,no risk,414
"CODE0RangeIndex(start=1, stop=785, step=1)",Health Center,Health Center,,,,9.099,43.18,0,no risk,415
"CODE0RangeIndex(start=1, stop=785, step=1)",Harar Pharmacy,Harar Pharmacy,,,,9.034,38.73,0,no risk,416
"CODE0RangeIndex(start=1, stop=785, step=1)",Zacshalom Pharmacy,Zacshalom Pharmacy,,,,9.041,38.728,0,no risk,417
"CODE0RangeIndex(start=1, stop=785, step=1)",Blue & White Clinic,Blue & White Clinic,,,,8.987,38.782,0,no risk,418
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,pharmacy,,9.033,38.776,0,no risk,419
"CODE0RangeIndex(start=1, stop=785, step=1)",Merry Hope Medium Clinic,Merry Hope Medium Clinic,,,,9.004,38.756,0,no risk,420
"CODE0RangeIndex(start=1, stop=785, step=1)",St. Mary,St. Mary,,,,8.751,38.965,0,no risk,421
"CODE0RangeIndex(start=1, stop=785, step=1)",Kenema Pharmacy No 5,Kenema Pharmacy No 5,,,,8.985,38.75,0,no risk,422
"CODE0RangeIndex(start=1, stop=785, step=1)",Helina Pharmacy,Helina Pharmacy,,,,8.984,38.75,0,no risk,423
"CODE0RangeIndex(start=1, stop=785, step=1)",Kelela Pharmasy,Kelela Pharmasy,,,,9.032,38.766,0,no risk,424
"CODE0RangeIndex(start=1, stop=785, step=1)",Solomon Pharmacy,Solomon Pharmacy,,,,9.025,38.781,0,no risk,425
"CODE0RangeIndex(start=1, stop=785, step=1)",Kenema Pharmacy,Kenema Pharmacy,,,,8.898,38.77,0,no risk,426
"CODE0RangeIndex(start=1, stop=785, step=1)",Horizon Pharmacy,Horizon Pharmacy,,,,9.039,38.772,0,no risk,427
"CODE0RangeIndex(start=1, stop=785, step=1)",OIA India Eye Care Centre,OIA India Eye Care Centre,,clinic,,9.018,38.757,0,no risk,428
"CODE0RangeIndex(start=1, stop=785, step=1)",Gelead Pharmacy,Gelead Pharmacy,,,,8.993,38.774,0,no risk,429
"CODE0RangeIndex(start=1, stop=785, step=1)",Addis Continental Pharmacy,Addis Continental Pharmacy,,,,8.995,38.779,0,no risk,430
"CODE0RangeIndex(start=1, stop=785, step=1)",Arsema pharmacy,Arsema pharmacy,,,,9.028,38.784,0,no risk,431
"CODE0RangeIndex(start=1, stop=785, step=1)",Kenema Public Pharmacy,Kenema Public Pharmacy,,,,9.034,38.762,0,no risk,432
"CODE0RangeIndex(start=1, stop=785, step=1)",The Abe Pharmacy,The Abe Pharmacy,,,,9.031,38.762,0,no risk,433
"CODE0RangeIndex(start=1, stop=785, step=1)",Dus Health Clinic,Dus Health Clinic,,clinic,,5.275,36.204,0,no risk,434
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,pharmacy,,9.03,38.761,0,no risk,435
"CODE0RangeIndex(start=1, stop=785, step=1)",Nile Pharmacy,Nile Pharmacy,,pharmacy,,8.994,38.766,0,no risk,436
"CODE0RangeIndex(start=1, stop=785, step=1)",Ambassador Dental Clinic,Ambassador Dental Clinic,,dentist,,9.014,38.758,0,no risk,437
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.026,38.755,0,no risk,438
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.986,38.858,0,no risk,439
"CODE0RangeIndex(start=1, stop=785, step=1)",ይርጋለም ጀነራል ሆስፒታል,ይርጋለም ጀነራል ሆስፒታል,,,,6.75,38.394,0,no risk,440
"CODE0RangeIndex(start=1, stop=785, step=1)",Nur clinic,Nur clinic,,clinic;doctor;labora,,12.605,37.454,0,no risk,441
"CODE0RangeIndex(start=1, stop=785, step=1)",(የግል ፋርማሲ),(የግል ፋርማሲ),,,,9.062,38.761,0,no risk,442
"CODE0RangeIndex(start=1, stop=785, step=1)",ቅ/ጴጥሮስ ሆስፒታል (የመንግስት),ቅ/ጴጥሮስ ሆስፒታል (የመንግስት),,,,9.075,38.759,0,no risk,443
"CODE0RangeIndex(start=1, stop=785, step=1)",ያኔት ሀየር እስፔሻላይዝድ ክሊኒክ,ያኔት ሀየር እስፔሻላይዝድ ክሊኒክ,,,,7.025,38.469,0,no risk,444
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.031,38.747,0,no risk,445
"CODE0RangeIndex(start=1, stop=785, step=1)",Kaleab Pharmacy,Kaleab Pharmacy,,,,9.003,38.818,0,no risk,446
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.953,38.79,0,no risk,447
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.927,38.658,0,no risk,448
"CODE0RangeIndex(start=1, stop=785, step=1)",Medhanialem Pharmacy,Medhanialem Pharmacy,,,,8.916,38.637,0,no risk,449
"CODE0RangeIndex(start=1, stop=785, step=1)",Zogdom Pharmacy,Zogdom Pharmacy,,,,9.003,38.769,0,no risk,450
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,7.676,36.83,0,no risk,451
"CODE0RangeIndex(start=1, stop=785, step=1)",ኢትዬ-ጠቢብ,ኢትዬ-ጠቢብ,,,,9.038,38.721,0,no risk,452
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,7.676,36.829,0,no risk,453
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.589,38.132,0,no risk,454
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.008,38.764,0,no risk,455
"CODE0RangeIndex(start=1, stop=785, step=1)",ሀሌሉያ የውስጥ ደዌ ስፔሻሊቲ ክሊኒክ,ሀሌሉያ የውስጥ ደዌ ስፔሻሊቲ ክሊኒክ,,,,9.032,38.766,0,no risk,456
"CODE0RangeIndex(start=1, stop=785, step=1)",ፉሉይ ሕክምና ዓይኒ ዶ/ር ጥላሁን ኪሮስ,ፉሉይ ሕክምና ዓይኒ ዶ/ር ጥላሁን ኪሮስ,,,,13.492,39.477,0,no risk,457
"CODE0RangeIndex(start=1, stop=785, step=1)",ገሊላ መካከለኛ ክሊኒክ,ገሊላ መካከለኛ ክሊኒክ,,clinic,,6.602,38.423,0,no risk,458
"CODE0RangeIndex(start=1, stop=785, step=1)",ዱሳይ ከፍተኛ ክሊኒክ,ዱሳይ ከፍተኛ ክሊኒክ,,clinic,,9.006,38.79,0,no risk,459
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,3.765,39.226,0,no risk,460
"CODE0RangeIndex(start=1, stop=785, step=1)",Blood Bank,Blood Bank,,,,9.355,42.784,0,no risk,461
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.966,38.788,0,no risk,462
"CODE0RangeIndex(start=1, stop=785, step=1)",ባህርዳር ዩ,ባህርዳር ዩ,,,,11.525,37.4,0,no risk,463
"CODE0RangeIndex(start=1, stop=785, step=1)",Pioneer Diagnostic Center,Pioneer Diagnostic Center,,clinic,,8.99,38.785,0,no risk,464
"CODE0RangeIndex(start=1, stop=785, step=1)",Al-Borg Internal Medicine Speciality,Al-Borg Internal Medicine Speciality,,,,8.986,38.785,0,no risk,465
"CODE0RangeIndex(start=1, stop=785, step=1)",Afei Diagnostic Center,Afei Diagnostic Center,,,,8.995,38.759,0,no risk,466
"CODE0RangeIndex(start=1, stop=785, step=1)",Dr Abreham Eye Clinic,Dr Abreham Eye Clinic,,,,8.988,38.776,0,no risk,467
"CODE0RangeIndex(start=1, stop=785, step=1)",Somali Regional State Blood Bank,Somali Regional State Blood Bank,,,,9.355,42.784,0,no risk,468
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.995,38.76,0,no risk,469
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.484,39.453,0,no risk,470
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.009,38.85,0,no risk,471
"CODE0RangeIndex(start=1, stop=785, step=1)",የኢትዮጵያ ፌደራል ፖሊስ ሆስፒታል,የኢትዮጵያ ፌደራል ፖሊስ ሆስፒታል,,hospital,,9.012,38.74,0,no risk,472
"CODE0RangeIndex(start=1, stop=785, step=1)",የኢትዮጵያ የልብ ማእከል,የኢትዮጵያ የልብ ማእከል,,,,9.021,38.748,0,no risk,473
"CODE0RangeIndex(start=1, stop=785, step=1)",ዶር. ጌታቸው መካክለኛ የጥርስ ህክምና,ዶር. ጌታቸው መካክለኛ የጥርስ ህክምና,,,,8.966,38.763,0,no risk,474
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,pharmacy,,9.016,38.823,0,no risk,475
"CODE0RangeIndex(start=1, stop=785, step=1)",ደጃዝማች ባልቻ አባነፍሶ ሆስፒታል,ደጃዝማች ባልቻ አባነፍሶ ሆስፒታል,,,,9.012,38.739,0,no risk,476
"CODE0RangeIndex(start=1, stop=785, step=1)",አዳማ መድሐኒት እና የህክምና መገልገያዎች ጅምላ አከፋፋይ,አዳማ መድሐኒት እና የህክምና መገልገያዎች ጅምላ አከፋፋይ,,pharmacy,,8.543,39.271,0,no risk,477
"CODE0RangeIndex(start=1, stop=785, step=1)",ሆሊ ቤቴል የጥርስ ህክምና ክሊኒክ,ሆሊ ቤቴል የጥርስ ህክምና ክሊኒክ,,,,7.049,38.487,0,no risk,478
"CODE0RangeIndex(start=1, stop=785, step=1)",አዲስ ከተማ ጤና ጣቢያ,አዲስ ከተማ ጤና ጣቢያ,,,,9.034,38.725,0,no risk,479
"CODE0RangeIndex(start=1, stop=785, step=1)",አዲስ ከተማ ጤና ጣቢያ,አዲስ ከተማ ጤና ጣቢያ,,,,9.034,38.724,0,no risk,480
"CODE0RangeIndex(start=1, stop=785, step=1)",ግንቦት 20 ጤና ጣቢያ,ግንቦት 20 ጤና ጣቢያ,,,,9.031,38.743,0,no risk,481
"CODE0RangeIndex(start=1, stop=785, step=1)",ሰናይት,ሰናይት,,dentist,,9.032,38.755,0,no risk,482
"CODE0RangeIndex(start=1, stop=785, step=1)",Swedish Clinic,Swedish Clinic,,,,9.011,38.715,0,no risk,483
"CODE0RangeIndex(start=1, stop=785, step=1)",Panorama Clinic,Panorama Clinic,,,,8.987,38.75,0,no risk,484
"CODE0RangeIndex(start=1, stop=785, step=1)",Ghandi Hospital,Ghandi Hospital,,hospital,,9.015,38.755,0,no risk,485
"CODE0RangeIndex(start=1, stop=785, step=1)",ሂክማ,ሂክማ,,,,9.605,41.839,0,no risk,486
"CODE0RangeIndex(start=1, stop=785, step=1)",ቅድስ ፓውሎስ ሆስፒታል ሚሊኒየም ሜዲካል ኮሌጅ,ቅድስ ፓውሎስ ሆስፒታል ሚሊኒየም ሜዲካል ኮሌጅ,,,,9.048,38.728,0,no risk,487
"CODE0RangeIndex(start=1, stop=785, step=1)",የኢትዮጲያ ህብረተሰብ ጤና ኢንስቲትዮት,የኢትዮጲያ ህብረተሰብ ጤና ኢንስቲትዮት,,,,9.047,38.731,0,no risk,488
"CODE0RangeIndex(start=1, stop=785, step=1)",Hospitaala Waliigalaa Aayiraa,Hospitaala Waliigalaa Aayiraa,,,,9.104,35.398,0,no risk,489
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.966,38.728,0,no risk,490
"CODE0RangeIndex(start=1, stop=785, step=1)",ሲቲና መድኃኒት ቤት,ሲቲና መድኃኒት ቤት,,,,7.318,38.088,0,no risk,491
"CODE0RangeIndex(start=1, stop=785, step=1)",Yerer Pharmacy,Yerer Pharmacy,,,,9.002,38.819,0,no risk,492
"CODE0RangeIndex(start=1, stop=785, step=1)",Gursum health,Gursum health,,hospital,,9.352,42.4,0,no risk,493
"CODE0RangeIndex(start=1, stop=785, step=1)",አዲስ ከተማ ጤና ጣቢያ,አዲስ ከተማ ጤና ጣቢያ,,,,9.033,38.724,0,no risk,494
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,5.951,43.551,0,no risk,495
"CODE0RangeIndex(start=1, stop=785, step=1)",ibro Pharmacie,ibro Pharmacie,,pharmacy,,9.348,42.405,0,no risk,496
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,5.952,43.554,0,no risk,497
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.452,39.222,0,no risk,498
"CODE0RangeIndex(start=1, stop=785, step=1)",አዲስ የ እናቶች እና የ ህፃናት ልዩ ህክምና,አዲስ የ እናቶች እና የ ህፃናት ልዩ ህክምና,,,,9.037,38.767,0,no risk,499
"CODE0RangeIndex(start=1, stop=785, step=1)",አይሲኤምሲ  ሆስፒታል,አይሲኤምሲ  ሆስፒታል,,,,9.024,38.854,0,no risk,500
"CODE0RangeIndex(start=1, stop=785, step=1)",Dream Orthopedics Trauma and Spine Center,Dream Orthopedics Trauma and Spine Center,,hospital,,9.005,38.738,0,no risk,501
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.004,38.732,0,no risk,502
"CODE0RangeIndex(start=1, stop=785, step=1)",ለሚ ኩራ ወረዳ 13 ጤና ጣቢያ,ለሚ ኩራ ወረዳ 13 ጤና ጣቢያ,,,,9.038,38.877,0,no risk,503
"CODE0RangeIndex(start=1, stop=785, step=1)",Life drug store,Life drug store,,pharmacy,,9.0,38.78,0,no risk,504
"CODE0RangeIndex(start=1, stop=785, step=1)",Olive pharmacy,Olive pharmacy,,,,9.003,38.78,0,no risk,505
"CODE0RangeIndex(start=1, stop=785, step=1)",Komar pharmacy,Komar pharmacy,,,,9.011,38.781,0,no risk,506
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,14.08,38.286,0,no risk,507
"CODE0RangeIndex(start=1, stop=785, step=1)",ወረዳ 09 ጤና ጣቢያ,ወረዳ 09 ጤና ጣቢያ,,,,8.999,38.716,0,no risk,508
"CODE0RangeIndex(start=1, stop=785, step=1)",ilalami pharmacy,ilalami pharmacy,,pharmacy,,9.355,42.398,0,no risk,509
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.04,41.719,0,no risk,510
"CODE0RangeIndex(start=1, stop=785, step=1)",የለማ ልዩ የውስጥ ደዌና የሕፃናት ሕክምና ክሊኒክ,የለማ ልዩ የውስጥ ደዌና የሕፃናት ሕክምና ክሊኒክ,,,,9.041,38.766,0,no risk,511
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.035,38.753,0,no risk,512
"CODE0RangeIndex(start=1, stop=785, step=1)",Fifake,Fifake,,,,8.99,38.756,0,no risk,513
"CODE0RangeIndex(start=1, stop=785, step=1)",አሜን ክሊኒክ,አሜን ክሊኒክ,,clinic,,11.584,37.368,0,no risk,514
"CODE0RangeIndex(start=1, stop=785, step=1)",ውዳሴ ፋርማሲ,ውዳሴ ፋርማሲ,,,,8.995,38.809,0,no risk,515
"CODE0RangeIndex(start=1, stop=785, step=1)",ፈለገ ህይወት ሪፈራል ሆስፒታል,ፈለገ ህይወት ሪፈራል ሆስፒታል,,,,11.608,37.37,0,no risk,516
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.994,38.893,0,no risk,517
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,hospital,,11.58,37.378,0,no risk,518
"CODE0RangeIndex(start=1, stop=785, step=1)",Corona Lab,Corona Lab,,,,8.988,38.777,0,no risk,519
"CODE0RangeIndex(start=1, stop=785, step=1)",Olyad,Olyad,,,,7.201,38.591,0,no risk,520
"CODE0RangeIndex(start=1, stop=785, step=1)",Alem pharmacy,Alem pharmacy,,,,9.021,38.795,0,no risk,521
"CODE0RangeIndex(start=1, stop=785, step=1)",ሀይሌ ጋርመንት የምስራች ለሕዝብ ሁሉ ቤተክርስቲያን,ሀይሌ ጋርመንት የምስራች ለሕዝብ ሁሉ ቤተክርስቲያን,,,,8.934,38.733,0,no risk,522
"CODE0RangeIndex(start=1, stop=785, step=1)",ኬቲ የጥርስ ክሊኒክ,ኬቲ የጥርስ ክሊኒክ,,,,8.934,38.733,0,no risk,523
"CODE0RangeIndex(start=1, stop=785, step=1)",ኬቲ የጥርስ ህክምና,ኬቲ የጥርስ ህክምና,,,,8.934,38.733,0,no risk,524
"CODE0RangeIndex(start=1, stop=785, step=1)",Local Pharmacy,Local Pharmacy,,,,9.007,38.795,0,no risk,525
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.042,38.698,0,no risk,526
"CODE0RangeIndex(start=1, stop=785, step=1)",Harmukale Health Station,Harmukale Health Station,,,,9.817,42.14,0,no risk,527
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,10.018,39.912,0,no risk,528
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,10.318,39.876,0,no risk,529
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,10.554,39.931,0,no risk,530
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,10.653,39.865,0,no risk,531
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,10.593,39.922,0,no risk,532
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.998,38.767,0,no risk,533
"CODE0RangeIndex(start=1, stop=785, step=1)",Wogeba Primary Hospital,Wogeba Primary Hospital,,,,12.76,37.609,0,no risk,534
"CODE0RangeIndex(start=1, stop=785, step=1)",Ayat zone 5 Tena tabia,Ayat zone 5 Tena tabia,,,,9.014,38.883,0,no risk,535
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.022,38.89,0,no risk,536
"CODE0RangeIndex(start=1, stop=785, step=1)",Kadisco Tena tabia,Kadisco Tena tabia,,,,8.963,38.764,0,no risk,537
"CODE0RangeIndex(start=1, stop=785, step=1)",በ የካ ክፍለ ከተማ ወረዳ 10ጤና ጣቢያ,በ የካ ክፍለ ከተማ ወረዳ 10ጤና ጣቢያ,,,,9.042,38.822,0,no risk,538
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,13.196,39.208,0,no risk,539
"CODE0RangeIndex(start=1, stop=785, step=1)",ማሬስቶፕስ ኢትዮጵያ,ማሬስቶፕስ ኢትዮጵያ,,,,9.019,38.796,0,no risk,540
"CODE0RangeIndex(start=1, stop=785, step=1)",ቤቴል መካከለኛ ክሊኒክ,ቤቴል መካከለኛ ክሊኒክ,,,,8.689,38.893,0,no risk,541
"CODE0RangeIndex(start=1, stop=785, step=1)",ጤና ጣቢያ,ጤና ጣቢያ,,hospital,,7.048,38.511,0,no risk,542
"CODE0RangeIndex(start=1, stop=785, step=1)",ኮልፌ ቀራኒዮ ወረዳ 5 ጤና ጣቢያ,ኮልፌ ቀራኒዮ ወረዳ 5 ጤና ጣቢያ,,,,8.994,38.705,0,no risk,543
"CODE0RangeIndex(start=1, stop=785, step=1)",Melkam Getaneh,Melkam Getaneh,,,,9.031,38.784,0,no risk,544
"CODE0RangeIndex(start=1, stop=785, step=1)",Haven pharmacy,Haven pharmacy,,,,9.005,38.781,0,no risk,545
"CODE0RangeIndex(start=1, stop=785, step=1)",Mahi Pharmacy,Mahi Pharmacy,,,,9.032,38.772,0,no risk,546
"CODE0RangeIndex(start=1, stop=785, step=1)",international Clinical Laboratory,international Clinical Laboratory,,laboratory,,9.036,38.774,0,no risk,547
"CODE0RangeIndex(start=1, stop=785, step=1)",Toneam special dental clinic,Toneam special dental clinic,,,,9.016,38.782,0,no risk,548
"CODE0RangeIndex(start=1, stop=785, step=1)",Life Pharmacy,Life Pharmacy,,,,9.0,38.78,0,no risk,549
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.871,38.822,0,no risk,550
"CODE0RangeIndex(start=1, stop=785, step=1)",Delt General Hospital,Delt General Hospital,,,,9.6,41.84,0,no risk,551
"CODE0RangeIndex(start=1, stop=785, step=1)",Shashemene,Shashemene,,,,7.207,38.612,0,no risk,552
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,pharmacy,,7.051,38.472,0,no risk,553
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.224,36.252,0,no risk,554
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.23,36.256,0,no risk,555
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.147,36.409,0,no risk,556
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.064,36.505,0,no risk,557
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.122,36.416,0,no risk,558
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.284,36.309,0,no risk,559
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.29,36.315,0,no risk,560
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.173,36.48,0,no risk,561
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.213,36.457,0,no risk,562
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.201,36.417,0,no risk,563
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.315,36.368,0,no risk,564
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.223,36.481,0,no risk,565
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.173,36.467,0,no risk,566
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.179,36.427,0,no risk,567
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.168,36.52,0,no risk,568
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.263,36.518,0,no risk,569
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.306,42.127,0,no risk,570
"CODE0RangeIndex(start=1, stop=785, step=1)",Meshualekiya Tena Tabiya,Meshualekiya Tena Tabiya,,,,9.001,38.763,0,no risk,571
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,clinic,,8.749,38.981,0,no risk,572
"CODE0RangeIndex(start=1, stop=785, step=1)",Student's Clinic,Student's Clinic,,,,9.077,36.581,0,no risk,573
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,hospital,,7.085,38.615,0,no risk,574
"CODE0RangeIndex(start=1, stop=785, step=1)",Melka oda general hospital,Melka oda general hospital,,hospital,,7.21,38.614,0,no risk,575
"CODE0RangeIndex(start=1, stop=785, step=1)",Maya Medium Clinic,Maya Medium Clinic,,clinic,,7.668,36.844,0,no risk,576
"CODE0RangeIndex(start=1, stop=785, step=1)",Nekemte Hospital,Nekemte Hospital,,hospital,,9.082,36.553,0,no risk,577
"CODE0RangeIndex(start=1, stop=785, step=1)",Nekemte School of Nursing,Nekemte School of Nursing,,hospital,,9.082,36.554,0,no risk,578
"CODE0RangeIndex(start=1, stop=785, step=1)",Jimma plant health clinic,Jimma plant health clinic,,clinic,,7.675,36.85,0,no risk,579
"CODE0RangeIndex(start=1, stop=785, step=1)",ከነማ መድሃኒት ዋና መ/ቤት,ከነማ መድሃኒት ዋና መ/ቤት,,,,9.057,38.719,0,no risk,580
"CODE0RangeIndex(start=1, stop=785, step=1)",New leaf fertility cent,New leaf fertility cent,,,,8.995,38.73,0,no risk,581
"CODE0RangeIndex(start=1, stop=785, step=1)",Lotus Gynecology and Obsetrics Special Clinic,Lotus Gynecology and Obsetrics Special Clinic,,,,8.941,38.735,0,no risk,582
"CODE0RangeIndex(start=1, stop=785, step=1)",Sholla Ber Medium Clinic,Sholla Ber Medium Clinic,,,,9.022,38.794,0,no risk,583
"CODE0RangeIndex(start=1, stop=785, step=1)",ብሊስ,ብሊስ,,,,8.995,38.73,0,no risk,584
"CODE0RangeIndex(start=1, stop=785, step=1)",Health Center,Health Center,,,,9.201,36.511,0,no risk,585
"CODE0RangeIndex(start=1, stop=785, step=1)",Erbti Woreda hospital,Erbti Woreda hospital,,hospital,,13.257,40.002,0,no risk,586
"CODE0RangeIndex(start=1, stop=785, step=1)",医院,医院,,hospital,,11.581,37.378,0,no risk,587
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.042,38.822,0,no risk,588
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.968,38.756,0,no risk,589
"CODE0RangeIndex(start=1, stop=785, step=1)",ቡሌ ሆራ አጠቃላይ ሆስፒታል,ቡሌ ሆራ አጠቃላይ ሆስፒታል,,,,5.623,38.241,0,no risk,590
"CODE0RangeIndex(start=1, stop=785, step=1)",Bekan pharmacy,Bekan pharmacy,,pharmacy,,9.405,41.975,0,no risk,591
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.023,38.879,0,no risk,592
"CODE0RangeIndex(start=1, stop=785, step=1)",Berhale Primery Hospital,Berhale Primery Hospital,,,,13.84,40.006,0,no risk,593
"CODE0RangeIndex(start=1, stop=785, step=1)",Yehuleshet Speciality Clinic,Yehuleshet Speciality Clinic,,clinic,,9.013,38.739,0,no risk,594
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,7.761,46.531,0,no risk,595
"CODE0RangeIndex(start=1, stop=785, step=1)",Gobiso Health Center,Gobiso Health Center,,hospital,,4.432,37.995,0,no risk,596
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.186,38.89,0,no risk,597
"CODE0RangeIndex(start=1, stop=785, step=1)",Jinka Jeneral Hospital,Jinka Jeneral Hospital,,hospital,,5.782,36.563,0,no risk,598
"CODE0RangeIndex(start=1, stop=785, step=1)",Clinic,Clinic,,,,8.885,38.811,0,no risk,599
"CODE0RangeIndex(start=1, stop=785, step=1)",ውቕሮ መርሲ ስፐሻሊስት ክሊኒክ,ውቕሮ መርሲ ስፐሻሊስት ክሊኒክ,,,,13.784,39.599,0,no risk,600
"CODE0RangeIndex(start=1, stop=785, step=1)",Halaku Gulanta Boke Halth Center,Halaku Gulanta Boke Halth Center,,,,7.875,38.641,0,no risk,601
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,7.991,38.659,0,no risk,602
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,7.719,38.776,0,no risk,603
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,7.716,38.758,0,no risk,604
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.466,39.228,0,no risk,605
"CODE0RangeIndex(start=1, stop=785, step=1)",የእንስሳት ማወገጃ,የእንስሳት ማወገጃ,,,,7.278,38.078,0,no risk,606
"CODE0RangeIndex(start=1, stop=785, step=1)",የእንስሳት ማሶገጃ,የእንስሳት ማሶገጃ,,,,7.28,38.08,0,no risk,607
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,hospital,,4.062,38.316,0,no risk,608
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,8.991,38.755,0,no risk,609
"CODE0RangeIndex(start=1, stop=785, step=1)",Hospital,Hospital,,hospital,,3.894,38.567,0,no risk,610
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,12.393,39.922,0,no risk,611
"CODE0RangeIndex(start=1, stop=785, step=1)",,,,,,9.312,42.109,0,no risk,612
"CODE0RangeIndex(start=1, stop=785, step=1)",eyasu chemicals and pharmaceutical industry,eyasu chemicals and pharmaceutical industry,,,,9.016,38.737,0,no risk,613
