adm1_name;adm2_name;adm3_pcode;adm3_name;Date;Data_quality_score;disaster_type;ifrc_source;directely affected;Indirectly Affected;Affected;people_dead;people_Injured;Crop Damages;Lost Cattle;people_displaced;house_destroyed;livestock_lost;lost_crops_ha
OROMIA;Arsi;40803;Gololcha;24-04-2016;6;flood;other;Arsi;;40811;;;;;;;;
OROMIA;Bale;41105;Gololcha Bale;01-07-2010;0;flood;other;NA;5000;5000;NA;NA;NA;0;NA;NA;0;NA
OROMIA;Bale;41105;Gololcha Bale;07-09-2007;;flood;other;NA;11882;11882;NA;NA;2409;0;NA;NA;0;2409
OROMIA;Bale;41105;Gololcha Bale;07-09-2008;;flood;other;NA;1803;1803;NA;NA;NA;0;NA;NA;0;NA
Amhara;East Gojam;30603;Goncha Siso Enebse;01-07-2004;;flood;other;NA;NA;NA;3;NA;NA;0;NA;NA;0;NA
Amhara;East Gojam;30603;Goncha Siso Enebse;01-07-2004;;flood;other;NA;NA;NA;3;NA;NA;0;NA;NA;0;NA
Amhara;Central Gondar;30110;Gondar Zuria;07-09-2006;;flood;other;NA;2810;2810;NA;NA;NA;29;3529;NA;29;NA
Amhara;Central Gondar;30110;Gondar Zuria;01-12-2006;;flood;other;NA;NA;NA;NA;NA;1500;0;NA;NA;0;1500
Amhara;Central Gondar;30110;Gondar Zuria;06-12-2006;;flood;other;NA;1533;1533;NA;NA;NA;39;437;NA;39;NA
Amhara;Central Gondar;30110;Gondar Zuria;07-09-2007;;flood;other;NA;NA;NA;NA;NA;NA;11;NA;NA;11;NA
Amhara;Central Gondar;30110;Gonder Zuria;20-08-2011;5;flood;other;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
Amhara;Central Gondar;30110;Gonder Zuria;01-08-2010;;flood;other;NA;200;200;NA;NA;155;0;NA;NA;0;155
OROMIA;East Shewa;41010;Goro Gutu;07-09-2007;;flood;other;NA;NA;NA;NA;NA;854;0;NA;NA;0;854
OROMIA;East Shewa;41010;Goro Gutu;01-04-2010;;flood;other;NA;3000;3000;NA;NA;185;0;1050;NA;0;185
Amhara;North Wello;30307;Guba Lafto;01-08-2010;;flood;other;NA;26142;26142;NA;NA;1783;9;NA;NA;9;1783
Tigray;Eastern Tigray;10301;Gulo Meheda;01-08-2010;;flood;other;NA;806;806;NA;NA;115;0;NA;NA;0;115
Somali;Liben;50801;Guradamole;07-09-2005;;flood;other;NA;NA;NA;NA;NA;NA;0;NA;20;0;NA
Somali;Liben;50801;Guradamole;05-12-2005;;flood;other;NA;23000;23000;16;NA;NA;0;NA;NA;0;NA
Somali;Fafan;41003;Gursum;07-09-2005;;flood;other;NA;550;550;4;NA;NA;900;NA;NA;900;NA
Somali;Somali;41003;Gursum;20-04-2013;6;flood;other;Fafan;;41003;;;;;;;;
OROMIA;East wollega;40213;guto gida;01-10-2019;6;flood;other;;4120;;;;25;;;;;
Amhara;North Wello;30308;Habru;07-09-2007;;flood;other;NA;2;2;NA;NA;NA;0;NA;NA;0;NA
Amhara;North Wello;30308;Habru;01-08-2010;;flood;other;NA;37796;37796;NA;NA;5064;72;2919;NA;72;5064
Amhara;North Wello;30308;Habru;01-08-2010;;flood;other;NA;31255;31255;NA;NA;3422;58;2624;NA;58;3422
SNNPR;South Omo;70704;Hamer;07-09-2002;0;flood;other;NA;NA;NA;NA;NA;40;0;NA;NA;0;40
SNNPR;South Omo;70704;Hamer;07-09-2007;5;flood;other;NA;809;809;NA;NA;NA;0;NA;NA;0;NA
SNNPR;South Omo;70704;Hamer;07-09-2007;5;flood;other;NA;943;943;NA;NA;NA;0;NA;NA;0;NA
SNNPR;South Omo;70704;Hamer;07-09-2007;5;flood;other;NA;845;845;NA;NA;NA;0;NA;NA;0;NA
SNNPR;South Omo;70704;Hamer;07-09-2007;5;flood;other;NA;1263;1263;NA;NA;NA;0;NA;NA;0;NA
SNNPR;South Omo;70704;Hamer;07-09-2007;5;flood;other;NA;1417;1417;NA;NA;NA;0;NA;NA;0;NA
SNNPR;South Omo;70704;Hamer;07-09-2007;5;flood;other;NA;1420;1420;NA;NA;NA;0;NA;NA;0;NA
SNNPR;South Omo;70704;Hamer;07-09-2007;5;flood;other;NA;20000;20000;NA;NA;NA;0;NA;NA;0;NA
SNNPR;South Omo;70704;Hamer;07-09-2007;5;flood;other;NA;1843;1843;NA;NA;NA;0;NA;NA;0;NA
SNNPR;South Omo;70704;Hamer;07-09-2007;5;flood;other;NA;1843;1843;NA;NA;NA;0;NA;NA;0;NA
SNNPR;South Omo;70704;Hamer;07-09-2007;5;flood;other;NA;1843;1843;NA;NA;NA;0;NA;NA;0;NA
SNNPR;South Omo;70704;Hamer;01-08-2010;0;flood;other;NA;6250;6250;NA;NA;NA;0;NA;NA;0;NA
OROMIA;East Shewa;41006;Haro Maya;01-04-2010;;flood;other;NA;NA;NA;NA;NA;187;0;NA;NA;0;187
Somali;Fefan;50207;Harshin;07-09-2005;;flood;other;NA;3050;3050;NA;NA;NA;0;NA;25;0;NA
Somali;Fefan;50207;Harshin;20-04-2013;6;flood;other;Fefan;;50207;;;;;;;;
OROMIA;West Harerge;40915;Hawi Gudena;01-04-2016;6;flood;IFRC;641;;;;;;;;;;
OROMIA;West Harerge;40915;hawi gudina;04-05-2016;6;flood;IFRC;;;;8;;;;;;3,179;
Tigray;Eastern Tigray;10305;Hawzen;01-07-2010;0;flood;other;NA;3630;3630;NA;NA;78;0;NA;NA;0;78
Tigray;Eastern Tigray;10305;Hawzen;30-11-2010;0;flood;other;NA;10135;10135;NA;NA;1177;0;NA;NA;0;1177
Tigray;Eastern Tigray;10305;Hawzen;01-08-2005;;flood;other;NA;3400;3400;NA;NA;815;3;NA;NA;3;815
Tigray;Southern Tigray;10603;Hintalo Wajirat;01-07-2010;0;flood;other;NA;1140;1140;NA;NA;769;0;NA;NA;0;769
Tigray;Southern Tigray;10603;Hintalo Wajirat;01-07-2010;0;flood;other;NA;2495;2495;NA;NA;NA;0;161;NA;0;NA
OROMIA;Arsi;40807;Hitosa;07-09-2007;;flood;other;NA;NA;NA;NA;NA;333;0;NA;NA;0;333
SNNPR;Wolayita;70604;Humbo;02-05-2013;5;flood;IFRC;650;NA;650;NA;NA;NA;NA;NA;NA;NA;NA
SNNPR;Wolayta;70604;Humbo;07-06-2019;6;flood;other;57;;;;;104.5;;;;;
SNNPR;Wolayta;70604;Humbo;01-04-2005;6;flood;IFRC;24,633;;;;;2,552;;;;;
SNNPR;Wolayita;70604;Humbo;07-09-2005;;flood;other;NA;6755;6755;2;NA;1017;0;NA;NA;0;1017
SNNPR;Wolayita;70604;Humbo;05-12-2005;;flood;other;NA;NA;NA;2;NA;1017;1525;6755;NA;1525;1017
SNNPR;Wolayita;70604;Humbo;07-09-2006;;flood;other;NA;7885;7885;NA;NA;NA;0;NA;NA;0;NA
SNNPR;Wolayita;70604;Humbo;06-12-2006;;flood;other;NA;NA;NA;NA;NA;435;0;1075;NA;0;435
SNNPR;Wolayita;70604;Humbo;07-12-2007;;flood;other;NA;6768;6768;NA;NA;364;3;3270;654;3;364
Tigray;North Western Tigray;10501;Humera -Town-;01-08-2006;;flood;other;NA;NA;NA;NA;NA;NA;0;400;NA;0;NA
Tigray;North Western Tigray;10501;Humera -Town-;07-09-2007;;flood;other;NA;462;462;NA;NA;NA;0;NA;NA;0;NA
Tigray;North Western Tigray;10501;Humera -Town-;01-08-2010;;flood;other;NA;6909;6909;NA;NA;NA;0;NA;NA;0;NA
OROMIA;South West Shoa;40500;Illu Galan;01-07-2010;0;flood;other;NA;14600;14600;NA;NA;950;0;NA;NA;0;950
Anuak;Gambela;120207;Itang;21-08-2008;6;flood;other;;;;;;;;;;;
Gambela;Agnuwa;120407;Itang;01-10-2019;6;flood;other;4,090;;;;;1,133.30;;;;;
Gambella;Etang Special;120207;Itang;07-09-2007;;flood;other;NA;NA;NA;NA;NA;2617.19;747;50264;NA;747;2617.19
Gambella;Etang Special;120207;Itang;07-09-2007;;flood;other;NA;41;41;NA;NA;NA;0;27143;NA;0;NA
Gambella;Etang Special;120207;Itang;22-11-2007;;flood;other;NA;209;209;NA;NA;NA;0;8785;NA;0;NA
Gambella;Agnewak;120207;Itang;01-08-2010;;flood;other;NA;15000;15000;NA;NA;NA;0;NA;NA;0;NA
Amhara;South wello;30414;Jama;01-09-2019;6;flood;other;;;;;;469;;;;;
Amhara;South Wello;30414;Jama;01-06-2004;;flood;other;NA;NA;NA;1;NA;NA;28;NA;NA;28;NA
Amhara;South Wello;30414;Jama;01-06-2004;;flood;other;NA;75;75;NA;NA;122;0;375;NA;0;122
Amhara;South Wello;30414;Jama;01-08-2010;;flood;other;NA;6;6;NA;NA;NA;4;6;NA;4;NA
OROMIA;Arsi;40804;Jeju;01-09-2019;6;flood;other;424;;;;;128;;;;;
Somali;Fafan;50204;Jijiga;25-04-2005;5;flood;other;NA;NA;NA;NA;NA;NA;0;NA;200;0;NA
Somali;Shebelle;50204;Jijiga;04-04-2016;6;flood;other;;;;;;;;;;;
Somali;Fafan;50204;Jijiga;20-04-2013;6;flood;other;Fafan;;50204;;;;;;;;
Somali;Shebelle;50204;Jijiga;20-04-2013;6;flood;other;Shebelle;;;;;;;;;;
Gambella;Nuwer;120103;Jikawo;01-08-2010;;flood;other;NA;6250;6250;NA;NA;NA;0;NA;NA;0;NA
Amhara;Oromia;31003;Jilye Tumuga;07-09-2006;;flood;other;NA;500;500;1;NA;273;0;739;NA;0;273
Amhara;Oromia;31003;Jilye Tumuga;30-11-2007;;flood;other;NA;NA;NA;NA;NA;50;60;NA;NA;60;50
Amhara;Oromia;31003;Jilye Tumuga;30-11-2007;;flood;other;NA;NA;NA;NA;NA;50;60;NA;NA;60;50
OROMIA;Jima;40418;Jima Town;09-08-2017;6;flood;IFRC;150;;;;;;;;;;
OROMIA;East Welega;40214;Jimma Arjo;01-08-2010;;flood;other;NA;NA;NA;2;NA;66;35;NA;NA;35;66
Gambela;Agnuwa;120204;jore;01-08-2019;6;flood;other;;;;;;;;;;;
Gambela;Agnuwa;120204;Jore;01-10-2019;6;flood;other;4,090;;;;;1,133.30;;;;;
Gambella;Agnewak;120204;Jore;07-09-2006;;flood;other;NA;NA;NA;NA;NA;1650;1245;30915;NA;1245;1650
Gambella;Agnewak;120204;Jore;01-08-2010;;flood;other;NA;1250;1250;NA;NA;NA;0;NA;NA;0;NA
Tigray;North Western Tigray;10501;Kafta Humera;01-07-2010;0;flood;other;NA;1385;1385;NA;NA;3534;0;NA;NA;0;3534
Tigray;North Western Tigray;10501;Kafta Humera;01-06-2004;;flood;other;NA;NA;NA;2;NA;NA;0;NA;NA;0;NA
Amhara;South Wello;30407;kalu;20-08-2011;5;flood;other;NA;NA;0;20;NA;NA;NA;NA;NA;NA;NA
Amhara;South Wello;30407;Kalu;07-09-2006;;flood;other;NA;7174;7174;NA;NA;NA;0;18;NA;0;NA
Amhara;South Wello;30407;Kalu;01-08-2010;;flood;other;NA;8107;8107;NA;NA;873;4;232;13;4;873
Amhara;South Wello;30407;Kalu;01-08-2010;;flood;other;NA;2750;2750;NA;NA;189;37;NA;NA;37;189
Amhara;South Wello;30407;Kalu;01-08-2010;;flood;other;NA;NA;NA;NA;NA;125;57;NA;NA;57;125
Amhara;South Wello;30407;Kalu;01-08-2010;;flood;other;NA;8540;8540;NA;NA;972;45;726;NA;45;972
Somali;Fefan;50206;Kebribeyah;27-04-2005;5;flood;other;NA;NA;NA;16;NA;NA;0;NA;108;0;NA
Somali;Fefan;50206;Kebribeyah;05-12-2005;;flood;other;NA;24550;24550;53;NA;2500;27638;125000;5600;27638;2500
Somali;Fafan;50502;Kebribeyah;05-04-2018;;flood;other;NA;NA;165000;NA;NA;12911;NA;NA;NA;NA;12911
Somali;Fafan;50206;Kebribeyah;20-04-2013;6;flood;other;Fafan;;50206;;;;;;;;
Somali;Korahe;50502;Kebridehar;25-04-2012;5;flood;IFRC;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
Somali;Korahe;50502;Kebridehar;07-09-2005;;flood;other;NA;NA;NA;1;NA;NA;0;NA;105;0;NA
Somali;Korahe;50502;Kebridehar;07-09-2005;;flood;other;NA;NA;NA;NA;NA;NA;0;NA;200;0;NA
Somali;Korahe;50502;Kebridehar;05-12-2005;;flood;other;NA;4800;4800;2;NA;NA;2365;NA;NA;2365;NA
Somali;Korahe;50502;Kebridehar;07-09-2006;;flood;other;NA;3500;3500;2;NA;NA;0;NA;33;0;NA
SNNPR;Gode;50605;Kelafo;27-05-2003;;flood;other;NA;91050;91050;NA;NA;NA;0;NA;NA;0;NA
Somali;Shebelle;50605;Kelafo;01-09-2019;6;flood;other;320;;;;;785;;;;1478;
Somali;Shebelle;50605;Kelafo;01-10-2019;6;flood;other;;;;;;;;;;;
Somali;Shebelle;50605;Kelafo;23-04-2005;6;flood;IFRC;235418(regional total);;;40(zonal);;;;;;;
Somali;Shebelle;50605;Kelafo;07-09-2003;;flood;other;NA;110000;110000;NA;NA;NA;0;NA;NA;0;NA
Somali;Shebelle;50605;Kelafo;07-09-2005;;flood;other;NA;9574;9574;29;NA;5969;23440;NA;34;23440;5969
Somali;Shebelle;50605;Kelafo;05-12-2005;;flood;other;NA;40000;40000;66;NA;NA;0;NA;NA;0;NA
Somali;Shebelle;50605;Kelafo;07-09-2006;;flood;other;NA;NA;NA;NA;NA;NA;0;NA;108;0;NA
Somali;Shebelle;50605;Kelafo;07-09-2006;;flood;other;NA;88540;88540;29;2;NA;0;NA;NA;0;NA
Somali;Shebelle;50605;Kelafo;07-09-2006;;flood;other;NA;NA;NA;2;1;3200;392;8539;NA;392;3200
Somali;Shebelle;50605;Kelafo;02-05-2012;;flood;other;702;NA;702;NA;NA;NA;NA;NA;NA;NA;NA
Somali;Shebelle;50605;Kelafo;01-11-2015;;flood;other;102000;NA;102000;5;NA;NA;10000;NA;NA;10000;NA
Somali;Shebelle;50605;Kelafo;20-04-2013;6;flood;other;Shebelle;;50605;;;;;;;;
Somali;Shebelle;50605;Kelafo;24-04-2018;6;flood;other;;;;;;;;;;;
SNNPR;Gamugofa;71012;Kemba;03-12-2003;;flood;other;NA;NA;NA;1;NA;50;0;20;3;0;50
SNNPR;Gamugofa;71012;Kemba;07-09-2005;;flood;other;NA;4;4;NA;NA;NA;0;NA;NA;0;NA
Amhara;Oromia;31006;Kemisie Town;22-08-2010;5;flood;other;NA;1139;1139;NA;NA;NA;0;NA;NA;0;NA
OROMIA;Jima;41008;Kersa;07-09-2002;;flood;other;NA;NA;NA;NA;NA;494;0;NA;NA;0;494
OROMIA;East Shewa;41008;Kersa;07-09-2007;;flood;other;NA;NA;NA;NA;NA;854;0;NA;NA;0;854
Amhara;North Shewa;30512;Kewet;01-08-2010;;flood;other;NA;1495;1495;NA;NA;110;3;NA;NA;3;110
SNNPR;Wolayita;70606;Kindo Koyisha;07-09-2006;;flood;other;NA;4035;4035;NA;NA;NA;0;NA;NA;0;NA
SNNPR;Wolayita;70606;Kindo Koyisha;01-05-2016;6;flood;other;;;;;;;;;;;
OROMIA;Eastern wolega;40217;Kiremu;31-08-2019;6;flood;other;510;;;;;79;;;;;
Tigray;Central Tigray;10208;Kola Temben;01-06-2010;0;flood;other;NA;4450;4450;NA;NA;573;96;NA;NA;96;573
OROMIA;East Shewa;41001;Kombolcha;25-08-2006;;flood;other;NA;NA;NA;NA;NA;NA;0;100;394;0;NA
OROMIA;East Shewa;41001;Kombolcha;07-09-2007;;flood;other;NA;NA;NA;NA;NA;504;0;NA;NA;0;504
OROMIA;East Shewa;41001;Kombolcha;01-04-2010;;flood;other;NA;NA;NA;NA;NA;63;0;NA;NA;0;63
SNNPR;konta;41001;Konta;15-04-2019;6;flood;other;;273;;;;289;;;;;
SNNPR;Gamugofa;71003;Kucha;07-09-2002;;flood;other;NA;400;400;5;NA;NA;201;NA;NA;201;NA
SNNPR;Gamugofa;71003;Kucha;03-12-2003;;flood;other;NA;NA;NA;5;1;NA;0;400;15;0;NA
SNNPR;Gamugofa;71003;Kucha;07-09-2005;;flood;other;NA;7720;7720;2;NA;NA;1525;NA;NA;1525;NA
SNNPR;South Omo;70706;Kuraz (Dasenech);07-09-2001;3;flood;other;NA;NA;NA;6;NA;NA;0;NA;NA;0;NA
SNNPR;South Omo;70706;Kuraz (Dasenech);07-09-2001;3;flood;other;NA;NA;NA;12;NA;NA;0;NA;NA;0;NA
SNNPR;South Omo;70706;Kuraz (Dasenech);11-12-2001;0;flood;other;NA;NA;NA;NA;NA;NA;53;NA;NA;53;NA
SNNPR;South Omo;70706;Kuraz (Dasenech);07-09-2005;0;flood;other;NA;5000;5000;NA;NA;NA;96;NA;NA;96;NA
SNNPR;South Omo;70706;Kuraz (Dasenech);17-05-2006;6;flood;other;;;;;;;;;;;
SNNAP;South Omo;70706;Kuraz (Dasenech);18-08-2006;6;flood;other;;;;354;;;;5000;;;
SNNPR;South Omo;70706;Kuraz (Dasenech);07-09-2006;0;flood;other;NA;10000;10000;125;NA;NA;0;NA;NA;0;NA
SNNPR;South Omo;70706;Kuraz (Dasenech);07-09-2006;0;flood;other;NA;15748;15748;NA;NA;NA;0;NA;NA;0;NA
SNNPR;South Omo;70706;Kuraz (Dasenech);06-12-2006;0;flood;other;NA;5000;5000;NA;NA;NA;96;NA;NA;96;NA
SNNPR;South Omo;70706;Kuraz (Dasenech);07-09-2007;1;flood;other;NA;28000;28000;NA;NA;NA;0;NA;NA;0;NA
SNNPR;South Omo;70706;Kuraz (Dasenech);08-05-2010;6;flood;other;;;;;;;;;;;
SNNPR;South Omo;70706;Kuraz (Dasenech);01-08-2010;0;flood;other;NA;5000;5000;NA;NA;NA;0;NA;NA;0;NA
OROMIA;East Shewa;41007;Kurfa Chele;07-09-2007;;flood;other;NA;NA;NA;NA;NA;208;0;NA;NA;0;208
Amhara;South Wello;30403;Kutaber;01-08-2010;;flood;other;NA;7891;7891;NA;NA;382;1;NA;NA;1;382
Tigray;Central Tigray;10205;Laelay Maychew;01-08-2004;;flood;other;NA;NA;NA;1;NA;85;0;NA;28;0;85
OROMIA;kelem wolega;41811;Lalokile;03-09-2019;6;flood;other;465;;;;;45;;;;;
SNNPR;Silte;72003;Lanfuro;01-05-2003;;flood;other;NA;NA;NA;NA;NA;128;333;NA;NA;333;128
SNNPR;Silte;72003;Lanfuro;07-09-2006;;flood;other;NA;300;300;NA;NA;NA;0;NA;NA;0;NA
SNNPR;Silte;72003;Lanfuro;06-12-2006;;flood;other;NA;NA;NA;NA;NA;18.4;49;300;60;49;18.4
Gambella;Nuwer;120102;Lare;22-11-2007;;flood;other;NA;132;132;NA;NA;NA;0;14346;NA;0;NA
Anuak;Gambela;120102;Lare;21-08-2008;6;flood;other;;;;;;;;;;;
Gambella;Nuwer;120102;Lare;07-09-2008;;flood;other;NA;NA;NA;NA;NA;1923.86;341;13004;NA;341;1923.86
Gambella;Nuer;120102;Lare;04-07-2010;6;flood;other;;;;;;;;;;;
Gambella;Nuwer;120102;Lare;01-08-2010;;flood;other;NA;5000;5000;NA;NA;NA;0;NA;NA;0;NA
Gambela;Nuer;120102;Lare;01-08-2019;6;flood;other;;;;;;;;;;;
Somali;korah;50596;Lasdhankayre;01-10-2019;6;flood;other;;;;;;;;;;;
Amhara;Central Gondar;30108;Lay Armacho;01-08-2004;;flood;other;NA;NA;NA;NA;NA;268;48;NA;NA;48;268
OROMIA;Bale;30420;Lege Hida;07-09-2008;;flood;other;NA;1530;1530;NA;NA;NA;0;NA;NA;0;NA
OROMIA;Bale;41107;Lege Hida;01-07-2010;0;flood;other;NA;4500;4500;NA;NA;NA;0;NA;NA;0;NA
Amhara;South Wello;30420;Legehida;01-08-2010;;flood;other;NA;366;366;NA;NA;713;0;NA;NA;0;713
Amhara;South Wello;30420;Legehida;01-08-2010;;flood;other;NA;381;381;NA;NA;51;0;NA;NA;0;51
OROMIA;East shoa;40711;Liben Chukala;15-08-2019;6;flood;other;1356;;;;;4 kebele farm land;;;;;
Amhara;South Gonder;30202;Libokemekem;07-09-2000;;flood;other;NA;10234;10234;NA;NA;NA;0;NA;NA;0;NA
Amhara;South Gonder;30202;Libokemekem;07-09-2006;;flood;other;NA;NA;NA;2;NA;NA;600;NA;NA;600;NA
Amhara;South Gonder;30202;Libokemekem;07-09-2006;;flood;other;NA;10000;10000;NA;NA;NA;0;NA;NA;0;NA
Amhara;South Gonder;30202;Libokemekem;07-09-2006;;flood;other;NA;20821;20821;1;NA;2441;2790;3134;NA;2790;2441
Amhara;South Gonder;30202;Libokemekem;07-09-2007;;flood;other;NA;1127;1127;NA;NA;NA;0;1127;NA;0;NA
Amhara;South Gonder;30202;Libokemekem;01-08-2010;;flood;other;NA;NA;NA;NA;NA;387;62;NA;NA;62;387
OROMIA;Arsi;40818;Limu bilbilo;01-10-2019;6;flood;other;765;;;;;129;;;;;
OROMIA;Jima;40402;Limu Kosa;01-07-2010;0;flood;other;NA;NA;NA;NA;NA;119;0;NA;NA;0;119
SNNPR;sidama;70414;loka abaya;01-05-2013;5;flood;IFRC;650;NA;650;NA;NA;NA;NA;NA;NA;NA;NA
SNNPR;South Omo;70707;Male;07-09-2007;;flood;other;NA;30000;30000;NA;NA;NA;0;NA;NA;0;NA
SNNPR;Dawuro;71702;Mareka;01-05-2004;;flood;other;NA;NA;NA;NA;NA;220;0;NA;NA;0;220
SNNPR;Gurage;70107;Mareko;07-12-2007;;flood;other;NA;5560;5560;NA;NA;NA;1710;1255;2;1710;NA
Amhara;West Gojam;30704;Mecha;07-09-2006;;flood;other;NA;351;351;1;NA;NA;0;53;NA;0;NA
Tigray;Western Tigray;10103;Medebay Zana;01-08-2004;;flood;other;NA;NA;NA;NA;NA;176;0;NA;NA;0;176
Tigray;Western Tigray;10103;Medebay Zana;01-07-2010;0;flood;other;NA;2145;2145;NA;NA;225;0;NA;NA;0;225
Tigray;Western Tigray;10103;Medebay Zana;01-07-2010;0;flood;other;NA;3020;3020;NA;NA;202;0;NA;NA;0;202
Amhara;South Wello;30401;Mekdela;01-08-2010;;flood;other;NA;726;726;NA;NA;60;0;NA;NA;0;60
Gambela;Nuer;120105;Mekoy;01-08-2019;6;flood;other;;;;;;;;;;;
SNNPR;Gofa;71501;Melokoza;01-10-2019;6;flood;other;1330;;;1;;204;;;217;;
OROMIA;Jima;40490;mencho;07-09-2019;6;flood;other;;;;;;35;2;;;;
Benishangul Gumz;Asosa;60301;Menge;19-09-2000;;flood;other;NA;NA;NA;NA;NA;NA;500;NA;200;500;NA
Amhara;North Shewa;30509;Menze Mama Midir;01-08-2010;;flood;other;NA;8;8;NA;NA;NA;0;8;NA;0;NA
Tigray;Central Tigray;10201;Mereb Lehe;01-08-2010;;flood;other;NA;5772;5772;NA;NA;NA;0;NA;NA;0;NA
Tigray;Central Tigray;10201;Mereb Lehe;01-08-2010;;flood;other;NA;15810;15810;NA;NA;1054;72;NA;NA;72;1054
Amhara;North Shewa;30502;Merhabete;01-08-2010;;flood;other;NA;1697;1697;NA;NA;50;0;NA;NA;0;50
Amhara;North Wello;30397;Mersa Town;22-08-2010;0;flood;other;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
Amhara;North Wello;30397;Mersa Town;22-08-2010;5;flood;IFRC;NA;NA;0;5;19;3745;NA;NA;NA;NA;3745
SNNPR;Gurage;70106;Meskan;07-09-2005;;flood;other;NA;NA;NA;NA;NA;NA;0;NA;50;0;NA
OROMIA;East Shewa;41009;Meta;01-04-2002;;flood;other;NA;NA;NA;3;NA;NA;26;NA;12;26;NA
OROMIA;East Shewa;41009;Meta;01-08-2007;;flood;other;NA;27500;27500;NA;NA;1000;0;NA;NA;0;1000
OROMIA;East Shewa;41009;Meta;07-09-2007;;flood;other;NA;NA;NA;3;NA;2915;0;NA;NA;0;2915
OROMIA;west shoa;40514;Metarobi;01-10-2019;6;flood;other;579;;;;;135.5;;;;;
Amhara;West Gondar;30113;Metema;01-10-2001;;flood;other;NA;NA;NA;NA;NA;570;0;NA;NA;0;570
Amhara;West Gondar;30113;Metema;07-09-2006;;flood;other;NA;966;966;1;NA;398;17;NA;NA;17;398
OROMIA;East Shewa;41009;Metta;01-04-2010;;flood;other;NA;1800;1800;NA;NA;3467;0;630;NA;0;3467
Amhara;East Gojam;30609;Michakel;01-08-2005;;flood;other;NA;NA;NA;NA;NA;239;0;NA;NA;0;239
Amhara;East Gojam;30609;Michakel;01-08-2005;;flood;other;NA;NA;NA;NA;NA;NA;0;NA;34;0;NA
Amhara;East Gojam;30609;Michakel;01-08-2005;;flood;other;NA;2315;2315;NA;NA;775;0;NA;27;0;775
SNNPR;Gamugofa;71005;Mierab Abaya;03-12-2003;;flood;other;NA;NA;NA;NA;NA;120;0;300;NA;0;120
SNNPR;Gamugofa;71005;Mierab Abaya;07-09-2006;;flood;other;NA;300;300;NA;NA;NA;0;NA;NA;0;NA
SNNPR;Gamugofa;71005;Mierab Abaya;22-06-2007;;flood;other;NA;NA;NA;NA;NA;179;45;500;NA;45;179
SNNPR;Gamugofa;71005;Mierab Abaya;07-09-2007;;flood;other;NA;470;470;NA;NA;400;108;470;NA;108;400
Afar;Afar Zone 1;20105;Mile;01-04-2004;;flood;other;NA;NA;NA;4;NA;NA;3170;NA;NA;3170;NA
Afar;Afar Zone 1;20105;Mile;13-07-2006;;flood;other;NA;6375;6375;NA;NA;NA;5524;NA;NA;5524;NA
Afar;Afar Zone 1;20105;Mile;07-09-2007;;flood;other;NA;1275;1275;NA;NA;NA;0;1275;NA;0;NA
Afar;Afar Zone 1;20105;Mile;07-09-2008;;flood;other;NA;5000;5000;NA;NA;NA;0;NA;NA;0;NA
OROMIA;Borena;41216;Miyo;01-04-2010;;flood;other;NA;350;350;NA;NA;101;0;NA;NA;0;101
OROMIA;Borena;41216;Miyo;01-04-2010;;flood;other;NA;1200;1200;NA;NA;NA;0;NA;NA;0;NA
Amhara;North Shewa;30504;Moret and Juru;01-10-2019;6;flood;other;;188;;;;5675;;;;;
OROMIA;Borena;41210;Moyale (Oromia);07-09-2006;;flood;other;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA
OROMIA;Borena;41210;Moyale (Oromia);14-04-2010;5;flood;other;NA;9700;9700;NA;NA;324;0;1937;NA;0;324
SNNPR;Gurage;70112;Muhur Na Aklil;06-12-2006;;flood;other;NA;NA;NA;NA;NA;NA;0;143;NA;0;NA
Somali;Shebelle;50606;Mustahil;07-09-2003;;flood;other;NA;91050;91050;64;NA;NA;5900;6350;880;5900;NA
Somali;Shebelle;50606;Mustahil;07-09-2003;;flood;other;NA;1.00E+05;1.00E+05;64;NA;NA;0;NA;NA;0;NA
Somali;Shebelle;50606;Mustahil;07-09-2005;;flood;other;NA;NA;NA;4;NA;NA;0;NA;300;0;NA
Somali;Shebelle;50606;Mustahil;07-09-2005;;flood;other;NA;16449;16449;14;NA;5400;4534;NA;NA;4534;5400
Somali;Shebelle;50606;Mustahil;07-09-2006;;flood;other;NA;NA;NA;NA;NA;NA;0;NA;300;0;NA
Somali;Shebelle;50606;Mustahil;07-09-2006;;flood;other;NA;74000;74000;4;8;NA;0;NA;NA;0;NA
Somali;Shebelle;50606;Mustahil;06-12-2006;;flood;other;NA;361600;361600;80;NA;NA;0;NA;NA;0;NA
Somali;Shebelle;50606;Mustahil;08-08-2007;;flood;other;NA;32000;32000;2;4;4770;361;32000;NA;361;4770
Somali;Shebelle;50606;Mustahil;12-08-2011;6;flood;other;Shebelle;;50606;;;;;;;;
Somali;Shebelle;50606;Mustahil;21-08-2011;1;flood;other;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
Somali;Shebelle;50606;Mustahil;03-05-2012;5;flood;other;30;NA;30;NA;NA;NA;NA;NA;NA;NA;NA
