disaster_type,country,disaster_id,adm1_name,adm1_pcode,adm2_name,adm2_pcode,adm3_name,adm3_pcode,location,people_dead,people_injured,people_displaced,people_affected,house_destroyed,house_damaged,household_displaced,household_affected,livestock_lost,livestock_affected,lost_crops_ha,road,bridge,school,sewerage_latrine,aqueduct,wall,hospital_health_center,drainage,institution_church_mosque,industry,energy,communication,agriculture,date_event,start_date_event,end_date_event,date_recorded,data_source,data_source_other,data_source_url,comments,data_quality_score
flood,uganda,uga_impact_data.17,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,3-12-2010,,,,news,http://www.monitor.co.ug/News/National/-/688334/877760/-/wj8w04/-/index.html,http://www.monitor.co.ug/News/National/-/688334/877760/-/wj8w04/-/index.html,L,2
flood,uganda,uga_impact_data.18,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,10-2-2011,,,,news,http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/1245980/-/13w86vfz/-/index.html,http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/1245980/-/13w86vfz/-/index.html,L,2
flood,uganda,uga_impact_data.19,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,1-6-2011,,,,news,http://www.monitor.co.ug/News/National/-/688334/1084564/-/cjcpk6z/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1084564/-/cjcpk6z/-/index.html,L,2
flood,uganda,uga_impact_data.20,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,31-8-2011,,,,news,http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/-/878504/1227964/-/hoiv3u/-/index.html,http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/-/878504/1227964/-/hoiv3u/-/index.html,L,2
flood,uganda,uga_impact_data.21,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,1-9-2011,,,,news,New Vision dated 7/09/11,,L,2
flood,uganda,uga_impact_data.22,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,7-9-2011,,,,news,New Vision Article posted online on 7/09/11,,L,2
flood,uganda,uga_impact_data.23,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,29-9-2011,,,,,Letter from CAO Ref: CR:/103/16,,L,5
flood,uganda,uga_impact_data.24,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,17-5-2012,,,,news,http://www.newvision.co.ug/news/631150-floods-cut-off-import-entry-at-malaba.html,http://www.newvision.co.ug/news/631150-floods-cut-off-import-entry-at-malaba.html,L,2
flood,uganda,uga_impact_data.25,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,29-5-2012,,,,news,http://www.monitor.co.ug/Business/Prosper/Govt-faces-fresh-challenges-in-developing-priority-sectors/-/688616/1414912/-/31n5ll/-/index.html,http://www.monitor.co.ug/Business/Prosper/Govt-faces-fresh-challenges-in-developing-priority-sectors/-/688616/1414912/-/31n5ll/-/index.html,L,2
flood,uganda,uga_impact_data.26,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,25-9-2012,,,,news,http://www.monitor.co.ug/Business/Prosper/Economic-crisis-affects-vermiculite-exports/-/688616/1515808/-/12e79vm/-/index.html,http://www.monitor.co.ug/Business/Prosper/Economic-crisis-affects-vermiculite-exports/-/688616/1515808/-/12e79vm/-/index.html,L,2
flood,uganda,uga_impact_data.27,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,28-11-2013,,,,news,http://www.monitor.co.ug/SpecialReports/Butaleja-Dsitrict--From-troubling-starvation/-/688342/2090774/-/lo29re/-/index.html,http://www.monitor.co.ug/SpecialReports/Butaleja-Dsitrict--From-troubling-starvation/-/688342/2090774/-/lo29re/-/index.html,L,2
flood,uganda,uga_impact_data.28,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,4-12-2013,,,,news,http://www.monitor.co.ug/News/National/Heavy-rains-in-Tororo--Kaboong-displace-450/-/688334/1745710/-/fxa75y/-/index.html,http://www.monitor.co.ug/News/National/Heavy-rains-in-Tororo--Kaboong-displace-450/-/688334/1745710/-/fxa75y/-/index.html,L,2
flood,uganda,uga_impact_data.29,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,5-12-2014,,,,news,http://www.monitor.co.ug/News/National/Govt-gets-Shs100b-for-Tororo-dam/-/688334/2311836/-/u0uh7s/-/index.html,http://www.monitor.co.ug/News/National/Govt-gets-Shs100b-for-Tororo-dam/-/688334/2311836/-/u0uh7s/-/index.html,L,2
flood,uganda,uga_impact_data.30,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,29-1-2015,,,,news,http://www.monitor.co.ug/News/National/UNRA-builds-alternative-bridge-at-Malaba/-/688334/2605374/-/127g3a4z/-/index.html,http://www.monitor.co.ug/News/National/UNRA-builds-alternative-bridge-at-Malaba/-/688334/2605374/-/127g3a4z/-/index.html,L,2
flood,uganda,uga_impact_data.31,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,15-4-2015,,,,news,http://www.monitor.co.ug/Magazines/Farming/The-mineral-that-boosts-soils-and-crop-yields/-/689860/2685582/-/j2edi8z/-/index.html,http://www.monitor.co.ug/Magazines/Farming/The-mineral-that-boosts-soils-and-crop-yields/-/689860/2685582/-/j2edi8z/-/index.html,L,2
flood,uganda,uga_impact_data.32,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,4-5-2016,,,,,MP. TORORO SOUTH COUNTY,,L,2
flood,uganda,uga_impact_data.33,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,11-5-2010,,,,,URCS-Mbale  Regional office,,L,8
flood,uganda,uga_impact_data.34,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,1-4-2011,,,,,Letter from LCV C/Person,,L,5
flood,uganda,uga_impact_data.35,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,11-5-2011,,,,,Letter Ref: mos/Lir/44  CR/106/1 dated 03/05/11,,L,5
flood,uganda,uga_impact_data.36,Bukedi,21UGA003,Tororo,21UGA003007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,30-9-2011,,,,,Letter Ref: mos/Lir/44  CR/106/1 dated 03/05/11,,L,5
flood,uganda,uga_impact_data.37,Busoga,21UGA005,Kamuli,21UGA005007,,,,1,,,,,,,,,,,,,,,,,,,,,,,,8-7-1998,,,,news,New Vision,,M,6
flood,uganda,uga_impact_data.38,Busoga,21UGA005,Kamuli,21UGA005007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,10-12-2006,,,,news,New Vision,,M,6
flood,uganda,uga_impact_data.109,Kigezi,21UGA009,Rubanda,21UGA009004,,,,15,,,,,,,,,,,,,,,,,,,,,,,,26-9-2017,,,,news,https://ugandaradionetwork.net/story/govt-delivers-relief-food-to-rubanda-flood-victims,https://ugandaradionetwork.net/story/govt-delivers-relief-food-to-rubanda-flood-victims,H,9
flood,uganda,uga_impact_data.39,Busoga,21UGA005,Kamuli,21UGA005007,,,,5,,,,,,,,,,,,,,,,,,,,,,,,19-4-2007,,,,news,New Vision,,M,6
flood,uganda,uga_impact_data.40,Busoga,21UGA005,Kamuli,21UGA005007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,1-10-2007,,,,,District Files,,H,6
flood,uganda,uga_impact_data.110,Bukedi,21UGA003,Butaleja,21UGA003003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,28-11-2006,,,,,Uganda Red Cross Society-Mbale Branch,,H,8
flood,uganda,uga_impact_data.41,Busoga,21UGA005,Kamuli,21UGA005007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,5-11-2011,,,,news,http://www.monitor.co.ug/News/National/-/688334/1160034/-/c1kxvoz/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1160034/-/c1kxvoz/-/index.html,H,4
flood,uganda,uga_impact_data.42,Busoga,21UGA005,Kamuli,21UGA005007,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,21-5-2018,,,,,District,,M,4
flood,uganda,uga_impact_data.111,Bukedi,21UGA003,Butaleja,21UGA003003,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,7-12-2006,,,,,Statement to parliament by Minister of state on El-nino dated 7/12/2006,,H,8
flood,uganda,uga_impact_data.43,Busoga,21UGA005,Kamuli,21UGA005007,,,,18,,,1000,,,,,,,,,,,,,,,,,,,,,23-4-2019,,,,news,http://floodlist.com/africa/uganda-floods-eastern-region-april-2019,http://floodlist.com/africa/uganda-floods-eastern-region-april-2019,H,8
flood,uganda,uga_impact_data.44,North Buganda,21UGA011,Wakiso,21UGA011013,,,,6,,,,,,,,,,,,,,,,,,,,,,,,28-5-2005,,,,news,NewVision,,L,2
flood,uganda,uga_impact_data.374,Kampala,21UGA007,Kampala,21UGA007001,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,11-3-1995,,,,news,New Vision,,L,4
flood,uganda,uga_impact_data.45,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,11-11-2006,,,,news,New Vision,,L,2
flood,uganda,uga_impact_data.46,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,25-9-2007,,,,news,http://www.monitor.co.ug/News/National/-/688334/782390/-/w0o5hn/-/index.html,http://www.monitor.co.ug/News/National/-/688334/782390/-/w0o5hn/-/index.html,L,2
flood,uganda,uga_impact_data.47,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,20-11-2007,,,,news,http://www.monitor.co.ug/News/Education/-/688336/797244/-/10iqh34/-/index.html,http://www.monitor.co.ug/News/Education/-/688336/797244/-/10iqh34/-/index.html,L,2
flood,uganda,uga_impact_data.48,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,23-11-2007,,,,news,http://www.newvision.co.ug/news/479929-total-man.html,http://www.newvision.co.ug/news/479929-total-man.html,L,5
flood,uganda,uga_impact_data.49,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,27-11-2007,,,,news,http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/797970/-/4r7rcd/-/index.html,http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/797970/-/4r7rcd/-/index.html,L,5
flood,uganda,uga_impact_data.50,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,26-1-2008,,,,news,http://www.monitor.co.ug/News/National/-/688334/726870/-/vw2s9y/-/index.html,http://www.monitor.co.ug/News/National/-/688334/726870/-/vw2s9y/-/index.html,L,5
flood,uganda,uga_impact_data.51,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,15-2-2008,,,,news,http://www.monitor.co.ug/News/Education/-/688336/728960/-/10egjnx/-/index.html,http://www.monitor.co.ug/News/Education/-/688336/728960/-/10egjnx/-/index.html,L,3
flood,uganda,uga_impact_data.52,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,13-12-2008,,,,news,http://www.monitor.co.ug/Magazines/Life/-/689856/760986/-/10tstp0z/-/index.html,http://www.monitor.co.ug/Magazines/Life/-/689856/760986/-/10tstp0z/-/index.html,L,2
flood,uganda,uga_impact_data.53,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,22-2-2010,,,,,URCS-Kampala South Branch,,L,2
flood,uganda,uga_impact_data.54,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,4-6-2010,,,,news,http://www.monitor.co.ug/Business/Prosper/-/688616/893144/-/jfj6t2z/-/index.html,http://www.monitor.co.ug/Business/Prosper/-/688616/893144/-/jfj6t2z/-/index.html,L,3
flood,uganda,uga_impact_data.55,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,17-8-2010,,,,news,http://www.monitor.co.ug/Business/Prosper/-/688616/977532/-/iwlnhdz/-/index.html,http://www.monitor.co.ug/Business/Prosper/-/688616/977532/-/iwlnhdz/-/index.html,L,3
flood,uganda,uga_impact_data.56,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,23-8-2010,,,,news,http://www.newvision.co.ug/news/612643-stern-action-needed-to-end-city-floods.html,http://www.newvision.co.ug/news/612643-stern-action-needed-to-end-city-floods.html,L,3
flood,uganda,uga_impact_data.57,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,22-9-2010,,,,news,http://www.monitor.co.ug/News/National/-/688334/1015622/-/cnmrtcz/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1015622/-/cnmrtcz/-/index.html,L,3
flood,uganda,uga_impact_data.58,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,3-10-2010,,,,news,http://www.monitor.co.ug/Magazines/Farming/-/689860/875928/-/wufp6q/-/index.html,http://www.monitor.co.ug/Magazines/Farming/-/689860/875928/-/wufp6q/-/index.html,L,3
flood,uganda,uga_impact_data.59,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,31-10-2010,,,,news,http://www.monitor.co.ug/News/National/-/688334/1043428/-/cltlchz/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1043428/-/cltlchz/-/index.html,L,3
flood,uganda,uga_impact_data.60,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,16-2-2011,,,,news,http://www.newvision.co.ug/news/327832-museveni-predicts-landslide-victory.html,http://www.newvision.co.ug/news/327832-museveni-predicts-landslide-victory.html,L,3
flood,uganda,uga_impact_data.61,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,3-4-2011,,,,news,http://www.monitor.co.ug/OpEd/Commentary/-/689364/1118904/-/13coff4z/-/index.html,http://www.monitor.co.ug/OpEd/Commentary/-/689364/1118904/-/13coff4z/-/index.html,L,3
flood,uganda,uga_impact_data.62,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,11-4-2011,,,,news,http://www.newvision.co.ug/news/18911-floods-paralyse-kampala-traffic.html,http://www.newvision.co.ug/news/18911-floods-paralyse-kampala-traffic.html,L,3
flood,uganda,uga_impact_data.63,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,7-5-2011,,,,news,http://www.monitor.co.ug/OpEd/Commentary/-/689364/1194364/-/137u13pz/-/index.html,http://www.monitor.co.ug/OpEd/Commentary/-/689364/1194364/-/137u13pz/-/index.html,L,3
flood,uganda,uga_impact_data.64,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,6-7-2011,,,,news,http://www.monitor.co.ug/News/National/-/688334/1176454/-/c0u5vqz/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1176454/-/c0u5vqz/-/index.html,L,3
flood,uganda,uga_impact_data.65,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,18-8-2011,,,,news,http://www.newvision.co.ug/news/317388-updf-gear-stuck-in-bududa.html,http://www.newvision.co.ug/news/317388-updf-gear-stuck-in-bududa.html,L,3
flood,uganda,uga_impact_data.66,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,14-9-2011,,,,news,http://www.monitor.co.ug/News/National/-/688334/1236360/-/bj8lhxz/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1236360/-/bj8lhxz/-/index.html,L,3
flood,uganda,uga_impact_data.67,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,16-9-2011,,,,news,http://www.monitor.co.ug/OpEd/Editorial/-/689360/1237048/-/a15ijm/-/index.html,http://www.monitor.co.ug/OpEd/Editorial/-/689360/1237048/-/a15ijm/-/index.html,L,3
flood,uganda,uga_impact_data.68,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,10-10-2011,,,,news,http://www.monitor.co.ug/News/National/-/688334/1252916/-/bi36eiz/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1252916/-/bi36eiz/-/index.html,L,3
flood,uganda,uga_impact_data.69,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,5-11-2011,,,,news,http://www.monitor.co.ug/News/National/-/688334/1160034/-/c1kxvoz/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1160034/-/c1kxvoz/-/index.html,L,3
flood,uganda,uga_impact_data.70,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,20-11-2011,,,,news,http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/1275802/-/13udl6yz/-/index.html,http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/1275802/-/13udl6yz/-/index.html,L,3
flood,uganda,uga_impact_data.71,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,27-12-2011,,,,news,http://www.monitor.co.ug/OpEd/Commentary/-/689364/1295534/-/12nqjjjz/-/index.html,http://www.monitor.co.ug/OpEd/Commentary/-/689364/1295534/-/12nqjjjz/-/index.html,L,3
flood,uganda,uga_impact_data.72,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,9-1-2012,,,,news,http://www.monitor.co.ug/SpecialReports/Who-is-to-blame-for-continuous-environment-degradation-/-/688342/1491626/-/pq6t06z/-/index.html,http://www.monitor.co.ug/SpecialReports/Who-is-to-blame-for-continuous-environment-degradation-/-/688342/1491626/-/pq6t06z/-/index.html,L,3
flood,uganda,uga_impact_data.73,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,23-2-2012,,,,news,http://www.monitor.co.ug/News/National/-/688334/1333236/-/b07yknz/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1333236/-/b07yknz/-/index.html,L,3
flood,uganda,uga_impact_data.74,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,5-5-2012,,,,news,http://www.monitor.co.ug/News/National/Uganda-s-best-and-worst-employers/-/688334/1399618/-/jv4g4ez/-/index.html,http://www.monitor.co.ug/News/National/Uganda-s-best-and-worst-employers/-/688334/1399618/-/jv4g4ez/-/index.html,L,3
flood,uganda,uga_impact_data.75,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,9-6-2012,,,,news,http://www.newvision.co.ug/news/634959-move-some-ministries-out-of-kampala.html,http://www.newvision.co.ug/news/634959-move-some-ministries-out-of-kampala.html,L,3
flood,uganda,uga_impact_data.76,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,5-7-2012,,,,news,http://www.monitor.co.ug/News/National/Company-sues-electoral-body-over-alleged-contract-breach/-/688334/1400826/-/tkfkm0z/-/index.html,http://www.monitor.co.ug/News/National/Company-sues-electoral-body-over-alleged-contract-breach/-/688334/1400826/-/tkfkm0z/-/index.html,L,3
flood,uganda,uga_impact_data.77,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,16-8-2012,,,,news,http://www.monitor.co.ug/News/National/Entebbe-schools-stopped-from-reopening-over-spilling-sewage/-/688334/1480340/-/pd88awz/-/index.html,http://www.monitor.co.ug/News/National/Entebbe-schools-stopped-from-reopening-over-spilling-sewage/-/688334/1480340/-/pd88awz/-/index.html,L,3
flood,uganda,uga_impact_data.78,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,19-11-2012,,,,news,http://www.monitor.co.ug/News/National/Museveni-begs-donors-over-aid-cuts/-/688334/1624432/-/qp2mt3z/-/index.html,http://www.monitor.co.ug/News/National/Museveni-begs-donors-over-aid-cuts/-/688334/1624432/-/qp2mt3z/-/index.html,L,3
flood,uganda,uga_impact_data.79,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,24-12-2012,,,,news,http://www.monitor.co.ug/News/National/Water-shy-tourists-told-to-get-on-the-road-boat/-/688334/1650662/-/wkn7tdz/-/index.html,http://www.monitor.co.ug/News/National/Water-shy-tourists-told-to-get-on-the-road-boat/-/688334/1650662/-/wkn7tdz/-/index.html,L,3
flood,uganda,uga_impact_data.80,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,29-12-2012,,,,news,http://www.monitor.co.ug/News/National/Red-Cross-registers-66-injury-cases/-/688334/1653290/-/epkxafz/-/index.html,http://www.monitor.co.ug/News/National/Red-Cross-registers-66-injury-cases/-/688334/1653290/-/epkxafz/-/index.html,L,3
flood,uganda,uga_impact_data.81,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,4-2-2013,,,,news,http://www.monitor.co.ug/News/National/KCCA--city-musicians-plan-meeting/-/688334/1736462/-/kb77ip/-/index.html,http://www.monitor.co.ug/News/National/KCCA--city-musicians-plan-meeting/-/688334/1736462/-/kb77ip/-/index.html,L,3
flood,uganda,uga_impact_data.82,North Buganda,21UGA011,Wakiso,21UGA011013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,8-2-2013,,,,news,http://www.monitor.co.ug/OpEd/Letters/Weather-forecasts--Stop-misleading-us/-/806314/1934088/-/xmdcu/-/index.html,http://www.monitor.co.ug/OpEd/Letters/Weather-forecasts--Stop-misleading-us/-/806314/1934088/-/xmdcu/-/index.html,L,3
