adm1_name;adm1_pcode;adm2_name;adm2_pcode;adm3_name;adm3_pcode;PCODE;date_recorded;data_source;Data_quality_score;people_dead;people_injured;house_destroyed;house_damaged;household_displaced
Murang'a;KE021;Kigumo;KE021107;Kigumo;KE0211070530;KE0211070530;28-04-2016;eoc;5;0;0;0;5;27
Murang'a;KE021;Kigumo;KE021107;Kigumo;KE0211070530;KE0211070530;29-04-2016;eoc;0;0;0;0;5;27
Murang'a;KE021;Kigumo;KE021107;Kigumo;KE0211070530;KE0211070530;15-05-2018;eoc;5;0;9;0;0;700
Machakos;KE016;Mwala;KE016082;Wamunyu;KE0160820409;KE0160820409;11-04-2013;disinventer;5;1;0;0;0;0
Machakos;KE016;Mwala;KE016082;Wamunyu;KE0160820409;KE0160820409;13-04-2013;disinventer;5;1;0;0;0;0
Isiolo;KE011;Isiolo North;KE011049;Cherab;KE0110490244;KE0110490244;24-05-2005;disinventer;5;0;0;0;0;0
Isiolo;KE011;Isiolo North;KE011049;Cherab;KE0110490244;KE0110490244;25-04-2005;disinventer;5;0;0;0;0;0
Isiolo;KE011;Isiolo South;KE011050;Garbatulla;KE0110500248;KE0110500248;04-03-2010;disinventer;6;0;0;0;0;200
Isiolo;KE011;Isiolo South;KE011050;Garbatulla;KE0110500248;KE0110500248;21-04-2013;disinventer;6;0;0;0;0;0
Isiolo;KE011;Isiolo North;KE011049;Cherab;KE0110490244;KE0110490244;24-05-2005;disinventer;5;0;0;0;0;0
Isiolo;KE011;Isiolo North;KE011049;Cherab;KE0110490244;KE0110490244;29-04-2005;disinventer;6;0;0;0;0;0
Isiolo;KE011;Isiolo North;KE011049;Cherab;KE0110490244;KE0110490244;29-05-2005;disinventer;6;0;0;0;0;0
Isiolo;KE011;Isiolo North;KE011049;Cherab;KE0110490244;KE0110490244;20-11-2014;eoc;1;0;0;0;0;0
Isiolo;KE011;Isiolo North;KE011049;Cherab;KE0110490244;KE0110490244;16-11-2015;eoc;5;0;0;0;0;0
Isiolo;KE011;Isiolo North;KE011049;Oldonyiro;KE0110490247;KE0110490247;15-12-2015;eoc;5;0;0;25;0;20
Garissa;KE007;Ijara;KE007032;Ijara;KE0070320159;KE0070320159;13-05-2002;dref;5;0;0;0;0;0
Kilifi;KE003;Ganze;KE003015;Jaribuni;KE0030150073;KE0030150073;08-05-2017;eoc;5;0;0;0;0;5
Machakos;KE016;Matungulu;KE016078;Matungulu West;KE0160780388;KE0160780388;25-04-2012;eoc;5;0;4;0;0;0
Machakos;KE016;Matungulu;KE016078;Matungulu West;KE0160780388;KE0160780388;06-05-2012;disinventer;5;0;0;0;0;0
Turkana;KE023;Turkana South;KE023127;Lokichar;KE0231270637;KE0231270637;01-05-2017;eoc;5;2;0;0;0;0
Turkana;KE023;Turkana South;KE023127;Lokichar;KE0231270637;KE0231270637;01-05-2017;eoc;5;2;0;0;0;0
Baringo;KE030;Baringo South;KE030160;Ilchamus;KE0301600799;KE0301600799;13-05-2013;eoc;6;0;0;0;0;0
Baringo;KE030;Baringo South;KE030160;Ilchamus;KE0301600799;KE0301600799;02-09-2018;eoc;5;0;0;0;0;0
Turkana;KE023;Turkana South;KE023127;Lokichar;KE0231270637;KE0231270637;21-10-2017;eoc;5;0;0;0;0;0
Turkana;KE023;Turkana South;KE023127;Lokichar;KE0231270637;KE0231270637;21-10-2017;eoc;5;0;0;0;0;0
Garissa;KE007;Balambala;KE007028;Jarajara;KE0070280137;KE0070280137;24-04-2019;eoc;1;0;0;0;0;0
Taita Taveta;KE006;Taveta;KE006023;Mata;KE0060230115;KE0060230115;09-11-2013;eoc;1;0;0;0;0;0
Taita Taveta;KE006;Mwatate;KE006025;Mwatate;KE0060250121;KE0060250121;23-11-2015;eoc;1;1;0;0;0;0
Taita Taveta;KE006;Taveta;KE006023;Mata;KE0060230115;KE0060230115;09-11-2013;eoc;1;0;0;0;0;0
Taita Taveta;KE006;Mwatate;KE006025;Mwatate;KE0060250121;KE0060250121;23-11-2015;eoc;1;1;0;0;0;0
Kilifi;KE003;Kaloleni;KE003013;Kaloleni;KE0030130065;KE0030130065;01-05-2006;eoc;7;0;0;25;0;48
Taita Taveta;KE006;Voi;KE006026;Kaloleni;KE0060260127;KE0060260127;01-05-2006;eoc;7;0;0;25;0;48
Garissa;KE007;Fafi;KE007031;Bura;KE0070310152;KE0070310152;25-04-2010;dref;7;0;0;0;0;0
Taita Taveta;KE006;Mwatate;KE006025;Bura;KE0060250122;KE0060250122;25-04-2010;dref;7;0;0;0;0;0
Garissa;KE007;Fafi;KE007031;Bura;KE0070310152;KE0070310152;25-04-2010;dref;7;0;0;0;0;0
Taita Taveta;KE006;Mwatate;KE006025;Bura;KE0060250122;KE0060250122;25-04-2010;dref;7;0;0;0;0;0
Kilifi;KE003;Kaloleni;KE003013;Kaloleni;KE0030130065;KE0030130065;01-05-2006;dref;7;0;0;25;0;48
Taita Taveta;KE006;Voi;KE006026;Kaloleni;KE0060260127;KE0060260127;01-05-2006;dref;7;0;0;25;0;48
Kilifi;KE003;Kaloleni;KE003013;Kaloleni;KE0030130065;KE0030130065;01-05-2006;dref;7;0;0;25;0;48
Taita Taveta;KE006;Voi;KE006026;Kaloleni;KE0060260127;KE0060260127;01-05-2006;dref;7;0;0;25;0;48
Kilifi;KE003;Kaloleni;KE003013;Kaloleni;KE0030130065;KE0030130065;18-11-2015;eoc;7;1;0;0;0;0
Taita Taveta;KE006;Voi;KE006026;Kaloleni;KE0060260127;KE0060260127;18-11-2015;eoc;7;1;0;0;0;0
Kilifi;KE003;Kaloleni;KE003013;Kaloleni;KE0030130065;KE0030130065;18-11-2015;eoc;7;1;0;0;0;0
Taita Taveta;KE006;Voi;KE006026;Kaloleni;KE0060260127;KE0060260127;18-11-2015;eoc;7;1;0;0;0;0
Kilifi;KE003;Kaloleni;KE003013;Kaloleni;KE0030130065;KE0030130065;18-11-2015;eoc;7;1;0;0;0;0
Taita Taveta;KE006;Voi;KE006026;Kaloleni;KE0060260127;KE0060260127;18-11-2015;eoc;7;1;0;0;0;0
Kilifi;KE003;Kaloleni;KE003013;Kaloleni;KE0030130065;KE0030130065;18-11-2015;eoc;7;1;0;0;0;0
Taita Taveta;KE006;Voi;KE006026;Kaloleni;KE0060260127;KE0060260127;18-11-2015;eoc;7;1;0;0;0;0
Kajiado;KE034;Kajiado East;KE034185;Kitengela;KE0341850922;KE0341850922;23-04-2012;eoc;7;0;0;0;0;0
Kajiado;KE034;Kajiado East;KE034185;Kitengela;KE0341850922;KE0341850922;11-06-2012;dref;7;0;0;0;0;500
Kirinyaga;KE020;Mwea;KE020100;Thiba;KE0201000498;KE0201000498;08-05-2012;eoc;7;0;0;0;0;0
Kirinyaga;KE020;Mwea;KE020100;Thiba;KE0201000498;KE0201000498;01-12-2015;eoc;7;0;0;0;0;0
Kirinyaga;KE020;Mwea;KE020100;Thiba;KE0201000498;KE0201000498;20-04-2018;eoc;7;0;1;0;0;100
Uasin Gishu;KE027;Soy;KE027141;Soy;KE0271410706;KE0271410706;07-03-2014;dref;7;5;0;0;51;131
Uasin Gishu;KE027;Soy;KE027141;Soy;KE0271410706;KE0271410706;07-03-2014;dref;7;5;0;0;51;131
Taita Taveta;KE006;Taveta;KE006023;Bomani;KE0060230113;KE0060230113;11-06-2012;dref;7;0;0;0;0;105
Taita Taveta;KE006;Taveta;KE006023;Bomani;KE0060230113;KE0060230113;11-06-2012;dref;7;0;0;0;0;105
Tana River;KE004;Galole;KE004019;Chewani;KE0040190094;KE0040190094;25-11-2008;dref;5;0;0;14;10;0
Tana River;KE004;Galole;KE004019;Chewani;KE0040190094;KE0040190094;25-11-2008;dref;5;0;0;0;0;0
Tana River;KE004;Galole;KE004019;Chewani;KE0040190094;KE0040190094;27-04-2018;eoc;5;11;0;0;0;0
Tana River;KE004;Galole;KE004019;Chewani;KE0040190094;KE0040190094;27-04-2018;eoc;5;0;0;0;0;0
Tana River;KE004;Bura;KE004020;Madogo;KE0040200100;KE0040200100;03-04-2010;eoc;6;0;0;0;0;165
Tana River;KE004;Bura;KE004020;Madogo;KE0040200100;KE0040200100;03-04-2010;eoc;6;0;0;0;0;0
Tana River;KE004;Bura;KE004020;Madogo;KE0040200100;KE0040200100;25-11-2008;dref;5;0;0;14;10;0
Tana River;KE004;Bura;KE004020;Madogo;KE0040200100;KE0040200100;20-03-2013;dref;7;3;0;1;0;0
Tana River;KE004;Bura;KE004020;Madogo;KE0040200100;KE0040200100;20-03-2013;dref;7;0;0;0;0;0
Tana River;KE004;Bura;KE004020;Madogo;KE0040200100;KE0040200100;20-03-2013;dref;7;3;0;1;0;0
Tana River;KE004;Bura;KE004020;Chewele ;KE0040200096;KE0040200096;03-04-2010;dref;6;0;0;0;0;165
Tana River;KE004;Bura;KE004020;Chewele;KE0040200096;KE0040200096;03-04-2010;dref;6;0;0;0;0;165
Tana River;KE004;Bura;KE004020;Chewele;KE0040200096;KE0040200096;21-03-2010;dref;7;0;0;25;0;0
Tana River;KE004;Bura;KE004020;Chewele;KE0040200096;KE0040200096;21-03-2010;dref;7;0;0;25;0;0
Tana River;KE004;Bura;KE004020;Chewele;KE0040200096;KE0040200096;21-03-2010;dref;7;0;0;0;0;0
Tana River;KE004;Bura;KE004020;Sala;KE0040200099;KE0040200099;07-11-2008;dref;7;2;0;0;0;0
Tana River;KE004;Bura;KE004020;Sala;KE0040200099;KE0040200099;07-11-2008;dref;7;2;0;0;0;0
Marsabit;KE010;Moyale;KE010045;Moyale Township;KE0100450225;KE0100450225;11-10-2019;dref;7;0;0;0;1055;0
Marsabit;KE010;Moyale;KE010045;Moyale Township;KE0100450225;KE0100450225;11-10-2019;dref;7;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;17-11-2015;wra;5;15;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;17-11-2015;wra;5;15;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;17-12-2015;eoc;5;1;2;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;19-12-2015;eoc;5;1;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;13-03-2018;eoc;1;1;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;17-12-2015;eoc;5;1;2;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;19-12-2015;eoc;5;1;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;13-03-2018;eoc;1;1;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town ;KE0331790893;KE0331790893;24-12-2009;disinventer;5;2;0;0;0;60
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;06-01-2010;disinventer;5;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;24-04-2012;eoc;1;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;28-04-2015;wra;5;15;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;29-04-2015;eoc;5;9;8;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;01-05-2015;eoc;0;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;02-05-2015;eoc;0;11;8;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;23-11-2015;disinventer;5;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;25-11-2015;eoc;0;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;14-12-2015;disinventer;5;1;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;03-11-2017;wra;5;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;25-11-2017;wra;5;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;26-11-2017;eoc;5;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;27-11-2017;eoc;0;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;12-01-2018;eoc;1;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;18-03-2018;eoc;5;4;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;19-03-2018;eoc;0;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town ;KE0331790893;KE0331790893;24-12-2009;disinventer;5;2;0;0;0;60
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;06-01-2010;disinventer;5;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;24-04-2012;eoc;1;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;28-04-2015;wra;5;15;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;29-04-2015;eoc;5;9;8;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;01-05-2015;eoc;0;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;02-05-2015;eoc;0;11;8;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;23-11-2015;disinventer;5;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;25-11-2015;eoc;0;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;14-12-2015;disinventer;5;1;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;03-11-2017;wra;5;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;25-11-2017;wra;5;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;26-11-2017;eoc;5;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;27-11-2017;eoc;0;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;12-01-2018;eoc;1;0;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;18-03-2018;eoc;5;4;0;0;0;0
Narok;KE033;Narok North;KE033179;Narok Town;KE0331790893;KE0331790893;19-03-2018;eoc;0;0;0;0;0;0
Tana River;KE004;Bura;KE004020;Hirimani;KE0040200097;KE0040200097;30-05-2012;eoc;7;0;0;2340;0;0
Tana River;KE004;Bura;KE004020;Hirimani;KE0040200097;KE0040200097;30-05-2012;eoc;7;0;0;0;0;0
Tana River;KE004;Galole;KE004019;Kinakomba;KE0040190092;KE0040190092;25-11-2008;dref;5;0;0;14;10;0
Tana River;KE004;Galole;KE004019;Kinakomba;KE0040190092;KE0040190092;25-11-2008;dref;5;0;0;0;0;0
Marsabit;KE010;North Horr;KE010046;North Horr;KE0100460231;KE0100460231;29-05-2016;eoc;5;0;0;0;0;0
Marsabit;KE010;North Horr;KE010046;North Horr;KE0100460231;KE0100460231;29-05-2016;eoc;5;0;0;0;0;0
Narok;KE033;Narok South;KE033181;Ololulung'a;KE0331810902;KE0331810902;03-04-2013;disinventer;5;10;0;0;0;0
Narok;KE033;Narok South;KE033181;Ololulung'a;KE0331810902;KE0331810902;03-04-2013;disinventer;5;10;0;0;0;0
Narok;KE033;Narok South;KE033181;Ololulung'a;KE0331810902;KE0331810902;13-04-2013;disinventer;5;10;2;0;0;0
Narok;KE033;Narok South;KE033181;Ololulung'a;KE0331810902;KE0331810902;13-04-2013;disinventer;5;10;2;0;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;10-05-2010;disinventer;5;4;0;0;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;10-05-2010;disinventer;5;4;0;0;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;10-05-2010;disinventer;5;4;0;0;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;10-05-2010;disinventer;5;0;0;0;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;13-05-2010;disinventer;6;0;0;0;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;09-03-2016;eoc;5;3;0;0;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;13-05-2010;eoc;6;0;0;0;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;13-05-2010;eoc;6;0;0;0;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;27-10-2006;disinventer;5;2;0;105;0;105
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;10-05-2010;disinventer;5;3;0;0;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;24-02-2011;disinventer;5;0;1;0;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;28-04-2016;eoc;5;7;0;0;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;27-10-2006;disinventer;5;2;0;105;0;105
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;10-05-2010;disinventer;5;3;0;0;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;24-02-2011;disinventer;5;0;1;0;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;24-02-2011;disinventer;5;0;0;0;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;26-11-2014;eoc;5;0;0;20;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;22-04-2018;disinventer;5;0;0;5592;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;25-05-2018;eoc;5;0;0;0;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;26-11-2014;eoc;5;0;0;20;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;22-04-2018;disinventer;5;0;0;5592;0;0
Turkana;KE023;Turkana Central;KE023125;Lodwar Township;KE0231250627;KE0231250627;25-05-2018;eoc;5;0;0;0;0;0
Kilifi;KE003;Malindi;KE003016;Malindi Town;KE0030160078;KE0030160078;23-05-2017;eoc;5;0;0;0;1;0
Nakuru;KE032;Naivasha;KE032168;Hells Gate;KE0321680837;KE0321680837;23-04-2012;eoc;5;7;0;0;0;0
Nakuru;KE032;Naivasha;KE032168;Hells Gate;KE0321680837;KE0321680837;23-04-2012;eoc;5;7;0;0;0;0
Wajir;KE008;Wajir West;KE008036;Arbajahan;KE0080360176;KE0080360176;28-10-2006;disinventer;5;0;0;0;0;0
Wajir;KE008;Wajir East;KE008034; Khorof Harrar;KE0080340171;KE0080340171;28-10-2006;disinventer;5;0;0;0;0;0
Wajir;KE008;Wajir West;KE008036;Arbajahan;KE0080360176;KE0080360176;25-11-2008;dref;5;0;0;0;0;0
Wajir;KE008;Wajir West;KE008036;Arbajahan;KE0080360176;KE0080360176;25-11-2008;dref;5;0;0;0;0;0
Wajir;KE008;Wajir East;KE008034; Khorof Harrar;KE0080340171;KE0080340171;25-11-2008;dref;5;0;0;0;0;0
Wajir;KE008;Wajir West;KE008036;Arbajahan;KE0080360176;KE0080360176;25-11-2008;dref;5;0;0;0;0;0
Siaya;KE041;Rarieda;KE041237;West Uyoma;KE0412371185;KE0412371185;14-01-2010;disinventer;5;0;0;0;0;0
Siaya;KE041;Rarieda;KE041237;West Uyoma;KE0412371185;KE0412371185;14-01-2010;disinventer;5;0;0;0;0;0
Isiolo;KE011;Isiolo North;KE011049;Bulla Pesa;KE0110490242;KE0110490242;15-03-2018;wra;5;0;0;0;0;0
Turkana;KE023;Turkana Central;KE023125;Kerio Delta;KE0231250624;KE0231250624;01-07-2010;disinventer;5;0;0;191;0;0
Nairobi;KE047;Embakasi South;KE047282;Imara Daima;KE0472821406;KE0472821406;26-12-2012;eoc;5;0;0;0;100;0
Nairobi;KE047;Embakasi South;KE047282;Imara Daima;KE0472821406;KE0472821406;26-12-2012;eoc;5;0;0;0;100;0
Siaya;KE041;Rarieda;KE041237;North Uyoma;KE0412371183;KE0412371183;27-12-2009;disinventer;5;5;0;101;0;0
Siaya;KE041;Rarieda;KE041237;North Uyoma;KE0412371183;KE0412371183;27-12-2009;disinventer;5;5;0;101;0;0
Turkana;KE023;Turkana North;KE023123;Kaaleng-Kaikor;KE0231230614;KE0231230614;01-05-2017;eoc;5;0;0;0;0;0
Turkana;KE023;Turkana North;KE023123;Kaaleng-Kaikor;KE0231230614;KE0231230614;01-05-2017;eoc;5;0;0;0;0;0
Turkana;KE023;Turkana North;KE023123;Kaaleng-Kaikor;KE0231230614;KE0231230614;01-05-2017;eoc;5;0;0;0;0;0
Turkana;KE023;Turkana North;KE023123;Kaaleng-Kaikor;KE0231230614;KE0231230614;01-05-2017;eoc;5;0;0;0;0;0
Baringo;KE030;Eldama Ravine;KE030162;Lembus-Perkerra;KE0301620809;KE0301620809;22-05-2017;eoc;5;0;0;7;0;0
Makueni;KE017;Kibwezi West;KE017087;Emali-Mulala;KE0170870436;KE0170870436;03-03-2018;eoc;5;0;0;0;0;0
Tana River;KE004;Galole;KE004019;Wayu;KE0040190095;KE0040190095;03-04-2010;eoc;6;0;0;0;0;165
Tana River;KE004;Galole;KE004019;Wayu;KE0040190095;KE0040190095;03-04-2010;eoc;6;0;0;0;0;0
Tana River;KE004;Galole;KE004019;Wayu;KE0040190095;KE0040190095;03-04-2010;eoc;6;0;0;0;0;0
Samburu;KE025;Samburu North;KE025134;El Barta;KE0251340666;KE0251340666;01-05-2017;wra;5;0;0;0;0;0
Samburu;KE025;Samburu North;KE025134;El Barta;KE0251340666;KE0251340666;01-05-2017;wra;5;0;0;0;0;0
Murang'a;KE021;Kigumo;KE021107;Muthithi;KE0211070529;KE0211070529;08-04-2010;wra;7;1;0;0;0;0
Murang'a;KE021;Kigumo;KE021107;Muthithi;KE0211070529;KE0211070529;08-04-2010;wra;7;1;0;0;0;0
Samburu;KE025;Samburu North;KE025134;Angata Nanyukie;KE0251340670;KE0251340670;01-05-2017;wra;5;0;0;0;0;0
Samburu;KE025;Samburu North;KE025134;Angata Nanyukie;KE0251340670;KE0251340670;01-05-2017;wra;5;0;0;0;0;0
Nairobi;KE047;Ruaraka;KE047281;Mathare North;KE0472811403;KE0472811403;11-06-2012;dref;5;1;0;0;0;643
Nairobi;KE047;Ruaraka;KE047281;Mathare North;KE0472811403;KE0472811403;11-06-2012;dref;5;1;0;0;0;643
Isiolo;KE011;Isiolo South;KE011050;Sericho;KE0110500250;KE0110500250;24-05-2005;disinventer;5;0;0;0;0;0
Isiolo;KE011;Isiolo South;KE011050;Sericho;KE0110500250;KE0110500250;24-05-2005;disinventer;5;0;0;0;0;0
Isiolo;KE011;Isiolo South;KE011050;Sericho;KE0110500250;KE0110500250;01-12-2015;eoc;5;0;0;0;0;0
Elgeyo-Marakwet;KE028;Keiyo South;KE028150;Kaptarakwa;KE0281500745;KE0281500745;15-01-2013;dref;5;9;9;0;12;72
Elgeyo-Marakwet;KE028;Keiyo South;KE028150;Chepkorio;KE0281500746;KE0281500746;07-03-2014;dref;5;8;0;0;12;72
Tana River;KE004;Garsen;KE004018;Garsen North Ward;KE0040180091;KE0040180091;27-04-2018;eoc;5;11;0;0;0;0
Tana River;KE004;Garsen;KE004018;Garsen North Ward;KE0040180091;KE0040180091;27-04-2018;eoc;5;0;0;0;0;0
Siaya;KE041;Ugenya;KE041232;East Ugenya;KE0412321159;KE0412321159;06-12-2011;disinventer;5;0;0;0;500;5000
Siaya;KE041;Ugenya;KE041232;East Ugenya;KE0412321159;KE0412321159;31-05-2013;dref;5;0;0;0;0;661
Siaya;KE041;Ugenya;KE041232;East Ugenya;KE0412321159;KE0412321159;06-12-2011;disinventer;5;0;0;0;500;5000
Siaya;KE041;Ugenya;KE041232;East Ugenya;KE0412321159;KE0412321159;31-05-2013;dref;5;0;0;0;0;661
Murang'a;KE021;Maragwa;KE021108;Ichagaki;KE0211080537;KE0211080537;03-11-2009;dref;7;1;0;1;0;0
Murang'a;KE021;Maragwa;KE021108;Ichagaki;KE0211080537;KE0211080537;03-11-2009;dref;7;1;0;1;0;0
Nairobi;KE047;Embakasi West;KE047286;Kariobangi South;KE0472861429;KE0472861429;17-01-2016;eoc;7;0;0;0;0;0
Nairobi;KE047;Embakasi West;KE047286;Kariobangi South;KE0472861429;KE0472861429;17-01-2016;eoc;7;0;0;0;0;0
Tana River;KE004;Garsen;KE004018;Kipini East;KE0040180086;KE0040180086;25-11-2008;dref;5;0;0;14;10;0
Tana River;KE004;Garsen;KE004018;Kipini East;KE0040180086;KE0040180086;25-11-2008;dref;5;0;0;0;0;0
Tana River;KE004;Garsen;KE004018;Garsen Central;KE0040180089;KE0040180089;14-04-2013;eoc;5;0;0;0;0;0
Tana River;KE004;Garsen;KE004018;Garsen Central;KE0040180089;KE0040180089;27-04-2018;eoc;5;11;0;0;0;0
Tana River;KE004;Garsen;KE004018;Garsen Central;KE0040180089;KE0040180089;14-04-2013;eoc;5;0;0;0;0;0
Tana River;KE004;Garsen;KE004018;Garsen Central;KE0040180089;KE0040180089;27-04-2018;eoc;5;11;0;0;0;0
Tana River;KE004;Garsen;KE004018;Garsen Central;KE0040180089;KE0040180089;30-05-2012;eoc;7;0;0;2340;0;0
Tana River;KE004;Garsen;KE004018;Garsen Central;KE0040180089;KE0040180089;30-05-2012;eoc;7;0;0;2340;0;0
Tana River;KE004;Garsen;KE004018;Garsen Central;KE0040180089;KE0040180089;30-05-2012;eoc;7;0;0;0;0;0
Tana River;KE004;Garsen;KE004018;Garsen Central;KE0040180089;KE0040180089;30-05-2012;eoc;7;0;0;0;0;0
Nyeri;KE019;Mukurwe-Ini;KE019098;Mukurwe-Ini Central;KE0190980490;KE0190980490;13-05-2012;disinventer;5;0;0;0;5;0
Nyeri;KE019;Mukurwe-Ini;KE019098;Mukurwe-Ini Central;KE0190980490;KE0190980490;13-05-2012;disinventer;5;0;0;0;5;0
Nyeri;KE019;Mukurwe-Ini;KE019098;Mukurwe-Ini Central;KE0190980490;KE0190980490;05-05-2010;dref;5;2;0;0;0;150
Nyeri;KE019;Mukurwe-Ini;KE019098;Mukurwe-Ini Central;KE0190980490;KE0190980490;05-05-2010;dref;5;2;0;0;0;150
Murang'a;KE021;Kangema;KE021104;Kanyenya-Ini;KE0211040516;KE0211040516;07-11-2008;disinventer;5;10;0;2;10;0
Murang'a;KE021;Kangema;KE021104;Kanyenya-Ini;KE0211040516;KE0211040516;01-05-2009;disinventer;7;1;0;5;0;0
Murang'a;KE021;Kangema;KE021104;Kanyenya-Ini;KE0211040516;KE0211040516;01-05-2009;disinventer;7;0;0;0;0;0
Murang'a;KE021;Kangema;KE021104;Kanyenya-Ini;KE0211040516;KE0211040516;01-05-2009;disinventer;7;1;0;5;0;0
