disaster_type,country,disaster_id,adm1_name,adm1_pcode,adm2_name,adm2_pcode,adm3_name,adm3_pcode,location,comment,data_quality_score,date_event,old_date_event,start_date_event,end_date_event,people_dead,people_injured,people_displaced,people_affected,house_destroyed,house_damaged,household_displaced,household_affected,livestock_lost,livestock_affected,lost_crops_ha,road,bridge,school,sewerage_latrine,aqueduct,wall,hospital_health_center,drainage,institution_church_mosque,industry,energy,communication,agriculture,date_recorded,data_source,data_source_other,data_source_url
flood,uganda,uga_impact_data.371,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,18-3-1991,18-3-1991,,,1,,,,,300,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.372,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,21-4-1992,21-4-1992,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.373,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,18-3-1993,18-3-1993,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,NewVision,
flood,uganda,uga_impact_data.374,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,11-3-1995,11-3-1995,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.375,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,13-3-1995,13-3-1995,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.376,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,10-4-1995,10-4-1995,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.377,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,24-3-1996,24-3-1996,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.378,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,6-4-1997,6-4-1997,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.379,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,13-4-1997,13-4-1997,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.380,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,25-3-1998,25-3-1998,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.381,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,9-5-1998,9-5-1998,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.382,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,14-10-1998,14-10-1998,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.383,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,29-10-1998,29-10-1998,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.384,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,12-8-1999,12-8-1999,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,NewVision,
flood,uganda,uga_impact_data.385,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,2-9-2000,2-9-2000,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.386,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,24-5-2001,24-5-2001,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/346488-kcc-control-dumping.html,http://www.newvision.co.ug/news/346488-kcc-control-dumping.html
flood,uganda,uga_impact_data.387,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,30-8-2001,30-8-2001,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/339475-wakiso-to-clear-lubigi-channel.html,http://www.newvision.co.ug/news/339475-wakiso-to-clear-lubigi-channel.html
flood,uganda,uga_impact_data.388,Kampala,21UGA007,Kampala,21UGA007001,,,,keep as is,6,6-3-2002,6-3-2002,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,https://www.newvision.co.ug/new_vision/news/1085491/floods-stop-city-business,https://www.newvision.co.ug/new_vision/news/1085491/floods-stop-city-business
flood,uganda,uga_impact_data.389,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,8-11-2002,8-11-2002,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.390,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,18-11-2002,18-11-2002,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/383358-kampala-markets-are-a-health-risk.html,http://www.newvision.co.ug/news/383358-kampala-markets-are-a-health-risk.html
flood,uganda,uga_impact_data.391,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,18-5-2003,18-5-2003,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/595117-in-brief.html,http://www.newvision.co.ug/news/595117-in-brief.html
flood,uganda,uga_impact_data.392,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,23-7-2003,23-7-2003,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/590661-kcc-seeks-sh140b-to-fight-floods.html,http://www.newvision.co.ug/news/590661-kcc-seeks-sh140b-to-fight-floods.html
flood,uganda,uga_impact_data.393,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,17-8-2003,17-8-2003,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/588786-culvert-installation-reduces-city-flooding.html,http://www.newvision.co.ug/news/588786-culvert-installation-reduces-city-flooding.html
flood,uganda,uga_impact_data.394,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,17-10-2003,17-10-2003,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/584464-greenboat-sues-kcc-over-sh3b.html,http://www.newvision.co.ug/news/584464-greenboat-sues-kcc-over-sh3b.html
flood,uganda,uga_impact_data.395,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,19-10-2003,19-10-2003,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/584304-kcc-re-opens-old-port-bell-road.html,http://www.newvision.co.ug/news/584304-kcc-re-opens-old-port-bell-road.html
flood,uganda,uga_impact_data.396,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,11-12-2003,11-12-2003,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.397,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,23-1-2004,23-1-2004,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.398,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,7-6-2004,7-6-2004,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/413696-news-briefs.html,http://www.newvision.co.ug/news/413696-news-briefs.html
flood,uganda,uga_impact_data.399,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,2-9-2004,2-9-2004,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/SpecialReports/WarMemories/-/859092/858444/-/4a7f64z/-/index.html,http://www.monitor.co.ug/SpecialReports/WarMemories/-/859092/858444/-/4a7f64z/-/index.html
flood,uganda,uga_impact_data.400,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, source reference doesn't exist anymore and only other proof is DesInventar",4,9-9-2004,9-9-2004,,,NA,,,300,,1,,,,,,,,TRUE,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.401,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,11-11-2004,11-11-2004,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/409703-in-brief.html,http://www.newvision.co.ug/news/409703-in-brief.html
flood,uganda,uga_impact_data.402,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,24-11-2004,24-11-2004,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.403,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,25-11-2004,25-11-2004,,,3,,,,,,,,,,,,,TRUE,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.404,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,7-1-2005,7-1-2005,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/440432-<U+FFFD>????????????????????????????-ekisanja-protesters-violated,http://www.newvision.co.ug/news/440432-<U+FFFD>????????????????????????????-ekisanja-protesters-violated
flood,uganda,uga_impact_data.405,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,19-1-2005,19-1-2005,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/451791-fufa-to-sue-top-radio.html,http://www.newvision.co.ug/news/451791-fufa-to-sue-top-radio.html
flood,uganda,uga_impact_data.406,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,21-3-2005,21-3-2005,,,3,,,300,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.407,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,29-5-2005,29-5-2005,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/442730-in-brief.html,http://www.newvision.co.ug/news/442730-in-brief.html
flood,uganda,uga_impact_data.408,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,28-7-2005,28-7-2005,,,1,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.409,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,13-2-2006,13-2-2006,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/474528-upbc-petitions-wbc-over-lusambya-fight.html,http://www.newvision.co.ug/news/474528-upbc-petitions-wbc-over-lusambya-fight.html
flood,uganda,uga_impact_data.410,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,30-3-2006,30-3-2006,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.411,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,6-4-2006,6-4-2006,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.412,Kampala,21UGA007,Kampala,21UGA007001,,,,"keep as is, changed date to 06/12 from 12/06",6,6-12-2006,12-6-2006,,,NA,,,300,,,,50,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,news,New Vision,https://www.newvision.co.ug/news/1135486/kampala-flooded-downpour
flood,uganda,uga_impact_data.413,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,6-8-2006,6-8-2006,,,2,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.414,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,3-11-2006,3-11-2006,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Letter Ref: 003/kddp/2006 dated 15/11/06 from the LC III Chairperson,
flood,uganda,uga_impact_data.415,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,8-11-2006,8-11-2006,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/462574-foodstuffs-flood.html,http://www.newvision.co.ug/news/462574-foodstuffs-flood.html
flood,uganda,uga_impact_data.416,Kampala,21UGA007,Kampala,21UGA007001,,,,"to delete, also wrong date",0,12-11-2006,12-11-2006,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/454336-govt-joins-kcc-to-fight-floods.html,http://www.newvision.co.ug/news/454336-govt-joins-kcc-to-fight-floods.html
flood,uganda,uga_impact_data.417,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,17-11-2006,17-11-2006,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/456077-is-your-house-flood-protected.html,http://www.newvision.co.ug/news/456077-is-your-house-flood-protected.html
flood,uganda,uga_impact_data.418,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,6-12-2006,6-12-2006,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.419,Kampala,21UGA007,Kampala,21UGA007001,,,,keep as is,6,12-12-2006,12-12-2006,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/454272-floods-blamed-on-bugolobi-buildings.html,http://www.newvision.co.ug/news/454272-floods-blamed-on-bugolobi-buildings.html
flood,uganda,uga_impact_data.420,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar changed date to 01/10 from 10/02",4,1-10-2007,10-2-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
flood,uganda,uga_impact_data.421,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,10-3-2007,10-3-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/Education/-/688336/791630/-/10ime9w/-/index.html,http://www.monitor.co.ug/News/Education/-/688336/791630/-/10ime9w/-/index.html
flood,uganda,uga_impact_data.422,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,15-3-2007,15-3-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/497641-kampala-divisions-should-be-autonomous-takuba.html,http://www.newvision.co.ug/news/497641-kampala-divisions-should-be-autonomous-takuba.html
flood,uganda,uga_impact_data.423,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,17-3-2007,17-3-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/497555-heavy-rains-expected-this-season.html,http://www.newvision.co.ug/news/497555-heavy-rains-expected-this-season.html
flood,uganda,uga_impact_data.424,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,10-5-2007,10-5-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/-/688324/793296/-/bpumbd/-/index.html,http://www.monitor.co.ug/News/-/688324/793296/-/bpumbd/-/index.html
flood,uganda,uga_impact_data.425,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,27-6-2007,27-6-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/490540-terrible-drivers.html,http://www.newvision.co.ug/news/490540-terrible-drivers.html
flood,uganda,uga_impact_data.426,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,4,15-7-2007,15-7-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/489387-kyambogo-protests-car-depot-construction.html,http://www.newvision.co.ug/news/489387-kyambogo-protests-car-depot-construction.html
flood,uganda,uga_impact_data.427,Kampala,21UGA007,Kampala,21UGA007001,,,,keep as is,6,29-7-2007,29-7-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/488427-july-unusually-cold-wet-experts.html,http://www.newvision.co.ug/news/488427-july-unusually-cold-wet-experts.html
flood,uganda,uga_impact_data.428,Kampala,21UGA007,Kampala,21UGA007001,,,,"keep as is, changed date to 01/08 from 03/08",6,1-8-2007,3-8-2007,,,NA,,,,,10000,,,,,,,,,,,,,,,,,,,,news,New Vision,https://www.newvision.co.ug/news/1159925/floods-displace-thousands-kampala
flood,uganda,uga_impact_data.429,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,8-8-2007,8-8-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Business/Prosper/-/688616/766740/-/k1ebklz/-/index.html,http://www.monitor.co.ug/Business/Prosper/-/688616/766740/-/k1ebklz/-/index.html
flood,uganda,uga_impact_data.430,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,10-8-2007,10-8-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/483278-rains-affecting-road-repairs-minister.html,http://www.newvision.co.ug/news/483278-rains-affecting-road-repairs-minister.html
flood,uganda,uga_impact_data.431,Kampala,21UGA007,Kampala,21UGA007001,,,,"unclear, only reference in DesInventar",4,20-9-2007,20-9-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Juliet Kiyimba - Branch Field Coordinator,
flood,uganda,uga_impact_data.432,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,24-9-2007,24-9-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Business/Prosper/-/688616/781228/-/k09tcnz/-/index.html,http://www.monitor.co.ug/Business/Prosper/-/688616/781228/-/k09tcnz/-/index.html
flood,uganda,uga_impact_data.433,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,25-9-2007,25-9-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/782194/-/4qhkmf/-/index.html,http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/782194/-/4qhkmf/-/index.html
flood,uganda,uga_impact_data.434,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,27-9-2007,27-9-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/-/688334/787234/-/w0rl5u/-/index.html,http://www.monitor.co.ug/News/National/-/688334/787234/-/w0rl5u/-/index.html
flood,uganda,uga_impact_data.435,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,28-9-2007,28-9-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/Education/-/688336/788910/-/10i5rwe/-/index.html,http://www.monitor.co.ug/News/Education/-/688336/788910/-/10i5rwe/-/index.html
flood,uganda,uga_impact_data.436,Kampala,21UGA007,Kampala,21UGA007001,,,,keep as is,6,8-10-2007,8-10-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/Education/-/688336/770510/-/10hdlbv/-/index.html,http://www.monitor.co.ug/News/Education/-/688336/770510/-/10hdlbv/-/index.html
flood,uganda,uga_impact_data.437,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,30-10-2007,30-10-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/481654-unbs-gets-tough-on-fake-imports.html,http://www.newvision.co.ug/news/481654-unbs-gets-tough-on-fake-imports.html
flood,uganda,uga_impact_data.438,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,8-11-2007,8-11-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/Commentary/-/689364/773076/-/b1q7g1z/-/index.html,http://www.monitor.co.ug/OpEd/Commentary/-/689364/773076/-/b1q7g1z/-/index.html
flood,uganda,uga_impact_data.439,Kampala,21UGA007,Kampala,21UGA007001,,,,keep as is,7,16-11-2007,16-11-2007,16-11-2007,27-11-2007,4,,,4000,2,,,,,,,,,,,,,,,,,,,,,news,https://www.newvision.co.ug/new_vision/news/1215221/killed-kampala-floods,https://www.newvision.co.ug/new_vision/news/1215221/killed-kampala-floods
flood,uganda,uga_impact_data.440,Kampala,21UGA007,Kampala,21UGA007001,,,,"to delete, merged with previous record",0,19-11-2007,19-11-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/Education/-/688336/797164/-/10iqgcf/-/index.html,http://www.monitor.co.ug/News/Education/-/688336/797164/-/10iqgcf/-/index.html
flood,uganda,uga_impact_data.441,Kampala,21UGA007,Kampala,21UGA007001,,,,"to delete, merged with previous record",0,20-11-2007,20-11-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/Education/-/688336/797244/-/10iqh34/-/index.html,http://www.monitor.co.ug/News/Education/-/688336/797244/-/10iqh34/-/index.html
flood,uganda,uga_impact_data.442,Kampala,21UGA007,Kampala,21UGA007001,,,,"to delete, merged with previous record",0,21-11-2007,21-11-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/480119--100m-project-to-end-kampala-flooding.html,http://www.newvision.co.ug/news/480119--100m-project-to-end-kampala-flooding.html
flood,uganda,uga_impact_data.443,Kampala,21UGA007,Kampala,21UGA007001,,,,"to delete, merged with previous record",0,22-11-2007,22-11-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Business/Commodities/-/688610/797488/-/h03nv2/-/index.html,http://www.monitor.co.ug/Business/Commodities/-/688610/797488/-/h03nv2/-/index.html
flood,uganda,uga_impact_data.444,Kampala,21UGA007,Kampala,21UGA007001,,,,"to delete, merged with previous record",0,27-11-2007,27-11-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/797970/-/4r7rcd/-/index.html,http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/797970/-/4r7rcd/-/index.html
flood,uganda,uga_impact_data.445,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,12-12-2007,12-12-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Business/Commodities/-/688610/799636/-/h053xt/-/index.html,http://www.monitor.co.ug/Business/Commodities/-/688610/799636/-/h053xt/-/index.html
flood,uganda,uga_impact_data.446,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,20-12-2007,20-12-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Business/Commodities/-/688610/800542/-/hdhp0i/-/index.html,http://www.monitor.co.ug/Business/Commodities/-/688610/800542/-/hdhp0i/-/index.html
flood,uganda,uga_impact_data.447,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,9-1-2008,9-1-2008,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/Education/-/688336/749032/-/10fp4n1/-/index.html,http://www.monitor.co.ug/News/Education/-/688336/749032/-/10fp4n1/-/index.html
flood,uganda,uga_impact_data.448,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,26-1-2008,26-1-2008,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/-/688334/726870/-/vw2s9y/-/index.html,http://www.monitor.co.ug/News/National/-/688334/726870/-/vw2s9y/-/index.html
flood,uganda,uga_impact_data.449,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,3-2-2008,3-2-2008,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/525137-in-brief.html,http://www.newvision.co.ug/news/525137-in-brief.html
flood,uganda,uga_impact_data.450,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,15-2-2008,15-2-2008,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/Education/-/688336/728960/-/10egjnx/-/index.html,http://www.monitor.co.ug/News/Education/-/688336/728960/-/10egjnx/-/index.html
flood,uganda,uga_impact_data.451,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,16-2-2008,16-2-2008,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/Letters/-/806314/729048/-/3gx0kuz/-/index.html,http://www.monitor.co.ug/OpEd/Letters/-/806314/729048/-/3gx0kuz/-/index.html
flood,uganda,uga_impact_data.452,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,23-2-2008,23-2-2008,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/Education/-/688336/729848/-/10eh864/-/index.html,http://www.monitor.co.ug/News/Education/-/688336/729848/-/10eh864/-/index.html
flood,uganda,uga_impact_data.453,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,6-3-2008,6-3-2008,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/Letters/-/806314/739746/-/3gbb7ez/-/index.html,http://www.monitor.co.ug/OpEd/Letters/-/806314/739746/-/3gbb7ez/-/index.html
flood,uganda,uga_impact_data.454,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,9-3-2008,9-3-2008,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Business/Commodities/-/688610/749222/-/gw2bbf/-/index.html,http://www.monitor.co.ug/Business/Commodities/-/688610/749222/-/gw2bbf/-/index.html
flood,uganda,uga_impact_data.455,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,20-3-2008,20-3-2008,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/Education/-/688336/732558/-/10exthq/-/index.html,http://www.monitor.co.ug/News/Education/-/688336/732558/-/10exthq/-/index.html
flood,uganda,uga_impact_data.456,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,28-3-2008,28-3-2008,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/523264-kampala-flooded-by-overnight-rains.html,http://www.newvision.co.ug/news/523264-kampala-flooded-by-overnight-rains.html
flood,uganda,uga_impact_data.457,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,30-3-2008,30-3-2008,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/523194-200-houses-built-in-kinawataka-swamp.html,http://www.newvision.co.ug/news/523194-200-houses-built-in-kinawataka-swamp.html
flood,uganda,uga_impact_data.458,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,11-4-2008,11-4-2008,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/-/688334/755844/-/vxvpk7/-/index.html,http://www.monitor.co.ug/News/National/-/688334/755844/-/vxvpk7/-/index.html
flood,uganda,uga_impact_data.459,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,26-4-2008,26-4-2008,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/artsculture/-/691192/736046/-/fbumhlz/-/index.html,http://www.monitor.co.ug/artsculture/-/691192/736046/-/fbumhlz/-/index.html
flood,uganda,uga_impact_data.460,Kampala,21UGA007,Kampala,21UGA007001,,,,to delete,0,16-5-2008,16-5-2008,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/Letters/-/806314/737970/-/3gcn7cz/-/index.html,http://www.monitor.co.ug/OpEd/Letters/-/806314/737970/-/3gcn7cz/-/index.html
