disaster_type,country,disaster_id,adm1_name,adm1_pcode,adm2_name,adm2_pcode,adm3_name,adm3_pcode,location,comment,data_quality_score,date_event,old_date_event,start_date_event,end_date_event,people_dead,people_injured,people_displaced,people_affected,house_destroyed,house_damaged,household_displaced,household_affected,livestock_lost,livestock_affected,lost_crops_ha,road,bridge,school,sewerage_latrine,aqueduct,wall,hospital_health_center,drainage,institution_church_mosque,industry,energy,communication,agriculture,date_recorded,data_source,data_source_other,data_source_url
flood,uganda,uga_impact_data.258,Acholi,21UGA001,Gulu,21UGA001003,,,,"to delete, reference source unrelated and no other proof",0,14-6-2013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/OpEdColumnists/AugustineRuzindana/Threats-of-war-over-Nile-waters-are-futile/-/887296/1882216/-/1vtannz/-/index.html,http://www.monitor.co.ug/OpEd/OpEdColumnists/AugustineRuzindana/Threats-of-war-over-Nile-waters-are-futile/-/887296/1882216/-/1vtannz/-/index.html
flood,uganda,uga_impact_data.259,Acholi,21UGA001,Gulu,21UGA001003,,,,"to delete, reference source unrelated  and refers to an event in another region. no other proof",0,5-10-2013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Kabarole-needs-over-Shs750m-for-bridges/-/688334/1847594/-/3njygpz/-/index.html,http://www.monitor.co.ug/News/National/Kabarole-needs-over-Shs750m-for-bridges/-/688334/1847594/-/3njygpz/-/index.html
flood,uganda,uga_impact_data.260,Acholi,21UGA001,Gulu,21UGA001003,,,,keep as is,6,28-10-2013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,HEADTEACHER PAWEL AYIGA,https://www.desinventar.net/DesInventar/report.jsp
flood,uganda,uga_impact_data.261,Acholi,21UGA001,Gulu,21UGA001003,,,,to delete,0,3-11-2013,,,,NA,,,,,,,,,,,,,TRUE,,,,,,,,,,,,news,http://floodlist.com/africa/uganda-south-sudan,http://floodlist.com/africa/uganda-south-sudan
flood,uganda,uga_impact_data.262,Acholi,21UGA001,Gulu,21UGA001003,,,,to delete,0,4-11-2013,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,RDC-GULU,
flood,uganda,uga_impact_data.263,Acholi,21UGA001,Gulu,21UGA001003,,,,keep as is,6,15-11-2013,,,,NA,,,167,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/649448-gulu-school-closed-again-over-floods.html,http://www.newvision.co.ug/news/649448-gulu-school-closed-again-over-floods.html
flood,uganda,uga_impact_data.264,Acholi,21UGA001,Gulu,21UGA001003,,,,"unclear, probably to delete",0,1-9-2014,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,OPM,
flood,uganda,uga_impact_data.265,Acholi,21UGA001,Gulu,21UGA001003,,,,"unclear, probably is delete, reference source refers to another district",3,16-9-2014,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Residents-uproot-cassava-in-fear-of-floods/-/688334/2453470/-/f3fyxp/-/index.html,http://www.monitor.co.ug/News/National/Residents-uproot-cassava-in-fear-of-floods/-/688334/2453470/-/f3fyxp/-/index.html
flood,uganda,uga_impact_data.266,Acholi,21UGA001,Gulu,21UGA001003,,,,new event,6,24-8-2017,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,New Vision,https://www.newvision.co.ug/news/1460414/thousands-stranded-floods-ravage-elegu - https://www.monitor.co.ug/News/National/Flash-floods-hit-Elegu-again-hundreds-stranded/688334-4101936-11iltlsz/index.html
flood,uganda,uga_impact_data.266,Acholi,21UGA001,Gulu,21UGA001003,,,,"keep as is, changed date from 01/02 to 19/09",6,19-9-2017,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,New Vision,https://www.monitor.co.ug/News/National/Flash-floods-hit-Elegu-again-hundreds-stranded/688334-4101936-11iltlsz/index.html
flood,uganda,uga_impact_data.102,Karamoja,21UGA008,Kaabong,21UGA008003,,,,"unclear, weak reference, in Glofas is recorded but is not major event. Probably to delete",2,2-6-2002,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,Letter from SAS/MSRDP & R
flood,uganda,uga_impact_data.102,Karamoja,21UGA008,Kaabong,21UGA008003,,,,"new event, date_event is peak",8,11-9-2007,,1-7-2007,1-10-2007,NA,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,OCHA report 09/10/2007 - DesInventar
flood,uganda,uga_impact_data.102,Karamoja,21UGA008,Kaabong,21UGA008003,,,,"new event but weak and unclear reference, there no direct reference to event in the region but about flood event happened in the same time window in border region, also Glofas data confirm a big event. date_event is peak",6,17-11-2008,,17-11-2008,17-11-2008,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Emdat database,
flood,uganda,uga_impact_data.102,Karamoja,21UGA008,Kaabong,21UGA008003,,,,"new event but weak and unclear reference, there no direct reference to event in the region but about flood event happened in the same time window in border region, also Glofas data confirm a big event. date_event is peak",6,22-5-2010,,19-5-2010,27-5-2007,NA,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,New Vision
flood,uganda,uga_impact_data.103,Karamoja,21UGA008,Kaabong,21UGA008003,,,,"keep as is, merged with 03/09/2011 event, start date anticipated to end of july, date_event is peak",7,28-7-2011,,24-7-2011,11-9-2011,7,,6418,,,,,,,,,,,,,,,,,,,,,,,,reliefweb,https://reliefweb.int/disaster/ms-2011-000110-uga
flood,uganda,uga_impact_data.104,Karamoja,21UGA008,Kaabong,21UGA008003,,,,to delete,0,3-9-2011,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,news,NEWVISION
flood,uganda,uga_impact_data.105,Karamoja,21UGA008,Kaabong,21UGA008003,,,,"unclear, weak reference, merged with following June event.",5,30-4-2012,,30-4-2012,1-6-2012,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,OPM
flood,uganda,uga_impact_data.106,Karamoja,21UGA008,Kaabong,21UGA008003,,,,to delete,0,1-6-2012,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,OPM
flood,uganda,uga_impact_data.107,Karamoja,21UGA008,Kaabong,21UGA008003,,,,keep as is,6,12-4-2013,,,,NA,,,250 families,,,,,,,,,,,,,,,,,,,,,,,,Daily Monitor News Paper
flood,uganda,uga_impact_data.108,Karamoja,21UGA008,Kaabong,21UGA008003,,,,"keep as is but unclear, major events according to glofas are in mid-may and the june events in the references are related more to drought event caused by floods in previous months, but can't find direct reference to flood events",6,11-6-2013,,,,NA,,,8000,,,,,,,,,,,,,,,,,,,,,,,,OPM - New Vision
flood,uganda,uga_impact_data.912,Kigezi,21UGA009,Kabale,21UGA009001,,,,"unclear, only reference in DesInventar",4,16-5-1989,16-5-1989,,,1,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.913,Kigezi,21UGA009,Kabale,21UGA009001,,,,"unclear, only reference in DesInventar",4,2-11-1992,2-11-1992,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.914,Kigezi,21UGA009,Kabale,21UGA009001,,,,"unclear, only reference in DesInventar",2,7-9-1996,7-9-1996,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.915,Kigezi,21UGA009,Kabale,21UGA009001,,,,new event,6,16-4-2006,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,https://www.newvision.co.ug/news/1150355/kabale-flooded-heavy-rains
flood,uganda,uga_impact_data.915,Kigezi,21UGA009,Kabale,21UGA009001,,,,new event,6,dec-01,,dec-01,dec-01,NA,,,500,,,,,,,,,,,,,,,,,,,,,,,,
flood,uganda,uga_impact_data.915,Kigezi,21UGA009,Kabale,21UGA009001,,,,"keep as is, changed date to 06/12",6,12-6-2006,12-6-2006,,,NA,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,news,New Vision,https://www.newvision.co.ug/news/1135472/floods-hit-east-africa
flood,uganda,uga_impact_data.916,Kigezi,21UGA009,Kabale,21UGA009001,,,,"keep as is, changed date to 07/11",6,7-11-2007,10-5-2007,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,https://www.newvision.co.ug/news/1215795/rains-flooded
flood,uganda,uga_impact_data.917,Kigezi,21UGA009,Kabale,21UGA009001,,,,"unclear, only reference in DesInventar",4,5-2-2009,5-2-2009,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,District Files,
flood,uganda,uga_impact_data.918,Kigezi,21UGA009,Kabale,21UGA009001,,,,"unclear, can't find proof",4,12-10-2009,12-10-2009,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/OpEdColumnists/KaroliSsemogerere/-/878682/820600/-/bkjvok/-/index.html,http://www.monitor.co.ug/OpEd/OpEdColumnists/KaroliSsemogerere/-/878682/820600/-/bkjvok/-/index.html
flood,uganda,uga_impact_data.919,Kigezi,21UGA009,Kabale,21UGA009001,,,,"keep as is, changed date from 01/11 to 27/11",6,27-11-2009,1-11-2009,,,6,,,,,,,,,,,,,,,,,,,,,,,,,news,https://www.newvision.co.ug/new_vision/news/1200891/flood-ravages-kabale-hills-bear,https://www.newvision.co.ug/new_vision/news/1200891/flood-ravages-kabale-hills-bear
flood,uganda,uga_impact_data.920,Kigezi,21UGA009,Kabale,21UGA009001,,,,"unclear, only reference in DesInventar",4,25-12-2009,25-12-2009,,,NA,,,682,,,,,,,,,,,,,,,,,,,,,,,Letter Ref: HRM/28/65/01 from CAO-Kabale,
flood,uganda,uga_impact_data.921,Kigezi,21UGA009,Kabale,21UGA009001,,,,keep as is,5,3-3-2010,3-3-2010,,,NA,,,1000,,,,,,,,,,,,,,,,,,,,,,news,New Vision - Monitor,https://m.reliefweb.int/report/347249/uganda/uganda-landslides-hit-kisoro-kabale - https://www.monitor.co.ug/News/National/-/688334/874564/-/wj6rgs/-/index.html
flood,uganda,uga_impact_data.922,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, reference source is unrelated ",0,14-4-2010,14-4-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/Commentary/-/689364/898778/-/agbqtjz/-/index.html,http://www.monitor.co.ug/OpEd/Commentary/-/689364/898778/-/agbqtjz/-/index.html
flood,uganda,uga_impact_data.923,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, reference source is unrelated ",4,3-5-2010,3-5-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/Commentary/-/689364/873306/-/ahnej4z/-/index.html,http://www.monitor.co.ug/OpEd/Commentary/-/689364/873306/-/ahnej4z/-/index.html
flood,uganda,uga_impact_data.924,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, merge with following record",4,15-5-2010,15-5-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Report from Kabale District in File,
flood,uganda,uga_impact_data.925,Kigezi,21UGA009,Kabale,21UGA009001,,,,keep as is,6,17-5-2010,17-5-2010,15-5-2010,19-5-2010,3,1,,600,30,,,,,,500 ha,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/619112-kabale-landslide-kills-university-student.html,http://www.newvision.co.ug/news/619112-kabale-landslide-kills-university-student.html
flood,uganda,uga_impact_data.926,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, merged with 17/05 event",0,18-5-2010,18-5-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/619020-rains-weaken-kabale-soils.html,http://www.newvision.co.ug/news/619020-rains-weaken-kabale-soils.html
flood,uganda,uga_impact_data.927,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, merged with 17/05 event",0,19-5-2010,19-5-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Letter Ref: ADM/23/279/02 from CAO-Kabale,
flood,uganda,uga_impact_data.928,Kigezi,21UGA009,Kabale,21UGA009001,,,,"unclear, can't find proof",4,25-5-2010,25-5-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/618494-bududa-gets-kigezi-relief.html,http://www.newvision.co.ug/news/618494-bududa-gets-kigezi-relief.html
flood,uganda,uga_impact_data.929,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, date is inverted and probably refers to event in March",0,3-7-2010,3-7-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/-/688334/874564/-/wj6rgs/-/index.html,http://www.monitor.co.ug/News/National/-/688334/874564/-/wj6rgs/-/index.html
flood,uganda,uga_impact_data.930,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, wrong date and reference source unrelated",0,9-8-2010,9-8-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/Farming/-/689860/1005352/-/2q1n1uz/-/index.html,http://www.monitor.co.ug/Magazines/Farming/-/689860/1005352/-/2q1n1uz/-/index.html
flood,uganda,uga_impact_data.931,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, reference source is unrelated ",0,29-12-2010,29-12-2010,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/Magazines/Farming/-/689860/1079796/-/2ln09hz/-/index.html,http://www.monitor.co.ug/Magazines/Farming/-/689860/1079796/-/2ln09hz/-/index.html
flood,uganda,uga_impact_data.932,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, reference source is unrelated ",0,9-3-2011,9-3-2011,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/Commentary/-/689364/1229654/-/12ryiotz/-/index.html,http://www.monitor.co.ug/OpEd/Commentary/-/689364/1229654/-/12ryiotz/-/index.html
flood,uganda,uga_impact_data.933,Kigezi,21UGA009,Kabale,21UGA009001,,,,"unclear, reference source relates to a recent event but there's no date",4,24-3-2011,24-3-2011,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/-/688334/1131980/-/c3eo31z/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1131980/-/c3eo31z/-/index.html
flood,uganda,uga_impact_data.934,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, reference source is unrelated ",0,31-8-2011,31-8-2011,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/-/878504/1227964/-/hoiv3u/-/index.html,http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/-/878504/1227964/-/hoiv3u/-/index.html
flood,uganda,uga_impact_data.935,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, reference source is unrelated ",0,9-9-2011,9-9-2011,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/-/688334/1232962/-/bjb92tz/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1232962/-/bjb92tz/-/index.html
flood,uganda,uga_impact_data.936,Kigezi,21UGA009,Kabale,21UGA009001,,,,"unclear, reference source not available but other sources relate to flooding events in nearby districts the same day",2,19-9-2011,19-9-2011,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/940-3-killed-in-kisoro-landslides.html,https://reliefweb.int/report/uganda/floods-destroy-crops-western-northern-regions
flood,uganda,uga_impact_data.937,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, reference source not available and probably refers to previous event recorded",0,20-9-2011,20-9-2011,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/315705-3-killed-in-kisoro-landslides.html,http://www.newvision.co.ug/news/315705-3-killed-in-kisoro-landslides.html
flood,uganda,uga_impact_data.938,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, reference source is unrelated ",0,22-11-2011,22-11-2011,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/Commentary/-/689364/1276950/-/12oxttiz/-/index.html,http://www.monitor.co.ug/OpEd/Commentary/-/689364/1276950/-/12oxttiz/-/index.html
flood,uganda,uga_impact_data.939,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, reference source is unrelated ",4,26-6-2012,26-6-2012,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Government-to-relocate-400-000-people-from-Mt--Elgon/-/688334/1436052/-/tntoom/-/index.html,http://www.monitor.co.ug/News/National/Government-to-relocate-400-000-people-from-Mt--Elgon/-/688334/1436052/-/tntoom/-/index.html
flood,uganda,uga_impact_data.939,Kigezi,21UGA009,Kabale,21UGA009001,,,,new event,6,17-9-2012,,,,NA,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,news,New Vision,https://www.newvision.co.ug/news/1306888/lightning-kills-kabale-kisoro
flood,uganda,uga_impact_data.940,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, event is in another district",0,14-5-2013,14-5-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/artsculture/Reviews/The-kasese-river-that-got-angry/-/691232/1851156/-/2b1210z/-/index.html,http://www.monitor.co.ug/artsculture/Reviews/The-kasese-river-that-got-angry/-/691232/1851156/-/2b1210z/-/index.html
flood,uganda,uga_impact_data.941,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, reference source is unrelated ",0,10-9-2013,10-9-2013,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/OpEd/Commentary/Uganda-s-geothermal-energy-requires-investment-boost/-/689364/2024126/-/10qcaic/-/index.html,http://www.monitor.co.ug/OpEd/Commentary/Uganda-s-geothermal-energy-requires-investment-boost/-/689364/2024126/-/10qcaic/-/index.html
flood,uganda,uga_impact_data.942,Kigezi,21UGA009,Kabale,21UGA009001,,,,"unclear, only reference in DesInventar",3,20-1-2014,20-1-2014,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Kabale DLG,
flood,uganda,uga_impact_data.943,Kigezi,21UGA009,Kabale,21UGA009001,,,,"unclear, only reference in DesInventar",4,1-9-2014,1-9-2014,,,3,2,,731,,,,,,,202 ha,TRUE,,,,,,,,,,,,,,,DISTRICT,
flood,uganda,uga_impact_data.944,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, reference source is unrelated ",0,14-1-2015,14-1-2015,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Locals-to-protest-as-Museveni-visits/-/688334/2588266/-/qm5flqz/-/index.html,http://www.monitor.co.ug/News/National/Locals-to-protest-as-Museveni-visits/-/688334/2588266/-/qm5flqz/-/index.html
flood,uganda,uga_impact_data.945,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, reference source is unrelated ",0,23-3-2015,23-3-2015,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/Drought-manifests-God-s-anger--says-Water-minister/-/688334/2662394/-/qu0kdfz/-/index.html,http://www.monitor.co.ug/News/National/Drought-manifests-God-s-anger--says-Water-minister/-/688334/2662394/-/qu0kdfz/-/index.html
flood,uganda,uga_impact_data.946,Kigezi,21UGA009,Kabale,21UGA009001,,,,"unclear, can't find proof",3,23-4-2015,23-4-2015,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,Kabale DLG,
flood,uganda,uga_impact_data.947,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, merge with following record",0,1-5-2015,1-5-2015,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,CAO-KABALE,
flood,uganda,uga_impact_data.948,Kigezi,21UGA009,Kabale,21UGA009001,,,,"to delete, merge with following record",0,4-5-2015,4-5-2015,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,CAO Kabale,
flood,uganda,uga_impact_data.949,Kigezi,21UGA009,Kabale,21UGA009001,,,,"keep as is, only source is DesInventar though",6,7-5-2015,7-5-2015,,,NA,,,104,,,,,,,,,,,,,,,,,,,,,,,CAO Kabale,
flood,uganda,uga_impact_data.950,Kigezi,21UGA009,Kabale,21UGA009001,,,,"unclear, source doesn't exist anymore and can't find more proof",1,5-11-2015,5-11-2015,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.newvision.co.ug/news/668177-kabale-bans-sand-stone-quarrying.html,http://www.newvision.co.ug/news/668177-kabale-bans-sand-stone-quarrying.html
flood,uganda,uga_impact_data.951,Kigezi,21UGA009,Kabale,21UGA009001,,,,"unclear, only reference in DesInventar",3,1-12-2016,1-12-2016,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,OPM,
flood,uganda,uga_impact_data.952,Kigezi,21UGA009,Kabale,21UGA009001,,,,"keep as is, only reference in DesInventar and a short URCS press report but other sources refer to flooding events in bordering districts in the previous weeks",6,29-9-2017,29-9-2017,,,NA,,,2211,5,,,,,,23 ha,,,,,,,,,,,,,,,,District Files,https://www.redcrossug.org/publications/press-release/summary/7-press-release/19-response-to-cholera-floods-and-landslides-in-western-uganda
flood,uganda,uga_impact_data.37,Busoga,21UGA005,Kamuli,21UGA005007,,,,"to delete, source in DesInventar refers to a fire not flood",0,8-7-1998,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.38,Busoga,21UGA005,Kamuli,21UGA005007,,,,keep as is,7,10-12-2006,,,,5,,,,,,,,,,,TRUE,,,,,,,,,,,,,,news,New Vision,https://www.newvision.co.ug/news/1135141/floods-cut-roads-kaliro - https://www.newvision.co.ug/news/1166681/kamuli-bridge-washed-away
flood,uganda,uga_impact_data.39,Busoga,21UGA005,Kamuli,21UGA005007,,,,keep as is,6,19-4-2007,,,,NA,,,,,,,,,,,,,TRUE,,,,,,,,,,,,news,New Vision,https://www.newvision.co.ug/news/1166681/kamuli-bridge-washed-away
flood,uganda,uga_impact_data.40,Busoga,21UGA005,Kamuli,21UGA005007,,,,keep as is,7,1-10-2007,,19-9-2007,9-10-2007,NA,,,,,,,,,,,,,,,,,,,,,,,,,,District Files,
flood,uganda,uga_impact_data.41,Busoga,21UGA005,Kamuli,21UGA005007,,,,"unclear, probably to delete, reference is to unrelated event",1,5-11-2011,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,http://www.monitor.co.ug/News/National/-/688334/1160034/-/c1kxvoz/-/index.html,http://www.monitor.co.ug/News/National/-/688334/1160034/-/c1kxvoz/-/index.html
flood,uganda,uga_impact_data.42,Busoga,21UGA005,Kamuli,21UGA005007,,,,"unclear, can't find proof",4,21-5-2018,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,District,
flood,uganda,uga_impact_data.43,Busoga,21UGA005,Kamuli,21UGA005007,,,,keep as is,8,23-4-2019,,,,18,,,1000,,,,,,,,,,,,,,,,,,,,,,news,http://floodlist.com/africa/uganda-floods-eastern-region-april-2019,http://floodlist.com/africa/uganda-floods-eastern-region-april-2019
flood,uganda,uga_impact_data.138,Toro,21UGA014,Kasese,21UGA014005,,,,"unclear, no reference online, no glofas data",2,19-8-1989,19-8-1989,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,NewVision,
flood,uganda,uga_impact_data.139,Toro,21UGA014,Kasese,21UGA014005,,,,"unclear, no reference online, no glofas data",2,22-5-1994,22-5-1994,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.140,Toro,21UGA014,Kasese,21UGA014005,,,,"unclear, no reference online, no glofas data",2,7-5-1995,7-5-1995,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.141,Toro,21UGA014,Kasese,21UGA014005,,,,"unclear, no reference online, no glofas data",2,12-9-1996,12-9-1996,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.142,Toro,21UGA014,Kasese,21UGA014005,,,,"unclear, no reference online, no glofas data",2,4-5-1998,4-5-1998,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.143,Toro,21UGA014,Kasese,21UGA014005,,,,"unclear, no reference online",5,16-8-1999,16-8-1999,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,NewVision,
flood,uganda,uga_impact_data.144,Toro,21UGA014,Kasese,21UGA014005,,,,"unclear, no reference online",5,30-8-1999,30-8-1999,,,NA,,,,,5,,,,,,,,,,,,,,,,,,,,news,NewVision,
flood,uganda,uga_impact_data.145,Toro,21UGA014,Kasese,21UGA014005,,,,to delete,2,30-11-1999,30-11-1999,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.146,Toro,21UGA014,Kasese,21UGA014005,,,,keep as is merged with previous event,6,1-12-1999,1-12-1999,,,1,,,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,
flood,uganda,uga_impact_data.147,Toro,21UGA014,Kasese,21UGA014005,,,,"unclear, no reference online. Maybe event is related to previous (e.g. month long sequence of torrential rain)",5,10-1-2000,10-1-2000,,,2,,,,,,,,,,,,,,,,,,,,,,,,,news,new vision,
flood,uganda,uga_impact_data.148,Toro,21UGA014,Kasese,21UGA014005,,,,"keep as is, change date from 01/05 to 14/04, date_event is peak",8,14-4-2001,1-5-2001,11-4-2001,2-5-2001,1,,280,300,50,40,,,,,,,TRUE,,,,,,,,,,,,,news,New Vision,https://www.newvision.co.ug/news/1035549/floods-kill-pupil-kasese - https://www.newvision.co.ug/news/1036110/kasese-river-flooded
flood,uganda,uga_impact_data.149,Toro,21UGA014,Kasese,21UGA014005,,,,"keep as is, change date from 20/05 to 19/05",7,19-5-2002,20-5-2002,,,NA,,20 (families),320,,,,,,,,TRUE,,,,,,,,,,,,,,news,New Vision,https://www.newvision.co.ug/news/1056840/floods-hit
flood,uganda,uga_impact_data.150,Toro,21UGA014,Kasese,21UGA014005,,,,new event,7,7-7-2003,,,,1,,200,,,,,,,,,,,,,,,,,,,,,,,news,New Vision,https://www.newvision.co.ug/news/1264327/kasese-floods-kill
flood,uganda,uga_impact_data.150,Toro,21UGA014,Kasese,21UGA014005,,,,keep as is,6,22-10-2004,22-10-2004,,,NA,,,10000,,,,,,,,,,,,,,,,,,,,,,news,New Vision,https://www.newvision.co.ug/news/1094734/floods-hit
flood,uganda,uga_impact_data.151,Toro,21UGA014,Kasese,21UGA014005,,,,new event,6,22-9-2005,,,,NA,,,700 (families),,,,,,,,,,TRUE,,,,,,,,,,,,,New Vision,https://www.newvision.co.ug/news/1115738/red-cross-aids-kasese
flood,uganda,uga_impact_data.151,Toro,21UGA014,Kasese,21UGA014005,,,,"unclear, probably to delete",1,2-6-2008,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
flood,uganda,uga_impact_data.151,Toro,21UGA014,Kasese,21UGA014005,,,,"new event, date_event is peak",8,28-10-2008,2-6-2008,27-10-2008,18-11-2008,NA,40,,,150,,,,,,,,,,,,,,,,,,,,,,ReliefWeb,https://reliefweb.int/report/uganda/uganda-floods-displace-15000
flood,uganda,uga_impact_data.152,Toro,21UGA014,Kasese,21UGA014005,,,,unclear reference but correspondance with glofas data,4,21-4-2009,21-4-2009,,,5,,,,,,,,,,,,,,,,,,,,,,,,,news,new vision,
flood,uganda,uga_impact_data.153,Toro,21UGA014,Kasese,21UGA014005,,,,new event,6,22-5-2010,,,,NA,,,3000,,,,,,,,,,,,,,,,,,,,,,news,NewVision,https://www.newvision.co.ug/news/1289688/floods-hit-katwe-salt-lake - https://reliefweb.int/report/uganda/uganda-floods-leave-3000-jobless-lake-katwe
