wkt,name,highway,waterways,depth,vulnerability,fid
"MULTILINESTRING ((41.8366795 9.635802, 41.8408788 9.6373954))",,residential,,0,no risk,3546
"MULTILINESTRING ((41.8408788 9.6373954, 41.8425722 9.6380347, 41.843573 9.6355461))",,residential,,0,no risk,3547
"MULTILINESTRING ((41.8418685 9.5933468, 41.8412395 9.5931893, 41.84063 9.5931425, 41.8404356 9.5931386, 41.8403752 9.5931452, 41.8402947 9.5931716, 41.8402331 9.5931994, 41.840099 9.59337, 41.8399789 9.5935346, 41.8399402 9.5935827))",,residential,,0,no risk,3548
"MULTILINESTRING ((41.8357417 9.6224115, 41.8354403 9.6224136, 41.8346204 9.6226431, 41.8342397 9.62275, 41.8341404 9.6228135, 41.8340895 9.6229245, 41.8340519 9.6230039, 41.8339339 9.6231493, 41.8339205 9.6232392, 41.8339553 9.6243896, 41.8339511 9.624466, 41.8339393 9.6246778, 41.8339148 9.6249253, 41.833899 9.6250851, 41.8338829 9.6252305, 41.8338427 9.6253416, 41.833781 9.6254394, 41.8336549 9.6255954, 41.8336415 9.625688, 41.8336818 9.6257541, 41.8338695 9.6258149, 41.8339875 9.6258943, 41.8342246 9.6260782, 41.8342772 9.626119, 41.8347764 9.6265313, 41.8349048 9.6266373, 41.8354279 9.6269547, 41.8357417 9.6271504, 41.8358678 9.6271927, 41.8359536 9.6272191, 41.8360448 9.6272614, 41.8364547 9.6274708, 41.8369782 9.6277665))",,residential,,0,no risk,3549
"MULTILINESTRING ((41.8338798 9.6286891, 41.833744 9.628997, 41.8336385 9.6292131, 41.8334598 9.6296694, 41.8334111 9.6298455, 41.8333218 9.6300136, 41.8331513 9.6304538, 41.8328915 9.6311503, 41.8327301 9.6313993))",local road,residential,,0,no risk,3550
"MULTILINESTRING ((41.8346377 9.6267679, 41.8344375 9.6266832, 41.8341729 9.6266058, 41.8339993 9.6265324, 41.8340696 9.6263612, 41.8341068 9.6262227, 41.8342246 9.6260782))",,residential,,0,no risk,3551
"MULTILINESTRING ((41.8332366 9.6301515, 41.8330411 9.6300467, 41.8328414 9.6299587, 41.8325482 9.6298498, 41.8322974 9.6297786, 41.8322252 9.6297492, 41.8323442 9.6296235, 41.8324717 9.6294559, 41.8325524 9.6292087, 41.8326756 9.6289028, 41.8327309 9.6288609, 41.8336385 9.6292131))",local road,residential,,0,no risk,3552
"MULTILINESTRING ((41.8173057 9.6263146, 41.8153796 9.6264595, 41.8154183 9.624103, 41.8169266 9.6238513))",secondary road,residential,,0,no risk,3553
"MULTILINESTRING ((41.8400277 9.6287761, 41.8403762 9.6278236, 41.8409289 9.6263129))",local road,residential,,0,no risk,3554
"MULTILINESTRING ((41.827931 9.6098345, 41.8279286 9.6102064, 41.8279282 9.6102629, 41.8279278 9.6104635, 41.8279509 9.6106206, 41.8279123 9.6112741, 41.827911 9.611487, 41.8279257 9.6118083, 41.8279539 9.6120265, 41.8279392 9.6121971, 41.8278807 9.6124604, 41.8278426 9.6126771, 41.8278198 9.6128291, 41.8278175 9.612851, 41.8278029 9.6129885, 41.8277434 9.6135934, 41.8277058 9.613838, 41.827683 9.6140245, 41.8276702 9.6141179, 41.8276602 9.6141897, 41.8276468 9.6143325, 41.8276585 9.6145225, 41.8276652 9.614543, 41.8277809 9.6148958, 41.8278976 9.6152528, 41.827966 9.6154776, 41.8279754 9.6155609, 41.8279727 9.6156323, 41.827968 9.6156766, 41.8279398 9.6157236, 41.8278721 9.6157672, 41.827675 9.6158254, 41.8274926 9.6158723, 41.8273182 9.6158882, 41.827231 9.6158988, 41.8271412 9.6159206, 41.8270661 9.6159417, 41.8268482 9.616035, 41.8267315 9.616066, 41.8266819 9.616074, 41.8266215 9.6160832, 41.8265585 9.6161077, 41.8263902 9.6161883, 41.8263305 9.6162068, 41.8262782 9.6162234, 41.8260925 9.6162736, 41.8259919 9.6162908, 41.8259114 9.6163173, 41.8258511 9.6163397, 41.8256982 9.6164065, 41.8255687 9.6165017, 41.8253729 9.6166199, 41.8253092 9.6166584, 41.8252683 9.6166855, 41.8252341 9.6167014, 41.8251926 9.6167126, 41.8251168 9.6167291, 41.8250518 9.6167417, 41.8246615 9.6168138, 41.8245844 9.6168389, 41.8244932 9.6168719, 41.8242458 9.6169566, 41.8241458 9.6169784, 41.824111 9.6169718, 41.8240795 9.6169559))",,residential,,0,no risk,3555
"MULTILINESTRING ((41.8305007 9.6133382, 41.830508 9.6133825, 41.8305168 9.6134228, 41.8305453 9.6135167, 41.830563 9.6135749, 41.8306066 9.613725, 41.8306636 9.6138876, 41.8306723 9.6139054, 41.8306864 9.6139279, 41.8307081 9.6139466, 41.8307964 9.6140946))",,residential,,0,no risk,3556
"MULTILINESTRING ((41.8317645 9.6137971, 41.8318201 9.6137985, 41.8318512 9.6138076, 41.8319398 9.6137748, 41.8320361 9.6137723, 41.8322167 9.6137713, 41.8323007 9.6141043, 41.8322639 9.6142341, 41.8322316 9.6143052, 41.8322025 9.6143339, 41.8321985 9.6144238, 41.8321744 9.6145666, 41.832169 9.6146618, 41.8321972 9.6149976, 41.8322146 9.6150743, 41.8322803 9.6151986, 41.8323011 9.6152512, 41.8323024 9.6153004, 41.8322974 9.6153636, 41.8322944 9.615389, 41.8322924 9.6154218, 41.8322924 9.615437))",,residential,,0,no risk,3557
"MULTILINESTRING ((41.8225694 9.6176726, 41.8225976 9.6177539, 41.8228141 9.6183017, 41.8228644 9.6184289, 41.8230709 9.6189485, 41.8232835 9.6194735, 41.8233192 9.6195612, 41.823323 9.6195705, 41.8234579 9.6199019, 41.8235859 9.6202424, 41.8235987 9.6202569, 41.8236101 9.6202648))",,service,,0,no risk,3558
"MULTILINESTRING ((41.8202875 9.6166472, 41.8203217 9.6167496, 41.8203498 9.6167972, 41.8204291 9.6168945, 41.8205293 9.6169919, 41.8206325 9.6170445, 41.8207469 9.6170518, 41.8208059 9.6170363, 41.8209276 9.6169999, 41.8210693 9.6169738, 41.821078 9.6169763, 41.8210995 9.6169824, 41.8211418 9.6170015, 41.8212008 9.6170352, 41.8212504 9.6170584, 41.8213054 9.6170795, 41.8214187 9.6171093, 41.8214683 9.6171311, 41.8214985 9.6171595, 41.82153 9.6172045, 41.8215863 9.617309, 41.8216152 9.6173632, 41.8216567 9.617424, 41.8216943 9.617465, 41.8217278 9.6175053, 41.8217546 9.6175437, 41.8217728 9.6175833, 41.8217982 9.6176825, 41.8218465 9.6178319, 41.8218646 9.617865, 41.8218955 9.6179059, 41.821935 9.6179344, 41.8220068 9.6179575, 41.8221375 9.617976, 41.8222696 9.6179952, 41.8223494 9.6179985, 41.8224017 9.6179906, 41.8224332 9.6179701, 41.8224581 9.617939, 41.8224731 9.6179271, 41.8224872 9.6179208))",,residential,,0,no risk,3559
"MULTILINESTRING ((41.8146399 9.6117589, 41.8147096 9.6119632, 41.8148618 9.6123325, 41.815064 9.6129135, 41.8152403 9.613647, 41.8153349 9.6142025, 41.8155628 9.6156908, 41.815722 9.6166746, 41.8158358 9.6173038, 41.8158983 9.6176498, 41.8159267 9.6177921, 41.8160061 9.6182316, 41.8163626 9.6199548, 41.8164144 9.6202364, 41.8164702 9.6204954, 41.8166244 9.621371, 41.8167728 9.622173, 41.816954 9.6231287, 41.8171519 9.6241374, 41.8173062 9.624941, 41.8175108 9.625943, 41.8176617 9.6265714, 41.8180039 9.6279141, 41.818242 9.6287706, 41.8184064 9.6293658, 41.8186076 9.6300471, 41.8187217 9.6304836, 41.8187888 9.6308672, 41.8188257 9.6312112, 41.8188424 9.6316907, 41.8188189 9.632071, 41.8187317 9.6328515, 41.8185841 9.6341544, 41.8184433 9.6354607, 41.8184198 9.6359997, 41.8184735 9.6364395, 41.8185707 9.6368397, 41.8186814 9.637177, 41.8188491 9.6375308, 41.8190437 9.6378648, 41.8192013 9.6381195, 41.8194529 9.6385626))",Outer Bypass,primary,,0,no risk,3560
"MULTILINESTRING ((41.8124588 9.6097359, 41.8119821 9.609714, 41.8118851 9.6096951, 41.8117598 9.6096708, 41.8112861 9.6096062, 41.81094 9.6095595, 41.8107068 9.6095487, 41.8102513 9.6094326))",,residential,,0,no risk,3561
"MULTILINESTRING ((41.8118624 9.6091007, 41.8115193 9.6090745, 41.8110347 9.6090062, 41.8108635 9.609035, 41.8107687 9.6090996, 41.8105319 9.6091104, 41.8104517 9.609114, 41.8103825 9.6092038, 41.8103351 9.6092936))",,residential,,0,no risk,3562
"MULTILINESTRING ((41.8165999 9.6209343, 41.8176209 9.6206481, 41.8179707 9.6205501, 41.8181163 9.6205092, 41.8186133 9.6203697, 41.8189727 9.6202688))",,residential,,0,no risk,3563
"MULTILINESTRING ((41.8166244 9.621371, 41.8170173 9.621253, 41.8176661 9.6211104, 41.818172 9.6209591, 41.8182008 9.6209505, 41.8186129 9.6208511, 41.8192704 9.6206825, 41.8195262 9.6206128, 41.8196036 9.6205918))",,residential,,0,no risk,3564
"MULTILINESTRING ((41.8196036 9.6205918, 41.8197623 9.6205414, 41.8199752 9.6204738, 41.820203 9.6204383, 41.8204788 9.6203516, 41.8207346 9.620257, 41.8211382 9.6202058))",,residential,,0,no risk,3565
"MULTILINESTRING ((41.8197623 9.6205414, 41.8198593 9.6208599, 41.8199037 9.6209996, 41.8199872 9.6212618, 41.8200911 9.621518, 41.820175 9.6218017, 41.820247 9.622042, 41.8203389 9.6222784, 41.8204068 9.6225582, 41.8204548 9.6227513))",,residential,,0,no risk,3566
"MULTILINESTRING ((41.820203 9.6204383, 41.8203069 9.6208048, 41.8204028 9.6211594, 41.8205947 9.621778, 41.8207026 9.622042, 41.8207985 9.6222706, 41.8208784 9.62257))",,residential,,0,no risk,3567
"MULTILINESTRING ((41.8199037 9.6209996, 41.8189411 9.6212768, 41.8184081 9.6213966, 41.8183428 9.6214263))",,residential,,0,no risk,3568
"MULTILINESTRING ((41.8173033 9.6197604, 41.8174465 9.6201642, 41.8174663 9.6202167, 41.8175737 9.6205016, 41.8176209 9.6206481))",,residential,,0,no risk,3569
"MULTILINESTRING ((41.817792 9.6196423, 41.8178675 9.6198656, 41.8179735 9.6201463, 41.8181163 9.6205092))",,residential,,0,no risk,3570
"MULTILINESTRING ((41.8183177 9.6194951, 41.8185248 9.6201194, 41.8186133 9.6203697))",,residential,,0,no risk,3571
"MULTILINESTRING ((41.8187049 9.6193679, 41.8188186 9.6197133, 41.8188852 9.6199761, 41.8189727 9.6202688))",,residential,,0,no risk,3572
"MULTILINESTRING ((41.8191106 9.619242, 41.8192062 9.6194923, 41.819388 9.6200029, 41.8194698 9.6203374, 41.8195262 9.6206128))",,residential,,0,no risk,3573
"MULTILINESTRING ((41.8172832 9.6179994, 41.8173702 9.6182381, 41.817524 9.61875, 41.8176683 9.6192146, 41.817792 9.6196423))",,residential,,0,no risk,3574
"MULTILINESTRING ((41.8159267 9.6177921, 41.8161349 9.6177148, 41.8166065 9.6175336, 41.8169981 9.6173405, 41.8178134 9.6170371, 41.8180053 9.6169741))",,residential,,0,no risk,3575
"MULTILINESTRING ((41.8188931 9.6158574, 41.8194979 9.615648, 41.8195777 9.6156042, 41.8196838 9.6155184, 41.8197238 9.6154292, 41.8197534 9.6152491, 41.8198682 9.6149164, 41.8199482 9.6148049, 41.8199743 9.6147637))",,residential,,0,no risk,3576
"MULTILINESTRING ((41.8191961 9.6192155, 41.8190487 9.6186547, 41.8189657 9.6184161, 41.8189284 9.6183087, 41.8188445 9.6181274, 41.8187645 9.6180408, 41.8185967 9.6180605, 41.8184448 9.6181077, 41.8183009 9.6181471, 41.818165 9.6181511, 41.8180931 9.6181196, 41.818041 9.6180336, 41.817995 9.617982, 41.8179259 9.6179243, 41.8178391 9.6178223))",,residential,,0,no risk,3577
"MULTILINESTRING ((41.8103351 9.6092936, 41.8102513 9.6094326, 41.8100304 9.6097784))",,residential,,0,no risk,3578
"MULTILINESTRING ((41.8100304 9.6097784, 41.8095983 9.609519))",,residential,,0,no risk,3579
"MULTILINESTRING ((41.8174663 9.6202167, 41.8165059 9.6204817))",,residential,,0,no risk,3580
"MULTILINESTRING ((41.8199656 9.6189813, 41.8203173 9.6188749, 41.8210455 9.6186438))",,residential,,0,no risk,3581
"MULTILINESTRING ((41.819901 9.6190009, 41.8199656 9.6189813))",,residential,,0,no risk,3582
"MULTILINESTRING ((41.81902 9.6162829, 41.8195908 9.6160362, 41.8198885 9.6159305, 41.8200709 9.6158432, 41.820197 9.6157295, 41.8204249 9.6156924, 41.8204891 9.6156774))",,residential,,0,no risk,3583
"MULTILINESTRING ((41.8118379 9.6102586, 41.8122513 9.6103153, 41.8125061 9.6103232, 41.8125641 9.6103193))",,residential,,0,no risk,3584
"MULTILINESTRING ((41.8325035 9.6128477, 41.831875 9.6130603, 41.8310246 9.6134005, 41.8305453 9.6135167, 41.8302975 9.6135767, 41.8298477 9.6137104, 41.8287086 9.614188, 41.8282393 9.6143848, 41.8278819 9.6145063, 41.8276652 9.614543, 41.8274876 9.6145731, 41.8265201 9.6149133, 41.8252341 9.6153897, 41.8243283 9.6157239))",,residential,,0,no risk,3585
"MULTILINESTRING ((41.9846091 9.6210678, 41.9845523 9.6206909, 41.9845279 9.6201257, 41.9845157 9.619805, 41.9842433 9.6197008, 41.9840725 9.6196327, 41.9838571 9.619292, 41.9834139 9.6191236, 41.9830521 9.6190394, 41.9826108 9.6190401, 41.9824095 9.618993, 41.9822615 9.6188553, 41.9819525 9.6188495, 41.9816588 9.6188599, 41.9812199 9.6187169, 41.9809509 9.6188215, 41.9806112 9.6186645, 41.9802926 9.6185494, 41.9799847 9.6187413, 41.9798219 9.6190169, 41.9791884 9.6189088, 41.9789584 9.6187029, 41.9785337 9.6186366, 41.9781833 9.6186226, 41.9778966 9.6186715, 41.9777727 9.6189192, 41.9777657 9.6191775, 41.9779355 9.6193973, 41.978024 9.6196032, 41.9781727 9.6197846, 41.9783673 9.6199731, 41.9785443 9.620158, 41.9788239 9.6203604, 41.9793087 9.6205104, 41.9797936 9.6207337, 41.9801475 9.6209501, 41.9802643 9.6210618, 41.9803705 9.6213758, 41.9803705 9.6217841, 41.9801829 9.6219934, 41.9799316 9.6221644, 41.9796953 9.622313, 41.9796355 9.6223944, 41.9795909 9.6225122, 41.9796453 9.6227637, 41.9796476 9.6228921, 41.9796108 9.6229691, 41.9794255 9.6231031, 41.9791424 9.6230996, 41.9789407 9.6229914, 41.9786735 9.6230088, 41.9784598 9.6230373, 41.9781683 9.6230602, 41.977965 9.6231062, 41.9776763 9.6232333, 41.9774892 9.623379, 41.9772782 9.623497, 41.9770811 9.6236236, 41.9769161 9.6238119, 41.9768303 9.6239639, 41.9766685 9.6239789, 41.976432 9.6239958, 41.9762625 9.6240923, 41.9758583 9.6242365, 41.9754713 9.6243324, 41.9751394 9.6243802, 41.9748283 9.6245075, 41.9745636 9.6245932, 41.9742425 9.6246897, 41.9739846 9.6247735, 41.9735788 9.6250397, 41.9733558 9.6253188, 41.9730868 9.6255177, 41.9728356 9.6256189, 41.9724179 9.6256643, 41.9720923 9.625755, 41.9718163 9.6257445, 41.9715968 9.6258003, 41.9713066 9.6259539, 41.9712005 9.6261563, 41.9711686 9.6263552, 41.9708713 9.626418, 41.9704395 9.6264529, 41.9701316 9.6265157, 41.9699936 9.626718, 41.9697246 9.6269798, 41.9696039 9.6271964, 41.9694195 9.6272031, 41.9692431 9.6271706, 41.9689271 9.6270902, 41.9688257 9.6270077, 41.968472 9.6267773, 41.9682743 9.6267103, 41.9680385 9.6266202, 41.9678533 9.6266346, 41.967478 9.6266859, 41.9672765 9.626576, 41.9671066 9.6264997, 41.9669778 9.6263771, 41.9668668 9.6262981, 41.9667011 9.6262289, 41.9665846 9.626184, 41.966459 9.626145, 41.9663078 9.6261772, 41.966151 9.6262183, 41.9660297 9.626254, 41.965605 9.626411, 41.9652051 9.6265226, 41.9647874 9.6266692, 41.9645149 9.6266936, 41.9642247 9.6266203, 41.9639946 9.6264947, 41.963623 9.6264319, 41.9633293 9.6264598, 41.9631488 9.626554, 41.9630992 9.6266727))",,track,,0,no risk,3586
"MULTILINESTRING ((41.8175516 9.6093, 41.8175838 9.6093852, 41.8175959 9.609452, 41.8175879 9.609817))",,residential,,0,no risk,3587
"MULTILINESTRING ((41.8527122 9.5795925, 41.8527902 9.5807401, 41.8527703 9.5814627, 41.8527679 9.5820818, 41.852749 9.5829875, 41.8526956 9.5837231, 41.8527246 9.5840266, 41.8527062 9.5843339, 41.8527434 9.5848012, 41.8527885 9.5848949, 41.8528068 9.5849212, 41.8540037 9.585709, 41.8547664 9.5862387, 41.8549434 9.5863673, 41.8555668 9.5867835, 41.8564247 9.5873694, 41.8570965 9.5878307, 41.8577294 9.588256, 41.8583385 9.5886696))",,residential,,0,no risk,3588
"MULTILINESTRING ((41.8346097 9.5954989, 41.8349211 9.5954024, 41.8351786 9.5953386))",,residential,,0,no risk,3589
"MULTILINESTRING ((41.8353854 9.59469, 41.8353441 9.5948468, 41.8352841 9.5949996, 41.8351786 9.5953386, 41.8351454 9.5959013))",,residential,,0,no risk,3590
"MULTILINESTRING ((41.8544348 9.5815345, 41.8544519 9.5813081, 41.8544711 9.5810389, 41.8544857 9.5807997, 41.8544765 9.5805176, 41.8545275 9.5794441))",,residential,,0,no risk,3591
"MULTILINESTRING ((41.8565704 9.5791121, 41.8562867 9.5790678, 41.8561915 9.5790936, 41.8561258 9.5791339, 41.8559381 9.5792629, 41.8558442 9.5792986, 41.8557288 9.5793125, 41.85513 9.5792589, 41.8546032 9.5792036, 41.8545582 9.579241, 41.8545362 9.5793474, 41.8545275 9.5794441))",,residential,,0,no risk,3592
"MULTILINESTRING ((41.8354806 9.5960998, 41.8355716 9.5957329, 41.8356502 9.5953436, 41.8357376 9.5951273, 41.835773 9.595013, 41.8358104 9.5949232))",,residential,,0,no risk,3593
"MULTILINESTRING ((41.8318632 9.5963596, 41.8318464 9.5964195, 41.8318058 9.5964675, 41.8317506 9.5965585, 41.8317045 9.5966598, 41.8316749 9.5967325, 41.8316187 9.5968066, 41.8314283 9.5969432, 41.8311887 9.5970892, 41.8311793 9.5972101, 41.8311642 9.5972705, 41.8311425 9.5976412, 41.8310838 9.5979247))",,residential,,0,no risk,3594
"MULTILINESTRING ((41.8220315 9.5980542, 41.8226112 9.5979838, 41.8226438 9.5980166, 41.8226712 9.5981308, 41.8227093 9.5982632, 41.8227736 9.5985318))",,residential,,0,no risk,3595
"MULTILINESTRING ((41.8515386 9.5830369, 41.8514353 9.5832072, 41.8514232 9.5833817, 41.8513776 9.5835491, 41.8513362 9.5836647))",,residential,,0,no risk,3596
"MULTILINESTRING ((41.8544765 9.5805176, 41.8547588 9.5805255, 41.8549803 9.5805633))",,residential,,0,no risk,3597
"MULTILINESTRING ((41.8514885 9.5816743, 41.8515071 9.5815964, 41.851517 9.5814929, 41.8515745 9.5814161))",,residential,,0,no risk,3598
"MULTILINESTRING ((41.8160715 9.6045057, 41.8159856 9.6045177, 41.8159257 9.6045347, 41.815828 9.6045681, 41.8157148 9.6046152, 41.8156273 9.6046477, 41.8155478 9.6046652, 41.8154602 9.6046631, 41.8153988 9.604658, 41.8152592 9.6046206, 41.8151038 9.6046053, 41.8149651 9.6045766, 41.8148943 9.6045601, 41.8148374 9.6045458, 41.8147117 9.6045198, 41.814569 9.6044564, 41.8144433 9.6044127, 41.8143624 9.6043809, 41.8142203 9.60434, 41.8141692 9.6043577, 41.8141312 9.6043884, 41.8140992 9.6044218, 41.8140493 9.6044577, 41.8139964 9.6044999, 41.8139612 9.604512, 41.8139347 9.6045152, 41.8139074 9.6045272))",,residential,,0,no risk,3599
"MULTILINESTRING ((41.8428435 9.5872787, 41.8428599 9.5874398, 41.8428882 9.5876671, 41.8429543 9.5877618, 41.8430286 9.587825, 41.8432318 9.5879999, 41.843276 9.588029, 41.8433109 9.5880369, 41.8434249 9.5880594, 41.8435523 9.58807, 41.8436475 9.5880594, 41.8437119 9.5880303, 41.8438286 9.5879549, 41.8438601 9.587941))",,residential,,0,no risk,3600
"MULTILINESTRING ((41.8454235 9.5883083, 41.8453036 9.5881746, 41.8453008 9.588128, 41.8453419 9.5880832, 41.8455901 9.5878301, 41.8456148 9.5878043, 41.8456318 9.587774, 41.8456257 9.5877542, 41.84558 9.5877205))",,residential,,0,no risk,3601
"MULTILINESTRING ((41.8437948 9.5873915, 41.8438558 9.587265, 41.8440637 9.5871724, 41.844137 9.5871813, 41.8443663 9.5870504, 41.8445447 9.5869407, 41.8446627 9.5868547, 41.8448666 9.5866973, 41.8451656 9.5864897, 41.8452407 9.5864514, 41.8453547 9.586417, 41.845399 9.5863972, 41.8457551 9.5861889, 41.84581 9.5861631, 41.8458979 9.5861314, 41.8460038 9.5861029, 41.846156 9.5860527, 41.8462935 9.5860328))",,residential,,0,no risk,3602
"MULTILINESTRING ((41.8456607 9.5885928, 41.8458672 9.58874, 41.845918 9.5887775, 41.8460383 9.5887946, 41.8462707 9.5888475, 41.8464866 9.5888912, 41.8469144 9.5889269, 41.8474455 9.5889242, 41.8477754 9.588911, 41.8478975 9.5888991, 41.8484339 9.5888449, 41.848678 9.5888356, 41.8487317 9.5888369, 41.8488087 9.5888442))",,residential,,0,no risk,3603
"MULTILINESTRING ((41.8533584 9.5785884, 41.853335 9.5788331, 41.8533263 9.5788635, 41.8533028 9.5789078, 41.853236 9.5789352, 41.853183 9.5789722, 41.8531481 9.5790024, 41.8531011 9.5790586, 41.8530675 9.5791703, 41.8530254 9.5791978, 41.8528759 9.5792955, 41.8527994 9.5794414, 41.8527122 9.5795925, 41.8526275 9.5797244, 41.8522346 9.5800232, 41.8519355 9.5802004, 41.8516606 9.5803697, 41.8516338 9.5803909))",,residential,,0,no risk,3604
"MULTILINESTRING ((41.8504751 9.5843673, 41.8503058 9.5843632, 41.8501441 9.584353, 41.849968 9.5842978, 41.8497691 9.5841303, 41.8495473 9.5839402, 41.8493712 9.5837502, 41.8491702 9.5835908, 41.8489816 9.5834478, 41.8488863 9.5833906, 41.8487537 9.5833743, 41.8486521 9.5832843))",,residential,,0,no risk,3605
"MULTILINESTRING ((41.8341936 9.593771, 41.8341581 9.5936722, 41.8337251 9.5938438, 41.8333956 9.5939664, 41.8328796 9.5941891, 41.8324465 9.5943567, 41.832115 9.5944956, 41.8319741 9.5945242, 41.8316529 9.5945692))",,residential,,0,no risk,3606
"MULTILINESTRING ((41.8348358 9.5967696, 41.8347725 9.5967072, 41.834729 9.5966994, 41.8346577 9.5966955, 41.8343886 9.5967814, 41.8342066 9.5968048, 41.8340167 9.5967618, 41.8337199 9.5968087, 41.8336122 9.5968289))",,path,,0,no risk,3607
"MULTILINESTRING ((41.8300845 9.5935808, 41.8301683 9.5935544, 41.8303009 9.5935298, 41.830647 9.5934277, 41.8307547 9.5934072))",,residential,,0,no risk,3608
"MULTILINESTRING ((41.8299794 9.5919265, 41.8299587 9.5918662, 41.8300334 9.5918363, 41.8301027 9.5918001, 41.8302954 9.5917122, 41.8305005 9.5916407))",,residential,,0,no risk,3609
"MULTILINESTRING ((41.8221696 9.594301, 41.8221988 9.5942317, 41.8222174 9.5941541, 41.8221926 9.5940907, 41.8221407 9.5940642, 41.8220143 9.5940662, 41.8218734 9.5940437, 41.8216911 9.594056, 41.8215813 9.5940948, 41.8214961 9.5941234))",,residential,,0,no risk,3610
"MULTILINESTRING ((41.8216073 9.593282, 41.8216975 9.5932436, 41.8218559 9.5931815, 41.8219297 9.5931398, 41.8224777 9.5928327))",,residential,,0,no risk,3611
"MULTILINESTRING ((41.8160715 9.6045057, 41.8160199 9.6045996, 41.8158471 9.6047727, 41.8156856 9.6049029, 41.8155086 9.6050206, 41.8152839 9.6051383, 41.8150213 9.6052047, 41.8147249 9.6052477, 41.8141842 9.6052865, 41.8137881 9.6053086, 41.8134412 9.6053349, 41.8130886 9.6053792, 41.8126687 9.6055025, 41.8122909 9.6056271, 41.8120465 9.6057476))",,residential,,0,no risk,3612
