wkt,name,highway,waterways,depth,vulnerability,fid
"MULTILINESTRING ((41.8439908 9.6856397, 41.843747 9.6859347, 41.8433906 9.6863458, 41.8433715 9.6864383, 41.8431211 9.6865717, 41.842795 9.6869029))",,service,,0,no risk,2416
"MULTILINESTRING ((41.8750779 9.6099809, 41.8749156 9.6097031, 41.8748193 9.6095526, 41.8742983 9.6086637, 41.8742275 9.6085598))",,residential,,0,no risk,2417
"MULTILINESTRING ((41.843774 9.6075885, 41.8440418 9.60818, 41.8441908 9.6085349))",,residential,,0,no risk,2418
"MULTILINESTRING ((41.8448049 9.6899001, 41.845558 9.6887249))",,service,,0,no risk,2419
"MULTILINESTRING ((41.8758176 9.6453357, 41.8762982 9.6451261))",Outer Bypass,primary,,0,no risk,2420
"MULTILINESTRING ((41.8459171 9.687321, 41.8455883 9.6876402, 41.8453633 9.6878585, 41.8450317 9.6881804, 41.8447848 9.6883897, 41.8439608 9.6890884, 41.8434241 9.6895434))",,residential,,0,no risk,2421
"MULTILINESTRING ((41.8364176 9.6053966, 41.8376133 9.6049555, 41.8381534 9.604762, 41.83884 9.6045032, 41.8391341 9.6044119))",,service,,0,no risk,2422
"MULTILINESTRING ((41.8676933 9.6066523, 41.8677109 9.6066933, 41.8676774 9.6068579, 41.8676409 9.6069874, 41.8676154 9.6071341, 41.8675897 9.6073559))",,residential,,0,no risk,2423
"MULTILINESTRING ((41.8781367 9.6018422, 41.878178 9.6019541, 41.8781902 9.6020215, 41.8782464 9.6020986, 41.8782836 9.6021309, 41.8783637 9.602195, 41.878389 9.6022348, 41.878393 9.6023154, 41.8784103 9.6023751))",,residential,,0,no risk,2424
"MULTILINESTRING ((41.7848479 9.6227704, 41.7847335 9.6220714))",,residential,,0,no risk,2425
"MULTILINESTRING ((41.8809932 9.6243195, 41.881126 9.6244867, 41.8812273 9.6246295, 41.8812943 9.6247499, 41.881346 9.6248246, 41.8814573 9.6250064, 41.8815806 9.6251657, 41.8816893 9.6253257, 41.881755 9.6254249, 41.8817925 9.6254976, 41.8818744 9.6256417, 41.8819159 9.6256959, 41.8820621 9.6258731, 41.8821895 9.6260119, 41.8822592 9.6260833, 41.882329 9.6261323, 41.8824098 9.6261848, 41.8824406 9.626206, 41.8825094 9.6262701, 41.8825865 9.6263336, 41.8827038 9.626435, 41.8827793 9.6264899, 41.8828141 9.6265154, 41.8828383 9.6265375, 41.8828547 9.626556, 41.8829157 9.6266664, 41.8829378 9.6267213, 41.8829754 9.6268641, 41.8829794 9.6269084, 41.8829895 9.6269494, 41.8830103 9.6269771, 41.8830646 9.6270413, 41.8832108 9.6271675, 41.88331 9.627237, 41.8835018 9.6273778, 41.8836547 9.6274888, 41.8837291 9.6275345, 41.8837827 9.6275768, 41.8838431 9.6276521, 41.8839061 9.6277136, 41.8839973 9.6277751, 41.8841428 9.6278756, 41.8842622 9.6279457, 41.8844828 9.6280832, 41.8846157 9.6281871))",,unclassified,,0,no risk,2426
"MULTILINESTRING ((41.8603496 9.6287238, 41.8603872 9.6286868))",,service,,0,no risk,2427
"MULTILINESTRING ((41.84487 9.6864086, 41.8446236 9.6866491, 41.8443652 9.6869014, 41.8441226 9.6871381, 41.8435964 9.6877182, 41.8432806 9.6880247, 41.8431131 9.688053, 41.8422567 9.6889208))",,residential,,0,no risk,2428
"MULTILINESTRING ((41.8724026 9.6030584, 41.8717034 9.6030561, 41.8705884 9.6030131))",,residential,,0,no risk,2429
"MULTILINESTRING ((41.849936 9.5900807, 41.8499129 9.5898308))",,residential,,0,no risk,2430
"MULTILINESTRING ((41.8727621 9.5904248, 41.8732363 9.5904314, 41.8737835 9.590454, 41.8745677 9.5904678, 41.8749206 9.5904827, 41.8752788 9.5904939, 41.875639 9.5904977, 41.8760029 9.5905129, 41.8763262 9.5905368, 41.8766212 9.5906327, 41.8769591 9.5907463, 41.877269 9.5908553, 41.8775689 9.5909574))",,residential,,0,no risk,2431
"MULTILINESTRING ((41.9357089 9.6577788, 41.9363207 9.6579966, 41.9372716 9.6582984, 41.9388283 9.6587864, 41.9401376 9.6594606, 41.9409582 9.6600835, 41.9421697 9.6602311, 41.943036 9.6603531, 41.9439284 9.6603724, 41.9443127 9.6602889, 41.9448728 9.6603339, 41.9457587 9.659955, 41.9467161 9.6596083, 41.9474456 9.6594799, 41.9486506 9.6593386, 41.9496732 9.6591331, 41.9501227 9.6591781, 41.9508261 9.6593514, 41.9517836 9.6595377, 41.9523568 9.6599165, 41.9530928 9.6607769, 41.9535422 9.6615089, 41.9540242 9.6622217, 41.9542261 9.6632298, 41.954389 9.6633839, 41.9547212 9.6634481, 41.9567143 9.6631527, 41.95732 9.6630564, 41.9584599 9.6631335, 41.9596063 9.6633261, 41.9611825 9.6639168, 41.96214 9.6642186, 41.9625373 9.6642315, 41.9633515 9.6641929, 41.9645369 9.6642186, 41.9652143 9.6641865, 41.9655205 9.6642571, 41.9663933 9.6640581, 41.9667255 9.663981, 41.9674354 9.663538, 41.9687121 9.6625556, 41.9691159 9.6625106, 41.9706335 9.6624464, 41.9715975 9.6621639, 41.9722879 9.661952, 41.9734343 9.6616181, 41.9740596 9.6615988, 41.9744048 9.6619006, 41.9756619 9.661785, 41.9775443 9.6617979, 41.9784822 9.6620483, 41.9795765 9.6626711, 41.9807815 9.6629858, 41.981511 9.6632234, 41.9818822 9.6631527, 41.9822926 9.6625877, 41.9827811 9.6618685, 41.9831914 9.6613548, 41.9835041 9.6609118, 41.983478 9.6604495, 41.9833217 9.6597303, 41.9832859 9.6595216, 41.9833543 9.6593514, 41.9835692 9.6589148, 41.9840187 9.6586644, 41.9842662 9.6584782, 41.9846049 9.6582534, 41.9848915 9.6580865, 41.985406 9.6578168, 41.9857187 9.6575792, 41.9864742 9.6573673, 41.9870018 9.657149, 41.9876466 9.6570976, 41.9877472 9.6571405, 41.9878876 9.6572004, 41.9884413 9.6574187, 41.9886562 9.6574444, 41.9893141 9.6578361, 41.9895616 9.6578939, 41.9904084 9.6576627))",,unclassified,,0,no risk,2432
"MULTILINESTRING ((41.883669 9.5949208, 41.8837195 9.5948632))",,residential,,0,no risk,2433
"MULTILINESTRING ((41.8832888 9.594454, 41.8833932 9.5943307, 41.8834763 9.5942454, 41.8835152 9.5941925, 41.8835259 9.5941588, 41.8835367 9.5941257, 41.8835427 9.5940444, 41.8835467 9.5940113))",,residential,,0,no risk,2434
"MULTILINESTRING ((41.8773166 9.6220128, 41.8773361 9.6220704, 41.8773401 9.6221259, 41.8773414 9.6221986, 41.8773468 9.6222727, 41.8773589 9.6223851, 41.8773924 9.6225755, 41.8774205 9.6227685, 41.8774098 9.6228214, 41.8773548 9.6228901, 41.8773267 9.6229391, 41.8773146 9.623033, 41.8773159 9.6231559, 41.8773186 9.6232564, 41.8773119 9.6233212, 41.8772905 9.6233595, 41.8772395 9.6233979, 41.8771912 9.6234217, 41.8771624 9.6234303, 41.8771382 9.6234336, 41.8771101 9.623429, 41.877092 9.6234177, 41.8770437 9.6233866, 41.8769887 9.6233179, 41.8769243 9.6232855, 41.8767299 9.6232343))",,residential,,0,no risk,2435
"MULTILINESTRING ((41.8810391 9.631905, 41.8810496 9.6319936, 41.8810724 9.6320677, 41.8811207 9.6321272, 41.8813594 9.6323665, 41.8816866 9.6326997, 41.882093 9.6331069, 41.88228 9.6333176))",,service,,0,no risk,2436
"MULTILINESTRING ((41.7783355 9.6201911, 41.7783752 9.619588))",,residential,,0,no risk,2437
"MULTILINESTRING ((41.8196844 9.6388999, 41.8201305 9.6395778, 41.8212441 9.6412677, 41.8224248 9.6430501, 41.8226798 9.6434271))",Outer Bypass,primary,,0,no risk,2438
"MULTILINESTRING ((41.8194529 9.6385626, 41.8195904 9.638761))",Outer Bypass,primary,,0,no risk,2439
"MULTILINESTRING ((41.8458434 9.6258439, 41.8449631 9.6259696, 41.8441102 9.6260635, 41.8433645 9.6261455, 41.8432425 9.6261521, 41.8431902 9.6261547, 41.8431365 9.6261481))",,residential,,0,no risk,2440
"MULTILINESTRING ((41.8492351 9.6107759, 41.8492865 9.6108827, 41.8493229 9.6109333, 41.8493724 9.610983, 41.8493957 9.610995, 41.8494275 9.6110042, 41.8494536 9.6110061, 41.8495023 9.6109932, 41.8495227 9.6110033, 41.8497094 9.6109932, 41.8497898 9.6109902, 41.8498859 9.6109867, 41.8499251 9.6109849, 41.8499568 9.6109797, 41.8503518 9.6109223, 41.8508613 9.6108616))",,residential,,0,no risk,2441
"MULTILINESTRING ((41.8503014 9.6166333, 41.8503262 9.6165877, 41.8503229 9.6165711, 41.8503135 9.6165513, 41.8501586 9.6163794, 41.8499845 9.6162707))",,residential,,0,no risk,2442
"MULTILINESTRING ((41.8610242 9.6087691, 41.8610262 9.6087281, 41.8610229 9.6087029, 41.8610101 9.6086785, 41.860992 9.6086646, 41.8609652 9.60865, 41.8608928 9.6086329))",,service,,0,no risk,2443
"MULTILINESTRING ((41.8605729 9.5939882, 41.8606903 9.5938487, 41.8609357 9.5935974, 41.8611391 9.5933472, 41.8613031 9.5931234))",,residential,,0,no risk,2444
"MULTILINESTRING ((41.8462472 9.5992147, 41.8462721 9.5991301, 41.8462989 9.599062, 41.8463337 9.5989833, 41.8463612 9.5988689, 41.8463988 9.5987109, 41.8464437 9.5985264))",,residential,,0,no risk,2445
"MULTILINESTRING ((41.8502762 9.5975765, 41.8503436 9.5976164))",,primary_link,,0,no risk,2446
"MULTILINESTRING ((41.8162601 9.6017794, 41.8165424 9.6019004, 41.8166283 9.6019387, 41.8166873 9.6019539, 41.8167309 9.6019625, 41.8167657 9.6019684, 41.8167973 9.6019823, 41.816871 9.6020313, 41.8169253 9.6020723, 41.8169944 9.6021542, 41.8170219 9.602184, 41.817033 9.6021965, 41.817035 9.6022075))",,residential,,0,no risk,2447
"MULTILINESTRING ((41.8044108 9.5972583, 41.8046039 9.5975016, 41.804443 9.5976868, 41.8042928 9.5977661, 41.8041855 9.5979195, 41.8041694 9.5980411, 41.8042713 9.5981416, 41.8042123 9.598332, 41.8041801 9.5986758, 41.8042123 9.5988292, 41.8042713 9.5989297, 41.8044591 9.5991466, 41.8046093 9.5996226))",,unclassified,,0,no risk,2448
"MULTILINESTRING ((41.8358865 9.6135405, 41.8360756 9.6140628))",,residential,,0,no risk,2449
"MULTILINESTRING ((41.8388596 9.5929127, 41.8391589 9.5931069))",,residential,,0,no risk,2450
"MULTILINESTRING ((41.8391711 9.5925578, 41.8394622 9.5927323, 41.8396769 9.5928876))",,residential,,0,no risk,2451
"MULTILINESTRING ((41.880257 9.5932027, 41.8800102 9.5939161, 41.8797675 9.5946381))",,residential,,0,no risk,2452
"MULTILINESTRING ((41.8797353 9.5930334, 41.8797132 9.593091, 41.8794993 9.5937455, 41.8792659 9.5944689))",,residential,,0,no risk,2453
"MULTILINESTRING ((41.8790204 9.5951817, 41.8786247 9.5950801, 41.8781382 9.5949137))",,residential,,0,no risk,2454
"MULTILINESTRING ((41.7435739 9.5442089, 41.7439719 9.5439384, 41.7442624 9.5438641, 41.7447034 9.5438588, 41.7450047 9.5436997, 41.7451015 9.5431958, 41.7450638 9.5429518, 41.74508 9.5427661, 41.7453665 9.5424781))",,unclassified,,0,no risk,2455
"MULTILINESTRING ((41.7439615 9.5268308, 41.7442253 9.5270365, 41.7457166 9.5271211, 41.7463711 9.5272375, 41.74665 9.5273645, 41.7472509 9.5272164, 41.7479482 9.5271635, 41.7490104 9.5271846, 41.7504051 9.5266662, 41.7510167 9.5265604, 41.7517891 9.5265604, 41.752229 9.5265604, 41.7528191 9.5265392, 41.7535916 9.526444, 41.7541709 9.526444, 41.754525 9.5263911, 41.7548147 9.526317, 41.7555872 9.5261689, 41.7559412 9.5259996, 41.7564562 9.5257985, 41.7566922 9.5255763, 41.757057 9.5253647, 41.7573142 9.5251973, 41.7575934 9.5250155, 41.7578617 9.5247722, 41.7576256 9.5244018, 41.7584196 9.5233543, 41.758602 9.5231215, 41.7587307 9.5235765, 41.7587736 9.5239574, 41.7593018 9.5239826))",,unclassified,,0,no risk,2456
"MULTILINESTRING ((41.7964715 9.5649178, 41.7964876 9.5648702, 41.7966378 9.5646692, 41.7969006 9.5644999, 41.7971474 9.5642671, 41.7972761 9.5641878, 41.7973512 9.5641666, 41.7974961 9.5641666, 41.7976677 9.5641984, 41.7977214 9.5641772, 41.7977589 9.5641455, 41.7977965 9.5640714, 41.7978072 9.5639603, 41.7977697 9.5638069, 41.7977858 9.5637487, 41.7978233 9.5637064, 41.7980862 9.5635265, 41.7981935 9.5634049, 41.7983222 9.5633149, 41.7983973 9.5632779, 41.7984617 9.5632673, 41.7986226 9.5633255, 41.7986709 9.5633044, 41.7987406 9.5632303, 41.7987675 9.5631615, 41.7987567 9.5630504, 41.7987889 9.5629499, 41.7989981 9.562622, 41.7990571 9.5621564, 41.7991322 9.5619925, 41.7991483 9.5618867, 41.7992234 9.5617809, 41.7992127 9.5617332, 41.7990893 9.5616645, 41.7990732 9.561601, 41.7991108 9.5615111, 41.7992663 9.5613048, 41.7992663 9.5612201, 41.7992234 9.5610826, 41.7992288 9.5609821, 41.7992663 9.5608974, 41.7993683 9.5607705, 41.7994058 9.5606964, 41.7994165 9.5606329, 41.7994005 9.5604901, 41.7994595 9.560379, 41.7997277 9.5601463, 41.7999476 9.5600087, 41.8000388 9.55985, 41.8003178 9.559522, 41.8006933 9.5592628, 41.8018412 9.5588661))",,track,,0,no risk,2457
"MULTILINESTRING ((41.7665906 9.5458028, 41.7677593 9.5458466, 41.7682386 9.5456741, 41.7687838 9.5454778, 41.7696944 9.5461193, 41.7713532 9.5461353, 41.7729143 9.5456863, 41.7743941 9.5455901, 41.7770936 9.5450769, 41.7778742 9.5453335, 41.7786059 9.5456542, 41.7798906 9.5453495, 41.780102 9.545109, 41.7814193 9.5454297, 41.7819884 9.5462315, 41.7828178 9.5466485, 41.7835658 9.5466645, 41.7852733 9.5472899, 41.7861352 9.5473541, 41.7867206 9.5481078, 41.7870946 9.5478192, 41.7875988 9.5476909, 41.7886558 9.5484446, 41.7899405 9.5479795, 41.7910625 9.5480116, 41.7921196 9.5484125, 41.7926887 9.548621, 41.7938433 9.549487, 41.7944938 9.5494549, 41.7950304 9.5495832, 41.7948353 9.5498558, 41.7941198 9.5502888, 41.7925424 9.5521811, 41.7915667 9.5532555, 41.7917293 9.5544101, 41.7927213 9.5558855, 41.7927375 9.5567354, 41.7921358 9.5581145, 41.7918431 9.558323))",,track,,0,no risk,2458
"MULTILINESTRING ((41.9499773 9.4979739, 41.9500631 9.4982491, 41.9496447 9.4989686, 41.949709 9.5002173, 41.9493335 9.5008204, 41.9485932 9.500958, 41.9482285 9.5016775, 41.9473809 9.5024606, 41.9469088 9.5025241, 41.9463831 9.5028732, 41.9457501 9.5029896, 41.945042 9.5030108, 41.9445485 9.5030743, 41.9442159 9.5031907, 41.9435614 9.5034658))",,track,,0,no risk,2459
"MULTILINESTRING ((41.8772416 9.5789791, 41.8769298 9.5791639, 41.8767177 9.5792854, 41.8763892 9.579489, 41.8761208 9.5795674))",,unclassified,,0,no risk,2460
"MULTILINESTRING ((41.9323141 9.5384548, 41.9325756 9.5395786, 41.9321646 9.5401312, 41.9315108 9.5400391, 41.9290451 9.5415313, 41.9284847 9.5426918, 41.9274012 9.543005, 41.9263738 9.5436497, 41.9244781 9.5433852))",,tertiary,,0,no risk,2461
"MULTILINESTRING ((41.8788246 9.5380295, 41.8787883 9.5387122, 41.8787195 9.5389628, 41.8786084 9.5392057))",አዋሽ - አሳብ አውራጐዳና,primary,,0,no risk,2462
"MULTILINESTRING ((41.8759489 9.5744989, 41.8764471 9.5745402, 41.8766566 9.5746504, 41.876894 9.5746596, 41.8775738 9.5746687, 41.8783327 9.5743841, 41.8785934 9.5743198, 41.8789193 9.5739985, 41.879194 9.5738286, 41.8792638 9.5734475, 41.8799622 9.5734108))",,track,,0,no risk,2463
"MULTILINESTRING ((41.8771765 9.5921111, 41.8772174 9.5919947, 41.8774581 9.5912965, 41.8775689 9.5909574, 41.8776936 9.5905998, 41.8778162 9.5902254, 41.8778882 9.5899701, 41.8780028 9.5896385, 41.8780566 9.5894281, 41.8780817 9.5893566))",,residential,,0,no risk,2464
"MULTILINESTRING ((41.875248 9.5915584, 41.8749998 9.5922658, 41.8749449 9.5923888, 41.8748159 9.5927288))",,residential,,0,no risk,2465
"MULTILINESTRING ((41.8767735 9.5919815, 41.8767446 9.5920622))",,residential,,0,no risk,2466
"MULTILINESTRING ((41.8881212 9.5953707, 41.888269 9.5950176))",,residential,,0,no risk,2467
"MULTILINESTRING ((41.8793933 9.5929243, 41.8791465 9.5936292, 41.8788998 9.5943578, 41.8786247 9.5950801, 41.8784852 9.5955226, 41.8783865 9.5958276, 41.878083 9.5967644, 41.8778279 9.5975318, 41.8775731 9.5982809, 41.8773542 9.5990416))",,residential,,0,no risk,2468
"MULTILINESTRING ((41.8783886 9.6002029, 41.8781142 9.6001327, 41.8775997 9.5999614))",,residential,,0,no risk,2469
"MULTILINESTRING ((41.8798551 9.6092026, 41.8799592 9.6091648, 41.8800412 9.6091364, 41.8800646 9.6091369, 41.8800983 9.6091423, 41.880157 9.6091664, 41.8801923 9.609206, 41.880251 9.6092901, 41.8802412 9.6094337, 41.8802389 9.6095657))",,residential,,0,no risk,2470
"MULTILINESTRING ((41.8789741 9.6089586, 41.8790959 9.6090522, 41.8791322 9.6090838, 41.8791495 9.6091153, 41.8791495 9.6091477, 41.8791432 9.6091852, 41.8790985 9.6092815, 41.879051 9.6093795, 41.8790164 9.6094553, 41.8790017 9.6095303, 41.8790154 9.6095903, 41.8790475 9.6096555))",,residential,,0,no risk,2471
"MULTILINESTRING ((41.8775273 9.6067869, 41.8776619 9.6066659, 41.8777024 9.6066098, 41.877729 9.6065602, 41.8777344 9.6064967, 41.8777639 9.6064412, 41.8778148 9.6064081, 41.8778618 9.6063949))",,residential,,0,no risk,2472
"MULTILINESTRING ((41.7855647 9.6243992, 41.7855162 9.6241285, 41.7855105 9.6240963, 41.7854227 9.6236065, 41.7853217 9.6231624))",,residential,,0,no risk,2473
"MULTILINESTRING ((41.8696086 9.5781348, 41.8701906 9.5782525))",,residential,,0,no risk,2474
"MULTILINESTRING ((41.8444646 9.617538, 41.843917 9.6176129, 41.8428151 9.617725, 41.8423759 9.6177541))",,residential,,0,no risk,2475
"MULTILINESTRING ((41.8269517 9.600968, 41.8273723 9.600829, 41.827837 9.6006586))",,residential,,0,no risk,2476
"MULTILINESTRING ((41.7817369 9.617377, 41.7817129 9.6172772, 41.7817129 9.6170803, 41.7817196 9.6168441, 41.7817315 9.6166826, 41.7817342 9.6166236, 41.7817422 9.6166118, 41.7817622 9.6166052, 41.781876 9.6165796, 41.7819113 9.616556, 41.7819199 9.6165081, 41.7818314 9.6162587, 41.7818008 9.616176, 41.7818021 9.6160985))",,residential,,0,no risk,2477
"MULTILINESTRING ((41.8438715 9.6222515, 41.8440345 9.6222588, 41.844141 9.6222593, 41.8443804 9.6222423, 41.8443955 9.622235, 41.8444026 9.622231, 41.8444173 9.6222128))",,service,,0,no risk,2478
"MULTILINESTRING ((41.8763557 9.6077058, 41.8762308 9.6074632))",,residential,,0,no risk,2479
"MULTILINESTRING ((41.8760282 9.6068675, 41.8759722 9.6069291, 41.8759324 9.606987, 41.8758908 9.6070726, 41.8758722 9.6071663, 41.8758464 9.6071841, 41.8758067 9.6072109, 41.8757641 9.6072412, 41.8757352 9.6072804, 41.8756999 9.6073357, 41.875627 9.6074513, 41.8755575 9.6075921, 41.8754514 9.6077059, 41.8753728 9.6077792, 41.8753088 9.6078218, 41.8752665 9.6078354, 41.8752146 9.6078465, 41.8750833 9.6078516, 41.8750038 9.6078635, 41.8749355 9.6078797, 41.8749 9.6078951, 41.8746235 9.6080911, 41.8744982 9.6082256, 41.8742647 9.6083804, 41.8742245 9.6084323, 41.874218 9.6084505, 41.8742174 9.6084763, 41.8742275 9.6085598))",,residential,,0,no risk,2480
"MULTILINESTRING ((41.8779224 9.6087686, 41.8783236 9.609184, 41.8784923 9.6093699, 41.8785475 9.6094213, 41.8785835 9.6094518))",,residential,,0,no risk,2481
"MULTILINESTRING ((41.8759096 9.6118278, 41.8756378 9.6119985, 41.8753167 9.6122118, 41.8749611 9.612448))",,residential,,0,no risk,2482
"MULTILINESTRING ((41.8777762 9.6110271, 41.8775295 9.610687, 41.8774674 9.6105983, 41.877387 9.6104648, 41.8773097 9.6104066))",,residential,,0,no risk,2483
"MULTILINESTRING ((41.8762842 9.6124911, 41.8758661 9.6123412, 41.8758328 9.6123472, 41.875797 9.6123753, 41.8756735 9.6124946, 41.8756117 9.6125597, 41.8755376 9.6125385, 41.8754342 9.6125388, 41.8752713 9.6126387, 41.8751301 9.6127216))",,residential,,0,no risk,2484
"MULTILINESTRING ((41.8780455 9.6137124, 41.8781823 9.6138102, 41.8782789 9.6138962, 41.8783781 9.6139729, 41.8784072 9.6139764, 41.8784223 9.6139782, 41.8784921 9.6140126, 41.8787918 9.6142802))",,residential,,0,no risk,2485
"MULTILINESTRING ((41.8764571 9.6168432, 41.8769431 9.6166571, 41.8772301 9.6166597, 41.8774366 9.6167893, 41.8776244 9.6169559))",,residential,,0,no risk,2486
"MULTILINESTRING ((41.8554972 9.584126, 41.8554743 9.583714, 41.8554494 9.5832136, 41.8554639 9.5831482, 41.8554997 9.5831, 41.8555399 9.5830689, 41.8555833 9.5830697))",,residential,,0,no risk,2487
"MULTILINESTRING ((42.1076727 9.5134064, 42.1093172 9.5141282, 42.1106797 9.514361, 42.1114307 9.515017, 42.1126216 9.515271, 42.113952 9.5158212, 42.1145099 9.5162127, 42.1145743 9.5164349, 42.1138876 9.5169957, 42.1131688 9.517038, 42.1124285 9.5174189, 42.112332 9.5177258, 42.1129971 9.518149, 42.1131044 9.518731, 42.112289 9.5188897, 42.1119564 9.518858, 42.1112698 9.5191331, 42.1108085 9.5190696, 42.1100253 9.519969, 42.1098536 9.5203922, 42.1098214 9.5206039, 42.1089631 9.5204875, 42.1082335 9.5205615, 42.1073752 9.5208578, 42.1066349 9.5210483, 42.1059925 9.5213453))",,unclassified,,0,no risk,2488
"MULTILINESTRING ((41.8645682 9.5988547, 41.8644698 9.5988362))",,residential,,0,no risk,2489
"MULTILINESTRING ((41.8470962 9.599899, 41.8469936 9.5996557, 41.8469486 9.5995546, 41.8469366 9.5995169, 41.8468977 9.5993985, 41.8468387 9.5991479, 41.8468031 9.5990646, 41.8467763 9.5989615, 41.8467716 9.598898, 41.8467823 9.5988517))",,residential,,0,no risk,2490
"MULTILINESTRING ((41.8186751 9.6078103, 41.8186745 9.6082831, 41.8186741 9.6085965))",,residential,,0,no risk,2491
"MULTILINESTRING ((41.8193035 9.6079074, 41.8191958 9.6079043, 41.8191127 9.6079023, 41.8190631 9.6078937, 41.819012 9.607873, 41.8188639 9.6078282, 41.8186751 9.6078103, 41.8183167 9.6078063, 41.818245 9.6078157, 41.8182322 9.607821, 41.8182249 9.6078335))",,residential,,0,no risk,2492
"MULTILINESTRING ((41.8199616 9.60186, 41.8199448 9.6018719, 41.819914 9.6019156, 41.8198758 9.6019711, 41.8198523 9.6019956, 41.8198275 9.6020042))",,residential,,0,no risk,2493
"MULTILINESTRING ((41.8730418 9.5786929, 41.8730915 9.5786823, 41.873125 9.5786665, 41.8731625 9.5786347, 41.8732041 9.5785805, 41.8732202 9.5785474, 41.8732296 9.5785177, 41.8732202 9.5784859, 41.8731981 9.5784635, 41.8731753 9.5784416, 41.8731431 9.5784092, 41.8731344 9.5783821, 41.8731444 9.5783669))",,residential,,0,no risk,2494
"MULTILINESTRING ((41.8719946 9.5792605, 41.8722135 9.5790951, 41.8720499 9.5788609, 41.8717867 9.5783439))",,residential,,0,no risk,2495
"MULTILINESTRING ((42.1460817 9.5845054, 42.147308 9.5841657, 42.1477134 9.5843156, 42.1478857 9.5844855, 42.1490309 9.5845054, 42.1493451 9.585175, 42.1504194 9.585165, 42.1524565 9.5855148, 42.1531153 9.5856447, 42.1535106 9.5850251, 42.1537842 9.5848352, 42.1542707 9.5849851, 42.1546862 9.5848752, 42.1551727 9.5852749, 42.1556592 9.5850951, 42.1568348 9.5848752, 42.1577267 9.5848152, 42.1578483 9.5845754, 42.1576456 9.5843256, 42.1577065 9.5841057, 42.1583754 9.583686, 42.1584564 9.5832563, 42.1600274 9.5825867, 42.1605544 9.5824068, 42.1625307 9.5818771, 42.1635477 9.580961))",,unclassified,,0,no risk,2496
"MULTILINESTRING ((42.0088588 9.5590853, 42.0083071 9.5582248, 42.0078316 9.5577367, 42.006594 9.5567475, 42.0060599 9.5565227, 42.0056496 9.5562786, 42.0054542 9.5561052, 42.0052979 9.5560024))",,unclassified,,0,no risk,2497
"MULTILINESTRING ((41.9433199 9.447273, 41.943277 9.4481197, 41.9434057 9.4496754, 41.9435666 9.4507549, 41.9436075 9.4508736, 41.943749 9.451284, 41.9436632 9.4517391, 41.9435023 9.4528292, 41.9434272 9.4536653, 41.9433628 9.4546601, 41.943867 9.4568508, 41.9445 9.4578773, 41.9454442 9.4588298, 41.947075 9.4597188, 41.9479738 9.4599404, 41.9489632 9.4601844, 41.9500361 9.4603855, 41.9506906 9.460576, 41.9522298 9.4611858, 41.9532818 9.4616025, 41.953646 9.4618045, 41.9550949 9.4626079, 41.9557387 9.4629148, 41.9562536 9.4627454, 41.9574553 9.4628301, 41.9582707 9.4648832, 41.9583779 9.4654546, 41.9592255 9.4653382, 41.9604486 9.4654652, 41.9611353 9.465751, 41.9617146 9.4667034, 41.9616932 9.4673489, 41.9615751 9.4675394, 41.9618112 9.468312, 41.961897 9.4685554, 41.9625944 9.4690528, 41.9642252 9.4698994, 41.9652766 9.470238, 41.9657339 9.4703102, 41.965813 9.4703227, 41.9670683 9.4710952, 41.9672829 9.4718254))",,track,,0,no risk,2498
"MULTILINESTRING ((41.8632063 9.6125552, 41.8632638 9.6125986, 41.8633082 9.6126281, 41.8633757 9.6126581, 41.8634628 9.612729, 41.863492 9.6127801, 41.8635311 9.6127993, 41.8636457 9.6128534, 41.8639828 9.6130122))",,service,,0,no risk,2499
"MULTILINESTRING ((41.8660838 9.6073079, 41.8660683 9.6073949, 41.8659514 9.6084709, 41.8659192 9.608736, 41.8659052 9.6090064, 41.8658951 9.6091082, 41.8658543 9.6092648, 41.8658414 9.6093013, 41.8657503 9.6095532, 41.8654981 9.6101872, 41.8653707 9.6106037, 41.8653224 9.6108153, 41.8652996 9.6109647, 41.8652959 9.6110439, 41.8652889 9.6111948, 41.8651891 9.6117813, 41.8650266 9.6124921, 41.8649799 9.6126762, 41.8649118 9.6129139, 41.8647458 9.6134301, 41.864676 9.6136185, 41.8645897 9.6139587, 41.8646851 9.6139774, 41.8644134 9.6153136, 41.8641568 9.6165237, 41.8639263 9.6175456))",,residential,,0,no risk,2500
"MULTILINESTRING ((41.8647458 9.6134301, 41.8649302 9.6134684, 41.8650978 9.6135074, 41.8654359 9.6135996, 41.8655518 9.613686, 41.8660273 9.6138761, 41.8661526 9.6140654, 41.8662384 9.6141395, 41.8663993 9.6142175, 41.8665628 9.6142401))",,residential,,0,no risk,2501
"MULTILINESTRING ((41.8668829 9.6150197, 41.8668741 9.6149038, 41.8668433 9.6147848, 41.8668218 9.614679, 41.8668205 9.6145626, 41.8668567 9.6144053, 41.8670444 9.6137574))",,service,,0,no risk,2502
"MULTILINESTRING ((41.864849 9.6186312, 41.8645053 9.6185075))",,residential,,0,no risk,2503
"MULTILINESTRING ((41.8523915 9.6160674, 41.8525538 9.6161163, 41.8526778 9.616154, 41.8527228 9.6161824, 41.8527549 9.6162373, 41.8528039 9.6163774))",,service,,0,no risk,2504
