"id";"name";"pcode";"adm1nam";"adm1pcd";"Date";"Certnty";"Impact";"PplAffc";"Deaths";"flood";"source"
"uga_impact_data.18";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"10/02/2011";"2";"L";"";NA;1;"http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/1245980/-/13w86vfz/-/index.html"
"uga_impact_data.19";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"01/06/2011";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1084564/-/cjcpk6z/-/index.html"
"uga_impact_data.20";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"31/08/2011";"2";"L";"";NA;1;"http://www.monitor.co.ug/OpEd/OpEdColumnists/CharlesOnyangoObbo/-/878504/1227964/-/hoiv3u/-/index.html"
"uga_impact_data.21";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"01/09/2011";"2";"L";"";NA;1;"New Vision dated 7/09/11"
"uga_impact_data.22";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"07/09/2011";"2";"L";"";NA;1;"New Vision Article posted online on 7/09/11"
"uga_impact_data.23";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"29/09/2011";"5";"L";"";NA;1;"Letter from CAO Ref: CR:/103/16"
"uga_impact_data.24";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"17/05/2012";"2";"L";"";NA;1;"http://www.newvision.co.ug/news/631150-floods-cut-off-import-entry-at-malaba.html"
"uga_impact_data.25";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"29/05/2012";"2";"L";"";NA;1;"http://www.monitor.co.ug/Business/Prosper/Govt-faces-fresh-challenges-in-developing-priority-sectors/-/688616/1414912/-/31n5ll/-/index.html"
"uga_impact_data.26";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"25/09/2012";"2";"L";"";NA;1;"http://www.monitor.co.ug/Business/Prosper/Economic-crisis-affects-vermiculite-exports/-/688616/1515808/-/12e79vm/-/index.html"
"uga_impact_data.27";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"28/11/2013";"2";"L";"";NA;1;"http://www.monitor.co.ug/SpecialReports/Butaleja-Dsitrict--From-troubling-starvation/-/688342/2090774/-/lo29re/-/index.html"
"uga_impact_data.28";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"04/12/2013";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/National/Heavy-rains-in-Tororo--Kaboong-displace-450/-/688334/1745710/-/fxa75y/-/index.html"
"uga_impact_data.29";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"05/12/2014";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/National/Govt-gets-Shs100b-for-Tororo-dam/-/688334/2311836/-/u0uh7s/-/index.html"
"uga_impact_data.30";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"29/01/2015";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/National/UNRA-builds-alternative-bridge-at-Malaba/-/688334/2605374/-/127g3a4z/-/index.html"
"uga_impact_data.31";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"15/04/2015";"2";"L";"";NA;1;"http://www.monitor.co.ug/Magazines/Farming/The-mineral-that-boosts-soils-and-crop-yields/-/689860/2685582/-/j2edi8z/-/index.html"
"uga_impact_data.32";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"04/05/2016";"2";"L";"";NA;1;"MP. TORORO SOUTH COUNTY"
"uga_impact_data.33";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"11/05/2010";"8";"L";"";NA;1;"URCS-Mbale  Regional office"
"uga_impact_data.34";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"01/04/2011";"5";"L";"";NA;1;"Letter from LCV C/Person"
"uga_impact_data.35";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"11/05/2011";"5";"L";"";NA;1;"Letter Ref: mos/Lir/44  CR/106/1 dated 03/05/11"
"uga_impact_data.36";"Tororo";"21UGA003007";"Bukedi";"21UGA003";"30/09/2011";"5";"L";"";NA;1;"Letter Ref: mos/Lir/44  CR/106/1 dated 03/05/11"
"uga_impact_data.37";"Kamuli";"21UGA005007";"Busoga";"21UGA005";"08/07/1998";"6";"M";"";1;1;"New Vision"
"uga_impact_data.38";"Kamuli";"21UGA005007";"Busoga";"21UGA005";"10/12/2006";"6";"M";"";NA;1;"New Vision"
"uga_impact_data.109";"Rubanda";"21UGA009004";"Kigezi";"21UGA009";"26/09/2017";"9";"H";"";15;1;"https://ugandaradionetwork.net/story/govt-delivers-relief-food-to-rubanda-flood-victims"
"uga_impact_data.39";"Kamuli";"21UGA005007";"Busoga";"21UGA005";"19/04/2007";"6";"M";"";5;1;"New Vision"
"uga_impact_data.40";"Kamuli";"21UGA005007";"Busoga";"21UGA005";"01/10/2007";"6";"H";"";NA;1;"District Files"
"uga_impact_data.110";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"28/11/2006";"8";"H";"";NA;1;"Uganda Red Cross Society-Mbale Branch"
"uga_impact_data.41";"Kamuli";"21UGA005007";"Busoga";"21UGA005";"05/11/2011";"4";"H";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1160034/-/c1kxvoz/-/index.html"
"uga_impact_data.42";"Kamuli";"21UGA005007";"Busoga";"21UGA005";"21/05/2018";"4";"M";"";NA;1;"District"
"uga_impact_data.111";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"07/12/2006";"8";"H";"";NA;1;"Statement to parliament by Minister of state on El-nino dated 7/12/2006"
"uga_impact_data.43";"Kamuli";"21UGA005007";"Busoga";"21UGA005";"23/04/2019";"8";"H";"1000";18;1;"http://floodlist.com/africa/uganda-floods-eastern-region-april-2019"
"uga_impact_data.44";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"28/05/2005";"2";"L";"";6;1;"NewVision"
"uga_impact_data.374";"Kampala";"21UGA007001";"Kampala";"21UGA007";"11/03/1995";"4";"L";"";NA;1;"New Vision"
"uga_impact_data.45";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"11/11/2006";"2";"L";"";NA;1;"New Vision"
"uga_impact_data.46";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"25/09/2007";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/782390/-/w0o5hn/-/index.html"
"uga_impact_data.47";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"20/11/2007";"2";"L";"";NA;1;"http://www.monitor.co.ug/News/Education/-/688336/797244/-/10iqh34/-/index.html"
"uga_impact_data.48";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"23/11/2007";"5";"L";"";NA;1;"http://www.newvision.co.ug/news/479929-total-man.html"
"uga_impact_data.49";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"27/11/2007";"5";"L";"";NA;1;"http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/797970/-/4r7rcd/-/index.html"
"uga_impact_data.50";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"26/01/2008";"5";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/726870/-/vw2s9y/-/index.html"
"uga_impact_data.51";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"15/02/2008";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/Education/-/688336/728960/-/10egjnx/-/index.html"
"uga_impact_data.52";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"13/12/2008";"2";"L";"";NA;1;"http://www.monitor.co.ug/Magazines/Life/-/689856/760986/-/10tstp0z/-/index.html"
"uga_impact_data.53";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"22/02/2010";"2";"L";"";NA;1;"URCS-Kampala South Branch"
"uga_impact_data.54";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"04/06/2010";"3";"L";"";NA;1;"http://www.monitor.co.ug/Business/Prosper/-/688616/893144/-/jfj6t2z/-/index.html"
"uga_impact_data.55";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"17/08/2010";"3";"L";"";NA;1;"http://www.monitor.co.ug/Business/Prosper/-/688616/977532/-/iwlnhdz/-/index.html"
"uga_impact_data.56";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"23/08/2010";"3";"L";"";NA;1;"http://www.newvision.co.ug/news/612643-stern-action-needed-to-end-city-floods.html"
"uga_impact_data.57";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"22/09/2010";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1015622/-/cnmrtcz/-/index.html"
"uga_impact_data.58";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"03/10/2010";"3";"L";"";NA;1;"http://www.monitor.co.ug/Magazines/Farming/-/689860/875928/-/wufp6q/-/index.html"
"uga_impact_data.59";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"31/10/2010";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1043428/-/cltlchz/-/index.html"
"uga_impact_data.60";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"16/02/2011";"3";"L";"";NA;1;"http://www.newvision.co.ug/news/327832-museveni-predicts-landslide-victory.html"
"uga_impact_data.61";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"03/04/2011";"3";"L";"";NA;1;"http://www.monitor.co.ug/OpEd/Commentary/-/689364/1118904/-/13coff4z/-/index.html"
"uga_impact_data.62";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"11/04/2011";"3";"L";"";NA;1;"http://www.newvision.co.ug/news/18911-floods-paralyse-kampala-traffic.html"
"uga_impact_data.63";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"07/05/2011";"3";"L";"";NA;1;"http://www.monitor.co.ug/OpEd/Commentary/-/689364/1194364/-/137u13pz/-/index.html"
"uga_impact_data.64";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"06/07/2011";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1176454/-/c0u5vqz/-/index.html"
"uga_impact_data.65";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"18/08/2011";"3";"L";"";NA;1;"http://www.newvision.co.ug/news/317388-updf-gear-stuck-in-bududa.html"
"uga_impact_data.66";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"14/09/2011";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1236360/-/bj8lhxz/-/index.html"
"uga_impact_data.67";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"16/09/2011";"3";"L";"";NA;1;"http://www.monitor.co.ug/OpEd/Editorial/-/689360/1237048/-/a15ijm/-/index.html"
"uga_impact_data.68";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"10/10/2011";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1252916/-/bi36eiz/-/index.html"
"uga_impact_data.69";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"05/11/2011";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1160034/-/c1kxvoz/-/index.html"
"uga_impact_data.70";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"20/11/2011";"3";"L";"";NA;1;"http://www.monitor.co.ug/Magazines/PeoplePower/-/689844/1275802/-/13udl6yz/-/index.html"
"uga_impact_data.71";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"27/12/2011";"3";"L";"";NA;1;"http://www.monitor.co.ug/OpEd/Commentary/-/689364/1295534/-/12nqjjjz/-/index.html"
"uga_impact_data.72";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"09/01/2012";"3";"L";"";NA;1;"http://www.monitor.co.ug/SpecialReports/Who-is-to-blame-for-continuous-environment-degradation-/-/688342/1491626/-/pq6t06z/-/index.html"
"uga_impact_data.73";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"23/02/2012";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/-/688334/1333236/-/b07yknz/-/index.html"
"uga_impact_data.74";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"05/05/2012";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/Uganda-s-best-and-worst-employers/-/688334/1399618/-/jv4g4ez/-/index.html"
"uga_impact_data.75";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"09/06/2012";"3";"L";"";NA;1;"http://www.newvision.co.ug/news/634959-move-some-ministries-out-of-kampala.html"
"uga_impact_data.76";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"05/07/2012";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/Company-sues-electoral-body-over-alleged-contract-breach/-/688334/1400826/-/tkfkm0z/-/index.html"
"uga_impact_data.77";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"16/08/2012";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/Entebbe-schools-stopped-from-reopening-over-spilling-sewage/-/688334/1480340/-/pd88awz/-/index.html"
"uga_impact_data.78";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"19/11/2012";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/Museveni-begs-donors-over-aid-cuts/-/688334/1624432/-/qp2mt3z/-/index.html"
"uga_impact_data.79";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"24/12/2012";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/Water-shy-tourists-told-to-get-on-the-road-boat/-/688334/1650662/-/wkn7tdz/-/index.html"
"uga_impact_data.80";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"29/12/2012";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/Red-Cross-registers-66-injury-cases/-/688334/1653290/-/epkxafz/-/index.html"
"uga_impact_data.81";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"04/02/2013";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/KCCA--city-musicians-plan-meeting/-/688334/1736462/-/kb77ip/-/index.html"
"uga_impact_data.82";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"08/02/2013";"3";"L";"";NA;1;"http://www.monitor.co.ug/OpEd/Letters/Weather-forecasts--Stop-misleading-us/-/806314/1934088/-/xmdcu/-/index.html"
"uga_impact_data.83";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"23/04/2013";"3";"L";"";NA;1;"http://www.monitor.co.ug/artsculture/Reviews/Uganda-in-2013--the-first-100-days/-/691232/1755892/-/ei0dto/-/index.html"
"uga_impact_data.84";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"07/08/2013";"3";"L";"";NA;1;"http://www.monitor.co.ug/OpEd/Editorial/Monitor-wetland-activities-closely/-/689360/1908272/-/wurjd5z/-/index.html"
"uga_impact_data.85";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"18/09/2013";"3";"L";"";NA;1;"http://www.monitor.co.ug/Magazines/Farming/After-sharing-her-story--Naluyima-now-sells-40-more-piglets-/-/689860/1996376/-/ick8m4/-/index.html"
"uga_impact_data.86";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"16/11/2013";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/Museveni-grants-new-MP-slot-to-Ntoroko/-/688334/2075130/-/15bgf11z/-/index.html"
"uga_impact_data.87";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"09/02/2014";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/Flooded-river-disrupts-transport--destroys-crops/-/688334/2437670/-/4u3im7/-/index.html"
"uga_impact_data.88";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"16/03/2014";"3";"L";"";NA;1;"http://www.monitor.co.ug/Magazines/PeoplePower/You-reap-what-you-sow--Bukenya-tells-Mbabazi/-/689844/2245744/-/fwbvw1/-/index.html"
"uga_impact_data.89";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"20/03/2014";"3";"L";"";NA;1;"http://www.monitor.co.ug/Business/Auto/Splashing-water-isn-t-ok/-/688614/2250368/-/kttqomz/-/index.html"
"uga_impact_data.90";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"05/04/2014";"3";"L";"";NA;1;"http://www.monitor.co.ug/Magazines/PeoplePower/Flyover-won-t-decongest-Kampala-city/-/689844/2302210/-/mvret3/-/index.html"
"uga_impact_data.91";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"17/04/2014";"3";"M";"";NA;1;"http://www.newvision.co.ug/news/654641-rainy-season-nema-warns-of-severe-disasters.html"
"uga_impact_data.92";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"05/05/2014";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/KCCA-plans-to-ban-boda-bodas-from-city-centre/-/688334/2303590/-/3iqq6x/-/index.html"
"uga_impact_data.93";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"25/06/2014";"3";"";"";NA;1;"http://www.monitor.co.ug/Magazines/HomesandProperty/Know-your-hood--Nateete-Western-Uganda-s-gateway-to-Kampala/-/689858/2360428/-/6hfero/-/index.html"
"uga_impact_data.94";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"09/08/2014";"3";"M";"";NA;1;"http://www.monitor.co.ug/News/National/Hundreds-displaced-as-rains-pound-Albetong/-/688334/2444408/-/l5aob4/-/index.html"
"uga_impact_data.95";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"24/08/2014";"3";"H";"";NA;1;"http://www.monitor.co.ug/OpEd/Commentary/Water-transport-can-cut-Kampala-s-travel-costs/-/689364/2428168/-/liaaww/-/index.html"
"uga_impact_data.96";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"16/09/2014";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/Residents-flee-landslide-prone-areas/-/688334/2453480/-/4dynt5/-/index.html"
"uga_impact_data.97";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"24/10/2014";"3";"L";"";NA;1;"http://www.newvision.co.ug/news/661066-kyambogo-edge-nkumba-on-flooded-home-pitch.html"
"uga_impact_data.98";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"29/10/2014";"3";"H";"";NA;1;"http://www.monitor.co.ug/artsculture/Reviews/One-swamp-s-destruction--a-future-generation-s-problem/-/691232/2502598/-/ggsn68/-/index.html"
"uga_impact_data.99";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"09/11/2014";"3";"H";"";NA;1;"http://www.monitor.co.ug/News/National/Kumi-schools-fail-to-open-over-heavy-rains/-/688334/2448280/-/8soa3hz/-/index.html"
"uga_impact_data.100";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"18/05/2015";"3";"L";"";NA;1;"Wakiso DLG"
"uga_impact_data.101";"Wakiso";"21UGA011013";"North Buganda";"21UGA011";"20/05/2015";"3";"L";"";NA;1;"http://www.monitor.co.ug/News/National/1-000-traders-face-eviction/-/688334/2722510/-/ht2qtfz/-/index.html"
"uga_impact_data.102";"Kaabong";"21UGA008003";"Karamoja";"21UGA008";"02/06/2002";"6";"L";"";NA;1;"Letter from SAS/MSRDP & R"
"uga_impact_data.103";"Kaabong";"21UGA008003";"Karamoja";"21UGA008";"11/08/2011";"7";"H";"6400";7;1;"https://reliefweb.int/disaster/ms-2011-000110-uga"
"uga_impact_data.104";"Kaabong";"21UGA008003";"Karamoja";"21UGA008";"03/09/2011";"4";"L";"";NA;1;"NEWVISION"
"uga_impact_data.375";"Kampala";"21UGA007001";"Kampala";"21UGA007";"13/03/1995";"4";"L";"";NA;1;"New Vision"
"uga_impact_data.105";"Kaabong";"21UGA008003";"Karamoja";"21UGA008";"01/04/2012";"4";"L";"";NA;1;"OPM"
"uga_impact_data.106";"Kaabong";"21UGA008003";"Karamoja";"21UGA008";"01/06/2012";"4";"L";"";NA;1;"OPM"
"uga_impact_data.376";"Kampala";"21UGA007001";"Kampala";"21UGA007";"10/04/1995";"4";"L";"";NA;1;"New Vision"
"uga_impact_data.107";"Kaabong";"21UGA008003";"Karamoja";"21UGA008";"01/04/2013";"4";"L";"";NA;1;"Daily Monitor News Paper"
"uga_impact_data.108";"Kaabong";"21UGA008003";"Karamoja";"21UGA008";"11/06/2013";"6";"L";"";NA;1;"OPM"
"uga_impact_data.377";"Kampala";"21UGA007001";"Kampala";"21UGA007";"24/03/1996";"4";"L";"";NA;1;"New Vision"
"uga_impact_data.112";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"21/07/2009";"8";"H";"";NA;1;"Ref-OPM/DM/92"
"uga_impact_data.113";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"20/02/2010";"4";"H";"";NA;1;"Ministry of Foreighn Affairs"
"uga_impact_data.114";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"04/03/2010";"8";"H";"";NA;1;"Rapid assessment report from OPM dated 20/05/2010"
"uga_impact_data.115";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"10/03/2010";"4";"H";"";NA;1;"NewVision"
"uga_impact_data.116";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"19/03/2010";"2";"H";"2000";NA;1;"https://www.newvision.co.ug/new_vision/news/1293620/butaleja-flood-victims-receive-aid"
"uga_impact_data.117";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"28/05/2010";"4";"H";"";NA;1;"New Vision"
"uga_impact_data.118";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"14/08/2010";"4";"H";"";NA;1;"NewVision"
"uga_impact_data.119";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"29/09/2010";"4";"H";"";NA;1;"New Vision"
"uga_impact_data.120";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"09/09/2011";"8";"H";"";NA;1;"Internal memo from DPO on floodsituation in the District"
"uga_impact_data.121";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"19/09/2011";"8";"H";"";NA;1;"Letter from the District Chairperson dated 30/11/2006"
"uga_impact_data.122";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"20/09/2011";"8";"H";"";NA;1;"Letter from the woman MP dated 9th/08/2011"
"uga_impact_data.123";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"09/11/2014";"8";"H";"";NA;1;"BUTALEJA DISTRICT LOCAL GOVERNMENT"
"uga_impact_data.124";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"06/03/2017";"4";"H";"";NA;1;"District Files"
"uga_impact_data.125";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"07/03/2017";"4";"H";"";NA;1;"CAO BUTALEJA"
"uga_impact_data.126";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"26/03/2018";"4";"H";"";NA;1;"District Files"
"uga_impact_data.127";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"04/04/2018";"4";"H";"";NA;1;"District Files"
"uga_impact_data.128";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"29/04/2018";"4";"H";"";NA;1;"district file"
"uga_impact_data.129";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"01/05/2018";"4";"H";"";NA;1;"DISTRICT"
"uga_impact_data.130";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"03/05/2018";"4";"H";"";NA;1;"district file"
"uga_impact_data.131";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"04/05/2018";"4";"H";"";NA;1;"Butaleja district local government"
"uga_impact_data.132";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"20/06/2018";"4";"H";"";NA;1;"OPM"
"uga_impact_data.133";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"04/10/2018";"4";"H";"";NA;1;"OPM"
"uga_impact_data.134";"Butaleja";"21UGA003003";"Bukedi";"21UGA003";"29/08/2011";"8";"H";"";NA;1;"Report from Min. of State for Disaster Preparedness  Relief and Refugees"
"uga_impact_data.136";"Bukwo";"21UGA006002";"Elgon";"21UGA006";"25/03/2010";"8";"M";"";NA;1;"Letter Ref: CR/214/9 from CAO"
"uga_impact_data.135";"Amuru";"21UGA001002";"Acholi";"21UGA001";"22/08/2017";"8";"H";"3000";NA;1;"http://floodlist.com/africa/uganda-floods-northern-region-august-2017"
"uga_impact_data.378";"Kampala";"21UGA007001";"Kampala";"21UGA007";"06/04/1997";"4";"L";"";NA;1;"New Vision"
"uga_impact_data.137";"Bukwo";"21UGA006002";"Elgon";"21UGA006";"01/05/2010";"2";"M";"";3;1;"https://allafrica.com/stories/201005170065.html"
"uga_impact_data.138";"Kasese";"21UGA014005";"Toro";"21UGA014";"19/08/1989";"2";"L";"";NA;1;"NewVision"
"uga_impact_data.182";"Buyende";"21UGA005003";"Busoga";"21UGA005";"23/04/2019";"8";"H";"1000";18;1;"http://floodlist.com/africa/uganda-floods-eastern-region-april-2019"
