source,Area,year,month,Date,people_affected,people_dead,houses_affected,flood
Desinventar 26/8/2019,SIKASSO,2012,8,22/08/2012,0,0,4,1
Desinventar 26/8/2019,BOUGOUNI,2012,9,14/09/2012,0,0,0,1
Desinventar 26/8/2019,BOUGOUNI,2012,7,23/07/2012,0,0,0,1
Desinventar 26/8/2019,KOUTIALA,2014,7,03/07/2014,0,4,0,1
Desinventar 26/8/2019,KOUTIALA,2012,8,14/08/2012,0,0,280,1
Desinventar 26/8/2019,SIKASSO,2012,8,23/08/2012,0,0,1,1
Desinventar 26/8/2019,SIKASSO,2012,8,22/08/2012,0,0,0,1
Desinventar 26/8/2019,YOROSSO,2012,8,30/08/2012,0,0,0,1
Desinventar 26/8/2019,YOROSSO,2012,8,14/08/2012,0,0,180,1
Desinventar 26/8/2019,YANFOLILA,2012,8,24/08/2012,0,1,0,1
Desinventar 26/8/2019,KOUTIALA,2012,8,24/08/2012,0,0,166,1
Desinventar 26/8/2019,KOLONDIEBA,1999,8,20/08/1999,0,0,0,1
Desinventar 26/8/2019,YANFOLILA,1999,8,18/08/1999,0,0,138,1
Desinventar 26/8/2019,KOUTIALA,1999,8,15/08/1999,0,0,138,1
Desinventar 26/8/2019,YOROSSO,2007,7,22/07/2007,0,0,0,1
Desinventar 26/8/2019,YOROSSO,2007,7,09/07/2007,0,0,0,1
Desinventar 26/8/2019,YOROSSO,2007,7,01/07/2007,0,0,0,1
Desinventar 26/8/2019,BOUGOUNI,2007,9,08/09/2007,0,2,0,1
Desinventar 26/8/2019,SIKASSO,2007,8,22/08/2007,0,0,0,1
Desinventar 26/8/2019,KADIOLO,2008,6,17/06/2008,0,0,0,1
Desinventar 26/8/2019,BOUGOUNI,2010,9,09/09/2010,0,0,1600,1
Desinventar 26/8/2019,KOUTIALA,2010,9,03/09/2010,0,4,0,1
DREF2018,SIKASSO,2018,8,07/08/2018,,,,1
DREF2018,koutiala,2018,8,07/08/2018,,,,1
Desinventar 26/8/2019,Gourma-Rharous,2011,8,20/08/2011,8510,0,848,1
Desinventar 26/8/2019,Gourma-Rharous,2001,6,01/06/2001,6490,0,0,1
Desinventar 26/8/2019,Gourma-Rharous,2011,8,20/08/2011,2560,0,269,1
Desinventar 26/8/2019,Gourma-Rharous,2011,8,20/08/2011,2400,0,355,1
Desinventar 26/8/2019,GOUNDAM,2004,6,01/06/2004,2283,0,0,1
Desinventar 26/8/2019,GOUNDAM,1999,8,21/08/1999,2050,0,362,1
Desinventar 26/8/2019,tombouctou,2003,8,24/08/2003,1335,2,182,1
Desinventar 26/8/2019,tombouctou,2010,7,11/07/2010,1115,1,777,1
Desinventar 26/8/2019,tombouctou,2010,9,01/09/2010,933,0,82,1
Desinventar 26/8/2019,tombouctou,1999,8,22/08/1999,689,2,167,1
Desinventar 26/8/2019,tombouctou,2009,10,25/10/2009,510,0,80,1
Desinventar 26/8/2019,tombouctou,2010,7,21/07/2010,478,0,229,1
Desinventar 26/8/2019,GOUNDAM,1999,8,21/08/1999,276,0,16,1
Desinventar 26/8/2019,Gourma-Rharous,2009,8,26/08/2009,256,0,0,1
Desinventar 26/8/2019,tombouctou,1954,8,20/08/1954,243,0,55,1
Desinventar 26/8/2019,tombouctou,2010,8,01/08/2010,232,0,41,1
Desinventar 26/8/2019,tombouctou,2006,8,27/08/2006,161,0,16,1
Desinventar 26/8/2019,GOUNDAM,1999,8,21/08/1999,150,0,25,1
Desinventar 26/8/2019,GOUNDAM,1999,8,21/08/1999,112,0,15,1
Desinventar 26/8/2019,DIRE,2008,7,25/07/2008,110,0,21,1
Desinventar 26/8/2019,GOUNDAM,2011,3,28/03/2011,75,0,33,1
Desinventar 26/8/2019,tombouctou,2010,7,21/07/2010,27,0,34,1
Desinventar 26/8/2019,NIAFUNKE,1999,8,21/08/1999,10,0,0,1
Desinventar 26/8/2019,GOUNDAM,2010,8,31/08/2010,10,1,0,1
Desinventar 26/8/2019,GOUNDAM,1999,8,21/08/1999,10,0,0,1
Desinventar 26/8/2019,tombouctou,2007,4,20/04/2007,4,0,0,1
Desinventar 26/8/2019,GOUNDAM,2011,7,15/07/2011,2,3,20,1
Desinventar 26/8/2019,tombouctou,1999,8,23/08/1999,0,2,20,1
Desinventar 26/8/2019,GOUNDAM,2002,8,28/08/2002,0,0,0,1
Desinventar 26/8/2019,tombouctou,1999,9,22/09/1999,0,2,118,1
Desinventar 26/8/2019,NIAFUNKE,1999,8,21/08/1999,0,0,1,1
Desinventar 26/8/2019,NIAFUNKE,1999,8,21/08/1999,0,0,10,1
Desinventar 26/8/2019,DIRE,1999,8,21/08/1999,0,0,3,1
Desinventar 26/8/2019,NIAFUNKE,1999,8,21/08/1999,0,0,0,1
Desinventar 26/8/2019,NIAFUNKE,2009,8,25/08/2009,0,1,0,1
Desinventar 26/8/2019,tombouctou,2009,8,25/08/2009,0,0,0,1
Desinventar 26/8/2019,GOUNDAM,2011,3,21/03/2011,0,0,1,1
Desinventar 26/8/2019,Gourma-Rharous,1999,8,21/08/1999,0,0,2,1
Desinventar 26/8/2019,Gourma-Rharous,1999,8,21/08/1999,0,0,6,1
Desinventar 26/8/2019,Gourma-Rharous,1999,8,22/08/1999,0,0,10,1
Desinventar 26/8/2019,tombouctou,1999,8,22/08/1999,0,0,0,1
Desinventar 26/8/2019,NIAFUNKE,2010,9,18/09/2010,0,0,45,1
Desinventar 26/8/2019,tombouctou,2010,8,06/08/2010,0,0,40,1
Desinventar 26/8/2019,Gourma-Rharous,2010,7,22/07/2010,0,0,78,1
Desinventar 26/8/2019,Gourma-Rharous,2010,7,02/07/2010,0,0,5,1
Statistique inondation mspc 2017,NIAFUNKE,2017,6,07/06/2017,123,0,,1
DREF2018,tombouctou,2018,8,07/08/2018,,,116,1
DREF2018,DIRE,2018,8,07/08/2018,,,400,1
