lon,lat,fid,name,description,type,Administrative region,Date of installation
33.921836,-10.9902052,8050,Mkoweka Borehole ,About 400m NE from the main roard to Ng'onga Trading Centre,Borehole or tubewell,"STA Chisovya, Rumphi, Malawi",2/26/2002
33.4293064,-12.1593445,6977,Kaphikanjoka village water point2,About 4km from Dimi school going West ,Borehole or tubewell,"TA Mzukuzuku, Mzimba, Malawi",10/14/1992
33.4294216,-12.1549881,30205,Kaphikanjoka village water point ,About 4km West of Dimi FP school ,Borehole or tubewell,"TA Mzukuzuku, Mzimba, Malawi",7/4/2010
34.0264016,-10.9044411,31341,Mvina borehole,About 50 meters from chief's compound,Borehole or tubewell,"SC Mwankhunikira, Rumphi, Malawi",7/12/2018
34.03064578,-10.90954326,1855,Mzokoto Monitoring well ,About 50m south of mzokoto Primary school ,Borehole or tubewell,"SC Mwankhunikira, Rumphi, Malawi",1/1/2014
34.0164108,-10.9085833,4542,Kalirawaleke borehole,About 60 meters from the group village headman's compound,Borehole or tubewell,"SC Mwankhunikira, Rumphi, Malawi",4/3/2001
33.9232516,-10.9951383,31006,Kadumuliro water point,About 600m away from lukali trading centre,Borehole or tubewell,"STA Chisovya, Rumphi, Malawi",4/13/2019
33.4202049,-12.153436,30893,Gangala village water point2,About 6km West of Dimi FP school ,Borehole or tubewell,"TA Mzukuzuku, Mzimba, Malawi",3/10/2010
33.9888903,-10.9459934,6648,Madunga borehole,About 700 meters (south east) from the group village headman's compound,Borehole or tubewell,"SC Mwankhunikira, Rumphi, Malawi",12/1/2006
33.906806,-11.416314,28507,Mponda village borehole ,About 80m West of Ekwaiweni Trading Centre ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",9/3/2006
33.3553566,-11.4363736,21665,Kwelani Kumwenda borehole,After Chankharamu bridge when coming from Kapija school  turn off,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",10/5/2019
33.3059783,-11.5320605,4577,Zhawongo borehole,After Chasengo Estate turn off along Mbalachanda - Madede road,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",9/7/2007
33.3383493,-11.4658267,5140,Wamuzale borehole,After crossing Kamulaza stream,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",7/15/2005
33.3022414,-12.0505254,35268,Equochen ,After Edingeni school ground ,Borehole or tubewell,"TA M'Mbelwa, Mzimba, Malawi",1/2/1998
33.9133387,-11.031293,31715,Chiyayike water point ,After njakwa bridge to livingstonia road ,Borehole or tubewell,"STA Chisovya, Rumphi, Malawi",3/23/2002
33.6115607,-11.7124385,17745,Mayuwi  primary  school ,Along   Eswazini road,Borehole or tubewell,"SC Kampingo Sibande, Mzimba, Malawi",6/1/2018
33.8612127,-9.9455896,30658,Lasha borehole no.2,Along  Chitipa road,Borehole or tubewell,"TA Kyungu, Karonga, Malawi",8/30/1995
33.4118513,-11.3547407,26473,Vyapatamo borehole,Along  Escom 11kv power lines connecting Mbalachanda,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",3/12/2001
33.6141477,-11.7137886,5899,Mpinganjira  Banda,Along  Eswazina -Ngomiawo  road,Borehole or tubewell,"SC Kampingo Sibande, Mzimba, Malawi",1/19/2001
33.5909609,-11.7149565,446,Baphani  Kamanga  borehole ,Along  Eswazini road,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",9/9/2016
33.5851962,-11.7169013,22007,Kam'bumbe borehole ,Along  Eswazini-Ngomiawo road,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",9/24/2016
33.6555353,-11.8391548,15204,Chaliwa Nkhata  Borehole ,Along  Kazimasika  river ,Borehole or tubewell,"SC Kampingo Sibande, Mzimba, Malawi",7/10/2015
33.3511493,-11.6312982,19754,Molotoni Mtonga borehole,Along  Lukwelukwe - Vithando School,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",10/25/1998
34.1911115,-10.6825869,32575,Mtomboloka bolehole,Along  M1 road ,Borehole or tubewell,"SC Mwalweni, Rumphi, Malawi",1/1/1994
33.5841389,-11.6800428,29945,Chibetete  Gondwe borehole ,Along  Malangazi  -Mzalangwe road,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",5/24/2008
33.327577,-11.6878483,2817,Levi Mphande borehole,Along  Wanitaya - Kaonekera road,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",9/23/2019
33.5680974,-11.7634666,2486,Zondwayo Nkosi 1 borehole ,Along  zgangayi road ,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",10/12/1998
33.8203513,-11.4371291,35155,Makalanje Tchuwa borehole ,Along Admarck road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",11/6/2001
33.3324135,-11.42589,2809,Layere Banda borehole,Along Agripa to Kapija road,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",8/28/2007
33.8039745,-11.3855237,28103,Paulos Zgambo borehole ,Along bwabwa -kasitu  road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",11/13/1997
33.8105149,-11.3883289,2227,Jamu chiziwa borehole ,Along bwabwa -kasitu road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",6/4/2011
33.8038708,-11.3935553,27307,Bwabwa primary school borehole ,Along bwabwa -kaweche road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",12/12/1994
33.804676,-11.39213,27346,Bwabwa school borehole 2,Along bwabwa -kaweche road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",12/10/1997
33.7947483,-11.3936663,28158,Mkhuzo borehole ,Along bwabwa -kaweche road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",6/30/1997
33.7884958,-11.4002349,22408,Mkwapasi mbizi borehole ,Along bwabwa -kaweche road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",2/6/1998
33.7829714,-11.4158064,22347,Kampupu borehole ,Along bwabwa road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",3/5/1997
33.7883572,-11.4292638,22775,William chisi borehole 2,Along bwabwa road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",3/13/1997
33.6055134,-9.8832273,19959,Namchenyenthero 1 borehole ,Along CCAP church to Kalowera scheme road,Borehole or tubewell,"TA Kyungu, Karonga, Malawi",12/5/2006
33.4191426,-11.4488385,26185,Kapilil primary school borehole,Along chamunya stream,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",9/1/1984
33.3173092,-11.5134561,31355,Chitengo Nyirenda Borehole,Along Chang'anga to Madede road,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",4/6/2014
34.0392342,-11.3426039,23956,Chanjati borehole,Along chanjati stream,Borehole or tubewell,"TA M'bwana, Nkhata Bay, Malawi",10/25/2000
33.4415739,-11.4694616,27282,Gwala Banda borehole,Along chankhalamu stream,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",3/9/2011
33.9565143,-10.0517568,24964,Bambo borehole,Along chasato valley,Borehole or tubewell,"TA Kyungu, Karonga, Malawi",8/29/1990
33.2857743,-11.5473445,5310,Kamomo borehole,Along Chauti stream,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",8/13/2007
33.418568,-11.1977702,23396,Wato  kumwenda borehole,Along chavindikila stream,Borehole or tubewell,"TA Mpherembe, Mzimba, Malawi",2/22/2000
33.8268166,-11.4536192,20003,Mthusani Ngulube borehole ,Along chifwefwe road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",11/9/2001
33.7639374,-11.0000464,428,Chigumba water point,Along chikwawa bolero road (jandang'ombe,Borehole or tubewell,"TA Chikulamayembe, Rumphi, Malawi",7/1/1997
33.7682447,-11.0067383,30866,Jeremani water point,Along chikwawa to borero road,Borehole or tubewell,"TA Chikulamayembe, Rumphi, Malawi",11/4/2016
33.7453609,-11.0218135,173,Jalira - mtawanda water point,Along chikwawa to kazuni,Borehole or tubewell,"TA Chikulamayembe, Rumphi, Malawi",3/16/2008
33.7630622,-11.0193534,20332,Zonde water point,Along chikwawa to kazuni road,Borehole or tubewell,"TA Chikulamayembe, Rumphi, Malawi",1/1/2004
33.7611937,-11.0214526,30809,Zonde waterpoint 2,Along chikwawa to kazuni road,Borehole or tubewell,"TA Chikulamayembe, Rumphi, Malawi",1/1/1999
33.7971608,-11.4720107,22149,Jaman mhone borehole ,Along chimbongondo - Emsizin road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",11/20/2001
33.5815815,-11.7316194,4157,Yobe Moyo borehole ,Along chimwembe -zondwayo Nkosi  road,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",9/27/2007
33.9416831,-10.0271584,23202,Chawanangwa borehole,Along chisalankhanga stream,Borehole or tubewell,"TA Kyungu, Karonga, Malawi",2/2/2004
34.152668,-10.5708908,7574,Chihanga mzikiti borehole,Along chitimba river at chihanga school,Borehole or tubewell,"SC Mwalweni, Rumphi, Malawi",3/1/2017
34.1511813,-10.5716898,35280,Chihanga primary school borehole ,Along chitimba river at chihanga school,Borehole or tubewell,"SC Mwalweni, Rumphi, Malawi",4/1/2004
33.8327683,-9.9528259,30232,Mbande FP School's borehole,Along Chitipa road,Borehole or tubewell,"TA Kyungu, Karonga, Malawi",9/20/1977
33.8381941,-9.9492227,20011,Mwakilama borehole,Along Chitipa road,Borehole or tubewell,"TA Kyungu, Karonga, Malawi",8/10/1990
33.8460147,-9.9426752,25777,Mwandosha 2 Village,Along Chitipa road,Borehole or tubewell,"TA Kyungu, Karonga, Malawi",3/5/2015
33.9126611,-9.9371792,29798,Mwanyongo borehole,Along chitipa road,Borehole or tubewell,"Karonga Town, Karonga, Malawi",5/31/2018
33.673792,-9.9205008,6058,Sichinga borehole,Along Chitipa road,Borehole or tubewell,"TA Kyungu, Karonga, Malawi",11/12/2008
34.1797581,-10.678655,5951,Mkulano shallow well,Along chombe forest ,Borehole or tubewell,"SC Mwalweni, Rumphi, Malawi",4/1/2016
33.2936663,-11.5379839,26746,Echilumbeni School Borehole,Along Echilumbeni school  to Phemba road near Mr Khaki's house,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",8/22/2003
33.8455791,-11.4181454,6156,Ehlekwen school borehole ,Along Ekwenden road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",6/6/2000
33.5035188,-12.1178928,3717,Zawinduka 1 borehole ,Along Embangweni - Thoza road ,Borehole or tubewell,"TA Mzikubola, Mzimba, Malawi",12/11/2009
33.5124506,-12.104233,21962,Zawinduka Hara borehole 2,Along Embangweni - Thoza road ,Borehole or tubewell,"TA Mzikubola, Mzimba, Malawi",9/21/1999
33.8246018,-11.4435594,21989,Emsizin chipatala borehole ,Along Emsizin -Ekwenden road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",4/19/1993
33.8298777,-11.4381257,795,Samson borehole ,Along Emsizin -Ekwenden road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",12/9/2002
33.8255725,-11.3707859,28540,Emuviyen school borehole ,Along Emuviyen -Ekwenden road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",6/30/1993
33.8188887,-11.3790854,28470,Gideon chipewa borehole ,Along Emuviyen -Ekwenden road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",8/22/1998
33.8279433,-11.368725,34285,Kanthowa Mhango borehole ,Along Emuviyen -Ekwenden road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",6/10/2004
33.8227904,-11.3739441,16379,Elias Ngulube borehole ,Along Emuviyen -kaweche road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",1/29/1997
33.798398,-11.3771219,7415,Mukochiwa Hara borehole ,Along Emuviyen -mtwalo road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",6/21/2008
33.8864787,-10.0696386,27032,Cheghama Ikumbo Borehole 2,Along Ikumbo Valley ,Borehole or tubewell,"TA Kyungu, Karonga, Malawi",1/1/1999
34.1671405,-10.7329568,4772,Masasa borehole,Along jalawe bunga road,Borehole or tubewell,"SC Mwalweni, Rumphi, Malawi",3/4/2004
34.1700295,-10.7360416,186,Mwaziko borehole ,Along jalawe bunga road ,Borehole or tubewell,"STA Njikula, Rumphi, Malawi",9/6/2018
33.7385404,-11.0111515,35224,Kabonda water point,Along jalira to bolero road,Borehole or tubewell,"TA Chikulamayembe, Rumphi, Malawi",10/15/2007
33.4200752,-11.4612412,23301,Mvwalamani  nkhoma pump,Along jombo stream,Borehole or tubewell,"TA Chindi, Mzimba, Malawi",8/19/2006
33.8029152,-11.4427728,5136,Gonera Hara borehole ,Along kabila road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",5/30/2000
33.8273715,-11.4283477,19283,Samuel Nkosi borehole ,Along kabila road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",10/23/2004
33.7849708,-11.4460779,5232,Dunduzule borehole ,Along kabwanda road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",3/16/1997
33.7984324,-11.4436239,19369,William chisi borehole ,Along kabwanda road ,Borehole or tubewell,"TA Mtwalo, Mzimba, Malawi",10/29/1997
33.8693208,-10.0491102,27717,Cheghama kafulufulu borehole,Along kafulufulu river,Borehole or tubewell,"TA Kyungu, Karonga, Malawi",9/2/1999
