"Date";"station";"year";"dis";"dis_3day";"dis_7day";"name";"Deaths";"Affected";"flood"
1997-03-07;"G5200";NA;0.010509868;0.010199103;0.01120495;"Bulambuli";NA;NA;NA
1997-03-08;"G5200";NA;0.010509868;0.010199103;0.01120495;"Bulambuli";NA;NA;NA
1997-03-09;"G5200";"1997";0.0095843645;0.010204284;0.01439301;"Bulambuli";NA;NA;NA
1997-03-10;"G5200";NA;0.0095843645;0.010204284;0.01439301;"Bulambuli";NA;NA;NA
1997-03-11;"G5200";NA;0.0095843645;0.010204284;0.01439301;"Bulambuli";NA;NA;NA
1997-03-12;"G5200";NA;0.0095843645;0.010204284;0.01439301;"Bulambuli";NA;NA;NA
1997-03-13;"G5200";"1997";0.010323378;0.012316209;0.025296532;"Bulambuli";NA;NA;NA
1997-03-14;"G5200";NA;0.010323378;0.012316209;0.025296532;"Bulambuli";NA;NA;NA
1997-03-15;"G5200";NA;0.010323378;0.012316209;0.025296532;"Bulambuli";NA;NA;NA
1997-03-16;"G5200";"1997";0.009830755;0.013219712;0.013347168;"Bulambuli";NA;NA;NA
1997-03-17;"G5200";NA;0.009830755;0.013219712;0.013347168;"Bulambuli";NA;NA;NA
1997-03-18;"G5200";NA;0.009830755;0.013219712;0.013347168;"Bulambuli";NA;NA;NA
1997-03-19;"G5200";NA;0.009830755;0.013219712;0.013347168;"Bulambuli";NA;NA;NA
1997-03-20;"G5200";"1997";0.0139718205;0.011928376;0.085201696;"Bulambuli";NA;NA;NA
1997-03-21;"G5200";NA;0.0139718205;0.011928376;0.085201696;"Bulambuli";NA;NA;NA
1997-03-22;"G5200";NA;0.0139718205;0.011928376;0.085201696;"Bulambuli";NA;NA;NA
1997-03-23;"G5200";"1997";0.011292537;0.015835399;1.2470233;"Bulambuli";NA;NA;NA
1997-03-24;"G5200";NA;0.011292537;0.015835399;1.2470233;"Bulambuli";NA;NA;NA
1997-03-25;"G5200";NA;0.011292537;0.015835399;1.2470233;"Bulambuli";NA;NA;NA
1997-03-26;"G5200";NA;0.011292537;0.015835399;1.2470233;"Bulambuli";NA;NA;NA
1997-03-27;"G5200";"1997";0.046079244;0.7529405;24.029758;"Bulambuli";NA;NA;NA
1997-03-28;"G5200";NA;0.046079244;0.7529405;24.029758;"Bulambuli";NA;NA;NA
1997-03-29;"G5200";NA;0.046079244;0.7529405;24.029758;"Bulambuli";NA;NA;NA
1997-03-30;"G5200";"1997";1.2604452;46.061195;58.478992;"Bulambuli";NA;NA;NA
1997-03-31;"G5200";NA;1.2604452;46.061195;58.478992;"Bulambuli";NA;NA;NA
1997-04-01;"G5200";NA;1.2604452;46.061195;58.478992;"Bulambuli";NA;NA;NA
1997-04-02;"G5200";NA;1.2604452;46.061195;58.478992;"Bulambuli";NA;NA;NA
1997-04-03;"G5200";"1997";66.5706;61.372593;45.76825;"Bulambuli";NA;NA;NA
1997-04-04;"G5200";NA;66.5706;61.372593;45.76825;"Bulambuli";NA;NA;NA
1997-04-05;"G5200";NA;66.5706;61.372593;45.76825;"Bulambuli";NA;NA;NA
1997-04-06;"G5200";"1997";73.258934;87.602264;69.4192;"Bulambuli";NA;NA;NA
1997-04-07;"G5200";NA;73.258934;87.602264;69.4192;"Bulambuli";NA;NA;NA
1997-04-08;"G5200";NA;73.258934;87.602264;69.4192;"Bulambuli";NA;NA;NA
1997-04-09;"G5200";NA;73.258934;87.602264;69.4192;"Bulambuli";NA;NA;NA
1997-04-10;"G5200";"1997";120.3039;112.381775;101.21844;"Bulambuli";NA;NA;NA
1997-04-11;"G5200";NA;120.3039;112.381775;101.21844;"Bulambuli";NA;NA;NA
1997-04-12;"G5200";NA;120.3039;112.381775;101.21844;"Bulambuli";NA;NA;NA
1997-04-13;"G5200";"1997";128.58417;99.272934;58.294613;"Bulambuli";NA;NA;NA
1997-04-14;"G5200";NA;128.58417;99.272934;58.294613;"Bulambuli";NA;NA;NA
1997-04-15;"G5200";NA;128.58417;99.272934;58.294613;"Bulambuli";NA;NA;NA
1997-04-16;"G5200";NA;128.58417;99.272934;58.294613;"Bulambuli";NA;NA;NA
1997-04-17;"G5200";"1997";136.62659;101.112335;70.06219;"Bulambuli";NA;NA;NA
1997-04-18;"G5200";NA;136.62659;101.112335;70.06219;"Bulambuli";NA;NA;NA
1997-04-19;"G5200";NA;136.62659;101.112335;70.06219;"Bulambuli";NA;NA;NA
1997-04-20;"G5200";"1997";113.39964;116.43157;105.39397;"Bulambuli";NA;NA;NA
1997-04-21;"G5200";NA;113.39964;116.43157;105.39397;"Bulambuli";NA;NA;NA
1997-04-22;"G5200";NA;113.39964;116.43157;105.39397;"Bulambuli";NA;NA;NA
1997-04-23;"G5200";NA;113.39964;116.43157;105.39397;"Bulambuli";NA;NA;NA
1997-04-24;"G5200";"1997";200.74251;220.69412;289.03424;"Bulambuli";NA;NA;NA
1997-04-25;"G5200";NA;200.74251;220.69412;289.03424;"Bulambuli";NA;NA;NA
1997-04-26;"G5200";NA;200.74251;220.69412;289.03424;"Bulambuli";NA;NA;NA
1997-04-27;"G5200";"1997";240.98727;286.82614;260.21484;"Bulambuli";NA;NA;NA
1997-04-28;"G5200";NA;240.98727;286.82614;260.21484;"Bulambuli";NA;NA;NA
1997-04-29;"G5200";NA;240.98727;286.82614;260.21484;"Bulambuli";NA;NA;NA
1997-04-30;"G5200";NA;240.98727;286.82614;260.21484;"Bulambuli";NA;NA;NA
1997-05-01;"G5200";"1997";416.91077;434.50586;249.60977;"Bulambuli";NA;NA;NA
1997-05-02;"G5200";NA;416.91077;434.50586;249.60977;"Bulambuli";NA;NA;NA
1997-05-03;"G5200";NA;416.91077;434.50586;249.60977;"Bulambuli";NA;NA;NA
1997-05-04;"G5200";"1997";414.98145;246.87254;116.90377;"Bulambuli";NA;NA;NA
1997-05-05;"G5200";NA;414.98145;246.87254;116.90377;"Bulambuli";NA;NA;NA
1997-05-06;"G5200";NA;414.98145;246.87254;116.90377;"Bulambuli";NA;NA;NA
1997-05-07;"G5200";NA;414.98145;246.87254;116.90377;"Bulambuli";NA;NA;NA
1997-05-08;"G5200";"1997";212.22298;128.98123;124.548096;"Bulambuli";NA;NA;NA
1997-05-09;"G5200";NA;212.22298;128.98123;124.548096;"Bulambuli";NA;NA;NA
1997-05-10;"G5200";NA;212.22298;128.98123;124.548096;"Bulambuli";NA;NA;NA
1997-05-11;"G5200";"1997";131.95299;109.71742;143.86055;"Bulambuli";NA;NA;NA
1997-05-12;"G5200";NA;131.95299;109.71742;143.86055;"Bulambuli";NA;NA;NA
1997-05-13;"G5200";NA;131.95299;109.71742;143.86055;"Bulambuli";NA;NA;NA
1997-05-14;"G5200";NA;131.95299;109.71742;143.86055;"Bulambuli";NA;NA;NA
1997-05-15;"G5200";"1997";148.33968;164.19391;150.7635;"Bulambuli";NA;NA;NA
1997-05-16;"G5200";NA;148.33968;164.19391;150.7635;"Bulambuli";NA;NA;NA
1997-05-17;"G5200";NA;148.33968;164.19391;150.7635;"Bulambuli";NA;NA;NA
1997-05-18;"G5200";"1997";190.17339;208.56094;108.365486;"Bulambuli";NA;NA;NA
1997-05-19;"G5200";NA;190.17339;208.56094;108.365486;"Bulambuli";NA;NA;NA
1997-05-20;"G5200";NA;190.17339;208.56094;108.365486;"Bulambuli";NA;NA;NA
1997-05-21;"G5200";NA;190.17339;208.56094;108.365486;"Bulambuli";NA;NA;NA
1997-05-22;"G5200";"1997";192.48973;123.708305;86.63109;"Bulambuli";NA;NA;NA
1997-05-23;"G5200";NA;192.48973;123.708305;86.63109;"Bulambuli";NA;NA;NA
1997-05-24;"G5200";NA;192.48973;123.708305;86.63109;"Bulambuli";NA;NA;NA
1997-05-25;"G5200";"1997";129.63795;90.46568;61.046978;"Bulambuli";NA;NA;NA
1997-05-26;"G5200";NA;129.63795;90.46568;61.046978;"Bulambuli";NA;NA;NA
1997-05-27;"G5200";NA;129.63795;90.46568;61.046978;"Bulambuli";NA;NA;NA
1997-05-28;"G5200";NA;129.63795;90.46568;61.046978;"Bulambuli";NA;NA;NA
1997-05-29;"G5200";"1997";88.3613;71.83483;86.66357;"Bulambuli";NA;NA;NA
1997-05-30;"G5200";NA;88.3613;71.83483;86.66357;"Bulambuli";NA;NA;NA
1997-05-31;"G5200";NA;88.3613;71.83483;86.66357;"Bulambuli";NA;NA;NA
1997-06-01;"G5200";"1997";80.646576;104.374985;74.55173;"Bulambuli";NA;NA;NA
1997-06-02;"G5200";NA;80.646576;104.374985;74.55173;"Bulambuli";NA;NA;NA
1997-06-03;"G5200";NA;80.646576;104.374985;74.55173;"Bulambuli";NA;NA;NA
1997-06-04;"G5200";NA;80.646576;104.374985;74.55173;"Bulambuli";NA;NA;NA
1997-06-05;"G5200";"1997";120.59554;93.58861;79.13293;"Bulambuli";NA;NA;NA
1997-06-06;"G5200";NA;120.59554;93.58861;79.13293;"Bulambuli";NA;NA;NA
1997-06-07;"G5200";NA;120.59554;93.58861;79.13293;"Bulambuli";NA;NA;NA
1997-06-08;"G5200";"1997";100.07023;93.03556;81.81643;"Bulambuli";NA;NA;NA
1997-06-09;"G5200";NA;100.07023;93.03556;81.81643;"Bulambuli";NA;NA;NA
1997-06-10;"G5200";NA;100.07023;93.03556;81.81643;"Bulambuli";NA;NA;NA
1997-06-11;"G5200";NA;100.07023;93.03556;81.81643;"Bulambuli";NA;NA;NA
1997-06-12;"G5200";"1997";104.42007;98.08599;87.940155;"Bulambuli";NA;NA;NA
1997-06-13;"G5200";NA;104.42007;98.08599;87.940155;"Bulambuli";NA;NA;NA
1997-06-14;"G5200";NA;104.42007;98.08599;87.940155;"Bulambuli";NA;NA;NA
1997-06-15;"G5200";"1997";111.050514;112.27071;126.04869;"Bulambuli";NA;NA;NA
1997-06-16;"G5200";NA;111.050514;112.27071;126.04869;"Bulambuli";NA;NA;NA
1997-06-17;"G5200";NA;111.050514;112.27071;126.04869;"Bulambuli";NA;NA;NA
1997-06-18;"G5200";NA;111.050514;112.27071;126.04869;"Bulambuli";NA;NA;NA
1997-06-19;"G5200";"1997";115.851555;121.94017;153.90091;"Bulambuli";NA;NA;NA
1997-06-20;"G5200";NA;115.851555;121.94017;153.90091;"Bulambuli";NA;NA;NA
1997-06-21;"G5200";NA;115.851555;121.94017;153.90091;"Bulambuli";NA;NA;NA
1997-06-22;"G5200";"1997";127.094666;167.74805;136.32422;"Bulambuli";NA;NA;NA
1997-06-23;"G5200";NA;127.094666;167.74805;136.32422;"Bulambuli";NA;NA;NA
1997-06-24;"G5200";NA;127.094666;167.74805;136.32422;"Bulambuli";NA;NA;NA
1997-06-25;"G5200";NA;127.094666;167.74805;136.32422;"Bulambuli";NA;NA;NA
1997-06-26;"G5200";"1997";191.17757;183.25679;133.68709;"Bulambuli";NA;NA;NA
1997-06-27;"G5200";NA;191.17757;183.25679;133.68709;"Bulambuli";NA;NA;NA
1997-06-28;"G5200";NA;191.17757;183.25679;133.68709;"Bulambuli";NA;NA;NA
1997-06-29;"G5200";"1997";203.83951;169.49576;144.53311;"Bulambuli";NA;NA;NA
1997-06-30;"G5200";NA;203.83951;169.49576;144.53311;"Bulambuli";NA;NA;NA
1997-07-01;"G5200";NA;203.83951;169.49576;144.53311;"Bulambuli";NA;NA;NA
1997-07-02;"G5200";NA;203.83951;169.49576;144.53311;"Bulambuli";NA;NA;NA
1997-07-03;"G5200";"1997";163.98723;171.83823;137.58353;"Bulambuli";NA;NA;NA
1997-07-04;"G5200";NA;163.98723;171.83823;137.58353;"Bulambuli";NA;NA;NA
1997-07-05;"G5200";NA;163.98723;171.83823;137.58353;"Bulambuli";NA;NA;NA
1997-07-06;"G5200";"1997";171.96646;152.1208;189.11514;"Bulambuli";NA;NA;NA
1997-07-07;"G5200";NA;171.96646;152.1208;189.11514;"Bulambuli";NA;NA;NA
1997-07-08;"G5200";NA;171.96646;152.1208;189.11514;"Bulambuli";NA;NA;NA
1997-07-09;"G5200";NA;171.96646;152.1208;189.11514;"Bulambuli";NA;NA;NA
1997-07-10;"G5200";"1997";222.08473;291.45;188.74252;"Bulambuli";NA;NA;NA
1997-07-11;"G5200";NA;222.08473;291.45;188.74252;"Bulambuli";NA;NA;NA
1997-07-12;"G5200";NA;222.08473;291.45;188.74252;"Bulambuli";NA;NA;NA
1997-07-13;"G5200";"1997";346.35995;249.13869;147.54974;"Bulambuli";NA;NA;NA
1997-07-14;"G5200";NA;346.35995;249.13869;147.54974;"Bulambuli";NA;NA;NA
1997-07-15;"G5200";NA;346.35995;249.13869;147.54974;"Bulambuli";NA;NA;NA
1997-07-16;"G5200";NA;346.35995;249.13869;147.54974;"Bulambuli";NA;NA;NA
1997-07-17;"G5200";"1997";310.25076;212.9239;149.81023;"Bulambuli";NA;NA;NA
1997-07-18;"G5200";NA;310.25076;212.9239;149.81023;"Bulambuli";NA;NA;NA
1997-07-19;"G5200";NA;310.25076;212.9239;149.81023;"Bulambuli";NA;NA;NA
1997-07-20;"G5200";"1997";215.8361;192.57799;123.00652;"Bulambuli";NA;NA;NA
1997-07-21;"G5200";NA;215.8361;192.57799;123.00652;"Bulambuli";NA;NA;NA
1997-07-22;"G5200";NA;215.8361;192.57799;123.00652;"Bulambuli";NA;NA;NA
1997-07-23;"G5200";NA;215.8361;192.57799;123.00652;"Bulambuli";NA;NA;NA
1997-07-24;"G5200";"1997";190.00458;167.00621;127.25834;"Bulambuli";NA;NA;NA
1997-07-25;"G5200";NA;190.00458;167.00621;127.25834;"Bulambuli";NA;NA;NA
1997-07-26;"G5200";NA;190.00458;167.00621;127.25834;"Bulambuli";NA;NA;NA
1997-07-27;"G5200";"1997";174.67987;156.8971;101.050835;"Bulambuli";NA;NA;NA
1997-07-28;"G5200";NA;174.67987;156.8971;101.050835;"Bulambuli";NA;NA;NA
1997-07-29;"G5200";NA;174.67987;156.8971;101.050835;"Bulambuli";NA;NA;NA
1997-07-30;"G5200";NA;174.67987;156.8971;101.050835;"Bulambuli";NA;NA;NA
1997-07-31;"G5200";"1997";161.29475;179.61832;138.14655;"Bulambuli";NA;NA;NA
1997-08-01;"G5200";NA;161.29475;179.61832;138.14655;"Bulambuli";NA;NA;NA
1997-08-02;"G5200";NA;161.29475;179.61832;138.14655;"Bulambuli";NA;NA;NA
1997-08-03;"G5200";"1997";172.28778;133.0907;86.8241;"Bulambuli";NA;NA;NA
1997-08-04;"G5200";NA;172.28778;133.0907;86.8241;"Bulambuli";NA;NA;NA
1997-08-05;"G5200";NA;172.28778;133.0907;86.8241;"Bulambuli";NA;NA;NA
1997-08-06;"G5200";NA;172.28778;133.0907;86.8241;"Bulambuli";NA;NA;NA
1997-08-07;"G5200";"1997";138.38594;114.406876;140.8424;"Bulambuli";NA;NA;NA
1997-08-08;"G5200";NA;138.38594;114.406876;140.8424;"Bulambuli";NA;NA;NA
1997-08-09;"G5200";NA;138.38594;114.406876;140.8424;"Bulambuli";NA;NA;NA
1997-08-10;"G5200";"1997";124.57756;117.691536;83.417694;"Bulambuli";NA;NA;NA
1997-08-11;"G5200";NA;124.57756;117.691536;83.417694;"Bulambuli";NA;NA;NA
1997-08-12;"G5200";NA;124.57756;117.691536;83.417694;"Bulambuli";NA;NA;NA
1997-08-13;"G5200";NA;124.57756;117.691536;83.417694;"Bulambuli";NA;NA;NA
1997-08-14;"G5200";"1997";131.85051;97.060776;55.60222;"Bulambuli";NA;NA;NA
1997-08-15;"G5200";NA;131.85051;97.060776;55.60222;"Bulambuli";NA;NA;NA
1997-08-16;"G5200";NA;131.85051;97.060776;55.60222;"Bulambuli";NA;NA;NA
1997-08-17;"G5200";"1997";101.47618;98.54036;95.40814;"Bulambuli";NA;NA;NA
1997-08-18;"G5200";NA;101.47618;98.54036;95.40814;"Bulambuli";NA;NA;NA
1997-08-19;"G5200";NA;101.47618;98.54036;95.40814;"Bulambuli";NA;NA;NA
1997-08-20;"G5200";NA;101.47618;98.54036;95.40814;"Bulambuli";NA;NA;NA
1997-08-21;"G5200";"1997";99.75548;105.83632;94.522575;"Bulambuli";NA;NA;NA
1997-08-22;"G5200";NA;99.75548;105.83632;94.522575;"Bulambuli";NA;NA;NA
1997-08-23;"G5200";NA;99.75548;105.83632;94.522575;"Bulambuli";NA;NA;NA
1997-08-24;"G5200";"1997";102.90586;108.89114;72.86661;"Bulambuli";NA;NA;NA
1997-08-25;"G5200";NA;102.90586;108.89114;72.86661;"Bulambuli";NA;NA;NA
1997-08-26;"G5200";NA;102.90586;108.89114;72.86661;"Bulambuli";NA;NA;NA
1997-08-27;"G5200";NA;102.90586;108.89114;72.86661;"Bulambuli";NA;NA;NA
1997-08-28;"G5200";"1997";110.378265;86.16014;59.37039;"Bulambuli";NA;NA;NA
1997-08-29;"G5200";NA;110.378265;86.16014;59.37039;"Bulambuli";NA;NA;NA
1997-08-30;"G5200";NA;110.378265;86.16014;59.37039;"Bulambuli";NA;NA;NA
1997-08-31;"G5200";"1997";77.13713;49.67737;44.052837;"Bulambuli";NA;NA;NA
1997-09-01;"G5200";NA;77.13713;49.67737;44.052837;"Bulambuli";NA;NA;NA
1997-09-02;"G5200";NA;77.13713;49.67737;44.052837;"Bulambuli";NA;NA;NA
1997-09-03;"G5200";NA;77.13713;49.67737;44.052837;"Bulambuli";NA;NA;NA
1997-09-04;"G5200";"1997";49.19697;41.83493;26.423342;"Bulambuli";NA;NA;NA
1997-09-05;"G5200";NA;49.19697;41.83493;26.423342;"Bulambuli";NA;NA;NA
1997-09-06;"G5200";NA;49.19697;41.83493;26.423342;"Bulambuli";NA;NA;NA
1997-09-07;"G5200";"1997";42.69462;31.260334;23.990782;"Bulambuli";NA;NA;NA
1997-09-08;"G5200";NA;42.69462;31.260334;23.990782;"Bulambuli";NA;NA;NA
1997-09-09;"G5200";NA;42.69462;31.260334;23.990782;"Bulambuli";NA;NA;NA
1997-09-10;"G5200";NA;42.69462;31.260334;23.990782;"Bulambuli";NA;NA;NA
1997-09-11;"G5200";"1997";26.395096;18.59386;11.091433;"Bulambuli";NA;NA;NA
1997-09-12;"G5200";NA;26.395096;18.59386;11.091433;"Bulambuli";NA;NA;NA
1997-09-13;"G5200";NA;26.395096;18.59386;11.091433;"Bulambuli";NA;NA;NA
1997-09-14;"G5200";"1997";21.939478;18.375834;4.338545;"Bulambuli";NA;NA;NA
1997-09-15;"G5200";NA;21.939478;18.375834;4.338545;"Bulambuli";NA;NA;NA
1997-09-16;"G5200";NA;21.939478;18.375834;4.338545;"Bulambuli";NA;NA;NA
1997-09-17;"G5200";NA;21.939478;18.375834;4.338545;"Bulambuli";NA;NA;NA
1997-09-18;"G5200";"1997";16.43863;4.7063246;1.5247703;"Bulambuli";NA;NA;NA
1997-09-19;"G5200";NA;16.43863;4.7063246;1.5247703;"Bulambuli";NA;NA;NA
1997-09-20;"G5200";NA;16.43863;4.7063246;1.5247703;"Bulambuli";NA;NA;NA
1997-09-21;"G5200";"1997";5.419749;1.4778131;4.1014934;"Bulambuli";NA;NA;NA
1997-09-22;"G5200";NA;5.419749;1.4778131;4.1014934;"Bulambuli";NA;NA;NA
1997-09-23;"G5200";NA;5.419749;1.4778131;4.1014934;"Bulambuli";NA;NA;NA
1997-09-24;"G5200";NA;5.419749;1.4778131;4.1014934;"Bulambuli";NA;NA;NA
1997-09-25;"G5200";"1997";1.2005832;4.525131;7.4963923;"Bulambuli";NA;NA;NA
1997-09-26;"G5200";NA;1.2005832;4.525131;7.4963923;"Bulambuli";NA;NA;NA
1997-09-27;"G5200";NA;1.2005832;4.525131;7.4963923;"Bulambuli";NA;NA;NA
1997-09-28;"G5200";"1997";5.653389;9.544342;4.1393;"Bulambuli";NA;NA;NA
1997-09-29;"G5200";NA;5.653389;9.544342;4.1393;"Bulambuli";NA;NA;NA
1997-09-30;"G5200";NA;5.653389;9.544342;4.1393;"Bulambuli";NA;NA;NA
1997-10-01;"G5200";NA;5.653389;9.544342;4.1393;"Bulambuli";NA;NA;NA
1997-10-02;"G5200";"1997";11.605108;9.211244;6.8177686;"Bulambuli";NA;NA;NA
1997-10-03;"G5200";NA;11.605108;9.211244;6.8177686;"Bulambuli";NA;NA;NA
1997-10-04;"G5200";NA;11.605108;9.211244;6.8177686;"Bulambuli";NA;NA;NA
1997-10-05;"G5200";"1997";11.699572;14.031605;15.180031;"Bulambuli";NA;NA;NA
1997-10-06;"G5200";NA;11.699572;14.031605;15.180031;"Bulambuli";NA;NA;NA
1997-10-07;"G5200";NA;11.699572;14.031605;15.180031;"Bulambuli";NA;NA;NA
1997-10-08;"G5200";NA;11.699572;14.031605;15.180031;"Bulambuli";NA;NA;NA
1997-10-09;"G5200";"1997";16.585161;37.246788;57.961308;"Bulambuli";NA;NA;NA
1997-10-10;"G5200";NA;16.585161;37.246788;57.961308;"Bulambuli";NA;NA;NA
1997-10-11;"G5200";NA;16.585161;37.246788;57.961308;"Bulambuli";NA;NA;NA
1997-10-12;"G5200";"1997";47.946587;100.76354;102.43695;"Bulambuli";NA;NA;NA
1997-10-13;"G5200";NA;47.946587;100.76354;102.43695;"Bulambuli";NA;NA;NA
1997-10-14;"G5200";NA;47.946587;100.76354;102.43695;"Bulambuli";NA;NA;NA
1997-10-15;"G5200";NA;47.946587;100.76354;102.43695;"Bulambuli";NA;NA;NA
1997-10-16;"G5200";"1997";123.82556;172.77849;216.17139;"Bulambuli";NA;NA;NA
1997-10-17;"G5200";NA;123.82556;172.77849;216.17139;"Bulambuli";NA;NA;NA
1997-10-18;"G5200";NA;123.82556;172.77849;216.17139;"Bulambuli";NA;NA;NA
