disaster_type,country,disaster_id,adm1_name,adm1_pcode,adm2_name,adm2_pcode,adm3_name,adm3_pcode,location,people_dead,people_injured,people_displaced,people_affected,house_destroyed,house_damaged,household_displaced,household_affected,livestock_lost,livestock_affected,lost_crops_ha,road,bridge,school,sewerage_latrine,aqueduct,wall,hospital_health_center,drainage,institution_church_mosque,industry,energy,communication,agriculture,date_event,start_date_event,end_date_event,date_recorded,data_source,data_source_other,data_source_url,comments,data_quality_score
FLOODS,Malawi,,Northern,MW1,Mzimba,MW105,Jalavikuwa ,MW10504,Jalavikuwa,0,0,,,0,29,,,,,,,,,,,,,,,,,,,1/2/2003,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLASH FLOODS,Malawi,,Northern,MW1,Mzimba,MW105,Jaravikuwa,MW10504,Thumbi,0,0,,,0,124,,,,,,,,,,,,,,,,,,,14-02-16,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLASH FLOODS,Malawi,,Northern,MW1,Mzimba,MW105,Jaravikuwa,MW10504,Luzi,0,0,,,0,132,,,,,,,,,,,,,,,,,,,14-02-16,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLASH FLOODS,Malawi,,Northern,MW1,Mzimba,MW105,Jaravikuwa,MW10504,Robertson Chavula,0,0,,,0,183,,,,,,,,,,,,,,,,,,,14-02-16,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Phalombe,MW309,Jenala,,,0,0,,,0,18,,,,,,,,,,,,,,,,,,,26-09-11,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Mulanje,MW308,Jenala,,Jenala,0,0,,,0,0,,,,,,,,,,,,,,,,,,,16-02-04,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Phalombe,MW309,Jenala,,,0,0,,,0,129,,,,,,,,,,,,,,,,,,,1/3/2002,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Phalombe,MW309,Jenala ,,Jenala,0,0,,,0,1012,,,,,,,,,,,,,,,,,,,31-12-04,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
"HEAVY RAINS, STORM AND FLOODS",Malawi,,Southern,MW3,Mulanje,MW308,Juma,MW30806,,0,0,,,0,107,,,,,,,,,,,,,,,,,,,22-12-06,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Nkhata Bay,MW103,Kabunduli,MW10301,,0,0,,,0,400,,,,,,,,,,,,,,,,,,,5/4/2006,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Northern,MW1,Mzimba,MW105,kacheche,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,15-02-07,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Dedza,MW208,Kachere,,Kachere,0,0,,,0,0,,,,,,,,,,,,,,,,,,,30-12-15,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Dedza,MW208,Kachere,,Mikondo,0,0,,,0,0,,,,,,,,,,,,,,,,,,,30-12-15,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Dedza,MW208,Kachere,,Kasonda,0,0,,,0,0,,,,,,,,,,,,,,,,,,,30-12-15,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Dedza,MW208,Kachere,,Njonja,0,0,,,0,91,,,,,,,,,,,,,,,,,,,30-12-15,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Dedza,MW208,Kachere,,Chimkwita,0,0,,,0,0,,,,,,,,,,,,,,,,,,,30-12-15,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Dedza,MW208,Kachindamoto,MW20807,Bwanali,0,0,,,0,16,,,,,,,,,,,,,,,,,,,30-12-15,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Dedza,MW208,Kachindamoto,MW20807,Chikomba,0,0,,,0,0,,,,,,,,,,,,,,,,,,,30-12-15,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Dedza,MW208,Kachindamoto ,MW20807,,0,0,,,0,391,,,,,,,,,,,,,,,,,,,8/1/2008,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Dedza,MW208,Kachindamoto ,MW20807,Kachindamoto,0,0,,,0,308,,,,,,,,,,,,,,,,,,,1/1/2005,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Phalombe,MW309,Kaduya ,,,0,0,,,0,274,,,,,,,,,,,,,,,,,,,26-12-13,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Mulanje,MW308,Kaduya ,,Kaduya,0,0,,,0,0,,,,,,,,,,,,,,,,,,,16-02-04,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Southern,MW3,Phalombe,MW309,Kaduya      ,,,0,0,,,0,68,,,,,,,,,,,,,,,,,,,30-10-11,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafizira,MW20202,Chiluvya,0,0,,,0,199,,,,,,,,,,,,,,,,,,,14-02-14,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Njakwa,0,0,,,0,17,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Kachande,0,5,,,0,27,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Kaphambale,0,0,,,0,65,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Shapushapu,0,0,,,0,3,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Mzukuzuku,0,0,,,0,3,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Chizungu,0,0,,,0,3,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Chipeni,0,0,,,0,3,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Gwawa,0,0,,,0,2,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Mujuwa,0,0,,,0,106,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Chimweyo,0,0,,,0,19,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Machlika,0,0,,,0,5,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Mpeta,0,0,,,0,47,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Chilipapa,0,0,,,0,2,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Yolamu,0,0,,,0,3,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Mafowo,0,0,,,0,8,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Wini,0,0,,,0,2,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Kachimera,0,0,,,0,3,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Kodimo,0,0,,,0,3,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kafuzira,MW20202,Chamba,0,0,,,0,3,,,,,,,,,,,,,,,,,,,12/4/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Kalonga,MW20502,Kawanga,0,0,,,0,78,,,,,,,,,,,,,,,,,,,8/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Kalonga,MW20503,Kalonga,0,0,,,0,15,,,,,,,,,,,,,,,,,,,10/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Kalonga,MW20504,Mapiko,0,0,,,0,15,,,,,,,,,,,,,,,,,,,10/2/2018,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Salima,MW205,Kalonga,MW20505,,0,0,,,0,443,,,,,,,,,,,,,,,,,,,12/4/2011,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kanyenda ,MW20201,Mbuna,0,0,,,0,18,,,,,,,,,,,,,,,,,,,14-03-14,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kanyenda ,MW20202,Mbuna,0,0,,,0,53,,,,,,,,,,,,,,,,,,,3/11/2013,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kanyenda ,MW20203,Mbuna,0,0,,,0,27,,,,,,,,,,,,,,,,,,,3/11/2013,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kanyenda ,MW20204,Mbuna,0,0,,,0,39,,,,,,,,,,,,,,,,,,,3/11/2013,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kanyenda ,MW20205,Mbuna,0,0,,,0,33,,,,,,,,,,,,,,,,,,,14-03-13,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kanyenda ,MW20206,Chiluvya,0,0,,,0,40,,,,,,,,,,,,,,,,,,,23-03-13,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kanyenda ,MW20207,Chiluvya,0,0,,,0,11,,,,,,,,,,,,,,,,,,,23-03-13,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kanyenda ,MW20208,Chiluvya,0,0,,,0,371,,,,,,,,,,,,,,,,,,,23-03-13,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODS,Malawi,,Central,MW2,Nkhotakota,MW202,Kanyenda ,MW20201,,0,0,,,0,55,,,,,,,,,,,,,,,,,,,7/2/2008,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
FLOODING OF BUA RIVER,Malawi,,Central,MW2,Nkhotakota,MW202,Kanyenda ,MW20201,Mphonde ,0,0,,,0,470,,,,,,,,,,,,,,,,,,,13-03-07,,,,UNDRR DesInventar,,https://www.desinventar.net/DesInventar,,
